TERM3	TERM3	709385	709403	(TU0-1282 TU0-1283 TU0-1281 TU00121)
TERM4	TERM4	1260118	1260132	(TU0-8323 TU00203)
TERM42	TERM42	1997565	1997595	(TU0-14515 TU00415 TU00471)
TERM43	TERM43	3209064	3209094	(TU00472)
TERM44	TERM44	2871256	2871306	(TU0-42071 TU00146)
TERM45	TERM45	4275950	4275980	(TU0-8519 TU00456)
TERM46	TERM46	2004135	2004189	(TU00274)
TERM47	TERM47	3089125	3089145	(TU00452 TU00453)
TERM48	TERM48	3089111	3089134	(TU00452 TU00453)
TERM49	TERM49	1956471	1956497	(TU0-41889 TU00451)
TERM5	TERM5	3597910	3597930	(TU0-6658 TU00426 TU00427 TU00084 TU00083 TU221)
TERM50	TERM50	1036831	1036857	(TU00288)
TERM51	TERM51	430320	430346	(TU00449 TU00450)
TERM52	TERM52	2388027	2388045	(TU0-41991 TU0-14531 TU00310 TU00448)
TERM53	TERM53	2426052	2426070	(TU0-14520 TU00475 TU00444)
TERM54	TERM54	3638593	3638614	(TU00433 TU00432 TU00431)
TERM55	TERM55	3737553	3737593	(TU00137)
TERM56	TERM56	3737618	3737643	(TU00137)
TERM57	TERM57	2852326	2852343	(TU00424 TU00154)
TERM58	TERM58	457955	457979	(TU0-14490 TU00419 TU00251)
TERM59	TERM59	3322964	3322991	(TU0-42188 TU0-42187 TU00414 TU00277)
TERM60	TERM60	4118391	4118408	(TU00287)
TERM61	TERM61	496222	496253	(TU00402 TU00401)
TERM62	TERM62	1909676	1909703	(TU00400)
TERM63	TERM63	1819889	1819910	(TU00398)
TERM64	TERM64	4343654	4343673	(TU00468 TU0-4562 TU00159)
TERM65	TERM65	950430	950489	(TU00379 TU00378 TU00377 TU00384 TU00383 TU00382 TU00381 TU00380)
TERM66	TERM66	4364867	4364887	(TU00160)
TERM68	TERM68	65800	65821	(TU00214)
TERM69	TERM69	4376989	4377010	(TU0-42396 TU0-42395 TU0-42394 TU00023)
TERM7	TERM7	1080017	1080061	(TU123 TU122 TU121 TU104 TU103)
TERM70	TERM70	3913531	3913553	(TU0-42328 TU0-6636 TU0-6635 TU00243)
TERM71	TERM71	3909833	3909853	(TU0-42327 TU00488 TU00280)
TERM72	TERM72	3212965	3212984	(TU00438 TU00437 TU00436 TU00435 TU00434 TU00352)
TERM73	TERM73	709341	709357	(TU0-1282 TU0-1283 TU0-1281 TU00121)
TERM8	TERM8	2520720	2520742	(TU301)
TERM81	TERM81	4375806	4375823	(TU243)
TERM82	TERM82	4187622	4187636	(TU0-6512 TU0-7002 TU00335)
TERM84	TERM84	3437603	3437617	(TU0-14658 TU00349)
TERM85	TERM85	3809232	3809248	(TU0-5601 TU00339)
TERM86	TERM86	3307021	3307043	(TU0-6654 TU341 TU0-6223 TU0-6660)
TERM87	TERM87	3446289	3446307	(TU00347)
TERM88	TERM88	4619658	4619682	(TU0-6646 TU00018 TU00017)
TERM89	TERM89	4637561	4637595	(TU0-14683 TU00253)
TERMGLYS	TERMGLYS	3720314	3720333	(TU0-42290 TU00281)
TYRBT1	TYRBT1	4266340	4266363	(TU00087)
VALS	VALS	4478955	4478980	(TU0-6405 TU0-6687)
YJJA	YJJA	4597643	4597658	(TU0-42440 TU0-42439 TU0-8867 TU00261)
