"Gene Name"	"Accession-1"	"Object ID"
G6892	"b1655"	"G6892"
G7073	"b1990"	"G7073"
EG10203	"b0839"	"EG10203"
G6422	"b0819"	"G6422"
G6571	"b1113"	"G6571"
EG11253	"b0925"	"EG11253"
G7383	"b2648"	"G7383"
G7147	"b2175"	"G7147"
G6596	"b1152"	"G6596"
G0-16717	"b4633"	"G0-16717"
EG12275	"b3567"	"EG12275"
G6092	"b0174"	"G6092"
G0-16663	"b4647"	"G0-16663"
EG11893	"b2010"	"EG11893"
G0-10563	"b4552"	"G0-10563"
EG11496	"b0236"	"EG11496"
EG11258	"b0904"	"EG11258"
G6904	"b1678"	"G6904"
G7222	"b2353"	"G7222"
EG11381	"b3049"	"EG11381"
G6376	"b0703"	"G6376"
EG10377	"b3429"	"EG10377"
G0-16714	"b4636"	"G0-16714"
G6215	"b0363"	"G6215"
G0-16659	"b4638"	"G0-16659"
G0-10555	"b4508"	"G0-10555"
EG10336	"b2167"	"EG10336"
EG11283	"b4583"	"EG11283"
EG10057	"b1901"	"EG10057"
EG10378	"b3432"	"EG10378"
G7044	"b1936"	"G7044"
G0-16676	"b4697"	"G0-16676"
G7542	"b2975"	"G7542"
EG10379	"b3430"	"EG10379"
G0-16656	"b4641"	"G0-16656"
EG12881	"b2238"	"EG12881"
G6338	"b0612"	"G6338"
EG11925	"b4028"	"EG11925"
EG10010	"b1456"	"EG10010"
G6529	"b1022"	"G6529"
G6119	"b0235"	"G6119"
G6530	"b1023"	"G6530"
G0-16670	"b4654"	"G0-16670"
G0-16653	"b4644"	"G0-16653"
EG11906	"b3947"	"EG11906"
G6528	"b1021"	"G6528"
G7482	"b2862"	"G7482"
EG12260	"b3533"	"EG12260"
G6686	"b1362"	"G6686"
EG12259	"b3532"	"EG12259"
G6102	"b0218"	"G6102"
EG11926	"b4029"	"EG11926"
G0-16667	"b4651"	"G0-16667"
G0-10614	"b4627"	"G0-10614"
EG10561	"b3416"	"EG10561"
EG11924	"b4027"	"EG11924"
EG12020	"b2139"	"EG12020"
EG10609	"b3250"	"EG10609"
G7474	"b2854"	"G7474"
EG11844	"b3879"	"EG11844"
G0-16718	"b4634"	"G0-16718"
G7493	"b2874"	"G7493"
G0-16664	"b4648"	"G0-16664"
EG12361	"b2842"	"EG12361"
G0-10564	"b4556"	"G0-10564"
G6277	"b0508"	"G6277"
EG11766	"b3595"	"EG11766"
EG12319	"b0126"	"EG12319"
G7224	"b2355"	"G7224"
G0-16715	"b4626"	"G0-16715"
EG20044	"b3528"	"EG20044"
G0-16660	"b4645"	"G0-16660"
EG12414	"b2094"	"EG12414"
EG12144	"b0688"	"EG12144"
G0-10556	"b4519"	"G0-10556"
G7517	"b2920"	"G7517"
G6271	"b0499"	"G6271"
G0-16679	"b4708"	"G0-16679"
EG11447	"b2696"	"EG11447"
G7860	"b4198"	"G7860"
G0-16657	"b4640"	"G0-16657"
G6342	"b0616"	"G6342"
G0-10431	"b4503"	"G0-10431"
G7928	"b4331"	"G7928"
G7760	"b3443"	"G7760"
G6137	"b0263"	"G6137"
EG10593	"b2150"	"EG10593"
G0-16671	"b4656"	"G0-16671"
EG10558	"b4035"	"EG10558"
EG10456	"b2552"	"EG10456"
G0-16654	"b4643"	"G0-16654"
G7515	"b2915"	"G7515"
EG10140	"b1738"	"EG10140"
G6767	"b1459"	"G6767"
EG10165	"b2417"	"EG10165"
EG10035	"b1415"	"EG10035"
G6113	"b0229"	"G6113"
G7419	"b2738"	"G7419"
G0-16668	"b4652"	"G0-16668"
EG11032	"b0888"	"EG11032"
G0-10615	"b4628"	"G0-10615"
G7932	"b4335"	"G7932"
EG12161	"b0297"	"EG12161"
G6343	"b0617"	"G6343"
G7475	"b2855"	"G7475"
G7911	"b4298"	"G7911"
G6632	"b4573"	"G6632"
G0-16719	"b4692"	"G0-16719"
EG13159	"b2406"	"EG13159"
G7553	"b2989"	"G7553"
G0-16665	"b4649"	"G0-16665"
G0-10567	"b4561"	"G0-10567"
EG12034	"b2170"	"EG12034"
EG11060	"b0480"	"EG11060"
G6535	"b1028"	"G6535"
EG12373	"b2795"	"EG12373"
G0-16716	"b4630"	"G0-16716"
G7093	"b2042"	"G7093"
G0-16661	"b4646"	"G0-16661"
G0-10561	"b4543"	"G0-10561"
EG10816	"b3750"	"EG10816"
EG11428	"b3962"	"EG11428"
EG11386	"b4486"	"EG11386"
G7903	"b4282"	"G7903"
EG10555	"b4033"	"EG10555"
G7676	"b3222"	"G7676"
G7120	"b2083"	"G7120"
EG10633	"b0678"	"EG10633"
G6295	"b0539"	"G6295"
EG10637	"b3225"	"EG10637"
G0-16713	"b4632"	"G0-16713"
EG10024	"b0114"	"EG10024"
G0-16658	"b4639"	"G0-16658"
EG10632	"b0677"	"EG10632"
G0-10445	"b4524"	"G0-10445"
G7677	"b3223"	"G7677"
EG10659	"b0553"	"EG10659"
G7798	"b3777"	"G7798"
G7264	"b2429"	"G7264"
G6842	"b1584"	"G6842"
G0-16672	"b4657"	"G0-16672"
EG11789	"b2051"	"EG11789"
G0-16655	"b4642"	"G0-16655"
EG12834	"b3268"	"EG12834"
EG12760	"b3127"	"EG12760"
EG10962	"b0120"	"EG10962"
G7536	"b2969"	"G7536"
G6771	"b1470"	"G6771"
EG11961	"b3603"	"EG11961"
EG12882	"b2988"	"EG12882"
G6114	"b0230"	"G6114"
EG11319	"b1236"	"EG11319"
G0-16669	"b4653"	"G0-16669"
EG10961	"b2965"	"EG10961"
G0-10682	"b4631"	"G0-10682"
EG12208	"b4581"	"EG12208"
EG10789	"b2416"	"EG10789"
G7478	"b2858"	"G7478"
EG10568	"b1818"	"EG10568"
G0-16720	"b4693"	"G0-16720"
EG10526	"b0343"	"EG10526"
EG10351	"b2799"	"EG10351"
G0-16666	"b4650"	"G0-16666"
EG10959	"b2938"	"EG10959"
G0-10604	"b4614"	"G0-10604"
EG11778	"b0691"	"EG11778"
G8210	"b2702"	"G8210"
EG10963	"b0121"	"EG10963"
G7723	"b3371"	"G7723"
EG10960	"b2937"	"EG10960"
G6986	"b1800"	"G6986"
EG11417	"b4238"	"EG11417"
G6653	"b1315"	"G6653"
EG10626	"b0099"	"EG10626"
EG20252	"b3566"	"EG20252"
EG10328	"b0529"	"EG10328"
EG12734	"b3091"	"EG12734"
EG10585	"b3941"	"EG10585"
EG12276	"b3568"	"EG12276"
EG10326	"b0048"	"EG10326"
EG11957	"b4085"	"EG11957"
EG11819	"b1232"	"EG11819"
EG11729	"b3719"	"EG11729"
EG10327	"b2315"	"EG10327"
EG11288	"b0394"	"EG11288"
G6862	"b1606"	"G6862"
EG11052	"b3668"	"EG11052"
EG11653	"b3807"	"EG11653"
EG10754	"b0871"	"EG10754"
EG12073	"b2214"	"EG12073"
EG10565	"b0403"	"EG10565"
EG10022	"b4015"	"EG10022"
EG10522	"b2587"	"EG10522"
EG10023	"b4014"	"EG10023"
EG10348	"b2800"	"EG10348"
EG10589	"b2942"	"EG10589"
EG10058	"b1900"	"EG10058"
EG11564	"b0043"	"EG11564"
G7948	"b4366"	"G7948"
EG11557	"b0036"	"EG11557"
G7546	"b2980"	"G7546"
EG11565	"b0044"	"EG11565"
G6721	"b1400"	"G6721"
EG11559	"b0038"	"EG11559"
G6347	"b0621"	"G6347"
G6958	"b1771"	"G6958"
EG20173	"b2297"	"EG20173"
G6475	"b0927"	"G6475"
EG12419	"b2096"	"EG12419"
G6497	"b0963"	"G6497"
EG12253	"b3526"	"EG12253"
G6891	"b1651"	"G6891"
EG11909	"b3950"	"EG11909"
G6099	"b0212"	"G6099"
EG11658	"b1616"	"EG11658"
G7544	"b4468"	"G7544"
EG11225	"b4138"	"EG11225"
EG11583	"b0507"	"EG11583"
EG10972	"b2706"	"EG10972"
G7545	"b2979"	"G7545"
EG10656	"b3188"	"EG10656"
G0-8601	"b4467"	"G0-8601"
EG10562	"b3418"	"EG10562"
G6879	"b1636"	"G6879"
EG10380	"b3428"	"EG10380"
G7259	"b2418"	"G7259"
EG10256	"b1850"	"EG10256"
EG11487	"b1638"	"EG11487"
EG10055	"b0061"	"EG10055"
EG11556	"b0008"	"EG11556"
G7919	"b4309"	"G7919"
EG11797	"b2464"	"EG11797"
G7447	"b2789"	"G7447"
EG11172	"b3115"	"EG11172"
G6718	"b1397"	"G6718"
EG10361	"b2662"	"EG10361"
G6278	"b0509"	"G6278"
EG11329	"b2661"	"EG11329"
EG20049	"b4477"	"EG20049"
EG12381	"b2676"	"EG12381"
EG12415	"b2093"	"EG12415"
EG11045	"b3831"	"EG11045"
EG12148	"b2943"	"EG12148"
EG10422	"b0104"	"EG10422"
EG11868	"b3904"	"EG11868"
EG10048	"b0049"	"EG10048"
EG11448	"b4069"	"EG11448"
EG10994	"b1238"	"EG10994"
EG11175	"b3124"	"EG11175"
EG10414	"b0238"	"EG10414"
EG10969	"b2703"	"EG10969"
EG10030	"b1623"	"EG10030"
EG10594	"b2148"	"EG10594"
EG10225	"b0160"	"EG10225"
EG10559	"b4037"	"EG10559"
EG11332	"b2498"	"EG11332"
EG10365	"b2151"	"EG10365"
EG10221	"b4381"	"EG10221"
EG10141	"b1737"	"EG10141"
G85	"b2407"	"G85"
EG10252	"b3076"	"EG10252"
EG11265	"b0910"	"EG11265"
EG10052	"b0062"	"EG10052"
EG20098	"b0125"	"EG20098"
M014	"b0351"	"M014"
EG11082	"b0030"	"EG11082"
G7892	"b4266"	"G7892"
EG10650	"b2518"	"EG10650"
G7336	"b2542"	"G7336"
EG10051	"b0469"	"EG10051"
G6714	"b1393"	"G6714"
EG12030	"b2162"	"EG12030"
G6198	"b0333"	"G6198"
EG11002	"b2827"	"EG11002"
EG13235	"b0731"	"EG13235"
EG10420	"b2507"	"EG10420"
EG12316	"b0118"	"EG12316"
EG10032	"b0474"	"EG10032"
EG12100	"b2465"	"EG12100"
EG11701	"b2066"	"EG11701"
EG11864	"b3900"	"EG11864"
EG10965	"b3648"	"EG10965"
EG11427	"b2935"	"EG11427"
EG10251	"b3640"	"EG10251"
EG11075	"b3564"	"EG11075"
EG11418	"b2065"	"EG11418"
EG10842	"b3906"	"EG10842"
EG10809	"b1281"	"EG10809"
EG10817	"b3748"	"EG10817"
EG11326	"b0337"	"EG11326"
EG10578	"b4120"	"EG10578"
EG10790	"b4177"	"EG10790"
EG10556	"b4032"	"EG10556"
EG10219	"b4382"	"EG10219"
EG10362	"b0759"	"EG10362"
EG20257	"b2675"	"EG20257"
EG10115	"b3722"	"EG10115"
EG11090	"b0159"	"EG11090"
EG10144	"b1734"	"EG10144"
EG10660	"b2234"	"EG10660"
EG10025	"b0115"	"EG10025"
EG10137	"b2143"	"EG10137"
M010	"b0347"	"M010"
EG12302	"b1098"	"EG12302"
G7821	"b4089"	"G7821"
EG10421	"b2508"	"EG10421"
G7331	"b2537"	"G7331"
EG10039	"b1982"	"EG10039"
G6711	"b1390"	"G6711"
EG11934	"b4055"	"EG11934"
G6141	"b0269"	"G6141"
EG11539	"b0171"	"EG11539"
EG12768	"b3137"	"EG12768"
EG10810	"b2780"	"EG10810"
EG12287	"b3583"	"EG12287"
EG10795	"b4006"	"EG10795"
EG11965	"b3601"	"EG11965"
EG10220	"b4383"	"EG10220"
EG11846	"b3881"	"EG11846"
G6358	"b0651"	"G6358"
EG11330	"b2663"	"EG11330"
EG11102	"b0477"	"EG11102"
EG11065	"b1521"	"EG11065"
EG10661	"b2235"	"EG10661"
EG10814	"b3749"	"EG10814"
EG10160	"b4213"	"EG10160"
EG10569	"b1819"	"EG10569"
G7523	"b2941"	"G7523"
EG10527	"b0344"	"EG10527"
G7653	"b3159"	"G7653"
EG10352	"b2801"	"EG10352"
G7804	"b3830"	"G7804"
EG10086	"b2715"	"EG10086"
G7263	"b2428"	"G7263"
EG10006	"b4123"	"EG10006"
G6576	"b1119"	"G6576"
GB4478	"b4478"	"GB4478"
G6880	"b1640"	"G6880"
G7724	"b4474"	"G7724"
G6567	"b1107"	"G6567"
G7128	"b2095"	"G7128"
EG11050	"b3449"	"EG11050"
G6708	"b1387"	"G6708"
EG10398	"b3926"	"EG10398"
EG20253	"b3569"	"EG20253"
EG11904	"b3945"	"EG11904"
EG12738	"b3093"	"EG12738"
EG10399	"b2239"	"EG10399"
EG12279	"b3575"	"EG12279"
EG12629	"b3437"	"EG12629"
EG11958	"b4086"	"EG11958"
EG10033	"b1002"	"EG10033"
EG11827	"b4090"	"EG11827"
G6655	"b1317"	"G6655"
EG11313	"b3907"	"EG11313"
G7502	"b2883"	"G7502"
EG11053	"b3667"	"EG11053"
G7293	"b2463"	"G7293"
EG10787	"b1101"	"EG10787"
G7040	"b1932"	"G7040"
EG10566	"b1613"	"EG10566"
EG11685	"b3656"	"EG11685"
EG10524	"b0342"	"EG10524"
EG11517	"b3925"	"EG11517"
EG10349	"b2802"	"EG10349"
EG11245	"b2930"	"EG11245"
EG10059	"b4460"	"EG10059"
EG11239	"b0766"	"EG11239"
G7990	"b2169"	"G7990"
EG10948	"b1479"	"EG10948"
G7565	"b3012"	"G7565"
EG10759	"b1702"	"EG10759"
G6811	"b1525"	"G6811"
EG10688	"b3403"	"EG10688"
G6626	"b1199"	"G6626"
EG10368	"b2927"	"EG10368"
EG20248	"b4323"	"EG20248"
EG10283	"b4232"	"EG10283"
EG12458	"b4088"	"EG12458"
EG11093	"b0389"	"EG11093"
EG12272	"b3553"	"EG12272"
G7954	"b4402"	"G7954"
EG11912	"b3953"	"EG11912"
EG11484	"b3848"	"EG11484"
EG11698	"b0756"	"EG11698"
EG11765	"b3598"	"EG11765"
EG11230	"b4118"	"EG11230"
EG12035	"b2171"	"EG12035"
EG10974	"b2707"	"EG10974"
EG12277	"b3573"	"EG12277"
EG10699	"b3916"	"EG10699"
EG12692	"b0599"	"EG12692"
EG10563	"b1621"	"EG10563"
G0-10513	"b4523"	"G0-10513"
EG10381	"b3431"	"EG10381"
G0-10616	"b4655"	"G0-10616"
EG10282	"b2925"	"EG10282"
G0-16725	"b4730"	"G0-16725"
EG10056	"b2841"	"EG10056"
G0-16741	"b4747"	"G0-16741"
G7920	"b4310"	"G7920"
G372	"b4406"	"G372"
G7463	"b2843"	"G7463"
EG11786	"b2581"	"EG11786"
G6719	"b1398"	"G6719"
EG11521	"b0699"	"EG11521"
G6283	"b0514"	"G6283"
EG11145	"b2395"	"EG11145"
EG20051	"b3693"	"EG20051"
G7862	"b4204"	"G7862"
EG12416	"b2092"	"EG12416"
G7670	"b3216"	"G7670"
EG12152	"b4268"	"EG12152"
G7538	"b2971"	"G7538"
EG11869	"b3909"	"EG11869"
G7469	"b2849"	"G7469"
EG11561	"b0040"	"EG11561"
G7343	"b2549"	"G7343"
EG11176	"b3125"	"EG11176"
G7182	"b2275"	"G7182"
EG10970	"b2704"	"EG10970"
G7051	"b1963"	"G7051"
EG10615	"b3599"	"EG10615"
G6961	"b1774"	"G6961"
EG10560	"b3417"	"EG10560"
G6887	"b1647"	"G6887"
EG10366	"b0758"	"EG10366"
G6741	"b1428"	"G6741"
EG10142	"b1736"	"EG10142"
G6617	"b1180"	"G6617"
EG10253	"b3077"	"EG10253"
G6453	"b0868"	"G6453"
EG10053	"b0063"	"EG10053"
G6192	"b0327"	"G6192"
M015	"b2539"	"M015"
EG11843	"b3878"	"EG11843"
G7893	"b4267"	"G7893"
M012	"b0349"	"M012"
G7445	"b2787"	"G7445"
EG10723	"b4094"	"EG10723"
G6715	"b1394"	"G6715"
EG10720	"b4097"	"EG10720"
G6199	"b0334"	"G6199"
EG10717	"b4100"	"EG10717"
EG13236	"b0732"	"EG13236"
EG10738	"b3821"	"EG10738"
EG12399	"b1198"	"EG12399"
EG11403	"b2502"	"EG11403"
EG12133	"b2426"	"EG12133"
EG10725	"b4092"	"EG10725"
EG11866	"b3902"	"EG11866"
EG10721	"b4096"	"EG10721"
EG11443	"b2914"	"EG11443"
EG10718	"b4099"	"EG10718"
EG11076	"b4031"	"EG11076"
EG10755	"b4226"	"EG10755"
EG10843	"b3905"	"EG10843"
EG20091	"b3608"	"EG20091"
EG10818	"b3752"	"EG10818"
EG11510	"b2501"	"EG11510"
EG10592	"b2149"	"EG10592"
EG10727	"b0383"	"EG10727"
EG10557	"b1620"	"EG10557"
EG10719	"b4098"	"EG10719"
EG10363	"b0757"	"EG10363"
EG10716	"b4101"	"EG10716"
EG10116	"b3723"	"EG10116"
G6788	"b1498"	"G6788"
EG10161	"b2049"	"EG10161"
EG10191	"b2764"	"EG10191"
EG10027	"b2296"	"EG10027"
G7454	"b2810"	"G7454"
G7043	"b4495"	"G7043"
EG10186	"b2752"	"EG10186"
G7858	"b4196"	"G7858"
EG11955	"b4083"	"EG11955"
G7334	"b2540"	"G7334"
EG10089	"b3801"	"EG10089"
G6712	"b1391"	"G6712"
G6908	"b1682"	"G6908"
G6143	"b0271"	"G6143"
G6477	"b0935"	"G6477"
EG12957	"b2388"	"EG12957"
EG10194	"b2751"	"EG10194"
EG12292	"b3588"	"EG12292"
G7455	"b2811"	"G7455"
EG12013	"b2132"	"EG12013"
EG10189	"b2762"	"EG10189"
EG11847	"b3882"	"EG11847"
G6909	"b1683"	"G6909"
EG11387	"b1927"	"EG11387"
EG11601	"b2522"	"EG11601"
EG11066	"b4322"	"EG11066"
G6906	"b1680"	"G6906"
EG10815	"b3751"	"EG10815"
EG10190	"b2763"	"EG10190"
EG10576	"b3236"	"EG10576"
EG10185	"b2750"	"EG10185"
EG10543	"b0116"	"EG10543"
G6952	"b1757"	"G6952"
EG10353	"b2805"	"EG10353"
EG11705	"b3678"	"EG11705"
EG10087	"b2714"	"EG10087"
EG10043	"b4214"	"EG10043"
EG10016	"b3126"	"EG10016"
G6907	"b1681"	"G6907"
M004	"b3386"	"M004"
EG11378	"b1684"	"EG11378"
G7726	"b3374"	"G7726"
G6284	"b0515"	"G6284"
G7249	"b2386"	"G7249"
EG10176	"b0339"	"EG10176"
G6709	"b1388"	"G6709"
G6755	"b1444"	"G6755"
G495	"b2901"	"G495"
EG12188	"b2829"	"EG12188"
EG12739	"b3094"	"EG12739"
G6521	"b1010"	"G6521"
EG12284	"b3580"	"EG12284"
G6518	"b1007"	"G6518"
EG11959	"b4087"	"EG11959"
G6285	"b0516"	"G6285"
EG12019	"b2137"	"EG12019"
G7596	"b3073"	"G7596"
EG11316	"b3571"	"EG11316"
G6275	"b0505"	"G6275"
EG11054	"b3666"	"EG11054"
G6522	"b1011"	"G6522"
G7757	"b3440"	"G7757"
G6519	"b1008"	"G6519"
G7738	"b3394"	"G7738"
G6286	"b0517"	"G6286"
G7634	"b3136"	"G7634"
G6281	"b0512"	"G6281"
EG12234	"b3499"	"EG12234"
G6944	"b1748"	"G6944"
EG11865	"b3901"	"EG11865"
EG12345	"b1539"	"EG12345"
G7855	"b4192"	"G7855"
G6523	"b1012"	"G6523"
G7739	"b3395"	"G7739"
G6520	"b1009"	"G6520"
G7736	"b3392"	"G7736"
G6457	"b0873"	"G6457"
G6868	"b1624"	"G6868"
G7237	"b2374"	"G7237"
EG12227	"b4660"	"EG12227"
G6848	"b1590"	"G6848"
G7747	"b3413"	"G7747"
G6847	"b1589"	"G6847"
G7737	"b3393"	"G7737"
G6846	"b1588"	"G6846"
G7288	"b2458"	"G7288"
G6845	"b1587"	"G6845"
EG12113	"b3391"	"EG12113"
G6670	"b1338"	"G6670"
EG10222	"b4384"	"EG10222"
G6669	"b1337"	"G6669"
G7730	"b3378"	"G7730"
EG12384	"b0521"	"EG12384"
G7598	"b3079"	"G7598"
EG11762	"b3592"	"EG11762"
G7494	"b2875"	"G7494"
EG10739	"b3825"	"EG10739"
G7439	"b4463"	"G7439"
EG10049	"b0980"	"EG10049"
G7256	"b2408"	"G7256"
G6335	"b0608"	"G6335"
G7131	"b2099"	"G7131"
G6913	"b1687"	"G6913"
G7740	"b3397"	"G7740"
G6773	"b1472"	"G6773"
G6717	"b1396"	"G6717"
G6652	"b1314"	"G6652"
EG12298	"b3614"	"EG12298"
G6536	"b1029"	"G6536"
G7636	"b3141"	"G7636"
EG10244	"b4362"	"EG10244"
G6647	"b1309"	"G6647"
EG10764	"b4201"	"EG10764"
EG12069	"b2210"	"EG12069"
EG11500	"b1099"	"EG11500"
G7408	"b2690"	"G7408"
EG10829	"b3652"	"EG10829"
G6539	"b1033"	"G6539"
EG10239	"b3066"	"EG10239"
EG11761	"b1461"	"EG11761"
EG11412	"b0640"	"EG11412"
G7158	"b2245"	"G7158"
G0-10444	"b4521"	"G0-10444"
G6428	"b0825"	"G6428"
EG10236	"b4052"	"EG10236"
EG11568	"b0046"	"EG11568"
EG10746	"b3863"	"EG10746"
G6810	"b1524"	"G6810"
EG12197	"b0687"	"EG12197"
EG12702	"b0901"	"EG12702"
EG10245	"b0470"	"EG10245"
EG11289	"b2147"	"EG11289"
EG11505	"b1842"	"EG11505"
G7868	"b4211"	"G7868"
EG10242	"b3701"	"EG10242"
G6727	"b1408"	"G6727"
EG11413	"b4259"	"EG11413"
EG12318	"b0123"	"EG12318"
EG10765	"b0467"	"EG10765"
EG10138	"b3918"	"EG10138"
EG11199	"b3742"	"EG11199"
G7717	"b3351"	"G7717"
EG10686	"b3019"	"EG10686"
G6654	"b1316"	"G6654"
EG10837	"b3778"	"EG10837"
EG12172	"b1103"	"EG12172"
EG11414	"b4372"	"EG11414"
G7490	"b2871"	"G7490"
EG10238	"b0184"	"EG10238"
G6556	"b1059"	"G6556"
EG10763	"b3935"	"EG10763"
EG11850	"b3885"	"EG11850"
EG10687	"b3030"	"EG10687"
G7160	"b2247"	"G7160"
EG11038	"b1610"	"EG11038"
G6437	"b0837"	"G6437"
EG12158	"b0393"	"EG12158"
EG11692	"b3665"	"EG11692"
G6231	"b0392"	"G6231"
G7123	"b2086"	"G7123"
EG12690	"b0892"	"EG12690"
G6261	"b0485"	"G6261"
EG11071	"b2894"	"EG11071"
EG11298	"b3248"	"EG11298"
EG10426	"b0962"	"EG10426"
G7877	"b4243"	"G7877"
EG11619	"b1114"	"EG11619"
G6731	"b1412"	"G6731"
EG10986	"b3549"	"EG10986"
EG12409	"b2468"	"EG12409"
EG10624	"b2831"	"EG10624"
EG10995	"b0452"	"EG10995"
EG11296	"b4389"	"EG11296"
G7721	"b3358"	"G7721"
EG10833	"b3822"	"EG10833"
G6701	"b1378"	"G6701"
EG10329	"b3635"	"EG10329"
EG12293	"b3589"	"EG12293"
EG11193	"b3645"	"EG11193"
G7599	"b3080"	"G7599"
EG10828	"b3700"	"EG10828"
G6580	"b1134"	"G6580"
EG10736	"b0708"	"EG10736"
EG11905	"b3946"	"EG11905"
EG10625	"b2733"	"EG10625"
G7164	"b2251"	"G7164"
G7117	"b2080"	"G7117"
G6456	"b0872"	"G6456"
EG10834	"b0472"	"EG10834"
EG11728	"b3718"	"EG11728"
EG11222	"b2068"	"EG11222"
G7145	"b2146"	"G7145"
EG10037	"b2212"	"EG10037"
G6326	"b0581"	"G6326"
EG11068	"b1960"	"EG11068"
EG11438	"b1087"	"EG11438"
EG12717	"b3068"	"EG12717"
G6791	"b1501"	"G6791"
EG11871	"b3385"	"EG11871"
EG12633	"b3034"	"EG12633"
EG10627	"b2961"	"EG10627"
EG11241	"b0897"	"EG11241"
EG10925	"b1863"	"EG10925"
G6743	"b1432"	"G6743"
EG10534	"b2411"	"EG10534"
G6625	"b1196"	"G6625"
G6992	"b1808"	"G6992"
G6459	"b0876"	"G6459"
EG11281	"b4170"	"EG11281"
G6214	"b4579"	"G6214"
EG10832	"b2565"	"EG10832"
G6087	"b0024"	"G6087"
G6383	"b0714"	"G6383"
G0-16742	"b4748"	"G0-16742"
G6251	"b0454"	"G6251"
G0-16726	"b4731"	"G0-16726"
EG11058	"b2580"	"EG11058"
G0-10641	"b4669"	"G0-10641"
G6407	"b0790"	"G6407"
G0-10550	"b0322"	"G0-10550"
G6954	"b1759"	"G6954"
EG12703	"b1003"	"EG12703"
EG11334	"b3647"	"EG11334"
EG12288	"b3584"	"EG12288"
EG12036	"b2172"	"EG12036"
EG11769	"b0498"	"EG11769"
G7462	"b2834"	"G7462"
EG11509	"b0012"	"EG11509"
G7527	"b2951"	"G7527"
EG11116	"b1055"	"EG11116"
G7654	"b3160"	"G7654"
G7829	"b4127"	"G7829"
EG10894	"b3987"	"EG10894"
G0-10752	"b4713"	"G0-10752"
EG10666	"b0416"	"EG10666"
G0-16600	"b4714"	"G0-16600"
EG11092	"b0240"	"EG11092"
G0-10751	"b4712"	"G0-10751"
G6602	"b1162"	"G6602"
G7329	"b2535"	"G7329"
EG10895	"b3988"	"EG10895"
G7179	"b2272"	"G7179"
EG10423	"b2231"	"EG10423"
G7045	"b1952"	"G7045"
EG11013	"b1274"	"EG11013"
G6959	"b1772"	"G6959"
EG10667	"b3982"	"EG10667"
G6856	"b1598"	"G6856"
G6673	"b1341"	"G6673"
G6730	"b1411"	"G6730"
EG10899	"b3649"	"EG10899"
G6611	"b1171"	"G6611"
EG10424	"b3699"	"EG10424"
G6448	"b0858"	"G6448"
G7133	"b2101"	"G7133"
G6185	"b0320"	"G6185"
EG12428	"b3782"	"EG12428"
G0-9081	"b4526"	"G0-9081"
EG11014	"b1763"	"EG11014"
G0-16739	"b4745"	"G0-16739"
EG10893	"b3295"	"EG10893"
G0-16723	"b4728"	"G0-16723"
G7431	"b2765"	"G7431"
G0-10607	"b4621"	"G0-10607"
G6488	"b0948"	"G6488"
G0-10474	"b4567"	"G0-10474"
EG12207	"b1822"	"EG12207"
EG12611	"b0057"	"EG12611"
EG11372	"b2559"	"EG11372"
EG12265	"b3538"	"EG12265"
G7950	"b4371"	"G7950"
EG12027	"b2158"	"EG12027"
G7325	"b2530"	"G7325"
EG11759	"b1271"	"EG11759"
G6364	"b0661"	"G6364"
EG11429	"b3989"	"EG11429"
EG12098	"b2594"	"EG12098"
G7938	"b4342"	"G7938"
EG11311	"b3260"	"EG11311"
EG11059	"b2319"	"EG11059"
EG10812	"b0405"	"EG10812"
G7763	"b3446"	"G7763"
G7750	"b4475"	"G7750"
G7645	"b3151"	"G7645"
EG11932	"b4049"	"EG11932"
G7514	"b2902"	"G7514"
EG11247	"b2785"	"EG11247"
G7448	"b2790"	"G7448"
EG10523	"b0051"	"EG10523"
G7315	"b2504"	"G7315"
G7712	"b3343"	"G7712"
G7153	"b2226"	"G7153"
G7008	"b1835"	"G7008"
G7026	"b1877"	"G7026"
EG12609	"b0058"	"EG12609"
G6946	"b1751"	"G6946"
EG11794	"b2806"	"EG11794"
G6796	"b1506"	"G6796"
EG11118	"b1086"	"EG11118"
G6703	"b1381"	"G6703"
EG10375	"b3741"	"EG10375"
G6604	"b1164"	"G6604"
G7603	"b3084"	"G7603"
G6408	"b0791"	"G6408"
G6732	"b1413"	"G6732"
G6177	"b0307"	"G6177"
EG12366	"b2946"	"EG12366"
G0-8887	"b4598"	"G0-8887"
EG11757	"b4168"	"EG11757"
G0-16736	"b4741"	"G0-16736"
EG11022	"b3965"	"EG11022"
G0-16675	"b4689"	"G0-16675"
G7449	"b2791"	"G7449"
G0-10601	"b4610"	"G0-10601"
G6501	"b0967"	"G6501"
G0-10463	"b4547"	"G0-10463"
EG12216	"b3470"	"EG12216"
EG12446	"b2602"	"EG12446"
EG11503	"b0195"	"EG11503"
EG12229	"b3492"	"EG12229"
EG10967	"b3651"	"EG10967"
EG12003	"b2122"	"EG12003"
G7327	"b2532"	"G7327"
EG11694	"b3674"	"EG11694"
G6416	"b0807"	"G6416"
EG11312	"b3638"	"EG11312"
EG12163	"b3289"	"EG12163"
G7926	"b4329"	"G7926"
EG11344	"b1133"	"EG11344"
EG10434	"b3802"	"EG10434"
G7843	"b4166"	"G7843"
G7735	"b3383"	"G7735"
G7199	"b2324"	"G7199"
G7606	"b3087"	"G7606"
G6238	"b0423"	"G6238"
