This file contains columns C, BY, BZ, and CA from Supplementary Data 7 of Covert et al. 2004. “Integrating high-throughput and computational data elucidates bacterial networks”. Nature. May 2004.			
			
	WT -- aerobic		
			
Accession	ec_aer_wild_O_a	ec_aer_wild_O_b	ec_aer_wild_O_c
	7168.78	5889.41	5454.22
b3985	7537.37	6151.58	5746.14
	2302.11	1488.73	997.321
b3986	6153.13	5190.92	5036.95
	3977.4	3050.91	2658.02
b3987	5031.28	4009.36	3838.11
	4078.77	2956.71	2808.53
b3988	2025.37	1601.72	1569.74
	105.603	91.0934	72.5479
b3989	184.566	239.417	188.577
	673.379	568.957	549.555
b3990	1514.71	1438.35	1506.94
b3991	2301.29	2818.82	2633.39
	3788.66	3373.53	3680.42
b3992	1619.15	1634.2	1441.88
b3993	2182.14	2108.62	2255.97
b3994	2546.26	2384.67	2324.26
	3562.76	3039.54	2825.46
b3995	1459.85	1361.7	1221.37
	216.015	161.517	193.778
b3996	1093.15	1043.98	1082.16
	1767.17	1512.49	1662.38
b3997	1260.19	1119.03	1239.77
b3998	698.604	582.338	650.57
	365.836	291.793	261.172
b3999	1037.58	934.924	992.71
	5269.89	4229.25	4482.33
b4000	5706.02	5436.98	6137.22
b4001	422.613	397.487	465.697
	88.6999	89.9469	91.5132
b4002	296.306	361.62	335.036
	36.7591	31.1739	38.1316
b4003	318.228	347.9	367.449
b4004	732.459	791.021	859.957
b4005	1392.21	1279.43	1414.6
	327.723	236.851	174.095
b4006	2645.01	2589.37	2581.89
	78.9764	48.3093	56.3757
	3907.45	2522.14	2774.13
b4008	5816.94	4376.2	5137.34
	3276.81	3019.31	2668.46
b4009	6674.48	7585.18	7839.58
	4169.06	4526.02	4866.05
b4010	6372.36	9704.03	9387.07
	31.4189	27.1035	24.0681
b4011	79.9048	87.0626	79.6302
	691.309	606.491	658.762
b4012	209.635	247.23	228.267
	549.227	354.401	430.437
b4013	2143.34	1943.53	2079.43
	3110.33	3188.28	3297.62
b4014	6809.22	6085.1	6509.55
b4015	6159.36	5312.85	5765.68
	3251.34	2876.42	2897.64
b4016	867.455	731.608	743.92
b4017	67.3801	55.5246	75.8087
	41.6003	36.5146	38.9227
	85.0584	62.9875	67.8516
b4018	681.541	661.978	633.938
	78.6228	68.4979	96.057
b4019	1350.41	1303.34	1244.4
	239.973	199.797	234.695
b4020	241.96	206.479	226.725
	29.6947	25.7182	26.2217
b4021	141.236	113.677	98.1738
	161.291	110.608	159.946
b4022	524.482	441.906	462.976
	144.926	119.484	131.556
b4023	1322.58	1220.07	1019.39
	1027.14	767.432	963.161
b4024	1711.36	1353.52	1163.48
	213.083	229.191	243.351
b4025	2173.42	1743.59	1398.44
	48.5015	41.0969	54.0072
b4026	123.2	112.135	101.973
	19.5909	16.6056	15.1302
b4027	603.812	598.758	487.277
b4028	331.485	325.426	364.309
b4029	348.271	339.035	261.761
	35.4722	31.146	8.55875
b4030	444.051	434.305	418.272
	124.168	131.95	141.696
b4031	128.318	173.864	131.079
	7.76707	10.2852	8.57142
b4032	175.381	136.647	159.427
b4033	522.587	508.134	493.9
	586.175	519.519	513.209
b4034	1181.04	1077.78	1109.54
	166.276	142.258	150.904
b4035	367.815	295.067	333.869
	395.818	299.102	312.837
b4036	889.819	831.39	917.456
	391.332	279.725	302.701
b4037	470.569	507.876	541.458
	41.8357	31.3344	36.9364
b4038	50.2644	63.4822	72.0641
	158.624	101.517	112.738
b4039	1201.17	1290.77	1215.69
b4040	736.296	692.289	749.088
	722.957	570.828	478.329
b4041	812.805	687.531	747.994
	322.001	265.319	256.428
b4042	1037.14	1053.01	1078.62
	332.107	216.12	149.767
b4043	1385.96	1207.68	1384.68
b4044	163.418	161.461	171.652
	242.666	237.845	176.277
b4045	358.006	512.279	464.537
	180.206	176.012	215.597
b4046	788.182	796.154	812.257
	42.868	40.791	38.8057
b4047	19.8414	28.052	25.3126
b4048	49.337	56.0538	58.5013
	416.973	348.642	203.912
b4049	1492.15	1665.79	1642.73
b4050	473.534	450.425	439.146
	47.5017	38.9054	31.6286
b4051	1275.39	1147.25	1167.22
	89.0045	61.1299	72.2511
b4052	1412.26	1288.98	1336
	1750.3	1799.41	1786.74
b4053	809.366	878.818	778.686
	112.129	94.778	62.3287
b4054	1771.53	1560.83	1604.91
	16.5055	15.0547	12.8679
b4055	364.242	377.949	364.713
	37.0075	30.6323	28.8951
b4056	1131.18	977.875	837.908
b4057	851.91	758.534	731.777
	141.713	129.387	110.7
b4058	499.3	446.783	474.901
	29.0072	27.9022	23.7098
b4059	1639.18	1646.92	1608.4
	173.305	109.423	119.136
b4060	239.552	196.565	175.156
	11.0553	14.8589	12.3736
b4061	144.816	139.36	134.694
	25.4017	18.8469	16.7655
b4062	556.413	448.295	282.058
	35.9042	36.4824	34.6731
b4063	141.628	105.721	77.5131
	89.5869	59.3682	94.3376
b4064	1336.79	1114.2	975.328
	213.604	213.233	238.49
b4065	815.561	844.716	621.62
	143.916	146.546	160.658
b4066	-1.2575	7.47295	7.27315
	16.5952	19.9687	20.3292
b4067	451.836	489.166	571.141
b4068	259.122	209.929	234.924
	311.782	198.327	317.589
b4069	652.342	514.71	593.445
	96.3297	101.929	116.509
b4070	254.805	222.58	242.084
	125.923	186.449	293.581
b4071	69.1421	57.1454	51.1181
b4072	84.2875	76.0164	97.6778
b4073	1141.76	1276.01	1248.6
	49.0681	47.2345	39.3366
b4074	257.028	304.184	253.408
b4075	256.064	255.986	283.767
b4076	529.788	664.845	698.845
	169.903	170.781	143.1
b4077	252.82	217.678	227.747
	88.4304	91.7777	82.1352
b4078	326.461	292.547	344.621
	-2.25173	-1.14585	-2.68403
b4079	311.554	303.746	303.921
	30.405	34.2371	37.5845
b4080	426.726	450.449	445.074
b4081	287.77	373.127	409.694
	811.33	810.209	836.98
b4082	1179.37	1153.78	968.935
	160.816	209.523	205.786
b4083	860.444	906.032	851.974
	12.996	26.4726	25.1449
b4084	454.466	502.066	454.694
b4085	586.862	553.554	499.393
b4086	133.78	92.4886	92.4265
b4087	165.293	200.207	208.598
	32.8362	28.219	33.9978
b4088	273.266	271.482	257.494
	156.876	132.417	132.384
b4089	568.334	521.301	513.085
	22.4181	23.9947	19.5688
b4090	599.747	601.087	578.452
	560.999	510.28	496.164
b4091	133.864	138.783	131.991
	81.8703	60.151	50.1975
b4092	349.553	355.974	326.903
b4093	513.858	508.95	448.918
b4094	825.789	746.954	713.933
b4095	78.5218	98.4333	54.7794
b4096	232.858	275.584	274.027
	253.056	243.141	198.045
b4097	135.05	158.167	107.397
b4098	964.871	950.059	806.459
b4099	319.085	311.416	168.568
b4100	191.782	228.775	185.544
b4101	444.282	389.14	380.389
b4102	148.229	194.823	205.406
b4103	255.91	266.272	262.581
b4104	778.932	788.555	859.1
	240.117	289.131	256.372
b4105	606.188	637.223	586.461
b4106	323.387	297.456	270.239
	78.8869	82.8062	85.6721
b4107	387.672	395.81	394.081
	844.628	895.687	767.705
b4108	1434.32	1559.68	1491.45
	155.971	154.788	164.573
b4109	109.958	126.719	116.508
b4110	194.946	248.74	232.215
	1549.53	1051.59	1113.45
b4111	1645.66	1553.64	1612.16
	74.6492	64.3795	64.2626
b4112	419.306	442.291	468.066
b4113	511.375	408.965	494.731
b4114	234.796	240.945	285.954
	13.23	22.2982	23.5358
b4115	59.8659	63.57	59.3838
	51.5647	39.9102	26.6931
b4116	31.4865	37.4654	48.5119
	11.5811	12.256	3.71482
b4117	76.7035	74.2282	76.066
	140.633	164.503	175.814
b4118	124.16	133.022	149.226
	57.6496	64.528	61.643
b4119	246.351	293.801	305.92
	111.287	87.7956	57.4923
b4120	135.109	128.87	141.667
	93.753	80.61	70.3849
b4121	212.209	199.936	227.549
	76.6643	76.3263	79.9055
b4122	49.6644	46.7139	43.8443
	60.931	49.3117	31.0516
b4123	280.73	251.495	190.005
	31.5921	34.9188	32.1451
b4124	800.273	869.667	917.33
b4125	377.919	345.756	341.481
	243.288	202.103	201.964
b4126	1072.32	932.641	964.203
b4127	1233	1043.04	1110.06
	93.7691	73.46	80.8504
b4128	75.77	63.0119	69.8576
	62.749	57.0544	63.0018
b4129	542.928	432.317	434.342
	293.038	241.245	233.835
b4130	214.924	219.096	218.485
	13.7378	9.7171	8.09858
b4131	529.567	383.229	374.307
	9.6279	8.09862	5.35875
b4132	220.812	234.013	203.101
	105.629	104.125	91.994
b4133	386.495	377.11	322.181
	36.7075	31.1922	47.628
b4134	695.19	579.641	851.621
	741.786	575.754	768.322
b4135	1757.54	1495.89	1123.94
b4136	821.125	728.051	565.894
b4137	1022.88	830.388	575.618
	720.316	555.606	767.898
b4138	1193.41	1045.97	781.293
	834.331	645.417	422.712
b4139	579.096	555.529	543.033
	160.86	147.47	197.619
b4140	423.88	413.423	518.921
	4658.83	4479.28	4910.37
b4141	491.635	512.892	528.701
	172.7	122.199	150.876
b4142	5759.11	5952.33	6234.4
	5847.86	5052.55	5185.23
b4143	2725.23	2828.69	3074.57
	248.674	238.243	269.068
b4144	1872.62	2150.91	2048.33
	1714.92	1583.34	1323.49
b4145	304.752	334.328	308.504
	32.5646	27.2242	35.194
b4146	535.681	533.592	590.269
	498.895	412.424	294.538
b4147	2599.63	2647.47	2870.8
	426.183	321.88	377.789
b4148	269.722	302.727	341.455
b4149	972.371	937.233	1033.52
	30.8175	32.3776	35.8547
	20.4525	16.3742	17.7923
b4150	342.409	332.962	375.31
	161.663	149.137	152.404
b4151	213.647	164.329	202.024
b4152	412.559	412.747	448.718
b4153	349.623	289.699	360.908
b4154	1739.91	1888.79	2048.89
	115.876	112.204	108.232
b4155	444.178	444.639	382.21
	603.967	504.259	517.319
b4156	148.566	178.024	179.133
	206.702	214.235	206.413
b4157	280.631	323.584	296.585
b4158	87.3683	92.421	87.7699
	100.531	58.8299	53.9775
b4159	376.446	356.327	361.494
b4160	1153.42	1020.41	980.162
	1144.81	917.85	913.76
b4161	1373.55	1147.98	1169.29
	264.664	223.813	198.763
b4162	729.393	554.803	603.944
	1604.54	1286.48	1395.83
b4163	3596	3063.93	3445.17
	2164.17	1857.57	2178.74
b4164	3512.47	2917.34	3308.2
	2996.75	2638.81	3233.28
b4165	2429.53	1630.21	2157.05
	40.9691	33.4888	34.2612
b4166	450.223	402.505	394.008
b4167	1726.27	1608.45	1528.44
	370.873	196.386	256.132
b4168	1020.38	774.555	773.885
b4169	892.025	768.858	740.899
b4170	645.745	536.775	577.267
b4171	4799.4	4129.81	4367.8
	4735.5	3851.52	3319.46
b4172	3522.29	3106.03	2968.55
	1034	644.699	791.265
b4173	2991.38	2806.29	2468.01
	5901.85	4866.66	5576.11
b4174	2364.17	1933.69	1691.01
b4175	1929.86	1453.87	1268.78
	229.993	150.15	175.511
b4176	224.71	172.651	98.2676
	294.032	177.052	147.473
b4177	2090.1	1495.18	1440.07
	817.669	671.441	566.09
b4178	948.424	780.153	767.166
b4179	1420.9	1667.53	1880.73
	1355.69	956.589	895.399
b4180	200.959	165.211	216.548
	18.5115	14.6128	11.5214
b4181	86.1571	91.8815	65.4998
b4182	111.499	117.773	121.456
	43.8254	32.9268	30.5787
b4183	27.5335	44.072	26.9951
b4184	1322.7	1456.65	1450.65
b4185	24.9154	31.2139	35.3234
b4186	90.1194	96.3342	82.0303
	13.6917	9.96174	6.1098
b4187	438.253	403.487	447.354
	756.472	580.154	461.681
b4188	313.781	311.94	314.961
	388.421	302.359	313.473
b4189	327.096	294.564	297.6
	523.158	548.369	468.877
b4190	382.711	385.572	417.59
b4191	332.275	309.434	379.542
	66.6059	59.5142	42.3415
	37.2903	53.1379	37.7157
b4192	234.336	255.954	285.051
	70.5951	59.1217	17.5891
b4193	328.919	312.945	359.005
b4194	202.394	185.362	236.093
b4195	176.971	194.936	190.852
b4196	251.767	253.599	266.938
b4197	132.605	131.632	134.841
b4198	182.678	191.675	211.214
	167.382	155.49	154.011
b4199	435.344	483.873	495.651
	762.091	513.654	373.821
b4200	6339.91	5558.07	5884.31
b4201	6457.32	5813.31	6153.87
b4202	5769.27	5179.24	5063.11
	4248.56	3277.74	2138.92
b4203	3082.78	2528.24	2702.5
	106.038	123.498	97.3065
b4204	55.3273	48.5061	34.4094
	22.1258	21.1492	18.0634
b4205	-38.3132	-54.984	-97.8558
b4206	897.995	847.851	843.276
	47.5702	55.5798	66.4093
b4207	2330.14	2075.42	2327.37
	722.843	634.534	655.708
b4208	1265.13	1096.64	1106.42
	213.375	196.702	236.457
b4209	158.21	132.102	124.823
	3.2233	1.79418	2.41724
b4210	297.996	276.181	174.651
	161.668	114.766	214.931
b4211	715.233	701.263	390.162
b4212	802.767	718.203	477.209
	396.15	359.279	484.62
	400.931	368.773	411.057
b4213	495.645	452.127	357.169
	67.6962	61.3895	68.8424
b4214	842.25	769.641	677.22
	64.0854	55.4126	59.8394
b4215	93.0515	101.342	132.683
	40.8943	34.3872	40.9763
b4216	194.241	229.383	263.013
	76.6738	80.9661	89.5219
b4217	339.128	395.621	435.641
	161.23	152.194	157.042
b4218	871.793	888.916	906.616
	233.238	185.017	189.334
b4219	869.983	888.267	851.348
	1183.52	1131.45	947.886
b4220	592.094	573.097	578.271
b4221	1114.2	1233.8	1138.68
b4222	1440.01	1528.84	1500.37
b4223	527.672	664.696	576.234
	22.7615	28.3305	14.5765
	65.945	64.1801	61.6084
b4224	378.778	346.136	360.092
b4225	715.67	728.325	710.35
	95.5323	87.2256	56.9616
b4226	2626	2320.15	2836.21
	116.442	140.089	107.017
b4227	322.012	294.837	360.155
	394.003	364.167	371.638
b4228	303.84	348.653	434.82
b4229	1359.72	1484.62	1502.82
b4230	112.882	162.324	172.407
b4231	61.7508	55.3253	48.7415
	62.9535	73.747	68.8632
b4232	2084.35	1840.28	1895.27
	456.726	363.988	360.325
b4233	1033.95	969.266	909.605
	168.868	119.268	139.231
b4234	1588.83	1560.31	1569.89
	328.335	298.463	249.451
b4235	975.084	919.382	938.926
	985.604	757.692	876.187
b4236	817.932	800.506	787.041
	64.5479	63.5962	67.7224
b4237	147.921	131.081	133.98
	179.334	152.414	167.893
b4238	516.154	493.081	470.587
	560.228	519.389	490.26
b4239	1006.52	1176.35	1153.73
	21.0368	36.8451	26.7704
b4240	372.033	378.435	411.645
	54.0169	51.8852	50.5813
b4241	310.035	265.52	280.462
	1193.1	894.891	1020.29
b4242	609.368	615.219	670.652
	592.601	388.994	533.91
b4243	4895.8	4279.37	4563.92
	4677.26	4850.21	5406.42
b4244	7394.65	6281.04	6792.04
b4245	8288.27	7246.68	7970.78
b4246	2616.94	2255.12	1834.5
b4247	30.8497	35.5961	25.7531
b4248	465.519	411.895	301.05
	278.589	201.553	165.845
	175.651	167.977	141.246
b4249	138.691	128.344	100.216
	60.0265	59.5351	59.8179
b4250	194.55	144.061	75.4579
	837.307	670.575	604.124
b4251	263.414	263.324	301.563
	216.228	144.447	139.204
b4252	441.378	457.226	511.65
	439.804	320.729	298.44
b4253	40.5637	39.4628	40.3729
	160.05	174.176	170.599
b4254	1743.33	1692.11	1828.74
	84.6216	69.1341	74.5113
b4255	2525.32	2805.7	2764.49
	251.744	185.916	141.293
b4256	562.781	567.593	658.076
	227.854	178.545	176.194
b4257	26.8895	35.0285	33.7112
	845.673	678.659	662.321
b4258	1600.5	1611.07	1836.25
b4259	1723.97	1725.58	1821.94
	1751.9	1469.14	1544.75
b4260	1845.26	1897.22	1912.96
	1597.23	1344.68	1292.19
b4261	1135.82	1183.58	1232.35
b4262	339.526	377.168	403.45
	76.7397	67.5898	66.4138
b4263	668.291	603.216	717.674
	105.019	91.3925	81.9861
b4264	327.123	310.194	369.377
	175.96	164.769	121.013
b4265	755.573	696.839	728.804
	42.2322	41.1151	43.499
b4266	283.718	322.929	318.27
b4267	594.96	673.293	609.765
	598.057	709.446	837.419
b4268	59.4432	56.4267	58.328
	232.619	163.187	170.075
b4269	470.028	380.74	396.237
	45.8007	45.2341	51.3388
b4270	903.036	696.407	608.589
	449.44	496.221	535.694
b4271	185.661	188.436	192.372
	218.292	236.901	231.283
b4272	1849.55	1763.02	1792.39
	35.9385	28.6663	34.8208
b4274	135.211	186.028	199.913
	50.3894	54.1668	45.6807
b4275	214.917	223.866	240.313
b4276	122.439	125.227	148.467
	61.0698	76.6356	74.1722
b4277	236.169	259.853	268.082
	115.62	125.1	128.067
b4278	282.194	303.236	274.138
	29.9616	36.1056	25.3241
b4279	71.1715	61.8356	60.177
b4280	292.965	246.107	313.743
	13.6608	8.72135	17.7183
b4281	182.101	217.306	208.256
b4282	74.5934	82.835	75.528
	42.4592	46.3008	53.707
	189.12	218.457	259.709
b4283	226.983	200.985	205.064
	15.5178	16.8659	20.8675
b4284	705.304	716.314	766.356
	98.9881	97.3358	114.204
b4285	225.221	204.988	199.926
	44.4772	48.8708	43.1623
b4286	40.3925	37.3355	41.4379
	103.275	95.3048	80.5243
b4287	248.262	218.577	181.317
b4288	270.899	281.492	159.216
b4289	267.527	246.119	206.018
b4290	183.09	177.998	147.319
	47.6518	78.2692	78.9312
b4291	333.587	319.914	335.31
	187.983	163.98	170.689
b4292	195.75	186.529	229.751
b4293	496.663	512.65	566.924
	224.205	213.261	216.608
b4294	443.783	439.197	402.449
	102.81	88.6632	95.3389
b4295	591.927	518.434	560.013
	785.404	725.848	667.376
b4296	189.121	187.618	203.647
	37.4146	36.421	30.3977
b4297	92.8555	97.6403	100.759
b4298	259.67	293.517	367.058
b4299	64.3466	41.4183	72.9234
	10.6464	15.7379	26.1504
b4300	87.0213	94.442	106.311
b4301	438.778	475.583	491.342
b4302	312.522	348.056	384.585
	187.978	177.314	168.854
b4303	224.129	237.381	270.433
b4304	251.79	274.909	295.804
	72.7878	70.9055	80.0401
b4305	167.174	197.305	216.672
	78.3366	58.3649	44.2866
b4306	180.201	180.859	217.736
b4307	251.783	237.125	257.506
	51.2872	51.4192	51.3564
b4308	111.134	123.378	119.237
	358.539	234.783	139.643
b4309	93.1862	97.6579	93.3009
	71.737	53.3353	35.8309
b4310	446.7	411.985	418.35
b4311	89.553	104.086	106.574
	54.2306	48.3181	54.2665
b4312	424.058	377.002	365.029
	55.5141	38.3019	30.6589
b4313	271.65	309.377	311.786
	3073.06	2854.91	2390.61
b4314	2456.75	2321.39	2119.1
b4315	773.105	639.27	555.831
	1001.4	896.616	978.307
b4316	429.548	363.518	364.826
	121.65	116.097	135.087
b4317	191.163	141.576	154.594
b4318	276.275	244.271	254.349
b4319	203.294	187.125	184.769
b4320	221.075	204.942	192.65
	52.3637	51.1405	40.1299
b4321	75.1843	72.4416	65.5372
	64.7575	58.8597	70.6304
b4322	303.66	275.707	295.76
	76.9	51.8429	45.768
b4323	435.244	397.518	366.846
	23.1399	15.7369	14.0865
b4324	518.894	466.224	283.373
	8.76938	8.30342	4.06607
b4325	154.002	143.605	97.9433
	6.36045	7.1004	-0.906218
b4326	89.1253	94.3566	76.6576
b4327	178.785	174.431	190.094
	95.03	81.4559	74.275
	462.245	480.413	474.483
b4328	226.514	230.626	250.385
b4329	320.576	283.496	343.808
b4330	87.6232	92.7664	97.0738
	8.41738	8.96675	13.938
b4331	204.322	205.146	231.397
	101.411	99.0427	99.9538
b4332	203.368	214.151	182.229
	48.3987	49.2417	66.0973
b4333	79.8546	71.7651	84.3504
	440.052	454.762	528.218
b4334	286.05	281.65	260.157
b4335	334.829	353.921	363.031
	165.305	115.095	166.383
b4336	280.632	255.781	298.549
	244.285	213.761	262.84
b4337	249.645	272.374	285.216
	100.336	113.443	126.72
b4338	331.95	395.391	352.256
	633.889	491.619	581.019
b4339	477.507	516.925	526.553
	191.724	174.785	202.33
b4340	313.193	327.762	388.192
	43.3698	45.6458	44.8066
b4341	190.741	155.993	235.91
	73.0538	57.0035	54.6177
b4342	579.897	524.325	554.712
	187.76	180.024	167.144
b4343	179.763	175.227	206.079
b4344	89.1246	89.0941	88.841
	129.721	143.549	152.85
b4345	187.457	167.777	191.089
b4346	451.608	407.24	419.011
	68.3696	76.9768	86.2408
b4347	87.2892	99.99	95.7953
	35.3097	32.6332	39.0011
b4348	474.752	387.401	449.598
b4349	922.689	804.512	813.129
	683.101	569.475	588.436
b4350	833.022	1021.06	946.634
	197.045	171.826	165.628
b4351	708.545	586.95	569.626
	98.0278	83.1724	93.9691
b4352	920.081	828.915	863.547
	760.662	651.308	528.853
b4353	1045.12	976.775	961.398
	58.0053	68.2237	73.8135
b4354	99.8759	116.82	110.048
	34.9341	26.4543	27.7558
b4355	737.84	761.339	729.324
	14.5706	17.8929	14.4309
b4356	317.281	278.597	269.438
	17.0063	18.4695	29.3259
b4357	137.716	143.945	131.032
	94.8401	107.236	111.22
b4358	486.874	517.186	432.967
	79.4638	82.168	84.9585
b4359	472.658	361.442	306.519
	488.633	402.907	378.186
b4360	790.065	750.112	577.257
	733.611	622.356	621.862
b4361	472.537	391.207	305.971
b4362	1259.58	1394.81	1636.28
	456.777	376.504	256.315
b4363	113.403	103.503	124.056
	468.294	443.78	379.363
b4364	379.374	412.925	476.789
	202.809	167.228	182.295
b4365	78.6969	109.34	113.992
b4366	64.7502	41.4587	58.928
	60.5175	59.1203	69.7331
b4367	1446.78	1348.02	1486.21
	164.882	148.016	196.215
b4368	2440.08	2611.07	2643.65
	4382.92	4256.37	4431.58
b4369	2424.69	2654.12	2558.92
b4370	2400.77	2525.22	2663.84
	12.2867	13.1589	10.4057
b4371	396.919	336.909	392.972
	487.956	416.491	428.583
b4372	1283.04	1390.7	1456.62
b4373	1341.86	1350.2	1382.08
b4374	354.521	301.009	354.963
	481.749	359.214	281.761
b4375	1031.16	943.788	996.298
	3540.87	3033.35	2551.87
b4376	3383.07	3396.63	3990.42
	2113.88	1477.06	1201.3
b4377	941.336	825.434	873.847
	1037.36	793.845	739.112
b4378	501.916	514.301	580.063
	2760.53	2167.28	1867.74
b4379	561.016	592.574	603.218
b4380	264.855	290.025	305.264
	265.83	169.148	190.097
b4381	1438.39	1241.35	1320.18
	385.079	331.275	221.54
b4382	1054.65	997.295	1085.6
	2018.05	1491.31	1748.18
b4383	1466.07	1293.71	1351.35
	1468.56	1035.33	525.921
b4384	2549.11	2315.95	2591.4
	69.5701	65.5665	50.7565
b4385	384.683	377.42	346.26
b4386	412.585	383.353	457.008
	654.046	482.896	352.664
b4387	1368.02	1281.12	1488.74
	82.0052	78.2906	97.9991
b4388	1285.92	1233.48	1281.55
	711.846	540.664	625.882
b4389	1100.8	876.966	880.202
b4390	1144.66	996.847	917.646
	256.328	182.95	167.501
b4391	1513.2	1221.01	1258.48
	220.886	224.907	281.246
b4392	646.274	526.54	515.052
	190.72	150.428	102.29
b4393	774.745	664.273	691.467
	779.83	589.135	587.682
b4394	627.294	516.29	483.72
	7.69268	9.32022	8.45505
b4395	636.093	466.429	510.473
b4396	1223.27	931.134	898.352
	595.133	360.473	447.828
	28.3034	39.5346	47.6303
b4397	1341.28	1211.24	1187.88
b4398	405.018	326.434	211.991
b4399	158.074	155.381	113.585
	44.69	45.9351	38.538
b4400	155.149	130.708	105.91
	682.267	516.711	716.838
b4401	1783.45	1413.13	1562.71
	1838.77	1817.73	1997.38
b4402	167.08	140.89	199.139
	231.865	223.855	222.416
b4403	973.286	1079.5	1117.01
M12987	237.054	279.378	211.051
M12987	42.059	38.7319	23.2305
M12987	642.054	773.509	693.334
M12987	236.86	314.758	250.46
M12987	374.136	403.396	372.08
M12987	3660.97	4220.19	4465.85
M12987	401.24	520.577	464.867
M54796	638.356	771.032	792.445
M54796	664.123	793.261	677.006
M54796	167.356	207.057	172.659
	37.1282	47.629	41.905
	15.0141	18.0922	16.5877
	5.70298	0.88989	9.92875
	250.326	240.223	217.173
	32.8289	41.4894	55.2923
	315.037	360.328	280.892
	213.029	200.349	215.104
	7.36918	8.23686	8.08154
	98.1234	93.474	95.868
	729.342	901.297	845.706
	798.448	736.533	747.568
	797.242	745.711	712.323
	898.895	1056.13	991.863
	1004.22	1175.36	1148.28
	594.295	773.129	529.864
	23.7815	30.6703	25.5469
	81.537	109.006	73.0307
	367.805	422.548	352.466
	606.211	701.304	565.756
	1077.7	1261.76	891.213
	416.014	390.655	362.945
	352.596	361.902	435.359
	500.694	525.567	548.783
	1121.58	1320.7	1343.76
	159.136	200	155.6
	608.857	811.015	719.277
	137.573	157.643	154.525
	37.8613	53.2064	25.5644
	272.086	274.553	275.729
	230.963	198.388	179.279
	1344.34	1518.99	1461.72
	353.294	424.055	442.734
	929.768	954.753	950.526
	3375.66	3778.42	3580.04
	476.083	547.494	548.362
	362.693	430.644	458.825
ORF1	64.3192	71.7737	86.6194
ORF2	349.622	311.657	313.7
	443.61	492.275	500.624
	80.447	77.2975	73.0554
	268.409	284.502	267.131
