"doublingTime (units.min)"	"proteinMassFraction"	"rnaMassFraction"	"dnaMassFraction"	"lipidMassFraction"	"lpsMassFraction"	"mureinMassFraction"	"glycogenMassFraction"	"solublePoolMassFraction"	"inorganicIonMassFraction"	"averageDryMass (units.fg)"
40	0.547	0.177829099	0.026096998	0.1184247084	0.04329505466	0.03183459911	0.03183459911	0.01095110218	0.01273383976	433
