# Generated by reconstruction/ecoli/scripts/rna_half_lives/convert_to_flat.py on Wed Apr 20 16:52:03 2022
"id"	"half_life (units.min)"
"EG11441"	2.2
"EG11442"	6.7
"EG11443"	5.1
"EG11444"	3.8
"EG11445"	5.3
"EG11447"	4.5
"EG11448"	8.2
"EG11449"	3.1
"EG11450"	2.2
"EG11451"	3.1
"EG11452"	3.5
"EG11453"	5.0
"EG11454"	8.4
"EG11455"	6.9
"EG11456"	9.4
"EG11458"	7.6
"EG11459"	25.0
"EG11460"	7.6
"EG11462"	9.8
"EG11463"	1.0
"EG11464"	5.0
"EG11465"	5.8
"EG11466"	2.0
"EG11467"	2.6
"EG11468"	4.0
"EG11469"	3.6
"EG11470"	5.0
"EG11471"	3.4
"EG11472"	4.1
"EG11473"	3.3
"EG11474"	5.0
"EG11476"	2.6
"EG11479"	3.2
"EG11484"	3.9
"EG11485"	3.8
"EG11486"	11.2
"EG11487"	3.9
"EG11488"	8.6
"EG11490"	11.6
"EG11491"	9.5
"EG11492"	2.9
"EG11494"	2.6
"EG11495"	3.4
"EG11496"	6.7
"EG11497"	5.2
"EG11498"	4.7
"EG11499"	3.6
"EG11500"	2.9
"EG11501"	5.7
"EG11502"	3.5
"EG11503"	6.6
"EG11504"	6.5
"EG11505"	5.1
"EG11506"	2.2
"EG11507"	2.5
"EG11509"	6.9
"EG11510"	4.7
"EG11511"	2.0
"EG11512"	4.9
"EG11514"	7.7
"EG11515"	8.7
"EG11516"	2.5
"EG11517"	5.4
"EG11519"	4.6
"EG11520"	5.6
"EG11521"	6.4
"EG11522"	8.3
"EG11523"	6.3
"EG11524"	5.3
"EG11526"	9.2
"EG11527"	6.0
"EG11528"	6.0
"EG11529"	5.3
"EG11530"	5.5
"EG11531"	4.1
"EG11532"	7.0
"EG11533"	6.2
"EG11535"	8.0
"EG11536"	4.6
"EG11537"	3.1
"EG11538"	4.6
"EG11539"	10.1
"EG11540"	8.3
"EG11541"	1.4
"EG11542"	3.7
"EG11543"	5.7
"EG11544"	4.1
"EG11545"	7.0
"EG11546"	1.5
"EG11547"	6.3
"EG11548"	3.9
"EG11549"	4.8
"EG11551"	8.8
"EG11552"	4.5
"EG11553"	3.7
"EG11554"	1.6
"EG11555"	8.3
"EG11556"	3.5
"EG11557"	6.1
"EG11558"	5.3
"EG11559"	5.8
"EG11560"	5.7
"EG11561"	3.7
"EG11562"	4.6
"EG11563"	4.7
"EG11564"	11.0
"EG11565"	4.6
"EG11566"	8.1
"EG11568"	6.9
"EG11570"	1.3
"EG11571"	6.0
"EG11572"	7.2
"EG11573"	7.3
"EG11574"	9.9
"EG11575"	2.9
"EG11576"	2.1
"EG11577"	1.8
"EG11578"	1.3
"EG11579"	1.9
"EG11580"	4.4
"EG11581"	8.4
"EG11583"	5.7
"EG11585"	7.2
"EG11586"	7.5
"EG11587"	4.9
"EG11589"	8.0
"EG11591"	4.3
"EG11592"	3.5
"EG11594"	9.0
"EG11595"	3.2
"EG11596"	2.2
"EG11597"	3.6
"EG11598"	2.4
"EG11599"	6.0
"EG11600"	3.4
"EG11601"	8.2
"EG11602"	3.2
"EG11603"	6.0
"EG11605"	2.3
"EG11606"	4.7
"EG11607"	6.0
"EG11608"	4.1
"EG11609"	5.5
"EG11610"	4.0
"EG11612"	1.2
"EG11613"	1.1
"EG11616"	4.5
"EG11619"	1.0
"EG11620"	1.2
"EG11622"	9.3
"EG11623"	6.4
"EG11624"	4.1
"EG11626"	4.4
"EG11627"	3.8
"EG11628"	2.7
"EG11629"	4.2
"EG11630"	2.6
"EG11631"	3.6
"EG11632"	6.2
"EG11634"	12.5
"EG11635"	9.2
"EG11636"	5.0
"EG11637"	1.5
"EG11639"	3.5
"EG11640"	9.6
"EG11643"	3.7
"EG11646"	8.1
"EG11647"	4.4
"EG11648"	5.4
"EG11649"	6.1
"EG11650"	2.3
"EG11651"	3.4
"EG11652"	4.0
"EG11653"	3.9
"EG11654"	8.7
"EG11656"	8.1
"EG11657"	9.2
"EG11658"	7.2
"EG11659"	4.1
"EG11660"	8.2
"EG11661"	4.8
"EG11662"	5.0
"EG11663"	5.9
"EG11664"	4.4
"EG11665"	2.4
"EG11666"	2.4
"EG11667"	7.5
"EG11668"	4.3
"EG11669"	4.4
"EG11670"	5.9
"EG11671"	6.9
"EG11672"	5.3
"EG11673"	1.4
"EG11674"	0.5
"EG11675"	4.0
"EG11676"	3.3
"EG11677"	3.0
"EG11678"	8.5
"EG11679"	7.9
"EG11680"	2.1
"EG11682"	3.9
"EG11683"	5.4
"EG11684"	0.9
"EG11686"	10.2
"EG11688"	5.4
"EG11689"	1.5
"EG11690"	1.0
"EG11692"	8.0
"EG11693"	7.5
"EG11694"	6.4
"EG11696"	4.6
"EG11697"	6.9
"EG11698"	2.4
"EG11699"	2.3
"EG11700"	3.0
"EG11701"	3.9
"EG11702"	3.8
"EG11703"	2.2
"EG11704"	2.9
"EG11706"	7.7
"EG11707"	6.7
"EG11709"	7.4
"EG11711"	5.1
"EG11712"	1.0
"EG11713"	3.0
"EG11714"	6.2
"EG11721"	10.6
"EG11722"	5.3
"EG11723"	7.6
"EG11724"	2.2
"EG11725"	3.7
"EG11726"	5.2
"EG11727"	5.7
"EG11728"	7.3
"EG11729"	6.4
"EG11730"	3.2
"EG11731"	3.9
"EG11732"	5.2
"EG11733"	4.7
"EG11734"	12.6
"EG11736"	2.0
"EG11737"	2.5
"EG11738"	1.9
"EG11739"	8.5
"EG11741"	6.3
"EG11742"	6.2
"EG11743"	4.5
"EG11744"	6.9
"EG11746"	4.3
"EG11747"	2.9
"EG11748"	4.9
"EG11749"	6.0
"EG11751"	2.1
"EG11752"	2.0
"EG11753"	1.8
"EG11757"	4.3
"EG11758"	3.2
"EG11759"	3.9
"EG11760"	5.6
"EG11761"	4.4
"EG11762"	4.4
"EG11766"	6.6
"EG11768"	7.9
"EG11769"	5.2
"EG11770"	6.7
"EG11773"	10.3
"EG11774"	4.2
"EG11775"	4.4
"EG11776"	1.7
"EG11778"	6.1
"EG11779"	3.8
"EG11780"	8.6
"EG11781"	6.8
"EG11782"	2.1
"EG11783"	4.5
"EG11784"	6.2
"EG11786"	8.3
"EG11788"	13.3
"EG11790"	5.6
"EG11791"	8.0
"EG11792"	12.6
"EG11793"	5.7
"EG11794"	3.0
"EG11795"	0.9
"EG11796"	5.7
"EG11797"	5.8
"EG11798"	6.7
"EG11799"	6.8
"EG11800"	7.3
"EG11801"	5.2
"EG11802"	7.7
"EG11803"	5.8
"EG11805"	5.7
"EG11806"	5.0
"EG11807"	2.5
"EG11808"	4.5
"EG11809"	4.7
"EG11810"	5.0
"EG11811"	4.1
"EG11812"	7.8
"EG11814"	6.3
"EG11816"	5.4
"EG11817"	3.7
"EG11819"	3.9
"EG11820"	7.7
"EG11822"	18.0
"EG11823"	5.9
"EG11824"	1.5
"EG11825"	4.0
"EG11826"	6.4
"EG11827"	10.2
"EG11828"	5.1
"EG11829"	9.0
"EG11831"	5.2
"EG11832"	7.6
"EG11833"	1.3
"EG11835"	1.6
"EG11836"	3.0
"EG11837"	3.4
"EG11838"	5.4
"EG11839"	4.9
"EG11840"	8.4
"EG11841"	4.8
"EG11842"	8.8
"EG11843"	9.6
"EG11844"	6.6
"EG11847"	6.6
"EG11849"	3.8
"EG11852"	3.0
"EG11853"	9.2
"EG11855"	5.7
"EG11856"	4.3
"EG11858"	4.2
"EG11859"	1.4
"EG11860"	6.6
"EG11861"	7.5
"EG11862"	4.6
"EG11863"	4.6
"EG11864"	5.6
"EG11865"	5.8
"EG11866"	4.6
"EG11867"	4.7
"EG11868"	4.1
"EG11869"	5.3
"EG11870"	1.7
"EG11873"	1.9
"EG11874"	0.8
"EG11875"	1.6
"EG11879"	3.3
"EG11880"	19.1
"EG11881"	3.5
"EG11882"	4.5
"EG11883"	4.0
"EG11884"	7.3
"EG11885"	2.1
"EG11886"	2.8
"EG11887"	1.3
"EG11888"	3.1
"EG11889"	2.6
"EG11890"	2.7
"EG11891"	4.9
"EG11892"	18.3
"EG11893"	6.8
"EG11894"	3.1
"EG11895"	4.5
"EG11896"	2.9
"EG11897"	3.5
"EG11899"	5.7
"EG11900"	4.0
"EG11901"	4.9
"EG11902"	6.1
"EG11903"	10.6
"EG11904"	17.1
"EG11906"	23.3
"EG11908"	15.9
"EG11909"	11.8
"EG11910"	8.2
"EG11911"	8.3
"EG11912"	10.1
"EG11913"	8.7
"EG11914"	1.6
"EG11915"	4.6
"EG11916"	1.9
"EG11917"	1.9
"EG11919"	2.7
"EG11920"	7.3
"EG11921"	2.4
"EG11922"	6.0
"EG11923"	12.0
"EG11924"	8.2
"EG11925"	7.6
"EG11927"	6.7
"EG11929"	2.5
"EG11930"	5.8
"EG11931"	11.2
"EG11932"	2.6
"EG11933"	5.4
"EG11934"	1.8
"EG11935"	4.3
"EG11936"	8.4
"EG11937"	4.3
"EG11938"	5.4
"EG11939"	3.1
"EG11940"	7.3
"EG11941"	8.3
"EG11942"	9.3
"EG11943"	6.4
"EG11945"	3.8
"EG11946"	6.9
"EG11947"	7.3
"EG11948"	10.4
"EG11949"	5.0
"EG11950"	6.5
"EG11951"	1.0
"EG11952"	6.8
"EG11953"	8.0
"EG11954"	6.9
"EG11955"	9.1
"EG11958"	8.0
"EG11961"	7.0
"EG11962"	4.1
"EG11963"	6.2
"EG11964"	1.4
"EG11965"	5.1
"EG11966"	5.8
"EG11967"	3.1
"EG11969"	29.3
"EG11971"	2.5
"EG11974"	5.3
"EG11975"	15.3
"EG11976"	5.9
"EG11977"	5.7
"EG11978"	2.6
"EG11979"	3.1
"EG11980"	2.8
"EG11988"	5.3
"EG11991"	6.8
"EG11992"	9.6
"EG11995"	8.9
"EG11998"	8.3
"EG11999"	9.1
"EG12002"	5.8
"EG12003"	6.3
"EG12004"	5.7
"EG12005"	1.6
"EG12006"	5.2
"EG12007"	14.2
"EG12008"	2.7
"EG12009"	3.5
"EG12010"	3.0
"EG12012"	3.2
"EG12013"	1.8
"EG12015"	0.8
"EG12016"	5.6
"EG12017"	0.8
"EG12019"	3.0
"EG12020"	6.3
"EG12022"	1.1
"EG12023"	4.6
"EG12024"	4.7
"EG12025"	8.2
"EG12026"	6.5
"EG12027"	6.6
"EG12028"	2.4
"EG12030"	5.7
"EG12031"	8.7
"EG12032"	6.8
"EG12033"	7.2
"EG12034"	10.3
"EG12035"	2.1
"EG12036"	6.1
"EG12037"	5.8
"EG12038"	5.3
"EG12040"	3.6
"EG12041"	4.6
"EG12042"	2.3
"EG12043"	6.2
"EG12044"	1.1
"EG12045"	8.1
"EG12048"	2.8
"EG12049"	3.6
"EG12051"	5.0
"EG12052"	7.2
"EG12053"	7.2
"EG12054"	5.9
"EG12055"	5.3
"EG12057"	5.4
"EG12058"	8.0
"EG12059"	6.1
"EG12060"	8.9
"EG12061"	5.2
"EG12062"	6.3
"EG12064"	6.3
"EG12067"	6.7
"EG12068"	6.5
"EG12069"	2.6
"EG12070"	1.1
"EG12073"	0.4
"EG12075"	9.2
"EG12076"	9.6
"EG12077"	8.8
"EG12078"	9.2
"EG12079"	22.6
"EG12080"	6.0
"EG12081"	6.6
"EG12082"	4.4
"EG12083"	3.1
"EG12084"	2.6
"EG12086"	2.7
"EG12087"	4.2
"EG12088"	6.7
"EG12090"	22.9
"EG12092"	17.9
"EG12093"	16.6
"EG12094"	4.6
"EG12095"	8.0
"EG12096"	4.6
"EG12097"	5.5
"EG12098"	2.9
"EG12099"	1.8
"EG12100"	13.6
"EG12101"	5.0
"EG12102"	4.1
"EG12104"	6.0
"EG12105"	1.9
"EG12107"	6.5
"EG12108"	7.4
"EG12110"	4.0
"EG12111"	6.7
"EG12112"	11.6
"EG12113"	7.7
"EG12114"	1.7
"EG12115"	4.9
"EG12116"	1.0
"EG12117"	7.5
"EG12119"	2.1
"EG12120"	3.7
"EG12121"	2.4
"EG12122"	5.3
"EG12123"	2.9
"EG12124"	5.3
"EG12125"	7.4
"EG12127"	5.9
"EG12128"	2.5
"EG12130"	2.4
"EG12131"	2.9
"EG12132"	2.5
"EG12133"	2.0
"EG12134"	1.5
"EG12136"	13.5
"EG12137"	4.2
"EG12138"	6.1
"EG12139"	3.9
"EG12140"	5.6
"EG12141"	7.3
"EG12142"	6.5
"EG12143"	7.8
"EG12144"	5.0
"EG12146"	3.4
"EG12147"	4.8
"EG12148"	2.3
"EG12150"	6.0
"EG12151"	3.9
"EG12152"	4.1
"EG12153"	5.9
"EG12154"	14.0
"EG12155"	8.2
"EG12158"	1.4
"EG12159"	9.2
"EG12163"	1.3
"EG12164"	6.4
"EG12165"	7.7
"EG12166"	7.1
"EG12167"	4.2
"EG12169"	6.6
"EG12171"	9.0
"EG12172"	4.7
"EG12173"	5.6
"EG12176"	3.3
"EG12177"	1.4
"EG12178"	3.0
"EG12179"	5.6
"EG12180"	0.5
"EG12181"	9.4
"EG12182"	1.1
"EG12183"	0.9
"EG12188"	2.2
"EG12189"	4.0
"EG12190"	6.4
"EG12191"	5.1
"EG12192"	1.3
"EG12193"	2.7
"EG12194"	3.3
"EG12195"	7.5
"EG12196"	6.0
"EG12197"	2.5
"EG12198"	5.9
"EG12200"	5.5
"EG12201"	4.0
"EG12202"	6.0
"EG12203"	7.6
"EG12204"	5.9
"EG12205"	3.3
"EG12207"	4.1
"EG12208"	10.0
"EG12209"	3.1
"EG12210"	4.5
"EG12211"	1.4
"EG12212"	7.8
"EG12213"	1.4
"EG12214"	1.4
"EG12215"	11.8
"EG12216"	5.4
"EG12217"	3.4
"EG12219"	6.1
"EG12220"	6.1
"EG12221"	0.8
"EG12223"	5.1
"EG12224"	8.3
"EG12225"	6.1
"EG12227"	4.4
"EG12228"	3.9
"EG12229"	1.4
"EG12230"	2.0
"EG12232"	4.7
"EG12233"	4.7
"EG12234"	1.5
"EG12235"	5.9
"EG12236"	7.3
"EG12237"	9.1
"EG12238"	7.0
"EG12240"	2.8
"EG12241"	2.7
"EG12242"	2.3
"EG12243"	4.3
"EG12244"	3.2
"EG12245"	2.9
"EG12246"	4.6
"EG12247"	4.6
"EG12248"	3.8
"EG12249"	3.4
"EG12252"	4.9
"EG12253"	1.4
"EG12254"	1.5
"EG12256"	4.7
"EG12257"	8.4
"EG12258"	7.7
"EG12259"	9.7
"EG12260"	5.6
"EG12261"	2.9
"EG12262"	4.0
"EG12263"	2.2
"EG12264"	5.0
"EG12265"	2.2
"EG12266"	1.9
"EG12267"	1.0
"EG12268"	5.0
"EG12269"	4.3
"EG12270"	4.5
"EG12271"	3.3
"EG12272"	6.6
"EG12273"	3.2
"EG12275"	4.8
"EG12276"	11.5
"EG12277"	3.7
"EG12278"	1.2
"EG12280"	5.3
"EG12281"	2.8
"EG12283"	6.8
"EG12284"	7.0
"EG12285"	5.8
"EG12286"	6.8
"EG12287"	5.4
"EG12288"	5.4
"EG12291"	6.0
"EG12292"	13.0
"EG12293"	7.2
"EG12294"	4.1
"EG12295"	2.4
"EG12297"	4.6
"EG12301"	2.3
"EG12302"	3.9
"EG12303"	4.8
"EG12304"	6.1
"EG12305"	4.5
"EG12308"	7.9
"EG12309"	5.1
"EG12310"	13.6
"EG12312"	3.2
"EG12313"	3.4
"EG12314"	5.7
"EG12315"	6.6
"EG12316"	8.7
"EG12319"	1.9
"EG12320"	4.1
"EG12321"	3.8
"EG12322"	1.6
"EG12325"	5.2
"EG12326"	9.1
"EG12327"	4.2
"EG12328"	7.3
"EG12330"	1.4
"EG12331"	1.2
"EG12332"	2.3
"EG12333"	5.2
"EG12334"	4.3
"EG12335"	7.4
"EG12336"	4.0
"EG12337"	7.0
"EG12338"	9.8
"EG12339"	6.6
"EG12340"	4.6
"EG12341"	1.9
"EG12342"	8.5
"EG12343"	2.5
"EG12344"	8.8
"EG12345"	3.3
"EG12347"	4.9
"EG12352"	5.6
"EG12354"	5.0
"EG12357"	6.5
"EG12358"	5.7
"EG12359"	6.8
"EG12360"	3.5
"EG12361"	8.9
"EG12362"	4.0
"EG12363"	5.6
"EG12364"	5.9
"EG12365"	2.2
"EG12366"	5.5
"EG12367"	8.1
"EG12368"	3.7
"EG12369"	6.9
"EG12370"	8.5
"EG12371"	2.3
"EG12372"	1.2
"EG12373"	6.8
"EG12374"	4.8
"EG12376"	5.2
"EG12378"	5.1
"EG12379"	4.7
"EG12380"	2.3
"EG12381"	2.0
"EG12384"	5.1
"EG12385"	3.5
"EG12386"	5.1
"EG12387"	5.1
"EG12388"	7.0
"EG12391"	5.1
"EG12392"	5.4
"EG12394"	2.0
"EG12395"	7.3
"EG12396"	6.0
"EG12399"	2.9
"EG12400"	1.8
"EG12401"	2.3
"EG12402"	6.2
"EG12403"	5.6
"EG12404"	10.4
"EG12405"	4.6
"EG12406"	5.8
"EG12407"	2.3
"EG12409"	11.8
"EG12410"	5.5
"EG12411"	2.4
"EG12412"	4.9
"EG12414"	5.2
"EG12415"	8.6
"EG12419"	2.2
"EG12421"	3.0
"EG12422"	3.8
"EG12423"	7.3
"EG12424"	5.0
"EG12427"	6.9
"EG12428"	3.8
"EG12429"	4.2
"EG12431"	4.0
"EG12432"	7.3
"EG12433"	1.1
"EG12434"	3.8
"EG12436"	1.7
"EG12437"	6.0
"EG12438"	4.0
"EG12439"	5.5
"EG12440"	1.6
"EG12442"	0.6
"EG12443"	5.1
"EG12444"	1.7
"EG12448"	3.5
"EG12449"	5.0
"EG12450"	5.3
"EG12454"	2.9
"EG12455"	3.8
"EG12458"	7.1
"EG12462"	7.4
"EG12469"	7.0
"EG12475"	6.1
"EG12494"	4.6
"EG12495"	5.7
"EG12504"	1.9
"EG12517"	5.7
"EG12518"	6.8
"EG12520"	9.9
"EG12522"	11.3
"EG12525"	0.7
"EG12539"	8.6
"EG12544"	7.7
"EG12548"	4.0
"EG12554"	7.4
"EG12557"	6.1
"EG12563"	6.7
"EG12576"	8.5
"EG12587"	8.7
"EG12591"	0.6
"EG12600"	1.8
"EG12605"	3.8
"EG12608"	11.9
"EG12609"	4.5
"EG12610"	4.7
"EG12611"	7.2
"EG12615"	6.9
"EG12623"	0.8
"EG12625"	8.7
"EG12626"	5.1
"EG12627"	5.3
"EG12629"	5.0
"EG12630"	0.9
"EG12633"	2.4
"EG12634"	8.4
"EG12656"	2.3
"EG12657"	2.9
"EG12658"	8.8
"EG12661"	7.1
"EG12662"	6.1
"EG12663"	7.8
"EG12666"	4.0
"EG12689"	5.7
"EG12691"	4.1
"EG12692"	5.0
"EG12693"	4.9
"EG12694"	7.1
"EG12697"	1.6
"EG12702"	5.2
"EG12703"	13.8
"EG12704"	5.1
"EG12705"	3.4
"EG12707"	1.0
"EG12708"	6.1
"EG12709"	3.4
"EG12710"	2.9
"EG12712"	9.7
"EG12713"	5.2
"EG12715"	1.4
"EG12717"	3.3
"EG12720"	7.6
"EG12732"	3.0
"EG12738"	6.7
"EG12739"	0.7
"EG12760"	10.8
"EG12766"	6.9
"EG12768"	7.5
"EG12769"	7.6
"EG12770"	6.3
"EG12780"	1.5
"EG12794"	2.5
"EG12799"	4.2
"EG12800"	3.7
"EG12801"	2.9
"EG12802"	4.9
"EG12830"	5.1
"EG12834"	7.2
"EG12835"	8.7
"EG12836"	7.1
"EG12837"	8.2
"EG12842"	4.9
"EG12843"	0.9
"EG12844"	6.8
"EG12845"	6.0
"EG12850"	4.7
"EG12851"	2.8
"EG12853"	4.8
"EG12854"	3.1
"EG12855"	1.2
"EG12857"	2.8
"EG12859"	1.6
"EG12860"	1.0
"EG12861"	5.0
"EG12865"	6.6
"EG12866"	3.2
"EG12867"	1.1
"EG12868"	5.3
"EG12870"	6.2
"EG12875"	1.4
"EG12876"	7.0
"EG12877"	8.5
"EG12878"	1.9
"EG12879"	7.0
"EG12880"	4.4
"EG12881"	5.7
"EG12882"	6.2
"EG12883"	6.4
"EG12903"	4.9
"EG12908"	6.0
"EG12933"	5.1
"EG12957"	2.5
"EG13139"	8.8
"EG13159"	8.9
"EG13161"	6.0
"EG13174"	5.9
"EG13217"	5.4
"EG13235"	11.3
"EG13236"	8.8
"EG13238"	7.6
"EG13270"	8.6
"EG13283"	7.5
"EG20044"	5.9
"EG20049"	8.8
"EG20051"	5.6
"EG20053"	6.2
"EG20080"	5.1
"EG20091"	3.9
"EG20098"	3.7
"EG20110"	4.8
"EG20173"	2.9
"EG20248"	4.2
"EG20249"	0.9
"EG20252"	8.1
"EG20253"	7.8
"EG20257"	1.3
"EG30100"	29.6
"EG50001"	2.3
"EG50002"	3.0
"EG50003"	7.0
"EG50005"	3.4
"EG50006"	3.8
"EG50007"	3.8
"EG50008"	6.9
"EG50009"	7.2
"EG50011"	4.1
"G0-10634"	91.2
"G0-8601"	6.1
"G0-8785"	2.7
"G0-9461"	3.7
"G0-9563"	8.3
"G198"	5.1
"G2000"	6.9
"G2001"	5.4
"G2002"	3.6
"G357"	6.5
"G358"	8.3
"G359"	7.2
"G360"	9.8
"G361"	4.1
"G362"	7.3
"G363"	4.8
"G364"	6.3
"G365"	7.6
"G366"	5.5
"G369"	6.4
"G370"	11.7
"G377"	6.1
"G378"	5.3
"G379"	7.3
"G436"	4.4
"G495"	2.7
"G58"	0.9
"G592"	5.5
"G6084"	3.6
"G6088"	10.1
"G6092"	1.7
"G6093"	2.2
"G6094"	5.0
"G6095"	5.5
"G6096"	2.0
"G6097"	4.6
"G6098"	5.0
"G6099"	3.1
"G6100"	4.0
"G6101"	6.6
"G6102"	6.8
"G6103"	0.9
"G6104"	7.0
"G6105"	6.7
"G6106"	1.9
"G6107"	2.3
"G6108"	2.6
"G6109"	4.9
"G6110"	2.8
"G6111"	6.6
"G6112"	8.4
"G6113"	5.4
"G6114"	7.6
"G6115"	5.6
"G6116"	7.3
"G6117"	5.2
"G6118"	7.7
"G6121"	6.3
"G6122"	5.6
"G6123"	5.2
"G6124"	7.9
"G6125"	6.5
"G6126"	5.2
"G6127"	8.8
"G6128"	4.7
"G6130"	6.7
"G6133"	4.8
"G6135"	4.8
"G6136"	3.1
"G6140"	7.9
"G6142"	8.7
"G6144"	6.8
"G6147"	4.7
"G6148"	7.3
"G6149"	5.8
"G6150"	6.5
"G6151"	5.2
"G6152"	6.3
"G6153"	7.4
"G6154"	7.6
"G6155"	4.8
"G6156"	6.3
"G6157"	7.6
"G6158"	3.5
"G6159"	5.6
"G6160"	7.5
"G6161"	5.8
"G6162"	6.6
"G6163"	5.4
"G6164"	7.6
"G6165"	5.7
"G6167"	6.5
"G6170"	5.2
"G6171"	6.3
"G6174"	7.1
"G6175"	6.8
"G6177"	6.5
"G6178"	4.9
"G6180"	8.5
"G6181"	8.3
"G6182"	7.0
"G6183"	6.4
"G6184"	7.6
"G6185"	10.7
"G6186"	6.6
"G6188"	6.0
"G6190"	5.7
"G6191"	6.1
"G6192"	6.5
"G6193"	7.1
"G6195"	4.4
"G6196"	9.2
"G6198"	8.1
"G6199"	8.2
"G6200"	10.6
"G6201"	5.2
"G6205"	7.1
"G6206"	7.1
"G6207"	1.3
"G6208"	4.8
"G6209"	7.8
"G6210"	8.6
"G6215"	6.1
"G6216"	6.0
"G6217"	6.4
"G6218"	5.6
"G6219"	7.8
"G6222"	6.1
"G6227"	4.8
"G6230"	1.7
"G6233"	4.5
"G6234"	2.5
"G6236"	3.9
"G6237"	2.2
"G6238"	1.3
"G6239"	4.0
"G6240"	1.9
"G6241"	1.0
"G6242"	1.8
"G6243"	5.9
"G6244"	7.2
"G6245"	2.9
"G6247"	0.5
"G6248"	7.3
"G6250"	4.3
"G6251"	4.5
"G6252"	5.0
"G6253"	1.1
"G6255"	0.9
"G6256"	2.0
"G6258"	6.6
"G6259"	1.5
"G6260"	5.4
"G6262"	2.7
"G6263"	0.7
"G6264"	3.0
"G6265"	8.2
"G6266"	3.7
"G6267"	6.6
"G6268"	2.2
"G6269"	4.5
"G6270"	5.2
"G6275"	5.1
"G6276"	2.5
"G6277"	7.8
"G6278"	6.9
"G6280"	6.5
"G6281"	6.3
"G6282"	8.4
"G6283"	5.7
"G6284"	7.8
"G6285"	5.0
"G6286"	6.5
"G6287"	6.6
"G6288"	9.8
"G6289"	5.4
"G6290"	6.2
"G6291"	7.0
"G6292"	11.4
"G6293"	5.2
"G6300"	5.8
"G6301"	5.7
"G6302"	4.1
"G6303"	5.1
"G6304"	4.8
"G6305"	6.5
"G6306"	5.4
"G6307"	6.5
"G6309"	6.2
"G6310"	7.4
"G6311"	5.2
"G6312"	5.9
"G6313"	7.3
"G6314"	4.8
"G6315"	6.5
"G6316"	7.6
"G6317"	4.2
"G6318"	4.1
"G6319"	5.7
"G6320"	5.9
"G6321"	5.8
"G6322"	7.7
"G6323"	6.9
"G6324"	5.5
"G6325"	4.7
"G6326"	4.4
"G6329"	4.0
"G6330"	6.5
"G6331"	6.2
"G6333"	2.2
"G6334"	2.0
"G6335"	7.1
"G6337"	5.2
"G6338"	4.1
"G6339"	8.2
"G6340"	7.1
"G6341"	5.3
"G6342"	7.6
"G6343"	5.7
"G6344"	7.0
"G6345"	5.6
"G6346"	5.3
"G6347"	6.8
"G6349"	3.7
"G6350"	2.4
"G6351"	6.9
"G6353"	8.7
"G6355"	7.7
"G6356"	10.1
"G6357"	7.0
"G6358"	5.4
"G6361"	2.0
"G6362"	4.0
"G6364"	3.0
"G6365"	1.9
"G6371"	4.9
"G6374"	6.0
"G6377"	7.5
"G6378"	14.1
"G6379"	3.5
"G6380"	3.7
"G6381"	3.0
"G6382"	4.8
"G6383"	3.6
"G6384"	6.2
"G6385"	6.9
"G6386"	6.5
"G6387"	8.2
"G6393"	3.2
"G6395"	6.0
"G6397"	5.4
"G6398"	10.1
"G6399"	5.8
"G6402"	1.4
"G6403"	2.0
"G6405"	5.5
"G6406"	6.1
"G6407"	5.3
"G6408"	4.9
"G6409"	3.5
"G6410"	4.3
"G6411"	4.9
"G6415"	8.4
"G6416"	6.3
"G6418"	6.8
"G6421"	6.8
"G6422"	1.6
"G6423"	1.8
"G6425"	2.9
"G6426"	7.6
"G6427"	4.2
"G6428"	7.0
"G6435"	1.0
"G6437"	4.9
"G6438"	4.8
"G6439"	1.6
"G6440"	1.1
"G6441"	3.9
"G6444"	1.3
"G6445"	1.0
"G6446"	5.5
"G6447"	5.4
"G6448"	5.2
"G6449"	4.0
"G6450"	3.9
"G6454"	2.9
"G6455"	2.4
"G6457"	12.2
"G6458"	5.6
"G6459"	3.7
"G6460"	4.6
"G6462"	4.4
"G6463"	2.6
"G6464"	1.4
"G6465"	3.1
"G6467"	6.4
"G6468"	2.7
"G6469"	3.1
"G6470"	3.7
"G6471"	4.8
"G6472"	5.3
"G6474"	1.6
"G6476"	6.8
"G6477"	9.8
"G6478"	4.9
"G6479"	6.0
"G6481"	7.7
"G6482"	8.5
"G6486"	4.3
"G6488"	3.7
"G6489"	3.3
"G6490"	4.9
"G6491"	6.1
"G6492"	-0.0
"G6493"	1.1
"G6496"	5.5
"G6497"	1.9
"G6499"	4.0
"G6500"	3.2
"G6501"	1.4
"G6503"	6.7
"G6504"	8.5
"G6505"	6.1
"G6506"	5.5
"G6507"	6.7
"G6508"	5.1
"G6510"	5.0
"G6511"	4.7
"G6513"	8.9
"G6514"	6.9
"G6517"	7.5
"G6527"	2.0
"G6528"	4.0
"G6529"	6.0
"G6530"	10.0
"G6531"	4.0
"G6532"	4.8
"G6536"	5.2
"G6539"	3.2
"G6540"	3.4
"G6541"	3.4
"G6542"	3.0
"G6543"	3.5
"G6544"	3.4
"G6545"	4.5
"G6546"	4.7
"G6548"	6.9
"G6549"	3.1
"G6551"	3.0
"G6552"	0.7
"G6555"	4.2
"G6556"	4.0
"G6557"	7.5
"G6558"	4.4
"G6559"	6.8
"G6560"	5.2
"G6561"	0.9
"G6562"	5.6
"G6563"	1.3
"G6564"	4.8
