"id"	"stoichiometry"	"direction"	"catalyzed_by"	
"GLYOXI-RXN"	{"S-LACTOYL-GLUTATHIONE[CCO-CYTOSOL]":-1,"METHYL-GLYOXAL[CCO-CYTOSOL]":1,"GLUTATHIONE[CCO-CYTOSOL]":1}	"R2L"	["GLYOXI-CPLX"]	
"GLYOXII-RXN"	{"S-LACTOYL-GLUTATHIONE[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"GLUTATHIONE[CCO-CYTOSOL]":1,"D-LACTATE[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	["G6475-MONOMER", "CPLX0-3954", "GLYOXII-MONOMER"]	
"GLYOXIII-RXN"	{"D-LACTATE[CCO-CYTOSOL]":-1,"PROTON[CCO-CYTOSOL]":-1,"METHYL-GLYOXAL[CCO-CYTOSOL]":1,"WATER[CCO-CYTOSOL]":1}	"R2L"	["G7647-MONOMER", "CPLX0-861"]	
"GLYOXYLATE-REDUCTASE-NADP+-RXN"	{"GLYCOLLATE[CCO-CYTOSOL]":-1,"NADP[CCO-CYTOSOL]":-1,"GLYOX[CCO-CYTOSOL]":1,"NADPH[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"R2L"	["CPLX0-235", "G6539-MONOMER"]	
"GLYRIBONUCSYN-RXN"	{"ATP[CCO-CYTOSOL]":-1,"5-P-BETA-D-RIBOSYL-AMINE[CCO-CYTOSOL]":-1,"GLY[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"5-PHOSPHO-RIBOSYL-GLYCINEAMIDE[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	["GLYCRIBONUCSYN-MONOMER"]	
"GMKALT-RXN"	{"ATP[CCO-CYTOSOL]":-1,"DGMP[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"DGDP[CCO-CYTOSOL]":1}	"BOTH"	["GUANYL-KIN-CPLX"]	
"GMP-REDUCT-RXN"	{"AMMONIUM[CCO-CYTOSOL]":-1,"IMP[CCO-CYTOSOL]":-1,"NADP[CCO-CYTOSOL]":-1,"GMP[CCO-CYTOSOL]":1,"NADPH[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":2}	"R2L"	["GMP-REDUCT-CPLX"]	
"GMP-SYN-GLUT-RXN"	{"GLN[CCO-CYTOSOL]":-1,"XANTHOSINE-5-PHOSPHATE[CCO-CYTOSOL]":-1,"ATP[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"GLT[CCO-CYTOSOL]":1,"GMP[CCO-CYTOSOL]":1,"AMP[CCO-CYTOSOL]":1,"PPI[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":2}	"L2R"	["GMP-SYN-CPLX"]	
"GMP-SYN-NH3-RXN"	{"XANTHOSINE-5-PHOSPHATE[CCO-CYTOSOL]":-1,"AMMONIUM[CCO-CYTOSOL]":-1,"ATP[CCO-CYTOSOL]":-1,"GMP[CCO-CYTOSOL]":1,"AMP[CCO-CYTOSOL]":1,"PPI[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":2}	"L2R"	["GMP-SYN-CPLX"]	
"GPH-RXN[CCO-CYTOSOL]-CPD-67/WATER//GLYCOLLATE/Pi.41."	{"CPD-67[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"GLYCOLLATE[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1}	"L2R"	["GPH-MONOMER"]	
"GPH-RXN[CCO-PERI-BAC]-CPD-67/WATER//GLYCOLLATE/Pi.42."	{"CPD-67[CCO-PERI-BAC]":-1,"WATER[CCO-PERI-BAC]":-1,"GLYCOLLATE[CCO-PERI-BAC]":1,"Pi[CCO-PERI-BAC]":1}	"L2R"	["GPH-MONOMER", "ALKAPHOSPHA-CPLX"]	
"GPPSYN-RXN"	{"CPD-4211[CCO-CYTOSOL]":-1,"DELTA3-ISOPENTENYL-PP[CCO-CYTOSOL]":-1,"GERANYL-PP[CCO-CYTOSOL]":1,"PPI[CCO-CYTOSOL]":1}	"L2R"	["FPPSYN-MONOMER"]	
"GSAAMINOTRANS-RXN"	{"GLUTAMATE-1-SEMIALDEHYDE[CCO-CYTOSOL]":-1,"5-AMINO-LEVULINATE[CCO-CYTOSOL]":1}	"L2R"	["GSAAMINOTRANS-CPLX"]	
"GSPAMID-RXN"	{"GLUTATHIONYLSPERMIDINE[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"GLUTATHIONE[CCO-CYTOSOL]":1,"SPERMIDINE[CCO-CYTOSOL]":1}	"L2R"	["GSP-CPLX"]	
"GSPSYN-RXN"	{"SPERMIDINE[CCO-CYTOSOL]":-1,"GLUTATHIONE[CCO-CYTOSOL]":-1,"ATP[CCO-CYTOSOL]":-1,"GLUTATHIONYLSPERMIDINE[CCO-CYTOSOL]":1,"ADP[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	["GSP-CPLX"]	
"GTP-CYCLOHYDRO-I-RXN"	{"GTP[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"FORMATE[CCO-CYTOSOL]":1,"DIHYDRONEOPTERIN-P3[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	["FOLE-CPLX"]	
"GTP-CYCLOHYDRO-II-RXN"	{"GTP[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-3,"DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR[CCO-CYTOSOL]":1,"FORMATE[CCO-CYTOSOL]":1,"PPI[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":2}	"L2R"	["GTP-CYCLOHYDRO-II-CPLX"]	
"GTPPYPHOSKIN-RXN"	{"GTP[CCO-CYTOSOL]":-1,"ATP[CCO-CYTOSOL]":-1,"GDP-TP[CCO-CYTOSOL]":1,"AMP[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	["RELA-MONOMER"]	
"GUANINE-DEAMINASE-RXN"	{"GUANINE[CCO-CYTOSOL]":-1,"PROTON[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"AMMONIUM[CCO-CYTOSOL]":1,"XANTHINE[CCO-CYTOSOL]":1}	"L2R"	["G7502-MONOMER"]	
"GUANOSINE-DIPHOSPHATASE-RXN"	{"GDP[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"GMP[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	["G6580-MONOMER"]	
"GUANOSINEKIN-RXN"	{"GUANOSINE[CCO-CYTOSOL]":-1,"ATP[CCO-CYTOSOL]":-1,"GMP[CCO-CYTOSOL]":1,"ADP[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	["CPLX0-322"]	
"GUANPRIBOSYLTRAN-RXN"	{"GMP[CCO-CYTOSOL]":-1,"PPI[CCO-CYTOSOL]":-1,"GUANINE[CCO-CYTOSOL]":1,"PRPP[CCO-CYTOSOL]":1}	"R2L"	["CPLX0-7685", "GPT-CPLX"]	
"GUANYL-KIN-RXN"	{"GMP[CCO-CYTOSOL]":-1,"ATP[CCO-CYTOSOL]":-1,"GDP[CCO-CYTOSOL]":1,"ADP[CCO-CYTOSOL]":1}	"BOTH"	["GUANYL-KIN-CPLX"]	
"GUANYLCYC-RXN"	{"GTP[CCO-CYTOSOL]":-1,"CGMP[CCO-CYTOSOL]":1,"PPI[CCO-CYTOSOL]":1}	"L2R"	["GUANYLCYC-MONOMER"]	
"H2NEOPTERINALDOL-RXN"	{"DIHYDRO-NEO-PTERIN[CCO-CYTOSOL]":-1,"GLYCOLALDEHYDE[CCO-CYTOSOL]":1,"AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE[CCO-CYTOSOL]":1}	"L2R"	["CPLX0-3936"]	
"H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN"	{"DIHYDRONEOPTERIN-P3[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"DIHYDRONEOPTERIN-P[CCO-CYTOSOL]":1,"PPI[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	["H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER"]	
"H2NTPEPIM-RXN"	{"DIHYDRONEOPTERIN-P3[CCO-CYTOSOL]":-1,"DIHYDROMONAPTERIN-TRIPHOSPHATE[CCO-CYTOSOL]":1}	"BOTH"	["FOLXTET-CPLX"]	
"H2PTERIDINEPYROPHOSPHOKIN-RXN"	{"AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE[CCO-CYTOSOL]":-1,"ATP[CCO-CYTOSOL]":-1,"DIHYDROPTERIN-CH2OH-PP[CCO-CYTOSOL]":1,"AMP[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	["H2PTERIDINEPYROPHOSPHOKIN-MONOMER"]	
"H2PTEROATESYNTH-RXN"	{"P-AMINO-BENZOATE[CCO-CYTOSOL]":-1,"DIHYDROPTERIN-CH2OH-PP[CCO-CYTOSOL]":-1,"7-8-DIHYDROPTEROATE[CCO-CYTOSOL]":1,"PPI[CCO-CYTOSOL]":1}	"L2R"	["H2PTEROATESYNTH-CPLX"]	
"HCAMULTI-RXN"	{"3-PHENYLPROPIONATE[CCO-CYTOSOL]":-1,"NADH[CCO-CYTOSOL]":-1,"OXYGEN-MOLECULE[CCO-CYTOSOL]":-1,"PROTON[CCO-CYTOSOL]":-1,"CARBOXYETHYL-3-5-CYCLOHEXADIENE-1-2-DIOL[CCO-CYTOSOL]":1,"NAD[CCO-CYTOSOL]":1}	"L2R"	["HCAMULTI-CPLX"]	
"HEMEOSYN-RXN"	{"PROTOHEME[CCO-CYTOSOL]":-1,"FARNESYL-PP[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"CPD-17063[CCO-CYTOSOL]":1,"PPI[CCO-CYTOSOL]":1}	"L2R"	["HEMEOSYN-MONOMER"]	
"HEMN-RXN"	{"S-ADENOSYLMETHIONINE[CCO-CYTOSOL]":-2,"COPROPORPHYRINOGEN_III[CCO-CYTOSOL]":-1,"PROTOPORPHYRINOGEN[CCO-CYTOSOL]":1,"CARBON-DIOXIDE[CCO-CYTOSOL]":2,"MET[CCO-CYTOSOL]":2,"CH33ADO[CCO-CYTOSOL]":2}	"L2R"	["HEMN-MONOMER"]	
"HISTALDEHYD-RXN"	{"HISTIDINAL[CCO-CYTOSOL]":-1,"NAD[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"HIS[CCO-CYTOSOL]":1,"NADH[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":2}	"L2R"	["HISTDEHYD-CPLX"]	
"HISTAMINOTRANS-RXN"	{"L-HISTIDINOL-P[CCO-CYTOSOL]":-1,"2-KETOGLUTARATE[CCO-CYTOSOL]":-1,"IMIDAZOLE-ACETOL-P[CCO-CYTOSOL]":1,"GLT[CCO-CYTOSOL]":1}	"BOTH"	["HISTPHOSTRANS-CPLX"]	
"HISTCYCLOHYD-RXN"	{"PHOSPHORIBOSYL-AMP[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"PHOSPHORIBOSYL-FORMIMINO-AICAR-P[CCO-CYTOSOL]":1}	"L2R"	["HISTCYCLOPRATPPHOS"]	
"HISTIDPHOS-RXN[CCO-CYTOSOL]-L-HISTIDINOL-P/WATER//HISTIDINOL/Pi.49."	{"L-HISTIDINOL-P[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"HISTIDINOL[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1}	"L2R"	["IMIDHISTID-CPLX"]	
"HISTIDPHOS-RXN[CCO-PERI-BAC]-L-HISTIDINOL-P/WATER//HISTIDINOL/Pi.50."	{"L-HISTIDINOL-P[CCO-PERI-BAC]":-1,"WATER[CCO-PERI-BAC]":-1,"HISTIDINOL[CCO-PERI-BAC]":1,"Pi[CCO-PERI-BAC]":1}	"L2R"	["ALKAPHOSPHA-CPLX"]	
"HISTOLDEHYD-RXN"	{"HISTIDINOL[CCO-CYTOSOL]":-1,"NAD[CCO-CYTOSOL]":-1,"HISTIDINAL[CCO-CYTOSOL]":1,"NADH[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	["HISTDEHYD-CPLX"]	
"HISTPRATPHYD-RXN"	{"PHOSPHORIBOSYL-ATP[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"PHOSPHORIBOSYL-AMP[CCO-CYTOSOL]":1,"PPI[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	["HISTCYCLOPRATPPHOS"]	
"HOMOCYSMET-RXN"	{"HOMO-CYS[CCO-CYTOSOL]":-1,"CPD-1302[CCO-CYTOSOL]":-1,"MET[CCO-CYTOSOL]":1,"CPD-1301[CCO-CYTOSOL]":1}	"L2R"	["HOMOCYSMET-MONOMER", "HOMOCYSMETB12-MONOMER"]	
"HOMOCYSMETB12-RXN-HOMO-CYS/5-METHYL-THF//MET/THF.31."	{"HOMO-CYS[CCO-CYTOSOL]":-1,"5-METHYL-THF[CCO-CYTOSOL]":-1,"MET[CCO-CYTOSOL]":1,"THF[CCO-CYTOSOL]":1}	"L2R"	["HOMOCYSMETB12-MONOMER"]	
"HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN"	{"S-ADENOSYLMETHIONINE[CCO-CYTOSOL]":-1,"HOMO-CYS[CCO-CYTOSOL]":-1,"MET[CCO-CYTOSOL]":1,"ADENOSYL-HOMO-CYS[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"HOMOSERDEHYDROG-RXN-HOMO-SER/NAD//L-ASPARTATE-SEMIALDEHYDE/NADH/PROTON.51."	{"HOMO-SER[CCO-CYTOSOL]":-1,"NAD[CCO-CYTOSOL]":-1,"L-ASPARTATE-SEMIALDEHYDE[CCO-CYTOSOL]":1,"NADH[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"R2L"	["ASPKINIIHOMOSERDEHYDROGII-CPLX", "ASPKINIHOMOSERDEHYDROGI-CPLX"]	
"HOMOSERDEHYDROG-RXN-HOMO-SER/NADP//L-ASPARTATE-SEMIALDEHYDE/NADPH/PROTON.53."	{"HOMO-SER[CCO-CYTOSOL]":-1,"NADP[CCO-CYTOSOL]":-1,"L-ASPARTATE-SEMIALDEHYDE[CCO-CYTOSOL]":1,"NADPH[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"R2L"	["ASPKINIIHOMOSERDEHYDROGII-CPLX", "ASPKINIHOMOSERDEHYDROGI-CPLX"]	
"HOMOSERKIN-RXN"	{"HOMO-SER[CCO-CYTOSOL]":-1,"ATP[CCO-CYTOSOL]":-1,"O-PHOSPHO-L-HOMOSERINE[CCO-CYTOSOL]":1,"ADP[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	["HOMOSERKIN-CPLX"]	
"HOMSUCTRAN-RXN"	{"HOMO-SER[CCO-CYTOSOL]":-1,"SUC-COA[CCO-CYTOSOL]":-1,"O-SUCCINYL-L-HOMOSERINE[CCO-CYTOSOL]":1,"CO-A[CCO-CYTOSOL]":1}	"L2R"	["HOMSUCTRAN-CPLX"]	
"HYDGLUTSYN-RXN"	{"PROPIONYL-COA[CCO-CYTOSOL]":-1,"GLYOX[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"2-HYDROXYGLUTARIC_ACID[CCO-CYTOSOL]":1,"CO-A[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	["HYDGLUTSYN-MONOMER"]	
"HYDROXYLAMINE-REDUCTASE-RXN"	{"AMMONIUM[CCO-CYTOSOL]":-1,"Acceptor[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"HYDROXYLAMINE[CCO-CYTOSOL]":1,"Donor-H2[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"R2L"	["G6457-MONOMER"]	
"HYPOTAURINE-DEHYDROGENASE-RXN"	{"HYPOTAURINE[CCO-CYTOSOL]":-1,"NAD[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"TAURINE[CCO-CYTOSOL]":1,"NADH[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"HYPOXANPRIBOSYLTRAN-RXN"	{"IMP[CCO-CYTOSOL]":-1,"PPI[CCO-CYTOSOL]":-1,"PRPP[CCO-CYTOSOL]":1,"HYPOXANTHINE[CCO-CYTOSOL]":1}	"R2L"	["GPT-CPLX", "CPLX0-7685"]	
"IGPSYN-RXN"	{"CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P[CCO-CYTOSOL]":-1,"PROTON[CCO-CYTOSOL]":-1,"INDOLE-3-GLYCEROL-P[CCO-CYTOSOL]":1,"CARBON-DIOXIDE[CCO-CYTOSOL]":1,"WATER[CCO-CYTOSOL]":1}	"L2R"	["PRAI-IGPS"]	
"IMIDPHOSDEHYD-RXN"	{"D-ERYTHRO-IMIDAZOLE-GLYCEROL-P[CCO-CYTOSOL]":-1,"IMIDAZOLE-ACETOL-P[CCO-CYTOSOL]":1,"WATER[CCO-CYTOSOL]":1}	"L2R"	["IMIDHISTID-CPLX"]	
"IMP-DEHYDROG-RXN"	{"IMP[CCO-CYTOSOL]":-1,"NAD[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"XANTHOSINE-5-PHOSPHATE[CCO-CYTOSOL]":1,"NADH[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	["IMP-DEHYDROG-CPLX"]	
"IMPCYCLOHYDROLASE-RXN"	{"IMP[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE[CCO-CYTOSOL]":1}	"BOTH"	["AICARTRANSIMPCYCLO-CPLX"]	
"INOPHOSPHOR-RXN"	{"INOSINE[CCO-CYTOSOL]":-1,"Pi[CCO-CYTOSOL]":-1,"RIBOSE-1P[CCO-CYTOSOL]":1,"HYPOXANTHINE[CCO-CYTOSOL]":1}	"BOTH"	["EG12159-MONOMER", "XANTHOSINEPHOSPHORY-CPLX", "DEOD-CPLX"]	
"INORGPYROPHOSPHAT-RXN[CCO-CYTOSOL]-PPI/WATER//Pi/PROTON.34."	{"PPI[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"Pi[CCO-CYTOSOL]":2,"PROTON[CCO-CYTOSOL]":1}	"L2R"	["CPLX0-243"]	
"INORGPYROPHOSPHAT-RXN[CCO-PERI-BAC]-PPI/WATER//Pi/PROTON.35."	{"PPI[CCO-PERI-BAC]":-1,"WATER[CCO-PERI-BAC]":-1,"Pi[CCO-PERI-BAC]":2,"PROTON[CCO-PERI-BAC]":1}	"L2R"	["ALKAPHOSPHA-CPLX"]	
"INOSINATE-NUCLEOSIDASE-RXN"	{"IMP[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"HYPOXANTHINE[CCO-CYTOSOL]":1,"CPD-15317[CCO-CYTOSOL]":1}	"L2R"	["CPLX0-8262"]	
"INOSINATE-NUCLEOSIDASE-RXN-IMP/WATER//HYPOXANTHINE/CPD-15318.34."	{"IMP[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"HYPOXANTHINE[CCO-CYTOSOL]":1,"CPD-15318[CCO-CYTOSOL]":1}	"L2R"	["CPLX0-8262"]	
"INOSINATE-NUCLEOSIDASE-RXN-IMP/WATER//HYPOXANTHINE/CPD-16551.34."	{"IMP[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"HYPOXANTHINE[CCO-CYTOSOL]":1,"CPD-16551[CCO-CYTOSOL]":1}	"L2R"	["CPLX0-8262"]	
"INOSINE-NUCLEOSIDASE-RXN"	{"INOSINE[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"D-Ribofuranose[CCO-CYTOSOL]":1,"HYPOXANTHINE[CCO-CYTOSOL]":1}	"L2R"	["EG11082-MONOMER"]	
"INOSINEKIN-RXN"	{"INOSINE[CCO-CYTOSOL]":-1,"ATP[CCO-CYTOSOL]":-1,"IMP[CCO-CYTOSOL]":1,"ADP[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	["CPLX0-322"]	
"IPPISOM-RXN"	{"DELTA3-ISOPENTENYL-PP[CCO-CYTOSOL]":-1,"CPD-4211[CCO-CYTOSOL]":1}	"BOTH"	["IPPISOM-MONOMER"]	
"ISOCHORMAT-RXN"	{"ISOCHORISMATE[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"PYRUVATE[CCO-CYTOSOL]":1,"DIHYDRO-DIOH-BENZOATE[CCO-CYTOSOL]":1}	"L2R"	["ENTB-CPLX"]	
"ISOCHORSYN-RXN"	{"CHORISMATE[CCO-CYTOSOL]":-1,"ISOCHORISMATE[CCO-CYTOSOL]":1}	"BOTH"	["MENF-CPLX", "ENTC-MONOMER"]	
"ISOCIT-CLEAV-RXN"	{"THREO-DS-ISO-CITRATE[CCO-CYTOSOL]":-1,"GLYOX[CCO-CYTOSOL]":1,"SUC[CCO-CYTOSOL]":1}	"BOTH"	["ISOCIT-LYASE"]	
"ISOCITDEH-RXN"	{"THREO-DS-ISO-CITRATE[CCO-CYTOSOL]":-1,"NADP[CCO-CYTOSOL]":-1,"2-KETOGLUTARATE[CCO-CYTOSOL]":1,"CARBON-DIOXIDE[CCO-CYTOSOL]":1,"NADPH[CCO-CYTOSOL]":1}	"L2R"	["ISOCITHASE-CPLX"]	
"ISPH2-RXN"	{"DELTA3-ISOPENTENYL-PP[CCO-CYTOSOL]":-1,"Oxidized-ferredoxins[CCO-CYTOSOL]":-2,"WATER[CCO-CYTOSOL]":-1,"HYDROXY-METHYL-BUTENYL-DIP[CCO-CYTOSOL]":1,"Reduced-ferredoxins[CCO-CYTOSOL]":2,"PROTON[CCO-CYTOSOL]":2}	"R2L"	["CPLX0-7564"]	
"KDGALDOL-RXN"	{"5-KETO-4-DEOXY-D-GLUCARATE[CCO-CYTOSOL]":-1,"PYRUVATE[CCO-CYTOSOL]":1,"TARTRONATE-S-ALD[CCO-CYTOSOL]":1}	"BOTH"	["CPLX0-7615"]	
"KDO-8PPHOSPHAT-RXN"	{"KDO-8P[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"KDO[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1}	"L2R"	["KDO-8PPHOSPHAT-CPLX"]	
"KDO-8PSYNTH-RXN"	{"CPD-18118[CCO-CYTOSOL]":-1,"PHOSPHO-ENOL-PYRUVATE[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"KDO-8P[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1}	"L2R"	["KDO-8PSYNTH-CPLX"]	
"KDOTRANS-RXN"	{"CMP-KDO[CCO-CYTOSOL]":-1,"LIPID-IV-A[CCO-CYTOSOL]":-1,"KDO-LIPID-IVA[CCO-CYTOSOL]":1,"CMP[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	["KDOTRANS-MONOMER"]	
"KDOTRANS2-RXN"	{"KDO-LIPID-IVA[CCO-CYTOSOL]":-1,"CMP-KDO[CCO-CYTOSOL]":-1,"KDO2-LIPID-IVA[CCO-CYTOSOL]":1,"CMP[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	["KDOTRANS-MONOMER"]	
"KDPGALDOL-RXN"	{"2-KETO-3-DEOXY-6-P-GLUCONATE[CCO-CYTOSOL]":-1,"GAP[CCO-CYTOSOL]":1,"PYRUVATE[CCO-CYTOSOL]":1}	"L2R"	["KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX"]	
"KDUD-RXN"	{"DE-O-GLUCONATE[CCO-CYTOSOL]":-1,"NAD[CCO-CYTOSOL]":-1,"DE-O-K-GLUCONATE[CCO-CYTOSOL]":1,"NADH[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"KETOACYLCOATHIOL-RXN-CPD-9965/ACETYL-COA//POLYMER-INST-3-KETOACYL-COA-C18-H36/CO-A.62."	{"CPD-9965[CCO-CYTOSOL]":-1,"ACETYL-COA[CCO-CYTOSOL]":-1,"POLYMER-INST-3-KETOACYL-COA-C18-H36[CCO-CYTOSOL]":1,"CO-A[CCO-CYTOSOL]":1}	"R2L"	["G7213-MONOMER", "FADA-MONOMER"]	
"KETOACYLCOATHIOL-RXN-LAUROYLCOA-CPD/ACETYL-COA//CPD-10284/CO-A.42."	{"LAUROYLCOA-CPD[CCO-CYTOSOL]":-1,"ACETYL-COA[CCO-CYTOSOL]":-1,"CPD-10284[CCO-CYTOSOL]":1,"CO-A[CCO-CYTOSOL]":1}	"R2L"	["G7213-MONOMER", "FADA-MONOMER"]	
"KETOACYLCOATHIOL-RXN-PALMITYL-COA/ACETYL-COA//CPD-10260/CO-A.40."	{"PALMITYL-COA[CCO-CYTOSOL]":-1,"ACETYL-COA[CCO-CYTOSOL]":-1,"CPD-10260[CCO-CYTOSOL]":1,"CO-A[CCO-CYTOSOL]":1}	"R2L"	["G7213-MONOMER", "FADA-MONOMER"]	
"KETOACYLCOATHIOL-RXN-STEAROYL-COA/ACETYL-COA//POLYMER-INST-3-KETOACYL-COA-C16-H32/CO-A.66."	{"STEAROYL-COA[CCO-CYTOSOL]":-1,"ACETYL-COA[CCO-CYTOSOL]":-1,"POLYMER-INST-3-KETOACYL-COA-C16-H32[CCO-CYTOSOL]":1,"CO-A[CCO-CYTOSOL]":1}	"R2L"	["G7213-MONOMER", "FADA-MONOMER"]	
"KETOACYLCOATHIOL-RXN-TETRADECANOYL-COA/ACETYL-COA//3-OXOPALMITOYL-COA/CO-A.54."	{"TETRADECANOYL-COA[CCO-CYTOSOL]":-1,"ACETYL-COA[CCO-CYTOSOL]":-1,"3-OXOPALMITOYL-COA[CCO-CYTOSOL]":1,"CO-A[CCO-CYTOSOL]":1}	"R2L"	["G7213-MONOMER", "FADA-MONOMER"]	
"KETOBUTFORMLY-RXN"	{"2-OXOBUTANOATE[CCO-CYTOSOL]":-1,"CO-A[CCO-CYTOSOL]":-1,"PROPIONYL-COA[CCO-CYTOSOL]":1,"FORMATE[CCO-CYTOSOL]":1}	"L2R"	["PYRUVFORMLY-CPLX", "KETOBUTFORMLY-MONOMER"]	
"KETOGLUTREDUCT-RXN"	{"R-2-HYDROXYGLUTARATE[CCO-CYTOSOL]":-1,"NAD[CCO-CYTOSOL]":-1,"2-KETOGLUTARATE[CCO-CYTOSOL]":1,"NADH[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"BOTH"	["PGLYCDEHYDROG-CPLX"]	
"L-ASPARTATE-OXID-RXN"	{"L-ASPARTATE[CCO-CYTOSOL]":-1,"OXYGEN-MOLECULE[CCO-CYTOSOL]":-1,"HYDROGEN-PEROXIDE[CCO-CYTOSOL]":1,"IMINOASPARTATE[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	["L-ASPARTATE-OXID-MONOMER"]	
