"id"	"stoichiometry"	"direction"	"catalyzed_by"	
"RXN0-7206-CPD0-2061//CPD0-2061.21."	{"CPD0-2061[CCO-PERI-BAC]":-1,"CPD0-2061[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-CPD0-2360//CPD0-2360.21."	{"CPD0-2360[CCO-PERI-BAC]":-1,"CPD0-2360[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-CPD0-2482//CPD0-2482.21."	{"CPD0-2482[CCO-PERI-BAC]":-1,"CPD0-2482[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-CPD0-920//CPD0-920.19."	{"CPD0-920[CCO-PERI-BAC]":-1,"CPD0-920[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-CPD1G-159//CPD1G-159.21."	{"CPD1G-159[CCO-PERI-BAC]":-1,"CPD1G-159[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-DIHYDROCOUMARIN//DIHYDROCOUMARIN.33."	{"DIHYDROCOUMARIN[CCO-PERI-BAC]":-1,"DIHYDROCOUMARIN[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-DOPAMINE//DOPAMINE.19."	{"DOPAMINE[CCO-PERI-BAC]":-1,"DOPAMINE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-ENTEROBACTIN//ENTEROBACTIN.27."	{"ENTEROBACTIN[CCO-PERI-BAC]":-1,"ENTEROBACTIN[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-FERRIC-ENTEROBACTIN-COMPLEX//FERRIC-ENTEROBACTIN-COMPLEX.57."	{"FERRIC-ENTEROBACTIN-COMPLEX[CCO-PERI-BAC]":-1,"FERRIC-ENTEROBACTIN-COMPLEX[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-FERULIC-ACID//FERULIC-ACID.27."	{"FERULIC-ACID[CCO-PERI-BAC]":-1,"FERULIC-ACID[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-HYDROQUINONE-O-BETA-D-GLUCOPYRANOSIDE//HYDROQUINONE-O-BETA-D-GLUCOPYRANOSIDE.77."	{"HYDROQUINONE-O-BETA-D-GLUCOPYRANOSIDE[CCO-PERI-BAC]":-1,"HYDROQUINONE-O-BETA-D-GLUCOPYRANOSIDE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-HYDROQUINONE//HYDROQUINONE.27."	{"HYDROQUINONE[CCO-PERI-BAC]":-1,"HYDROQUINONE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-HYDRPHENYLAC-CPD//HYDRPHENYLAC-CPD.35."	{"HYDRPHENYLAC-CPD[CCO-PERI-BAC]":-1,"HYDRPHENYLAC-CPD[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-INDOLE-3-GLYCEROL-P//INDOLE-3-GLYCEROL-P.41."	{"INDOLE-3-GLYCEROL-P[CCO-PERI-BAC]":-1,"INDOLE-3-GLYCEROL-P[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-INDOLE//INDOLE.15."	{"INDOLE[CCO-PERI-BAC]":-1,"INDOLE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-INDOLE_PYRUVATE//INDOLE_PYRUVATE.33."	{"INDOLE_PYRUVATE[CCO-PERI-BAC]":-1,"INDOLE_PYRUVATE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-L-DIHYDROXY-PHENYLALANINE//L-DIHYDROXY-PHENYLALANINE.53."	{"L-DIHYDROXY-PHENYLALANINE[CCO-PERI-BAC]":-1,"L-DIHYDROXY-PHENYLALANINE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-L-EPINEPHRINE//L-EPINEPHRINE.29."	{"L-EPINEPHRINE[CCO-PERI-BAC]":-1,"L-EPINEPHRINE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-MELILOTATE//MELILOTATE.23."	{"MELILOTATE[CCO-PERI-BAC]":-1,"MELILOTATE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-MENADIOL//MENADIOL.19."	{"MENADIOL[CCO-PERI-BAC]":-1,"MENADIOL[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-OCTAPRENYL-METHOXY-BENZOQUINONE//OCTAPRENYL-METHOXY-BENZOQUINONE.65."	{"OCTAPRENYL-METHOXY-BENZOQUINONE[CCO-PERI-BAC]":-1,"OCTAPRENYL-METHOXY-BENZOQUINONE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-OCTAPRENYL-METHYL-METHOXY-BENZQ//OCTAPRENYL-METHYL-METHOXY-BENZQ.65."	{"OCTAPRENYL-METHYL-METHOXY-BENZQ[CCO-PERI-BAC]":-1,"OCTAPRENYL-METHYL-METHOXY-BENZQ[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-OCTAPRENYL-METHYL-OH-METHOXY-BENZQ//OCTAPRENYL-METHYL-OH-METHOXY-BENZQ.71."	{"OCTAPRENYL-METHYL-OH-METHOXY-BENZQ[CCO-PERI-BAC]":-1,"OCTAPRENYL-METHYL-OH-METHOXY-BENZQ[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-P-AMINO-BENZOATE//P-AMINO-BENZOATE.35."	{"P-AMINO-BENZOATE[CCO-PERI-BAC]":-1,"P-AMINO-BENZOATE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-P-NITROPHENOL//P-NITROPHENOL.29."	{"P-NITROPHENOL[CCO-PERI-BAC]":-1,"P-NITROPHENOL[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-PENTACHLOROPHENOL//PENTACHLOROPHENOL.37."	{"PENTACHLOROPHENOL[CCO-PERI-BAC]":-1,"PENTACHLOROPHENOL[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-PHE//PHE.9."	{"PHE[CCO-PERI-BAC]":-1,"PHE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-PHENYLACETALDEHYDE//PHENYLACETALDEHYDE.39."	{"PHENYLACETALDEHYDE[CCO-PERI-BAC]":-1,"PHENYLACETALDEHYDE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-PHENYLACETATE//PHENYLACETATE.29."	{"PHENYLACETATE[CCO-PERI-BAC]":-1,"PHENYLACETATE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-PHENYLETHYLAMINE//PHENYLETHYLAMINE.35."	{"PHENYLETHYLAMINE[CCO-PERI-BAC]":-1,"PHENYLETHYLAMINE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-PICOLINATE//PICOLINATE.23."	{"PICOLINATE[CCO-PERI-BAC]":-1,"PICOLINATE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-REDUCED-MENAQUINONE//REDUCED-MENAQUINONE.41."	{"REDUCED-MENAQUINONE[CCO-PERI-BAC]":-1,"REDUCED-MENAQUINONE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-SEROTONIN//SEROTONIN.21."	{"SEROTONIN[CCO-PERI-BAC]":-1,"SEROTONIN[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-TYRAMINE//TYRAMINE.19."	{"TYRAMINE[CCO-PERI-BAC]":-1,"TYRAMINE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-VANILLATE//VANILLATE.21."	{"VANILLATE[CCO-PERI-BAC]":-1,"VANILLATE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7206-VANILLIN//VANILLIN.19."	{"VANILLIN[CCO-PERI-BAC]":-1,"VANILLIN[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207"	{"Monocarboxylates[CCO-PERI-BAC]":-1,"Monocarboxylates[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-2-O-ALPHA-MANNOSYL-D-GLYCERATE//2-O-ALPHA-MANNOSYL-D-GLYCERATE.63."	{"2-O-ALPHA-MANNOSYL-D-GLYCERATE[CCO-PERI-BAC]":-1,"2-O-ALPHA-MANNOSYL-D-GLYCERATE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-2-PG//2-PG.11."	{"2-PG[CCO-PERI-BAC]":-1,"2-PG[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-23-DIPHOSPHOGLYCERATE//23-DIPHOSPHOGLYCERATE.45."	{"23-DIPHOSPHOGLYCERATE[CCO-PERI-BAC]":-1,"23-DIPHOSPHOGLYCERATE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-3-HYDROXYPHENYL-PROPIONATE//3-HYDROXYPHENYL-PROPIONATE.55."	{"3-HYDROXYPHENYL-PROPIONATE[CCO-PERI-BAC]":-1,"3-HYDROXYPHENYL-PROPIONATE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-3-HYDROXYPHENYLACETATE//3-HYDROXYPHENYLACETATE.47."	{"3-HYDROXYPHENYLACETATE[CCO-PERI-BAC]":-1,"3-HYDROXYPHENYLACETATE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-3-PHENYLPROPIONATE//3-PHENYLPROPIONATE.39."	{"3-PHENYLPROPIONATE[CCO-PERI-BAC]":-1,"3-PHENYLPROPIONATE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-ALLANTOATE//ALLANTOATE.23."	{"ALLANTOATE[CCO-PERI-BAC]":-1,"ALLANTOATE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-ALPHA-D-MANNOSYL-3-PHOSPHOGLYCERATE//ALPHA-D-MANNOSYL-3-PHOSPHOGLYCERATE.73."	{"ALPHA-D-MANNOSYL-3-PHOSPHOGLYCERATE[CCO-PERI-BAC]":-1,"ALPHA-D-MANNOSYL-3-PHOSPHOGLYCERATE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-BETAINE//BETAINE.17."	{"BETAINE[CCO-PERI-BAC]":-1,"BETAINE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-CARNITINE//CARNITINE.21."	{"CARNITINE[CCO-PERI-BAC]":-1,"CARNITINE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-CPD-12515//CPD-12515.21."	{"CPD-12515[CCO-PERI-BAC]":-1,"CPD-12515[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-CPD-12521//CPD-12521.21."	{"CPD-12521[CCO-PERI-BAC]":-1,"CPD-12521[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-CPD-12523//CPD-12523.21."	{"CPD-12523[CCO-PERI-BAC]":-1,"CPD-12523[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-CPD-12524//CPD-12524.21."	{"CPD-12524[CCO-PERI-BAC]":-1,"CPD-12524[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-CPD-12537//CPD-12537.21."	{"CPD-12537[CCO-PERI-BAC]":-1,"CPD-12537[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-CPD-13122//CPD-13122.21."	{"CPD-13122[CCO-PERI-BAC]":-1,"CPD-13122[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-CPD-14488//CPD-14488.21."	{"CPD-14488[CCO-PERI-BAC]":-1,"CPD-14488[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-CPD-15127//CPD-15127.21."	{"CPD-15127[CCO-PERI-BAC]":-1,"CPD-15127[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-CPD-15205//CPD-15205.21."	{"CPD-15205[CCO-PERI-BAC]":-1,"CPD-15205[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-CPD-15530//CPD-15530.21."	{"CPD-15530[CCO-PERI-BAC]":-1,"CPD-15530[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-CPD-15633//CPD-15633.21."	{"CPD-15633[CCO-PERI-BAC]":-1,"CPD-15633[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-CPD-21252//CPD-21252.21."	{"CPD-21252[CCO-PERI-BAC]":-1,"CPD-21252[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-CPD-21253//CPD-21253.21."	{"CPD-21253[CCO-PERI-BAC]":-1,"CPD-21253[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-CPD-23305//CPD-23305.21."	{"CPD-23305[CCO-PERI-BAC]":-1,"CPD-23305[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-CPD-633//CPD-633.17."	{"CPD-633[CCO-PERI-BAC]":-1,"CPD-633[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-CPD-67//CPD-67.15."	{"CPD-67[CCO-PERI-BAC]":-1,"CPD-67[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-CPD-9190//CPD-9190.19."	{"CPD-9190[CCO-PERI-BAC]":-1,"CPD-9190[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-D-MANNONATE//D-MANNONATE.25."	{"D-MANNONATE[CCO-PERI-BAC]":-1,"D-MANNONATE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-D-TAGATURONATE//D-TAGATURONATE.31."	{"D-TAGATURONATE[CCO-PERI-BAC]":-1,"D-TAGATURONATE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-DPG//DPG.9."	{"DPG[CCO-PERI-BAC]":-1,"DPG[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-G3P//G3P.9."	{"G3P[CCO-PERI-BAC]":-1,"G3P[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-GAMMA-BUTYROBETAINE//GAMMA-BUTYROBETAINE.41."	{"GAMMA-BUTYROBETAINE[CCO-PERI-BAC]":-1,"GAMMA-BUTYROBETAINE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-GLUCONATE//GLUCONATE.21."	{"GLUCONATE[CCO-PERI-BAC]":-1,"GLUCONATE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-GLUCOSAMINATE//GLUCOSAMINATE.29."	{"GLUCOSAMINATE[CCO-PERI-BAC]":-1,"GLUCOSAMINATE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-GLYCERATE//GLYCERATE.21."	{"GLYCERATE[CCO-PERI-BAC]":-1,"GLYCERATE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-GLYCOLLATE//GLYCOLLATE.23."	{"GLYCOLLATE[CCO-PERI-BAC]":-1,"GLYCOLLATE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-L-DELTA1-PYRROLINE_5-CARBOXYLATE//L-DELTA1-PYRROLINE_5-CARBOXYLATE.67."	{"L-DELTA1-PYRROLINE_5-CARBOXYLATE[CCO-PERI-BAC]":-1,"L-DELTA1-PYRROLINE_5-CARBOXYLATE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-L-PANTOATE//L-PANTOATE.23."	{"L-PANTOATE[CCO-PERI-BAC]":-1,"L-PANTOATE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-OROTATE//OROTATE.17."	{"OROTATE[CCO-PERI-BAC]":-1,"OROTATE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-PHENYLACETATE//PHENYLACETATE.29."	{"PHENYLACETATE[CCO-PERI-BAC]":-1,"PHENYLACETATE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-PHOSPHO-ENOL-PYRUVATE//PHOSPHO-ENOL-PYRUVATE.45."	{"PHOSPHO-ENOL-PYRUVATE[CCO-PERI-BAC]":-1,"PHOSPHO-ENOL-PYRUVATE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7207-PICOLINATE//PICOLINATE.23."	{"PICOLINATE[CCO-PERI-BAC]":-1,"PICOLINATE[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7208-2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET//2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET.83."	{"2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET[CCO-PERI-BAC]":-1,"2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7208-ALPHA-GLC-6-P//ALPHA-GLC-6-P.29."	{"ALPHA-GLC-6-P[CCO-PERI-BAC]":-1,"ALPHA-GLC-6-P[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7208-ARABINOSE-5P//ARABINOSE-5P.27."	{"ARABINOSE-5P[CCO-PERI-BAC]":-1,"ARABINOSE-5P[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7208-CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P//CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P.71."	{"CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P[CCO-PERI-BAC]":-1,"CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7208-CPD-1162//CPD-1162.19."	{"CPD-1162[CCO-PERI-BAC]":-1,"CPD-1162[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7208-CPD-1181//CPD-1181.19."	{"CPD-1181[CCO-PERI-BAC]":-1,"CPD-1181[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7208-CPD-13469//CPD-13469.21."	{"CPD-13469[CCO-PERI-BAC]":-1,"CPD-13469[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7208-CPD-15318//CPD-15318.21."	{"CPD-15318[CCO-PERI-BAC]":-1,"CPD-15318[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7208-CPD-15711//CPD-15711.21."	{"CPD-15711[CCO-PERI-BAC]":-1,"CPD-15711[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7208-CPD-15826//CPD-15826.21."	{"CPD-15826[CCO-PERI-BAC]":-1,"CPD-15826[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7208-CPD-15828//CPD-15828.21."	{"CPD-15828[CCO-PERI-BAC]":-1,"CPD-15828[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7208-CPD-15895//CPD-15895.21."	{"CPD-15895[CCO-PERI-BAC]":-1,"CPD-15895[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7208-CPD-16154//CPD-16154.21."	{"CPD-16154[CCO-PERI-BAC]":-1,"CPD-16154[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7208-CPD-16168//CPD-16168.21."	{"CPD-16168[CCO-PERI-BAC]":-1,"CPD-16168[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7208-CPD-16502//CPD-16502.21."	{"CPD-16502[CCO-PERI-BAC]":-1,"CPD-16502[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7208-CPD-16551//CPD-16551.21."	{"CPD-16551[CCO-PERI-BAC]":-1,"CPD-16551[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7208-CPD-18118//CPD-18118.21."	{"CPD-18118[CCO-PERI-BAC]":-1,"CPD-18118[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7208-CPD-18720//CPD-18720.21."	{"CPD-18720[CCO-PERI-BAC]":-1,"CPD-18720[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7208-CPD-22307//CPD-22307.21."	{"CPD-22307[CCO-PERI-BAC]":-1,"CPD-22307[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7208-CPD-23428//CPD-23428.21."	{"CPD-23428[CCO-PERI-BAC]":-1,"CPD-23428[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7208-CPD-448//CPD-448.17."	{"CPD-448[CCO-PERI-BAC]":-1,"CPD-448[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7208-CPD-7246//CPD-7246.19."	{"CPD-7246[CCO-PERI-BAC]":-1,"CPD-7246[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7208-CPD0-1115//CPD0-1115.21."	{"CPD0-1115[CCO-PERI-BAC]":-1,"CPD0-1115[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
"RXN0-7208-CPD0-1116//CPD0-1116.21."	{"CPD0-1116[CCO-PERI-BAC]":-1,"CPD0-1116[CCO-EXTRACELLULAR]":1}	"BOTH"	["CPLX0-7530", "CPLX0-7533", "CPLX0-7534"]	
