"left"	"right"	"id"	"rho"	"name"
3904873	3904874	"TERM_WC-1616"	"0"	"TERM_WC_phoU"
740151	738644	"TERM_WC-1617"	"0"	"TERM_WC_phr"
1209465	1208895	"TERM_WC-1618"	"0"	"TERM_WC_pinE"
1209465	1208750	"TERM_WC-1619"	"0"	"TERM_WC_pinE"
3924565	3924566	"TERM_WC-162"	"0"	"TERM_WC_asnC"
2781084	2781085	"TERM_WC-1620"	"0"	"TERM_WC_pinH"
1632239	1631608	"TERM_WC-1621"	"0"	"TERM_WC_pinQ"
1431105	1431106	"TERM_WC-1622"	"0"	"TERM_WC_pinR"
3637167	3635635	"TERM_WC-1623"	"0"	"TERM_WC_pitA"
3132891	3132892	"TERM_WC-1624"	"0"	"TERM_WC_pitB"
2720638	2717953	"TERM_WC-1625"	"0"	"TERM_WC_pka"
2083725	2083726	"TERM_WC-1626"	"0"	"TERM_WC_plaP"
4009026	4007046	"TERM_WC-1627"	"0"	"TERM_WC_pldB-yigL"
4009026	4007037	"TERM_WC-1628"	"0"	"TERM_WC_pldB-yigL"
1226291	1226292	"TERM_WC-1629"	"0"	"TERM_WC_pliG"
3924032	3924033	"TERM_WC-163"	"0"	"TERM_WC_asnC-mioC"
4252063	4252064	"TERM_WC-1630"	"0"	"TERM_WC_plsB"
4252063	4252064	"TERM_WC-1631"	"0"	"TERM_WC_plsB"
3160763	3160764	"TERM_WC-1632"	"0"	"TERM_WC_plsC"
1150630	1146844	"TERM_WC-1633"	"0"	"TERM_WC_plsX-fabHDG"
4457337	4455968	"TERM_WC-1634"	"0"	"TERM_WC_pmbA"
2371291	2371292	"TERM_WC-1635"	"0"	"TERM_WC_pmrD"
2371291	2371292	"TERM_WC-1636"	"0"	"TERM_WC_pmrD"
988374	988375	"TERM_WC-1637"	"0"	"TERM_WC_pncB"
2821868	2821869	"TERM_WC-1638"	"0"	"TERM_WC_pncC"
1672993	1672994	"TERM_WC-1639"	"0"	"TERM_WC_pntAB"
986805	986806	"TERM_WC-164"	"0"	"TERM_WC_asnS"
1672993	1672994	"TERM_WC-1640"	"0"	"TERM_WC_pntB"
4047778	4044963	"TERM_WC-1641"	"0"	"TERM_WC_polA"
63426	63427	"TERM_WC-1642"	"0"	"TERM_WC_polB"
1181003	1181004	"TERM_WC-1643"	"0"	"TERM_WC_potABCD"
1181003	1181004	"TERM_WC-1644"	"0"	"TERM_WC_potD"
1181003	1181004	"TERM_WC-1645"	"0"	"TERM_WC_potD"
716166	716167	"TERM_WC-1646"	"0"	"TERM_WC_potE"
897155	892857	"TERM_WC-1647"	"0"	"TERM_WC_potFGHI"
897155	892959	"TERM_WC-1648"	"0"	"TERM_WC_potFGHI"
908551	908552	"TERM_WC-1649"	"0"	"TERM_WC_poxB"
2042651	2042565	"TERM_WC-165"	"0"	"TERM_WC_asnT"
906072	906073	"TERM_WC-1650"	"0"	"TERM_WC_poxB-ltaE-ybjT"
4447142	4447143	"TERM_WC-1651"	"0"	"TERM_WC_ppA"
4148467	4148468	"TERM_WC-1652"	"0"	"TERM_WC_ppc"
2957079	2957080	"TERM_WC-1653"	"0"	"TERM_WC_ppdAB-ygdB-ppdC-recC"
114519	114520	"TERM_WC-1654"	"0"	"TERM_WC_ppdD-hofBC"
1920334	1920335	"TERM_WC-1655"	"0"	"TERM_WC_pphA"
2858441	2857759	"TERM_WC-1656"	"0"	"TERM_WC_pphB"
3489744	3489745	"TERM_WC-1657"	"0"	"TERM_WC_ppiA"
3489744	3489745	"TERM_WC-1658"	"0"	"TERM_WC_ppiA"
3489744	3489745	"TERM_WC-1659"	"0"	"TERM_WC_ppiA"
2057953	2057869	"TERM_WC-166"	"0"	"TERM_WC_asnU"
3489744	3489745	"TERM_WC-1660"	"0"	"TERM_WC_ppiA"
552438	552439	"TERM_WC-1661"	"0"	"TERM_WC_ppiB-lpxH"
3957552	3957553	"TERM_WC-1662"	"0"	"TERM_WC_ppiC"
463013	461062	"TERM_WC-1663"	"0"	"TERM_WC_ppiD"
463013	461043	"TERM_WC-1664"	"0"	"TERM_WC_ppiD"
2624681	2620896	"TERM_WC-1665"	"0"	"TERM_WC_ppk-ppx"
2624681	2621012	"TERM_WC-1666"	"0"	"TERM_WC_ppk-ppx"
2624681	2620999	"TERM_WC-1667"	"0"	"TERM_WC_ppk-ppx"
3111562	3111563	"TERM_WC-1668"	"0"	"TERM_WC_pppA"
1782755	1782756	"TERM_WC-1669"	"0"	"TERM_WC_pps"
2060362	2060276	"TERM_WC-167"	"0"	"TERM_WC_asnV"
1786305	1785363	"TERM_WC-1670"	"0"	"TERM_WC_ppsR"
1786305	1785375	"TERM_WC-1671"	"0"	"TERM_WC_ppsR"
1786305	1785407	"TERM_WC-1672"	"0"	"TERM_WC_ppsR"
1531312	1530882	"TERM_WC-1673"	"0"	"TERM_WC_pptA"
1531312	1530891	"TERM_WC-1674"	"0"	"TERM_WC_pptA"
1014125	1010882	"TERM_WC-1675"	"0"	"TERM_WC_pqiAB"
1014125	1010889	"TERM_WC-1676"	"0"	"TERM_WC_pqiAB"
1570428	1570429	"TERM_WC-1677"	"0"	"TERM_WC_pqqL"
1910789	1910790	"TERM_WC-1678"	"0"	"TERM_WC_prc"
3031676	3031677	"TERM_WC-1679"	"0"	"TERM_WC_prfB-lysS"
2056048	2056049	"TERM_WC-168"	"0"	"TERM_WC_asnW"
4609029	4607367	"TERM_WC-1680"	"0"	"TERM_WC_prfC"
4609029	4607379	"TERM_WC-1681"	"0"	"TERM_WC_prfC"
4122632	4122633	"TERM_WC-1682"	"0"	"TERM_WC_priA"
489331	489332	"TERM_WC-1683"	"0"	"TERM_WC_priC-ybaM"
3483384	3482333	"TERM_WC-1684"	"0"	"TERM_WC_prkB"
3640400	3640401	"TERM_WC-1685"	"0"	"TERM_WC_prlC-yhiQ"
2441910	2441911	"TERM_WC-1686"	"0"	"TERM_WC_prmB-aroC-mepA-yfcA-epmC-yfcL"
261983	259440	"TERM_WC-1687"	"0"	"TERM_WC_proBA"
261983	259527	"TERM_WC-1688"	"0"	"TERM_WC_proBA"
404056	404057	"TERM_WC-1689"	"0"	"TERM_WC_proC"
4363492	4363493	"TERM_WC-169"	"0"	"TERM_WC_aspA-dcuA"
3706636	3706637	"TERM_WC-1690"	"0"	"TERM_WC_proK"
2284312	2284229	"TERM_WC-1691"	"0"	"TERM_WC_proL"
4330030	4328343	"TERM_WC-1692"	"0"	"TERM_WC_proP"
4330030	4328430	"TERM_WC-1693"	"0"	"TERM_WC_proP"
1910789	1910790	"TERM_WC-1694"	"0"	"TERM_WC_proQ-prc"
2806149	2802621	"TERM_WC-1695"	"0"	"TERM_WC_proVWX"
2806149	2802777	"TERM_WC-1696"	"0"	"TERM_WC_proVWX"
2806149	2802585	"TERM_WC-1697"	"0"	"TERM_WC_proVWX"
353819	347870	"TERM_WC-1698"	"0"	"TERM_WC_prpBCDE"
346078	346079	"TERM_WC-1699"	"0"	"TERM_WC_prpR"
2412697	2411481	"TERM_WC-17"	"0"	"TERM_WC_ackA"
983739	983740	"TERM_WC-170"	"0"	"TERM_WC_aspC"
4384067	4384068	"TERM_WC-1700"	"0"	"TERM_WC_psd-mscM"
4238761	4238323	"TERM_WC-1701"	"0"	"TERM_WC_psiE"
1368030	1366062	"TERM_WC-1702"	"0"	"TERM_WC_pspABCDE"
1368030	1366825	"TERM_WC-1703"	"0"	"TERM_WC_pspBCDE"
1368030	1367713	"TERM_WC-1704"	"0"	"TERM_WC_pspE"
4261108	4260839	"TERM_WC-1705"	"0"	"TERM_WC_pspG"
2722107	2720600	"TERM_WC-1706"	"0"	"TERM_WC_pssA"
2722107	2720689	"TERM_WC-1707"	"0"	"TERM_WC_pssA"
3904873	3904874	"TERM_WC-1708"	"0"	"TERM_WC_pstB-phoU"
3904873	3904874	"TERM_WC-1709"	"0"	"TERM_WC_pstB-phoU"
3944974	3944803	"TERM_WC-171"	"0"	"TERM_WC_aspT"
3904873	3904874	"TERM_WC-1710"	"0"	"TERM_WC_pstCAB-phoU"
3904873	3904874	"TERM_WC-1711"	"0"	"TERM_WC_pstSCAB-phoU"
2255448	2255449	"TERM_WC-1712"	"0"	"TERM_WC_psuG"
2255448	2255449	"TERM_WC-1713"	"0"	"TERM_WC_psuKG"
2254104	2254105	"TERM_WC-1714"	"0"	"TERM_WC_psuT"
2414916	2412769	"TERM_WC-1715"	"0"	"TERM_WC_pta"
1255941	1255942	"TERM_WC-1716"	"0"	"TERM_WC_pth-ychF"
2954015	2954016	"TERM_WC-1717"	"0"	"TERM_WC_ptrA"
2948654	2948655	"TERM_WC-1718"	"0"	"TERM_WC_ptrA-recBD"
1924800	1924801	"TERM_WC-1719"	"0"	"TERM_WC_ptrB"
229007	228928	"TERM_WC-172"	"0"	"TERM_WC_aspU"
4135952	4135953	"TERM_WC-1720"	"0"	"TERM_WC_ptsA-fsaB-gldA"
1158528	1156989	"TERM_WC-1721"	"0"	"TERM_WC_ptsG"
1158528	1156849	"TERM_WC-1722"	"0"	"TERM_WC_ptsG"
4404011	4402687	"TERM_WC-1723"	"0"	"TERM_WC_purA"
2594924	2594925	"TERM_WC-1724"	"0"	"TERM_WC_purC"
4202662	4202663	"TERM_WC-1725"	"0"	"TERM_WC_purD"
550747	550748	"TERM_WC-1726"	"0"	"TERM_WC_purEK"
4202662	4202663	"TERM_WC-1727"	"0"	"TERM_WC_purHD"
2689675	2689676	"TERM_WC-1728"	"0"	"TERM_WC_purL"
2620897	2619175	"TERM_WC-1729"	"0"	"TERM_WC_purMN"
237010	236913	"TERM_WC-173"	"0"	"TERM_WC_aspV"
1736896	1735713	"TERM_WC-1730"	"0"	"TERM_WC_purR"
1930086	1928879	"TERM_WC-1731"	"0"	"TERM_WC_purT"
1930086	1928743	"TERM_WC-1732"	"0"	"TERM_WC_purT"
1287002	1287003	"TERM_WC-1733"	"0"	"TERM_WC_purU"
1287002	1287003	"TERM_WC-1734"	"0"	"TERM_WC_purU"
1287002	1287003	"TERM_WC-1735"	"0"	"TERM_WC_purU"
1074140	1074141	"TERM_WC-1736"	"0"	"TERM_WC_putA"
1355823	1355824	"TERM_WC-1737"	"0"	"TERM_WC_puuAP"
1364842	1360752	"TERM_WC-1738"	"0"	"TERM_WC_puuCBE"
1364842	1359076	"TERM_WC-1739"	"0"	"TERM_WC_puuDRCBE"
1823976	1823977	"TERM_WC-174"	"0"	"TERM_WC_astCADBE"
1355823	1355824	"TERM_WC-1740"	"0"	"TERM_WC_puuP"
1937118	1935568	"TERM_WC-1741"	"0"	"TERM_WC_pykA"
1937118	1935518	"TERM_WC-1742"	"0"	"TERM_WC_pykA"
1755137	1753641	"TERM_WC-1743"	"0"	"TERM_WC_pykF"
1755137	1753624	"TERM_WC-1744"	"0"	"TERM_WC_pykF"
1755137	1753491	"TERM_WC-1745"	"0"	"TERM_WC_pykF"
1755137	1753687	"TERM_WC-1746"	"0"	"TERM_WC_pykF"
1120781	1120782	"TERM_WC-1747"	"0"	"TERM_WC_pyrC"
1005004	1003955	"TERM_WC-1748"	"0"	"TERM_WC_pyrD"
1341011	1339894	"TERM_WC-1749"	"0"	"TERM_WC_pyrF-yciH"
1823976	1823977	"TERM_WC-175"	"0"	"TERM_WC_astCADBE"
2904662	2904663	"TERM_WC-1750"	"0"	"TERM_WC_pyrG-eno"
2904662	2904663	"TERM_WC-1751"	"0"	"TERM_WC_pyrG-eno"
2904662	2904663	"TERM_WC-1752"	"0"	"TERM_WC_pyrG-eno"
192583	191812	"TERM_WC-1753"	"0"	"TERM_WC_pyrH"
513622	513623	"TERM_WC-1754"	"0"	"TERM_WC_qmcA-ybbJ"
4261268	4261269	"TERM_WC-1755"	"0"	"TERM_WC_qor"
3169858	3167773	"TERM_WC-1756"	"0"	"TERM_WC_qseBC"
3169858	3167823	"TERM_WC-1757"	"0"	"TERM_WC_qseBC"
425308	424209	"TERM_WC-1758"	"0"	"TERM_WC_queA"
464073	464074	"TERM_WC-1759"	"0"	"TERM_WC_queC"
1823976	1823977	"TERM_WC-176"	"0"	"TERM_WC_astCADBE"
2890604	2890236	"TERM_WC-1760"	"0"	"TERM_WC_queD"
2924221	2923343	"TERM_WC-1761"	"0"	"TERM_WC_queF"
4390948	4390949	"TERM_WC-1762"	"0"	"TERM_WC_queG"
1415509	1415510	"TERM_WC-1763"	"0"	"TERM_WC_racC"
1415509	1415510	"TERM_WC-1764"	"0"	"TERM_WC_racC"
1417786	1417787	"TERM_WC-1765"	"0"	"TERM_WC_racR"
1417786	1417787	"TERM_WC-1766"	"0"	"TERM_WC_racR"
1417786	1417787	"TERM_WC-1767"	"0"	"TERM_WC_racR"
4626573	4623935	"TERM_WC-1768"	"0"	"TERM_WC_radA-nadR"
2735520	2735176	"TERM_WC-1769"	"0"	"TERM_WC_raiA"
1823976	1823977	"TERM_WC-177"	"0"	"TERM_WC_astE"
4001308	4001309	"TERM_WC-1770"	"0"	"TERM_WC_rarD"
4001308	4001309	"TERM_WC-1771"	"0"	"TERM_WC_rarD"
4001308	4001309	"TERM_WC-1772"	"0"	"TERM_WC_rarD"
4001308	4001309	"TERM_WC-1773"	"0"	"TERM_WC_rarD"
4001308	4001309	"TERM_WC-1774"	"0"	"TERM_WC_rarD"
2752027	2752028	"TERM_WC-1775"	"0"	"TERM_WC_ratAB"
3926172	3926173	"TERM_WC-1776"	"0"	"TERM_WC_ravA-viaA"
248137	247624	"TERM_WC-1777"	"0"	"TERM_WC_rayT"
248137	247544	"TERM_WC-1778"	"0"	"TERM_WC_rayT"
2380550	2379603	"TERM_WC-1779"	"0"	"TERM_WC_rbn"
2325318	2321434	"TERM_WC-178"	"0"	"TERM_WC_atoDAEB"
3937245	3931345	"TERM_WC-1780"	"0"	"TERM_WC_rbsDACBKR"
2185323	2183849	"TERM_WC-1781"	"0"	"TERM_WC_rcnAB"
2185323	2184906	"TERM_WC-1782"	"0"	"TERM_WC_rcnB"
2183543	2183544	"TERM_WC-1783"	"0"	"TERM_WC_rcnR"
2022618	2021860	"TERM_WC-1784"	"0"	"TERM_WC_rcsA"
2314852	2313997	"TERM_WC-1785"	"0"	"TERM_WC_rcsB"
2314852	2313717	"TERM_WC-1786"	"0"	"TERM_WC_rcsB"
2315046	2315047	"TERM_WC-1787"	"0"	"TERM_WC_rcsC"
2315046	2315047	"TERM_WC-1788"	"0"	"TERM_WC_rcsC"
2314852	2311474	"TERM_WC-1789"	"0"	"TERM_WC_rcsDB"
2321276	2318065	"TERM_WC-179"	"0"	"TERM_WC_atoSC"
218884	218885	"TERM_WC-1790"	"0"	"TERM_WC_rcsF-yaeB"
3096428	3094642	"TERM_WC-1791"	"0"	"TERM_WC_rdgB-yggW"
408329	408330	"TERM_WC-1792"	"0"	"TERM_WC_rdgC"
1268615	1268546	"TERM_WC-1793"	"0"	"TERM_WC_rdlA"
1269149	1269079	"TERM_WC-1794"	"0"	"TERM_WC_rdlB"
1269686	1269614	"TERM_WC-1795"	"0"	"TERM_WC_rdlC"
3698225	3698159	"TERM_WC-1796"	"0"	"TERM_WC_rdlD"
4042070	4040414	"TERM_WC-1797"	"0"	"TERM_WC_rdoA-dsbA"
2820158	2820159	"TERM_WC-1798"	"0"	"TERM_WC_recAX"
2957079	2957080	"TERM_WC-1799"	"0"	"TERM_WC_recC"
2414916	2411492	"TERM_WC-18"	"0"	"TERM_WC_ackA-pta"
3738984	3737697	"TERM_WC-180"	"0"	"TERM_WC_avtA"
1410021	1410022	"TERM_WC-1800"	"0"	"TERM_WC_recET-lar-rcbA-ydaQ-intR"
3878168	3878169	"TERM_WC-1801"	"0"	"TERM_WC_recF"
3878168	3878169	"TERM_WC-1802"	"0"	"TERM_WC_recF"
3825317	3823233	"TERM_WC-1803"	"0"	"TERM_WC_recG"
2751481	2749781	"TERM_WC-1804"	"0"	"TERM_WC_recN"
4005719	4003881	"TERM_WC-1805"	"0"	"TERM_WC_recQ"
4005719	4003856	"TERM_WC-1806"	"0"	"TERM_WC_recQ"
2908775	2908776	"TERM_WC-1807"	"0"	"TERM_WC_relA-mazEF"
2908775	2908776	"TERM_WC-1808"	"0"	"TERM_WC_relA-mazEF"
1643367	1643368	"TERM_WC-1809"	"0"	"TERM_WC_relBE"
1480276	1480277	"TERM_WC-181"	"0"	"TERM_WC_azoR"
1642672	1642673	"TERM_WC-1810"	"0"	"TERM_WC_rem"
1642672	1642673	"TERM_WC-1811"	"0"	"TERM_WC_rem"
567873	567285	"TERM_WC-1812"	"0"	"TERM_WC_renD-emrE"
3960724	3958670	"TERM_WC-1813"	"0"	"TERM_WC_rep"
3796233	3791993	"TERM_WC-1814"	"0"	"TERM_WC_rfaDFCL"
3796233	3791888	"TERM_WC-1815"	"0"	"TERM_WC_rfaDFCL"
3796233	3791962	"TERM_WC-1816"	"0"	"TERM_WC_rfaDFCL"
3796233	3791919	"TERM_WC-1817"	"0"	"TERM_WC_rfaDFCL"
3193339	3193340	"TERM_WC-1818"	"0"	"TERM_WC_rfaE"
4022353	4022354	"TERM_WC-1819"	"0"	"TERM_WC_rfaH"
1480276	1480277	"TERM_WC-182"	"0"	"TERM_WC_azoR"
4022353	4022354	"TERM_WC-1820"	"0"	"TERM_WC_rfaH"
3796259	3796260	"TERM_WC-1821"	"0"	"TERM_WC_rfaQGPSBIJYZ-waaU"
3796259	3796260	"TERM_WC-1822"	"0"	"TERM_WC_rfaQGPSBIJYZ-waaU"
3797365	3797366	"TERM_WC-1823"	"0"	"TERM_WC_rfaYZ"
3796259	3796260	"TERM_WC-1824"	"0"	"TERM_WC_rfaZ-waaU"
2106358	2106359	"TERM_WC-1825"	"0"	"TERM_WC_rfbACX"
2106358	2106359	"TERM_WC-1826"	"0"	"TERM_WC_rfbBDACX"
2106358	2106359	"TERM_WC-1827"	"0"	"TERM_WC_rfbX"
2106358	2106359	"TERM_WC-1828"	"0"	"TERM_WC_rfbX"
2106358	2106359	"TERM_WC-1829"	"0"	"TERM_WC_rfbX"
1480276	1480277	"TERM_WC-183"	"0"	"TERM_WC_azoR"
2106358	2106359	"TERM_WC-1830"	"0"	"TERM_WC_rfbX"
3978722	3965823	"TERM_WC-1831"	"0"	"TERM_WC_rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM"
4091468	4091469	"TERM_WC-1832"	"0"	"TERM_WC_rhaBAD"
4091468	4091469	"TERM_WC-1833"	"0"	"TERM_WC_rhaD"
4091144	4091145	"TERM_WC-1834"	"0"	"TERM_WC_rhaM"
4097520	4095734	"TERM_WC-1835"	"0"	"TERM_WC_rhaSR"
4097511	4097512	"TERM_WC-1836"	"0"	"TERM_WC_rhaT"
3962385	3962386	"TERM_WC-1837"	"0"	"TERM_WC_rhlB"
831462	830006	"TERM_WC-1838"	"0"	"TERM_WC_rhlE"
3965702	3964185	"TERM_WC-1839"	"0"	"TERM_WC_rhoL-rho"
1480276	1480277	"TERM_WC-184"	"0"	"TERM_WC_azoR"
3765205	3760206	"TERM_WC-1840"	"0"	"TERM_WC_rhsA-yibA"
3621453	3617120	"TERM_WC-1841"	"0"	"TERM_WC_rhsB"
3621453	3617201	"TERM_WC-1842"	"0"	"TERM_WC_rhsB"
3621453	3617026	"TERM_WC-1843"	"0"	"TERM_WC_rhsB"
3621453	3617097	"TERM_WC-1844"	"0"	"TERM_WC_rhsB"
3621453	3617067	"TERM_WC-1845"	"0"	"TERM_WC_rhsB"
3621453	3617136	"TERM_WC-1846"	"0"	"TERM_WC_rhsB"
733328	728602	"TERM_WC-1847"	"0"	"TERM_WC_rhsC-ybfB"
528127	522290	"TERM_WC-1848"	"0"	"TERM_WC_rhsD-ybbC-ylbH-ybbD"
1528431	1525914	"TERM_WC-1849"	"0"	"TERM_WC_rhsE-ydcD"
1985894	1985895	"TERM_WC-185"	"0"	"TERM_WC_azuC"
848430	848431	"TERM_WC-1850"	"0"	"TERM_WC_rhtA"
4006459	4006460	"TERM_WC-1851"	"0"	"TERM_WC_rhtB"
4006403	4005762	"TERM_WC-1852"	"0"	"TERM_WC_rhtC"
1740622	1740623	"TERM_WC-1853"	"0"	"TERM_WC_ribC"
436334	433728	"TERM_WC-1854"	"0"	"TERM_WC_ribE-nusB-thiL-pgpA"
4468547	4468548	"TERM_WC-1855"	"0"	"TERM_WC_ridA"
682697	682698	"TERM_WC-1856"	"0"	"TERM_WC_rihA"
2252264	2252265	"TERM_WC-1857"	"0"	"TERM_WC_rihB"
28210	27293	"TERM_WC-1858"	"0"	"TERM_WC_rihC"
1125372	1124745	"TERM_WC-1859"	"0"	"TERM_WC_rimJ"
3201329	3201330	"TERM_WC-186"	"0"	"TERM_WC_bacA"
892659	891099	"TERM_WC-1860"	"0"	"TERM_WC_rimK-ybjN"
1497504	1496767	"TERM_WC-1861"	"0"	"TERM_WC_rimL"
875930	875931	"TERM_WC-1862"	"0"	"TERM_WC_rimO"
3311361	3311362	"TERM_WC-1863"	"0"	"TERM_WC_rimP-nusA-infB"
1904272	1904273	"TERM_WC-1864"	"0"	"TERM_WC_rlmA"
2911718	2911719	"TERM_WC-1865"	"0"	"TERM_WC_rlmD"
842484	841447	"TERM_WC-1866"	"0"	"TERM_WC_rlmF"
3232758	3232759	"TERM_WC-1867"	"0"	"TERM_WC_rlmG"
1027999	1028000	"TERM_WC-1868"	"0"	"TERM_WC_rlmI"
3644253	3643373	"TERM_WC-1869"	"0"	"TERM_WC_rlmJ"
2163025	2160900	"TERM_WC-187"	"0"	"TERM_WC_baeSR"
1011097	1006895	"TERM_WC-1870"	"0"	"TERM_WC_rlmL-uup"
2938162	2938163	"TERM_WC-1871"	"0"	"TERM_WC_rlmM"
2641148	2641149	"TERM_WC-1872"	"0"	"TERM_WC_rlmN"
663322	663323	"TERM_WC-1873"	"0"	"TERM_WC_rlpA"
663322	663323	"TERM_WC-1874"	"0"	"TERM_WC_rlpA"
59684	59685	"TERM_WC-1875"	"0"	"TERM_WC_rluA"
1325754	1324876	"TERM_WC-1876"	"0"	"TERM_WC_rluB"
1145125	1144163	"TERM_WC-1877"	"0"	"TERM_WC_rluC"
2732322	2732323	"TERM_WC-1878"	"0"	"TERM_WC_rluD-yfiH"
1193047	1193048	"TERM_WC-1879"	"0"	"TERM_WC_rluE-nudJ"
200363	197821	"TERM_WC-188"	"0"	"TERM_WC_bamA"
4229252	4228185	"TERM_WC-1880"	"0"	"TERM_WC_rluF"
4229252	4228332	"TERM_WC-1881"	"0"	"TERM_WC_rluF"
1015108	1014755	"TERM_WC-1882"	"0"	"TERM_WC_rmf"
1015108	1014726	"TERM_WC-1883"	"0"	"TERM_WC_rmf"
4016786	4015356	"TERM_WC-1884"	"0"	"TERM_WC_rmuC"
643417	643418	"TERM_WC-1885"	"0"	"TERM_WC_rna"
2700500	2700501	"TERM_WC-1886"	"0"	"TERM_WC_rnc-era"
2698637	2698638	"TERM_WC-1887"	"0"	"TERM_WC_rnc-era-recO-pdxJ-acpS"
1884885	1884886	"TERM_WC-1888"	"0"	"TERM_WC_rnd"
1140402	1140403	"TERM_WC-1889"	"0"	"TERM_WC_rne"
208611	197026	"TERM_WC-189"	"0"	"TERM_WC_bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE"
1140402	1140403	"TERM_WC-1890"	"0"	"TERM_WC_rne"
1140402	1140403	"TERM_WC-1891"	"0"	"TERM_WC_rne"
1140402	1140403	"TERM_WC-1892"	"0"	"TERM_WC_rne"
235532	235533	"TERM_WC-1893"	"0"	"TERM_WC_rnhA"
642777	642778	"TERM_WC-1894"	"0"	"TERM_WC_rnk"
642777	642778	"TERM_WC-1895"	"0"	"TERM_WC_rnk"
2765016	2763928	"TERM_WC-1896"	"0"	"TERM_WC_rnlA"
2765380	2763916	"TERM_WC-1897"	"0"	"TERM_WC_rnlAB"
2765380	2764882	"TERM_WC-1898"	"0"	"TERM_WC_rnlB"
2765380	2764729	"TERM_WC-1899"	"0"	"TERM_WC_rnlB"
1336533	1333448	"TERM_WC-19"	"0"	"TERM_WC_acnA"
2633903	2633904	"TERM_WC-190"	"0"	"TERM_WC_bamB-der"
4632461	4632462	"TERM_WC-1900"	"0"	"TERM_WC_rob"
2639850	2639851	"TERM_WC-1901"	"0"	"TERM_WC_rodZ"
3510653	3510654	"TERM_WC-1902"	"0"	"TERM_WC_rpe-gph-trpS"
4178951	4178583	"TERM_WC-1903"	"0"	"TERM_WC_rplL"
3440637	3440638	"TERM_WC-1904"	"0"	"TERM_WC_rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ"
2742202	2742203	"TERM_WC-1905"	"0"	"TERM_WC_rplS"
3330881	3330882	"TERM_WC-1906"	"0"	"TERM_WC_rplU-rpmA"
2280826	2280460	"TERM_WC-1907"	"0"	"TERM_WC_rplY"
2280826	2280459	"TERM_WC-1908"	"0"	"TERM_WC_rplY"
2280826	2280455	"TERM_WC-1909"	"0"	"TERM_WC_rplY"
2734908	2733983	"TERM_WC-191"	"0"	"TERM_WC_bamD"
3330881	3330882	"TERM_WC-1910"	"0"	"TERM_WC_rpmA"
3808363	3808364	"TERM_WC-1911"	"0"	"TERM_WC_rpmBG-mutM"
4125251	4124931	"TERM_WC-1912"	"0"	"TERM_WC_rpmE"
1150630	1146561	"TERM_WC-1913"	"0"	"TERM_WC_rpmF-plsX-fabHDG"
3882878	3882260	"TERM_WC-1914"	"0"	"TERM_WC_rpmH-rnpA"
3882878	3882134	"TERM_WC-1915"	"0"	"TERM_WC_rpmH-rnpA"
3882878	3882088	"TERM_WC-1916"	"0"	"TERM_WC_rpmH-rnpA"
3212913	3210715	"TERM_WC-1917"	"0"	"TERM_WC_rpoD"
2705341	2705342	"TERM_WC-1918"	"0"	"TERM_WC_rpoE-rseABC"
2705341	2705342	"TERM_WC-1919"	"0"	"TERM_WC_rpoE-rseABC"
2734908	2734028	"TERM_WC-192"	"0"	"TERM_WC_bamD"
2864578	2864579	"TERM_WC-1920"	"0"	"TERM_WC_rpoS"
2864578	2864579	"TERM_WC-1921"	"0"	"TERM_WC_rpoS"
2864578	2864579	"TERM_WC-1922"	"0"	"TERM_WC_rpoS"
2864578	2864579	"TERM_WC-1923"	"0"	"TERM_WC_rpoS"
2864578	2864579	"TERM_WC-1924"	"0"	"TERM_WC_rpoS"
3825317	3820100	"TERM_WC-1925"	"0"	"TERM_WC_rpoZ-spoT-trmH-recG"
2964207	2964208	"TERM_WC-1926"	"0"	"TERM_WC_rppH-ptsP"
1768503	1768396	"TERM_WC-1927"	"0"	"TERM_WC_rprA"
963338	960940	"TERM_WC-1928"	"0"	"TERM_WC_rpsA-ihfB"
963338	961082	"TERM_WC-1929"	"0"	"TERM_WC_rpsA-ihfB"
2915838	2913079	"TERM_WC-193"	"0"	"TERM_WC_barA"
4424583	4423048	"TERM_WC-1930"	"0"	"TERM_WC_rpsF-priB-rpsR-rplI"
3468164	3468165	"TERM_WC-1931"	"0"	"TERM_WC_rpsLG-fusA-tufA"
2742202	2742203	"TERM_WC-1932"	"0"	"TERM_WC_rpsP-rimM-trmD-rplS"
4116865	4116866	"TERM_WC-1933"	"0"	"TERM_WC_rraA"
4476915	4476407	"TERM_WC-1934"	"0"	"TERM_WC_rraB"
2724088	2724089	"TERM_WC-1935"	"0"	"TERM_WC_rrfG"
4038662	4035542	"TERM_WC-1936"	"0"	"TERM_WC_rrlA-rrfA"
4211185	4208066	"TERM_WC-1937"	"0"	"TERM_WC_rrlE-rrfE"
228878	225759	"TERM_WC-1938"	"0"	"TERM_WC_rrlH-rrfH"
4038662	4033262	"TERM_WC-1939"	"0"	"TERM_WC_rrsA-ileT-alaT-rrlA-rrfA"
4330201	4330202	"TERM_WC-194"	"0"	"TERM_WC_basRS"
4038662	4033379	"TERM_WC-1940"	"0"	"TERM_WC_rrsA-ileT-alaT-rrlA-rrfA"
