"doublingTime (units.min)"	"proteinMassFraction"	"rnaMassFraction"	"dnaMassFraction"	"lipidMassFraction"	"lpsMassFraction"	"mureinMassFraction"	"glycogenMassFraction"	"solublePoolMassFraction"	"inorganicIonMassFraction"	"averageDryMass (units.fg)"
40	0.540415704	0.16443418	0.026096998	0.1279240284	0.04676792434	0.03438817976	0.03438817976	0.01182953393	0.01375527203	433
