"id"	"stoichiometry"	"direction"	"catalyzed_by"	
"3-OXOACYL-ACP-SYNTH-RXN-MALONYL-ACP/Palmitoyl-ACPs/PROTON//ACP/3-oxo-stearoyl-ACPs/CARBON-DIOXIDE.74."	{"MALONYL-ACP[CCO-CYTOSOL]":-1,"Palmitoyl-ACPs[CCO-CYTOSOL]":-1,"PROTON[CCO-CYTOSOL]":-1,"ACP[CCO-CYTOSOL]":1,"3-oxo-stearoyl-ACPs[CCO-CYTOSOL]":1,"CARBON-DIOXIDE[CCO-CYTOSOL]":1}	"L2R"	["3-OXOACYL-ACP-SYNTHII-CPLX", "FABB-CPLX"]	
"3-OXOACYL-ACP-SYNTH-RXN-MALONYL-ACP/POLYMER-INST-Saturated-Fatty-Acyl-ACPs-C4-H8/PROTON//ACP/POLYMER-INST-B-KETOACYL-ACP-C6-H12/CARBON-DIOXIDE.119."	{"MALONYL-ACP[CCO-CYTOSOL]":-1,"POLYMER-INST-Saturated-Fatty-Acyl-ACPs-C4-H8[CCO-CYTOSOL]":-1,"PROTON[CCO-CYTOSOL]":-1,"ACP[CCO-CYTOSOL]":1,"POLYMER-INST-B-KETOACYL-ACP-C6-H12[CCO-CYTOSOL]":1,"CARBON-DIOXIDE[CCO-CYTOSOL]":1}	"L2R"	["3-OXOACYL-ACP-SYNTHII-CPLX", "FABB-CPLX"]	
"3-OXOACYL-ACP-SYNTH-RXN-MALONYL-ACP/Stearoyl-ACPs/PROTON//ACP/3-oxo-arachidoyl-ACPs/CARBON-DIOXIDE.75."	{"MALONYL-ACP[CCO-CYTOSOL]":-1,"Stearoyl-ACPs[CCO-CYTOSOL]":-1,"PROTON[CCO-CYTOSOL]":-1,"ACP[CCO-CYTOSOL]":1,"3-oxo-arachidoyl-ACPs[CCO-CYTOSOL]":1,"CARBON-DIOXIDE[CCO-CYTOSOL]":1}	"L2R"	["3-OXOACYL-ACP-SYNTHII-CPLX", "FABB-CPLX"]	
"3.1.3.16-RXN"	{"Protein-Ser-or-Thr-phosphate[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"Protein-L-serine-or-L-threonine[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1}	"L2R"	["G7111-MONOMER", "G7415-MONOMER", "G7011-MONOMER"]	
"3.1.4.14-RXN"	{"All-holo-ACPs[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"PANTETHEINE-P[CCO-CYTOSOL]":1,"All-apo-ACPs[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	["EG11095-MONOMER"]	
"3.1.4.14-RXN-Holo-AsbD-Proteins/WATER//PANTETHEINE-P/Apo-AsbD-Proteins/PROTON.65."	{"Holo-AsbD-Proteins[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"PANTETHEINE-P[CCO-CYTOSOL]":1,"Apo-AsbD-Proteins[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	["EG11095-MONOMER"]	
"3.4.11.1-RXN"	{"Protein-With-N-Terminal-X-Pro[CCO-CYTOSOL]":-1,"WATER[CCO-CYTOSOL]":-1,"Amino-Acids-20[CCO-CYTOSOL]":1,"Protein-With-N-Terminal-Pro[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	["CPLX0-3061"]	
"3.4.21.107-RXN-General-Protein-Substrates/WATER//Peptides-holder/PROTON.57."	{"General-Protein-Substrates[CCO-PERI-BAC]":-1,"WATER[CCO-PERI-BAC]":-1,"Peptides-holder[CCO-PERI-BAC]":2,"PROTON[CCO-PERI-BAC]":2}	"L2R"	["G7311-MONOMER", "CPLX0-2921"]	
"4.2.1.58-RXN"	{"Beta-3-hydroxybutyryl-ACPs[CCO-CYTOSOL]":-1,"Crotonyl-ACPs[CCO-CYTOSOL]":1,"WATER[CCO-CYTOSOL]":1}	"L2R"	["FABA-CPLX", "FABZ-CPLX"]	
"4.2.1.59-RXN"	{"3-Hydroxy-octanoyl-ACPs[CCO-CYTOSOL]":-1,"2-Octenoyl-ACPs[CCO-CYTOSOL]":1,"WATER[CCO-CYTOSOL]":1}	"L2R"	["FABA-CPLX", "FABZ-CPLX"]	
"4.2.1.61-RXN"	{"R-3-Hydroxypalmitoyl-ACPs[CCO-CYTOSOL]":-1,"2-Hexadecenoyl-ACPs[CCO-CYTOSOL]":1,"WATER[CCO-CYTOSOL]":1}	"L2R"	["FABA-CPLX", "FABZ-CPLX"]	
"ABC-22-RXN"	{"ATP[CCO-CYTOSOL]":-1,"Peptides[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"Peptides[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/ACETYLMURAMYL-ALANYL-ISOGLUTAMINE/WATER//ADP/ACETYLMURAMYL-ALANYL-ISOGLUTAMINE/Pi/PROTON.93."	{"ATP[CCO-CYTOSOL]":-1,"ACETYLMURAMYL-ALANYL-ISOGLUTAMINE[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"ACETYLMURAMYL-ALANYL-ISOGLUTAMINE[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/ALA-GLY/WATER//ADP/ALA-GLY/Pi/PROTON.41."	{"ATP[CCO-CYTOSOL]":-1,"ALA-GLY[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"ALA-GLY[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CARNOSINE/WATER//ADP/CARNOSINE/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CARNOSINE[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CARNOSINE[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD-10814/WATER//ADP/CPD-10814/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD-10814[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD-10814[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD-12301/WATER//ADP/CPD-12301/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD-12301[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD-12301[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD-13390/WATER//ADP/CPD-13390/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD-13390[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD-13390[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD-13393/WATER//ADP/CPD-13393/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD-13393[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD-13393[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD-13394/WATER//ADP/CPD-13394/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD-13394[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD-13394[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD-13395/WATER//ADP/CPD-13395/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD-13395[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD-13395[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD-13397/WATER//ADP/CPD-13397/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD-13397[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD-13397[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD-13398/WATER//ADP/CPD-13398/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD-13398[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD-13398[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD-13401/WATER//ADP/CPD-13401/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD-13401[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD-13401[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD-13403/WATER//ADP/CPD-13403/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD-13403[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD-13403[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD-13404/WATER//ADP/CPD-13404/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD-13404[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD-13404[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD-13406/WATER//ADP/CPD-13406/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD-13406[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD-13406[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD-15384/WATER//ADP/CPD-15384/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD-15384[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD-15384[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD-19319/WATER//ADP/CPD-19319/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD-19319[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD-19319[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD-19353/WATER//ADP/CPD-19353/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD-19353[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD-19353[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD-20340/WATER//ADP/CPD-20340/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD-20340[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD-20340[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD-20746/WATER//ADP/CPD-20746/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD-20746[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD-20746[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD-20750/WATER//ADP/CPD-20750/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD-20750[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD-20750[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD-22802/WATER//ADP/CPD-22802/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD-22802[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD-22802[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD-22805/WATER//ADP/CPD-22805/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD-22805[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD-22805[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD-23504/WATER//ADP/CPD-23504/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD-23504[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD-23504[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD-3569/WATER//ADP/CPD-3569/Pi/PROTON.43."	{"ATP[CCO-CYTOSOL]":-1,"CPD-3569[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD-3569[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD0-1082/WATER//ADP/CPD0-1082/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD0-1082[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD0-1082[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD0-1085/WATER//ADP/CPD0-1085/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD0-1085[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD0-1085[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD0-1129/WATER//ADP/CPD0-1129/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD0-1129[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD0-1129[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD0-1445/WATER//ADP/CPD0-1445/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD0-1445[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD0-1445[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD0-1620/WATER//ADP/CPD0-1620/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD0-1620[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD0-1620[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD0-1906/WATER//ADP/CPD0-1906/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD0-1906[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD0-1906[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD0-1907/WATER//ADP/CPD0-1907/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD0-1907[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD0-1907[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD0-1908/WATER//ADP/CPD0-1908/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD0-1908[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD0-1908[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD0-1909/WATER//ADP/CPD0-1909/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD0-1909[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD0-1909[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD0-1910/WATER//ADP/CPD0-1910/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD0-1910[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD0-1910[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD0-1911/WATER//ADP/CPD0-1911/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD0-1911[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD0-1911[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD0-1913/WATER//ADP/CPD0-1913/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD0-1913[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD0-1913[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD0-1915/WATER//ADP/CPD0-1915/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD0-1915[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD0-1915[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD0-1944/WATER//ADP/CPD0-1944/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD0-1944[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD0-1944[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD0-1965/WATER//ADP/CPD0-1965/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD0-1965[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD0-1965[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD0-1966/WATER//ADP/CPD0-1966/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD0-1966[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD0-1966[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD0-2056/WATER//ADP/CPD0-2056/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD0-2056[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD0-2056[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD0-2073/WATER//ADP/CPD0-2073/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD0-2073[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD0-2073[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD0-2190/WATER//ADP/CPD0-2190/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD0-2190[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD0-2190[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD0-2555/WATER//ADP/CPD0-2555/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD0-2555[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD0-2555[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD0-2603/WATER//ADP/CPD0-2603/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD0-2603[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD0-2603[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD0-2649/WATER//ADP/CPD0-2649/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD0-2649[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD0-2649[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD0-2650/WATER//ADP/CPD0-2650/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD0-2650[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD0-2650[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CPD0-2651/WATER//ADP/CPD0-2651/Pi/PROTON.45."	{"ATP[CCO-CYTOSOL]":-1,"CPD0-2651[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CPD0-2651[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/CYS-GLY/WATER//ADP/CYS-GLY/Pi/PROTON.41."	{"ATP[CCO-CYTOSOL]":-1,"CYS-GLY[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"CYS-GLY[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/D-ALA-D-ALA/WATER//ADP/D-ALA-D-ALA/Pi/PROTON.49."	{"ATP[CCO-CYTOSOL]":-1,"D-ALA-D-ALA[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"D-ALA-D-ALA[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/GLYCYLGLYCINE/WATER//ADP/GLYCYLGLYCINE/Pi/PROTON.53."	{"ATP[CCO-CYTOSOL]":-1,"GLYCYLGLYCINE[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"GLYCYLGLYCINE[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
"ABC-22-RXN-ATP/L-ALA-GAMMA-D-GLU-DAP/WATER//ADP/L-ALA-GAMMA-D-GLU-DAP/Pi/PROTON.69."	{"ATP[CCO-CYTOSOL]":-1,"L-ALA-GAMMA-D-GLU-DAP[CCO-PERI-BAC]":-1,"WATER[CCO-CYTOSOL]":-1,"ADP[CCO-CYTOSOL]":1,"L-ALA-GAMMA-D-GLU-DAP[CCO-CYTOSOL]":1,"Pi[CCO-CYTOSOL]":1,"PROTON[CCO-CYTOSOL]":1}	"L2R"	[]	
