"doublingTime (units.min)"	"proteinMassFraction"	"rnaMassFraction"	"dnaMassFraction"	"lipidMassFraction"	"lpsMassFraction"	"mureinMassFraction"	"glycogenMassFraction"	"solublePoolMassFraction"	"inorganicIonMassFraction"	"averageDryMass (units.fg)"
40	0.547	0.16443418	0.026096998	0.1247934582	0.04562341481	0.03354662864	0.03354662864	0.01154004034	0.01341865158	433
