# Organism: Escherichia coli K-12 substr. MG1655
# Database: EcoCyc
# Version: 25.1
# Date and time generated: September 10, 2021, 12:55:13
"id"	"common_name"	"synonyms"	"type"	"modified_forms"	"gene_id"	"monomer_ids"	"anticodon"	"coding_segments"
"EG10001_RNA"	"alr"	["alr", "alr5", "b4053", "ECK4045"]	"mRNA"	[]	"EG10001"	["ALARACEBIOSYN-MONOMER"]	null	[]
"EG10002_RNA"	"modB"	["modB", "chlJ", "tslJ", "b0764", "ECK0753"]	"mRNA"	[]	"EG10002"	["MODB-MONOMER"]	null	[]
"EG10003_RNA"	"cysZ"	["cysZ", "b2413", "ECK2408"]	"mRNA"	[]	"EG10003"	["EG10003-MONOMER"]	null	[]
"EG10004_RNA"	"dfp"	["dfp", "coaBC", "b3639", "ECK3629"]	"mRNA"	[]	"EG10004"	["EG10004-MONOMER"]	null	[]
"EG10006_RNA"	"dcuB"	["dcuB", "genF", "b4123", "ECK4116"]	"mRNA"	[]	"EG10006"	["DCUB-MONOMER"]	null	[]
"EG10007_RNA"	"hisM"	["hisM", "b2307", "ECK2301"]	"mRNA"	[]	"EG10007"	["HISM-MONOMER"]	null	[]
"EG10008_RNA"	"zraS"	["zraS", "hydH", "b4003", "ECK3995"]	"mRNA"	[]	"EG10008"	["HYDH-MONOMER"]	null	[]
"EG10010_RNA"	"rhsE"	["rhsE", "b1456", "ECK1450"]	"pseudo"	[]	"EG10010"	["EG10010-MONOMER"]	null	[]
"EG10011_RNA"	"yaaA"	["yaaA", "b0006", "ECK0006"]	"mRNA"	[]	"EG10011"	["EG10011-MONOMER"]	null	[]
"EG10012_RNA"	"cydC"	["cydC", "mdrA", "mdrH", "surB", "ycaB", "b0886", "ECK0877"]	"mRNA"	[]	"EG10012"	["CYDC-MONOMER"]	null	[]
"EG10013_RNA"	"mepM"	["mepM", "yebA", "b1856", "ECK1857"]	"mRNA"	[]	"EG10013"	["EG10013-MONOMER"]	null	[]
"EG10014_RNA"	"acrD"	["acrD", "yffA", "b2470", "ECK2465"]	"mRNA"	[]	"EG10014"	["ACRD-MONOMER"]	null	[]
"EG10015_RNA"	"rodZ"	["rodZ", "yfgA", "b2516", "ECK2512"]	"mRNA"	[]	"EG10015"	["EG10015-MONOMER"]	null	[]
"EG10016_RNA"	"garL"	["garL", "yhaF", "b3126", "ECK3114"]	"mRNA"	[]	"EG10016"	["KDGALDOL-MONOMER"]	null	[]
"EG10017_RNA"	"ispB"	["ispB", "cel", "yhbD", "b3187", "ECK3176"]	"mRNA"	[]	"EG10017"	["OPPSYN-MONOMER"]	null	[]
"EG10018_RNA"	"csrD"	["csrD", "yhdA", "b3252", "ECK3240"]	"mRNA"	[]	"EG10018"	["EG10018-MONOMER"]	null	[]
"EG10020_RNA"	"cpxR"	["cpxR", "yiiA", "b3912", "ECK3905"]	"mRNA"	[]	"EG10020"	["CPXR-MONOMER"]	null	[]
"EG10021_RNA"	"yjiA"	["yjiA", "b4352", "ECK4342"]	"mRNA"	[]	"EG10021"	["EG10021-MONOMER"]	null	[]
"EG10022_RNA"	"aceA"	["aceA", "icl", "b4015", "ECK4007"]	"mRNA"	[]	"EG10022"	["ISOCIT-LYASE-MONOMER"]	null	[]
"EG10023_RNA"	"aceB"	["aceB", "mas", "b4014", "ECK4006"]	"mRNA"	[]	"EG10023"	["MALATE-SYNTHASE"]	null	[]
"EG10024_RNA"	"aceE"	["aceE", "b0114", "ECK0113"]	"mRNA"	[]	"EG10024"	["E1P-MONOMER"]	null	[]
"EG10025_RNA"	"aceF"	["aceF", "b0115", "ECK0114"]	"mRNA"	[]	"EG10025"	["E2P-MONOMER"]	null	[]
"EG10026_RNA"	"aceK"	["aceK", "b4016", "ECK4008"]	"mRNA"	[]	"EG10026"	["ICITDEHASE-KIN-PHOSPHA"]	null	[]
"EG10027_RNA"	"ackA"	["ackA", "b2296", "ECK2290"]	"mRNA"	[]	"EG10027"	["ACETATEKINA-MONOMER"]	null	[]
"EG10028_RNA"	"pflA"	["pflA", "act", "b0902", "ECK0893"]	"mRNA"	[]	"EG10028"	["PFLACTENZ-MONOMER"]	null	[]
"EG10029_RNA"	"ada"	["ada", "b2213", "ECK2205"]	"mRNA"	[]	"EG10029"	["PD00230"]	null	[]
"EG10030_RNA"	"add"	["add", "b1623", "ECK1618"]	"mRNA"	[]	"EG10030"	["ADENODEAMIN-MONOMER"]	null	[]
"EG10031_RNA"	"adhE"	["adhE", "adhC", "ana", "b1241", "ECK1235"]	"mRNA"	[]	"EG10031"	["ADHE-MONOMER"]	null	[]
"EG10032_RNA"	"adk"	["adk", "dnaW", "plsA", "b0474", "ECK0468"]	"mRNA"	[]	"EG10032"	["ADENYL-KIN-MONOMER"]	null	[]
"EG10033_RNA"	"agp"	["agp", "b1002", "ECK0993"]	"mRNA"	[]	"EG10033"	["GLUCOSE-1-PHOSPHAT-MONOMER"]	null	[]
"EG10034_RNA"	"alaS"	["alaS", "act", "ala-act", "lovB", "b2697", "ECK2692"]	"mRNA"	[]	"EG10034"	["ALAS-MONOMER"]	null	[]
"EG10035_RNA"	"aldA"	["aldA", "ald", "b1415", "ECK1408"]	"mRNA"	[]	"EG10035"	["LACTALDDEHYDROG-MONOMER"]	null	[]
"EG10036_RNA"	"puuC"	["puuC", "aldH", "b1300", "ECK1295"]	"mRNA"	[]	"EG10036"	["ALDHDEHYDROG-MONOMER"]	null	[]
"EG10037_RNA"	"alkB"	["alkB", "aidD", "b2212", "ECK2204"]	"mRNA"	[]	"EG10037"	["EG10037-MONOMER"]	null	[]
"EG10039_RNA"	"amn"	["amn", "b1982", "ECK1977"]	"mRNA"	[]	"EG10039"	["AMP-NUCLEOSID-MONOMER"]	null	[]
"EG10040_RNA"	"ampC"	["ampC", "ampA", "b4150", "ECK4146"]	"mRNA"	[]	"EG10040"	["EG10040-MONOMER"]	null	[]
"EG10041_RNA"	"ampD"	["ampD", "b0110", "ECK0109"]	"mRNA"	[]	"EG10041"	["EG10041-MONOMER"]	null	[]
"EG10042_RNA"	"ampE"	["ampE", "b0111", "ECK0110"]	"mRNA"	[]	"EG10042"	["EG10042-MONOMER"]	null	[]
"EG10043_RNA"	"cysQ"	["cysQ", "amt", "amtA", "b4214", "ECK4210"]	"mRNA"	[]	"EG10043"	["EG10043-MONOMER"]	null	[]
"EG10044_RNA"	"osmE"	["osmE", "anr", "b1739", "ECK1737"]	"mRNA"	[]	"EG10044"	["EG10044-MONOMER"]	null	[]
"EG10045_RNA"	"ansA"	["ansA", "b1767", "ECK1765"]	"mRNA"	[]	"EG10045"	["ANSA-MONOMER"]	null	[]
"EG10046_RNA"	"ansB"	["ansB", "b2957", "ECK2952"]	"mRNA"	[]	"EG10046"	["ANSB-MONOMER"]	null	[]
"EG10047_RNA"	"apaG"	["apaG", "b0050", "ECK0051"]	"mRNA"	[]	"EG10047"	["EG10047-MONOMER"]	null	[]
"EG10048_RNA"	"apaH"	["apaH", "cfcB", "b0049", "ECK0050"]	"mRNA"	[]	"EG10048"	["EG10048-MONOMER"]	null	[]
"EG10049_RNA"	"appA"	["appA", "b0980", "ECK0971"]	"mRNA"	[]	"EG10049"	["APPA-MONOMER"]	null	[]
"EG10050_RNA"	"appY"	["appY", "b0564", "ECK0556"]	"mRNA"	[]	"EG10050"	["PD00967"]	null	[]
"EG10051_RNA"	"apt"	["apt", "b0469", "ECK0463"]	"mRNA"	[]	"EG10051"	["ADENPRIBOSYLTRAN-MONOMER"]	null	[]
"EG10052_RNA"	"araA"	["araA", "b0062", "ECK0063"]	"mRNA"	[]	"EG10052"	["ARABISOM-MONOMER"]	null	[]
"EG10053_RNA"	"araB"	["araB", "b0063", "ECK0064"]	"mRNA"	[]	"EG10053"	["RIBULOKIN-MONOMER"]	null	[]
"EG10054_RNA"	"araC"	["araC", "b0064", "ECK0065"]	"mRNA"	[]	"EG10054"	["PD00242"]	null	[]
"EG10055_RNA"	"araD"	["araD", "b0061", "ECK0062"]	"mRNA"	[]	"EG10055"	["RIBULPEPIM-MONOMER"]	null	[]
"EG10056_RNA"	"araE"	["araE", "b2841", "ECK2839"]	"mRNA"	[]	"EG10056"	["ARAE-MONOMER"]	null	[]
"EG10057_RNA"	"araF"	["araF", "b1901", "ECK1899"]	"mRNA"	[]	"EG10057"	["ARAF-MONOMER"]	null	[]
"EG10058_RNA"	"araG"	["araG", "b1900", "ECK1898"]	"mRNA"	[]	"EG10058"	["ARAG-MONOMER"]	null	[]
"EG10059_RNA"	"araH"	["araH", "b1898", "b1899", "b4460", "ECK1897"]	"mRNA"	[]	"EG10059"	["ARAH-MONOMER"]	null	[]
"EG10060_RNA"	"araJ"	["araJ", "araT", "b0396", "ECK0390"]	"mRNA"	[]	"EG10060"	["ARAJ-MONOMER"]	null	[]
"EG10061_RNA"	"arcA"	["arcA", "sfrA", "cpxC", "dye", "fexA", "msp", "seg", "b4401", "ECK4393"]	"mRNA"	[]	"EG10061"	["ARCA-MONOMER"]	null	[]
"EG10062_RNA"	"arcB"	["arcB", "b3210", "ECK3200"]	"mRNA"	[]	"EG10062"	["ARCB-MONOMER"]	null	[]
"EG10063_RNA"	"argA"	["argA", "Arg2", "Arg1", "b2818", "ECK2814"]	"mRNA"	[]	"EG10063"	["N-ACETYLTRANSFER-MONOMER"]	null	[]
"EG10064_RNA"	"argB"	["argB", "b3959", "ECK3950"]	"mRNA"	[]	"EG10064"	["ACETYLGLUTKIN-MONOMER"]	null	[]
"EG10065_RNA"	"argC"	["argC", "Arg2", "b3958", "ECK3949"]	"mRNA"	[]	"EG10065"	["N-ACETYLGLUTPREDUCT-MONOMER"]	null	[]
"EG10066_RNA"	"argD"	["argD", "Arg1", "dapC", "dtu", "b3359", "ECK3347"]	"mRNA"	[]	"EG10066"	["ACETYLORNTRANSAM-MONOMER"]	null	[]
"EG10067_RNA"	"argF"	["argF", "b0273", "ECK0274"]	"mRNA"	[]	"EG10067"	["CHAINF-MONOMER"]	null	[]
"EG10068_RNA"	"argG"	["argG", "b3172", "ECK3161"]	"mRNA"	[]	"EG10068"	["ARGSUCCINSYN-MONOMER"]	null	[]
"EG10069_RNA"	"argI"	["argI", "b4254", "ECK4247"]	"mRNA"	[]	"EG10069"	["CHAINI-MONOMER"]	null	[]
"EG10070_RNA"	"argR"	["argR", "Rarg", "xerA", "b3237", "ECK3226"]	"mRNA"	[]	"EG10070"	["PD00194"]	null	[]
"EG10071_RNA"	"argS"	["argS", "lov", "lov-1", "b1876", "ECK1877"]	"mRNA"	[]	"EG10071"	["ARGS-MONOMER"]	null	[]
"EG10072_RNA"	"argT"	["argT", "b2310", "ECK2304"]	"mRNA"	[]	"EG10072"	["ARGT-MONOMER"]	null	[]
"EG10073_RNA"	"aroA"	["aroA", "b0908", "ECK0899"]	"mRNA"	[]	"EG10073"	["AROA-MONOMER"]	null	[]
"EG10074_RNA"	"aroB"	["aroB", "b3389", "ECK3376"]	"mRNA"	[]	"EG10074"	["AROB-MONOMER"]	null	[]
"EG10075_RNA"	"aroC"	["aroC", "b2329", "ECK2323"]	"mRNA"	[]	"EG10075"	["AROC-MONOMER"]	null	[]
"EG10076_RNA"	"aroD"	["aroD", "b1693", "ECK1691"]	"mRNA"	[]	"EG10076"	["AROD-MONOMER"]	null	[]
"EG10077_RNA"	"aroE"	["aroE", "b3281", "ECK3268"]	"mRNA"	[]	"EG10077"	["AROE-MONOMER"]	null	[]
"EG10078_RNA"	"aroF"	["aroF", "b2601", "ECK2598"]	"mRNA"	[]	"EG10078"	["AROF-MONOMER"]	null	[]
"EG10079_RNA"	"aroG"	["aroG", "b0754", "ECK0743"]	"mRNA"	[]	"EG10079"	["AROG-MONOMER"]	null	[]
"EG10080_RNA"	"aroH"	["aroH", "b1704", "ECK1702"]	"mRNA"	[]	"EG10080"	["AROH-MONOMER"]	null	[]
"EG10081_RNA"	"aroK"	["aroK", "b3390", "ECK3377"]	"mRNA"	[]	"EG10081"	["AROK-MONOMER"]	null	[]
"EG10082_RNA"	"aroL"	["aroL", "b0388", "ECK0383"]	"mRNA"	[]	"EG10082"	["AROL-MONOMER"]	null	[]
"EG10083_RNA"	"aroM"	["aroM", "b0390", "ECK0385"]	"mRNA"	[]	"EG10083"	["EG10083-MONOMER"]	null	[]
"EG10084_RNA"	"aroP"	["aroP", "aroR", "b0112", "ECK0111"]	"mRNA"	[]	"EG10084"	["AROP-MONOMER"]	null	[]
"EG10085_RNA"	"ascB"	["ascB", "sac", "b2716", "ECK2711"]	"mRNA"	[]	"EG10085"	["EG10085-MONOMER"]	null	[]
"EG10086_RNA"	"ascF"	["ascF", "sac", "b2715", "ECK2710"]	"mRNA"	[]	"EG10086"	["ASCF-MONOMER"]	null	[]
"EG10087_RNA"	"ascG"	["ascG", "sac", "b2714", "ECK2709"]	"mRNA"	[]	"EG10087"	["EG10087-MONOMER"]	null	[]
"EG10088_RNA"	"asd"	["asd", "dap", "hom", "b3433", "ECK3419"]	"mRNA"	[]	"EG10088"	["ASP-SEMIALDEHYDE-DEHYDROGENASE-MONOMER"]	null	[]
"EG10089_RNA"	"aslA"	["aslA", "gppB", "atsA", "b3801", "ECK3794"]	"mRNA"	[]	"EG10089"	["ARYLSULFAT-MONOMER"]	null	[]
"EG10090_RNA"	"aslB"	["aslB", "gppB", "atsB", "b3800", "ECK3793"]	"mRNA"	[]	"EG10090"	["EG10090-MONOMER"]	null	[]
"EG10091_RNA"	"asnA"	["asnA", "b3744", "ECK3738"]	"mRNA"	[]	"EG10091"	["ASNSYNA-MONOMER"]	null	[]
"EG10092_RNA"	"asnB"	["asnB", "b0674", "ECK0662"]	"mRNA"	[]	"EG10092"	["ASNSYNB-MONOMER"]	null	[]
"EG10093_RNA"	"asnC"	["asnC", "b3743", "ECK3737"]	"mRNA"	[]	"EG10093"	["PD00250"]	null	[]
"EG10094_RNA"	"asnS"	["asnS", "lcs", "tss", "b0930", "ECK0921"]	"mRNA"	[]	"EG10094"	["ASNS-MONOMER"]	null	[]
"EG10095_RNA"	"aspA"	["aspA", "b4139", "ECK4133"]	"mRNA"	[]	"EG10095"	["ASPARTASE-MONOMER"]	null	[]
"EG10096_RNA"	"aspC"	["aspC", "b0928", "ECK0919"]	"mRNA"	[]	"EG10096"	["ASPAMINOTRANS-MONOMER"]	null	[]
"EG10097_RNA"	"aspS"	["aspS", "tls", "b1866", "ECK1867"]	"mRNA"	[]	"EG10097"	["ASPS-MONOMER"]	null	[]
"EG10098_RNA"	"atpA"	["atpA", "papA", "uncA", "b3734", "ECK3727"]	"mRNA"	[]	"EG10098"	["ATPA-MONOMER"]	null	[]
"EG10099_RNA"	"atpB"	["atpB", "papD", "uncB", "b3738", "ECK3731"]	"mRNA"	[]	"EG10099"	["ATPB-MONOMER"]	null	[]
"EG10100_RNA"	"atpC"	["atpC", "papG", "uncC", "b3731", "ECK3724"]	"mRNA"	[]	"EG10100"	["ATPC-MONOMER"]	null	[]
"EG10101_RNA"	"atpD"	["atpD", "papB", "uncD", "b3732", "ECK3725"]	"mRNA"	[]	"EG10101"	["ATPD-MONOMER"]	null	[]
"EG10102_RNA"	"atpE"	["atpE", "papH", "uncE", "b3737", "ECK3730"]	"mRNA"	[]	"EG10102"	["ATPE-MONOMER"]	null	[]
"EG10103_RNA"	"atpF"	["atpF", "papF", "uncF", "b3736", "ECK3729"]	"mRNA"	[]	"EG10103"	["ATPF-MONOMER"]	null	[]
"EG10104_RNA"	"atpG"	["atpG", "papC", "uncG", "b3733", "ECK3726"]	"mRNA"	[]	"EG10104"	["ATPG-MONOMER"]	null	[]
"EG10105_RNA"	"atpH"	["atpH", "papE", "uncH", "b3735", "ECK3728"]	"mRNA"	[]	"EG10105"	["ATPH-MONOMER"]	null	[]
"EG10106_RNA"	"atpI"	["atpI", "uncI", "b3739", "ECK3732"]	"mRNA"	[]	"EG10106"	["EG10106-MONOMER"]	null	[]
"EG10107_RNA"	"avtA"	["avtA", "b3572", "ECK3561"]	"mRNA"	[]	"EG10107"	["VALINE-PYRUVATE-AMINOTRANSFER-MONOMER"]	null	[]
"EG10108_RNA"	"bcp"	["bcp", "b2480", "ECK2476"]	"mRNA"	[]	"EG10108"	["EG10108-MONOMER"]	null	[]
"EG10109_RNA"	"betA"	["betA", "b0311", "ECK0309"]	"mRNA"	[]	"EG10109"	["CHD-MONOMER"]	null	[]
"EG10110_RNA"	"betB"	["betB", "b0312", "ECK0310"]	"mRNA"	[]	"EG10110"	["BADH-MONOMER"]	null	[]
"EG10111_RNA"	"betI"	["betI", "b0313", "ECK0311"]	"mRNA"	[]	"EG10111"	["PD00251"]	null	[]
"EG10112_RNA"	"betT"	["betT", "b0314", "ECK0312"]	"mRNA"	[]	"EG10112"	["BETT-MONOMER"]	null	[]
"EG10113_RNA"	"bfr"	["bfr", "b3336", "ECK3323"]	"mRNA"	[]	"EG10113"	["EG10113-MONOMER"]	null	[]
"EG10114_RNA"	"bglB"	["bglB", "blgA", "b3721", "ECK3714"]	"mRNA"	[]	"EG10114"	["EG10114-MONOMER"]	null	[]
"EG10115_RNA"	"bglF"	["bglF", "bglS", "b3722", "ECK3715"]	"mRNA"	[]	"EG10115"	["BGLF-MONOMER"]	null	[]
"EG10116_RNA"	"bglG"	["bglG", "bglC", "b3723", "ECK3716"]	"mRNA"	[]	"EG10116"	["EG10116-MONOMER"]	null	[]
"EG10117_RNA"	"bioA"	["bioA", "b0774", "ECK0763"]	"mRNA"	[]	"EG10117"	["DAPASYN-MONOMER"]	null	[]
"EG10118_RNA"	"bioB"	["bioB", "b0775", "ECK0764"]	"mRNA"	[]	"EG10118"	["BIOTIN-SYN-MONOMER"]	null	[]
"EG10119_RNA"	"bioC"	["bioC", "b0777", "ECK0766"]	"mRNA"	[]	"EG10119"	["EG10119-MONOMER"]	null	[]
"EG10120_RNA"	"bioD"	["bioD", "b0778", "ECK0767"]	"mRNA"	[]	"EG10120"	["DETHIOBIOTIN-SYN-MONOMER"]	null	[]
"EG10121_RNA"	"bioF"	["bioF", "b0776", "ECK0765"]	"mRNA"	[]	"EG10121"	["7KAPSYN-MONOMER"]	null	[]
"EG10122_RNA"	"bioH"	["bioH", "bioB", "b3412", "ECK3399"]	"mRNA"	[]	"EG10122"	["EG10122-MONOMER"]	null	[]
"EG10123_RNA"	"birA"	["birA", "bioR", "dhbB", "b3973", "ECK3965"]	"mRNA"	[]	"EG10123"	["BIOTINLIG-MONOMER"]	null	[]
"EG10124_RNA"	"bisC"	["bisC", "b3551", "ECK3538"]	"mRNA"	[]	"EG10124"	["EG10124-MONOMER"]	null	[]
"EG10125_RNA"	"bolA"	["bolA", "b0435", "ECK0429"]	"mRNA"	[]	"EG10125"	["EG10125-MONOMER"]	null	[]
"EG10126_RNA"	"btuB"	["btuB", "bfe", "cer", "b3966", "ECK3958"]	"mRNA"	[]	"EG10126"	["EG10126-MONOMER"]	null	[]
"EG10127_RNA"	"btuC"	["btuC", "b1711", "ECK1709"]	"mRNA"	[]	"EG10127"	["BTUC-MONOMER"]	null	[]
"EG10128_RNA"	"btuD"	["btuD", "b1709", "ECK1707"]	"mRNA"	[]	"EG10128"	["BTUD-MONOMER"]	null	[]
"EG10129_RNA"	"btuE"	["btuE", "b1710", "ECK1708"]	"mRNA"	[]	"EG10129"	["BTUE-MONOMER"]	null	[]
"EG10130_RNA"	"btuR"	["btuR", "cobA", "b1270", "ECK1264"]	"mRNA"	[]	"EG10130"	["COBALADENOSYLTRANS-MONOMER"]	null	[]
"EG10131_RNA"	"cadA"	["cadA", "ldcI", "b4131", "ECK4125"]	"mRNA"	[]	"EG10131"	["LYSDECARBOX-MONOMER"]	null	[]
"EG10132_RNA"	"cadB"	["cadB", "b4132", "ECK4126"]	"mRNA"	[]	"EG10132"	["CADB-MONOMER"]	null	[]
"EG10133_RNA"	"cadC"	["cadC", "b4133", "ECK4127"]	"mRNA"	[]	"EG10133"	["PD00436"]	null	[]
"EG10134_RNA"	"carA"	["carA", "arg", "cap", "pyrA", "b0032", "ECK0033"]	"mRNA"	[]	"EG10134"	["CARBPSYN-SMALL"]	null	[]
"EG10135_RNA"	"carB"	["carB", "cap", "pyrA", "b0033", "ECK0034"]	"mRNA"	[]	"EG10135"	["CARBPSYN-LARGE"]	null	[]
"EG10136_RNA"	"cca"	["cca", "b3056", "ECK3046"]	"mRNA"	[]	"EG10136"	["EG10136-MONOMER"]	null	[]
"EG10137_RNA"	"cdd"	["cdd", "b2143", "ECK2136"]	"mRNA"	[]	"EG10137"	["CYTIDEAM-MONOMER"]	null	[]
"EG10138_RNA"	"cdh"	["cdh", "b3918", "ECK3910"]	"mRNA"	[]	"EG10138"	["CDPDIGLYPYPHOSPHA-MONOMER"]	null	[]
"EG10139_RNA"	"cdsA"	["cdsA", "cds", "b0175", "ECK0174"]	"mRNA"	[]	"EG10139"	["CDPDIGLYSYN-MONOMER"]	null	[]
"EG10140_RNA"	"chbB"	["chbB", "celA", "b1738", "ECK1736"]	"mRNA"	[]	"EG10140"	["CELA-MONOMER"]	null	[]
"EG10141_RNA"	"chbC"	["chbC", "celB", "hic", "b1737", "ECK1735"]	"mRNA"	[]	"EG10141"	["CELB-MONOMER"]	null	[]
"EG10142_RNA"	"chbA"	["chbA", "celC", "b1736", "ECK1734"]	"mRNA"	[]	"EG10142"	["CELC-MONOMER"]	null	[]
"EG10143_RNA"	"chbR"	["chbR", "celD", "b1735", "ECK1733"]	"mRNA"	[]	"EG10143"	["EG10143-MONOMER"]	null	[]
"EG10144_RNA"	"chbF"	["chbF", "ydjD", "celF", "b1734", "ECK1732"]	"mRNA"	[]	"EG10144"	["EG10144-MONOMER"]	null	[]
"EG10145_RNA"	"creD"	["creD", "refII", "cet", "b4400", "ECK4392"]	"mRNA"	[]	"EG10145"	["EG10145-MONOMER"]	null	[]
"EG10146_RNA"	"cheA"	["cheA", "b1888", "ECK1889"]	"mRNA"	[]	"EG10146"	["PROTEIN-CHEA", "CHEA-SMALL"]	null	[[], [[292, 1965]]]
"EG10147_RNA"	"cheB"	["cheB", "b1883", "ECK1884"]	"mRNA"	[]	"EG10147"	["CHEB-MONOMER"]	null	[]
"EG10148_RNA"	"cheR"	["cheR", "cheX", "b1884", "ECK1885"]	"mRNA"	[]	"EG10148"	["CHER-MONOMER"]	null	[]
"EG10149_RNA"	"cheW"	["cheW", "b1887", "ECK1888"]	"mRNA"	[]	"EG10149"	["CHEW-MONOMER"]	null	[]
"EG10150_RNA"	"cheY"	["cheY", "b1882", "ECK1883"]	"mRNA"	[]	"EG10150"	["CHEY-MONOMER"]	null	[]
"EG10151_RNA"	"cheZ"	["cheZ", "b1881", "ECK1882"]	"mRNA"	[]	"EG10151"	["CHEZ-MONOMER"]	null	[]
"EG10152_RNA"	"modC"	["modC", "chlD", "narD", "b0765", "ECK0754"]	"mRNA"	[]	"EG10152"	["MODC-MONOMER"]	null	[]
"EG10153_RNA"	"moeA"	["moeA", "bisB", "chlE", "narE", "b0827", "ECK0817"]	"mRNA"	[]	"EG10153"	["EG10153-MONOMER"]	null	[]
"EG10154_RNA"	"moeB"	["moeB", "chlN", "b0826", "ECK0816"]	"mRNA"	[]	"EG10154"	["EG10154-MONOMER"]	null	[]
"EG10155_RNA"	"cirA"	["cirA", "cir", "feuA", "b2155", "ECK2148"]	"mRNA"	[]	"EG10155"	["EG10155-MONOMER"]	null	[]
"EG10156_RNA"	"clpA"	["clpA", "lopD", "b0882", "ECK0873"]	"mRNA"	[]	"EG10156"	["EG10156-MONOMER"]	null	[]
"EG10157_RNA"	"clpB"	["clpB", "htpM", "b2592", "ECK2590"]	"mRNA"	[]	"EG10157"	["MONOMER0-4519", "EG10157-MONOMER"]	null	[[[445, 2574]], []]
"EG10158_RNA"	"clpP"	["clpP", "lopP", "b0437", "ECK0431"]	"mRNA"	[]	"EG10158"	["EG10158-MONOMER"]	null	[]
"EG10159_RNA"	"clpX"	["clpX", "lopC", "b0438", "ECK0432"]	"mRNA"	[]	"EG10159"	["EG10159-MONOMER"]	null	[]
"EG10160_RNA"	"cpdB"	["cpdB", "b4213", "ECK4209"]	"mRNA"	[]	"EG10160"	["CPDB-MONOMER"]	null	[]
"EG10161_RNA"	"cpsB"	["cpsB", "rfbM", "manC", "mni", "b2049", "ECK2043"]	"mRNA"	[]	"EG10161"	["MANNPGUANYLTRANGDP-MONOMER"]	null	[]
"EG10162_RNA"	"cpsG"	["cpsG", "rfbK", "manB", "b2048", "ECK2042"]	"mRNA"	[]	"EG10162"	["PHOSMANMUT-MONOMER"]	null	[]
"EG10163_RNA"	"cpxA"	["cpxA", "rssE", "ecfB", "eup", "ssd", "ecf", "b3911", "ECK3904"]	"mRNA"	[]	"EG10163"	["CPXA-MONOMER"]	null	[]
"EG10164_RNA"	"crp"	["crp", "cap", "csm", "gurB", "b3357", "ECK3345"]	"mRNA"	[]	"EG10164"	["PD00257"]	null	[]
"EG10165_RNA"	"crr"	["crr", "treD", "gsr", "iex", "tgs", "b2417", "ECK2412"]	"mRNA"	[]	"EG10165"	["CRR-MONOMER"]	null	[]
"EG10166_RNA"	"cspA"	["cspA", "b3556", "ECK3543"]	"mRNA"	[]	"EG10166"	["PD03695"]	null	[]
"EG10167_RNA"	"cstA"	["cstA", "ybdC", "b0598", "ECK0591"]	"mRNA"	[]	"EG10167"	["EG10167-MONOMER"]	null	[]
"EG10168_RNA"	"lnt"	["lnt", "cutE", "b0657", "ECK0649"]	"mRNA"	[]	"EG10168"	["EG10168-MONOMER"]	null	[]
"EG10169_RNA"	"cvpA"	["cvpA", "dedE", "b2313", "ECK2307"]	"mRNA"	[]	"EG10169"	["EG10169-MONOMER"]	null	[]
"EG10170_RNA"	"cyaA"	["cyaA", "cya", "b3806", "ECK3800"]	"mRNA"	[]	"EG10170"	["ADENYLATECYC-MONOMER"]	null	[]
"EG10172_RNA"	"cybB"	["cybB", "b1418", "ECK1410"]	"mRNA"	[]	"EG10172"	["CYTOCHROME-B561-MONOMER"]	null	[]
"EG10173_RNA"	"cydA"	["cydA", "cyd-1", "b0733", "ECK0721"]	"mRNA"	[]	"EG10173"	["CYDA-MONOMER"]	null	[]
"EG10174_RNA"	"cydB"	["cydB", "cyd-2", "b0734", "ECK0722"]	"mRNA"	[]	"EG10174"	["CYDB-MONOMER"]	null	[]
"EG10175_RNA"	"cynS"	["cynS", "cnt", "cyaN", "b0340", "ECK0337"]	"mRNA"	[]	"EG10175"	["CYANLY-MONOMER"]	null	[]
"EG10176_RNA"	"cynT"	["cynT", "b0339", "ECK0336"]	"mRNA"	[]	"EG10176"	["CARBODEHYDRAT-MONOMER"]	null	[]
"EG10177_RNA"	"cynX"	["cynX", "b0341", "ECK0338"]	"mRNA"	[]	"EG10177"	["CYNX-MONOMER"]	null	[]
"EG10178_RNA"	"cyoA"	["cyoA", "b0432", "ECK0426"]	"mRNA"	[]	"EG10178"	["CYOA-MONOMER"]	null	[]
"EG10179_RNA"	"cyoB"	["cyoB", "b0431", "ECK0425"]	"mRNA"	[]	"EG10179"	["CYOB-MONOMER"]	null	[]
"EG10180_RNA"	"cyoC"	["cyoC", "b0430", "ECK0424"]	"mRNA"	[]	"EG10180"	["CYOC-MONOMER"]	null	[]
"EG10181_RNA"	"cyoD"	["cyoD", "b0429", "ECK0423"]	"mRNA"	[]	"EG10181"	["CYOD-MONOMER"]	null	[]
"EG10182_RNA"	"cyoE"	["cyoE", "b0428", "ECK0422"]	"mRNA"	[]	"EG10182"	["HEMEOSYN-MONOMER"]	null	[]
"EG10183_RNA"	"cysA"	["cysA", "b2422", "ECK2417"]	"mRNA"	[]	"EG10183"	["CYSA-MONOMER"]	null	[]
"EG10184_RNA"	"cysB"	["cysB", "b1275", "ECK1269"]	"mRNA"	[]	"EG10184"	["PD00232"]	null	[]
