# Organism: Escherichia coli K-12 substr. MG1655
# Database: EcoCyc
# Version: 25.1
# Date and time generated: September 10, 2021, 12:55:13
"id"	"common_name"	"synonyms"	"type"	"modified_forms"	"gene_id"	"monomer_ids"	"anticodon"	"coding_segments"
"EG10481_RNA"	"hycH"	["hycH", "hevH", "b2718", "ECK2713"]	"mRNA"	[]	"EG10481"	["EG10481-MONOMER"]	null	[]
"EG10482_RNA"	"zraR"	["zraR", "hydG", "b4004", "ECK3996"]	"mRNA"	[]	"EG10482"	["HYDG-MONOMER"]	null	[]
"EG10483_RNA"	"hypA"	["hypA", "b2726", "ECK2721"]	"mRNA"	[]	"EG10483"	["EG10483-MONOMER"]	null	[]
"EG10484_RNA"	"hypB"	["hypB", "hydB", "b2727", "ECK2722"]	"mRNA"	[]	"EG10484"	["EG10484-MONOMER"]	null	[]
"EG10485_RNA"	"hypC"	["hypC", "b2728", "ECK2723"]	"mRNA"	[]	"EG10485"	["EG10485-MONOMER"]	null	[]
"EG10486_RNA"	"hypD"	["hypD", "hydF", "b2729", "ECK2724"]	"mRNA"	[]	"EG10486"	["EG10486-MONOMER"]	null	[]
"EG10487_RNA"	"hypE"	["hypE", "hydB", "b2730", "ECK2725"]	"mRNA"	[]	"EG10487"	["EG10487-MONOMER"]	null	[]
"EG10488_RNA"	"iap"	["iap", "b2753", "ECK2748"]	"mRNA"	[]	"EG10488"	["EG10488-MONOMER"]	null	[]
"EG10489_RNA"	"icd"	["icd", "icdE", "icdA", "b1136", "ECK1122"]	"mRNA"	[]	"EG10489"	["ISOCITDEH-SUBUNIT"]	null	[]
"EG10490_RNA"	"argP"	["argP", "iciA", "b2916", "ECK2912"]	"mRNA"	[]	"EG10490"	["EG10490-MONOMER"]	null	[]
"EG10491_RNA"	"iclR"	["iclR", "b4018", "ECK4010"]	"mRNA"	[]	"EG10491"	["PD04099"]	null	[]
"EG10492_RNA"	"ileS"	["ileS", "ilvS", "b0026", "ECK0027"]	"mRNA"	[]	"EG10492"	["ILES-MONOMER"]	null	[]
"EG10493_RNA"	"ilvA"	["ilvA", "ile", "b3772", "ECK3764"]	"mRNA"	[]	"EG10493"	["THREDEHYDSYN-MONOMER"]	null	[]
"EG10494_RNA"	"ilvB"	["ilvB", "b3671", "ECK3662"]	"mRNA"	[]	"EG10494"	["LARGEILVB-MONOMER"]	null	[]
"EG10495_RNA"	"ilvC"	["ilvC", "b3774", "ECK3766"]	"mRNA"	[]	"EG10495"	["KETOLREDUCTOISOM-MONOMER"]	null	[]
"EG10496_RNA"	"ilvD"	["ilvD", "b3771", "ECK3763"]	"mRNA"	[]	"EG10496"	["DIHYDROXYACIDDEHYDRAT-MONOMER"]	null	[]
"EG10497_RNA"	"ilvE"	["ilvE", "b3770", "ECK3762"]	"mRNA"	[]	"EG10497"	["BRANCHED-CHAINAMINOTRANSFER-MONOMER"]	null	[]
"EG10499_RNA"	"ilvH"	["ilvH", "brnP", "b0078", "ECK0080"]	"mRNA"	[]	"EG10499"	["ACETOLACTSYNIII-HCHAIN-MONOMER"]	null	[]
"EG10500_RNA"	"ilvI"	["ilvI", "b0077", "ECK0079"]	"mRNA"	[]	"EG10500"	["ACETOLACTSYNIII-ICHAIN-MONOMER"]	null	[]
"EG10501_RNA"	"ilvM"	["ilvM", "b3769", "ECK3761"]	"mRNA"	[]	"EG10501"	["SMALLILVM-MONOMER"]	null	[]
"EG10502_RNA"	"ilvN"	["ilvN", "b3670", "ECK3661"]	"mRNA"	[]	"EG10502"	["SMALLILVN-MONOMER"]	null	[]
"EG10503_RNA"	"ilvY"	["ilvY", "b3773", "ECK3765"]	"mRNA"	[]	"EG10503"	["PD00200"]	null	[]
"EG10504_RNA"	"infA"	["infA", "bypA1", "b0884", "ECK0875"]	"mRNA"	[]	"EG10504"	["EG10504-MONOMER"]	null	[]
"EG10505_RNA"	"infB"	["infB", "ssyG", "b3168", "ECK3157"]	"mRNA"	[]	"EG10505"	["MONOMER0-4539", "MONOMER0-4538", "EG10505-MONOMER"]	null	[[[493, 2673]], [[472, 2673]], []]
"EG10506_RNA"	"infC"	["infC", "fit", "srjA", "b1718", "ECK1716"]	"mRNA"	[]	"EG10506"	["EG10506-MONOMER"]	null	[]
"EG10507_RNA"	"intD"	["intD", "int", "b0537", "ECK0530"]	"mRNA"	[]	"EG10507"	["EG10507-MONOMER"]	null	[]
"EG10508_RNA"	"ispA"	["ispA", "b0421", "ECK0415"]	"mRNA"	[]	"EG10508"	["FPPSYN-MONOMER"]	null	[]
"EG10509_RNA"	"katE"	["katE", "b1732", "ECK1730"]	"mRNA"	[]	"EG10509"	["HYDROPEROXIDII-MONOMER"]	null	[]
"EG10510_RNA"	"rpoS"	["rpoS", "sigS", "otsX", "abrD", "appR", "csi2", "dpeB", "katF", "nur", "b2741", "ECK2736"]	"mRNA"	[]	"EG10510"	["RPOS-MONOMER"]	null	[]
"EG10511_RNA"	"katG"	["katG", "b3942", "ECK3934"]	"mRNA"	[]	"EG10511"	["HYDROPEROXIDI-MONOMER"]	null	[]
"EG10512_RNA"	"kbl"	["kbl", "b3617", "ECK3607"]	"mRNA"	[]	"EG10512"	["AKBLIG-MONOMER"]	null	[]
"EG10513_RNA"	"kdpA"	["kdpA", "kac", "b0698", "ECK0686"]	"mRNA"	[]	"EG10513"	["EG10513-MONOMER"]	null	[]
"EG10514_RNA"	"kdpB"	["kdpB", "kac", "b0697", "ECK0685"]	"mRNA"	[]	"EG10514"	["KDPB-MONOMER"]	null	[]
"EG10515_RNA"	"kdpC"	["kdpC", "kac", "b0696", "ECK0684"]	"mRNA"	[]	"EG10515"	["EG10515-MONOMER"]	null	[]
"EG10516_RNA"	"kdpD"	["kdpD", "kac", "b0695", "ECK0683"]	"mRNA"	[]	"EG10516"	["KDPD-MONOMER"]	null	[]
"EG10517_RNA"	"kdpE"	["kdpE", "b0694", "ECK0682"]	"mRNA"	[]	"EG10517"	["KDPE-MONOMER"]	null	[]
"EG10518_RNA"	"kdsA"	["kdsA", "b1215", "ECK1203"]	"mRNA"	[]	"EG10518"	["KDO-8PSYNTH-MONOMER"]	null	[]
"EG10519_RNA"	"kdsB"	["kdsB", "b0918", "ECK0909"]	"mRNA"	[]	"EG10519"	["CPM-KDOSYNTH-MONOMER"]	null	[]
"EG10520_RNA"	"waaA"	["waaA", "kdtA", "b3633", "ECK3623"]	"mRNA"	[]	"EG10520"	["KDOTRANS-MONOMER"]	null	[]
"EG10521_RNA"	"kefC"	["kefC", "trkC", "b0047", "ECK0048"]	"mRNA"	[]	"EG10521"	["KEFC-MONOMER"]	null	[]
"EG10522_RNA"	"kgtP"	["kgtP", "witA", "b2587", "ECK2585"]	"mRNA"	[]	"EG10522"	["KGTP-MONOMER"]	null	[]
"EG10523_RNA"	"rsmA"	["rsmA", "ksgA", "b0051", "ECK0052"]	"mRNA"	[]	"EG10523"	["EG10523-MONOMER"]	null	[]
"EG10524_RNA"	"lacA"	["lacA", "b0342", "ECK0339"]	"mRNA"	[]	"EG10524"	["GALACTOACETYLTRAN-MONOMER"]	null	[]
"EG10525_RNA"	"lacI"	["lacI", "b0345", "ECK0342"]	"mRNA"	[]	"EG10525"	["PD00763"]	null	[]
"EG10526_RNA"	"lacY"	["lacY", "b0343", "ECK0340"]	"mRNA"	[]	"EG10526"	["LACY-MONOMER"]	null	[]
"EG10527_RNA"	"lacZ"	["lacZ", "b0344", "ECK0341"]	"mRNA"	[]	"EG10527"	["BETAGALACTOSID-MONOMER"]	null	[]
"EG10528_RNA"	"lamB"	["lamB", "malL", "malB", "b4036", "ECK4028"]	"mRNA"	[]	"EG10528"	["EG10528-MONOMER"]	null	[]
"EG10529_RNA"	"lepA"	["lepA", "b2569", "ECK2567"]	"mRNA"	[]	"EG10529"	["EG10529-MONOMER"]	null	[]
"EG10530_RNA"	"lepB"	["lepB", "lep", "b2568", "ECK2566"]	"mRNA"	[]	"EG10530"	["EG10530-MONOMER"]	null	[]
"EG10531_RNA"	"leuO"	["leuO", "b0076", "ECK0078"]	"mRNA"	[]	"EG10531"	["PD00519"]	null	[]
"EG10532_RNA"	"leuS"	["leuS", "syl", "b0642", "ECK0635"]	"mRNA"	[]	"EG10532"	["LEUS-MONOMER"]	null	[]
"EG10533_RNA"	"lexA"	["lexA", "exrA", "spr", "tsl", "umuA", "b4043", "ECK4035"]	"mRNA"	[]	"EG10533"	["PD00205"]	null	[]
"EG10534_RNA"	"ligA"	["ligA", "dnaL", "lig", "lop", "pdeC", "b2411", "ECK2406"]	"mRNA"	[]	"EG10534"	["EG10534-MONOMER"]	null	[]
"EG10535_RNA"	"lit"	["lit", "b1139", "ECK1125"]	"mRNA"	[]	"EG10535"	["EG10535-MONOMER"]	null	[]
"EG10536_RNA"	"livF"	["livF", "b3454", "ECK3438"]	"mRNA"	[]	"EG10536"	["LIVF-MONOMER"]	null	[]
"EG10537_RNA"	"livG"	["livG", "hrbD", "hrbC", "hrbB", "b3455", "ECK3439"]	"mRNA"	[]	"EG10537"	["LIVG-MONOMER"]	null	[]
"EG10538_RNA"	"livH"	["livH", "hrbD", "hrbC", "hrbB", "b3457", "ECK3441"]	"mRNA"	[]	"EG10538"	["LIVH-MONOMER"]	null	[]
"EG10539_RNA"	"livJ"	["livJ", "hrbD", "hrbC", "hrbB", "b3460", "ECK3444"]	"mRNA"	[]	"EG10539"	["LIVJ-MONOMER"]	null	[]
"EG10540_RNA"	"livK"	["livK", "hrbD", "hrbC", "hrbB", "b3458", "ECK3442"]	"mRNA"	[]	"EG10540"	["LIVK-MONOMER"]	null	[]
"EG10541_RNA"	"livM"	["livM", "b3456", "ECK3440"]	"mRNA"	[]	"EG10541"	["LIVM-MONOMER"]	null	[]
"EG10542_RNA"	"lon"	["lon", "capR", "deg", "dir", "lopA", "muc", "b0439", "ECK0433"]	"mRNA"	[]	"EG10542"	["EG10542-MONOMER"]	null	[]
"EG10543_RNA"	"lpd"	["lpd", "dhl", "lpdA", "b0116", "ECK0115"]	"mRNA"	[]	"EG10543"	["E3-MONOMER"]	null	[]
"EG10544_RNA"	"lpp"	["lpp", "mlpA", "b1677", "ECK1673"]	"mRNA"	[]	"EG10544"	["EG10544-MONOMER"]	null	[]
"EG10545_RNA"	"lpxA"	["lpxA", "b0181", "ECK0180"]	"mRNA"	[]	"EG10545"	["UDPNACETYLGLUCOSAMACYLTRANS-MONOMER"]	null	[]
"EG10546_RNA"	"lpxB"	["lpxB", "pgsB", "b0182", "ECK0181"]	"mRNA"	[]	"EG10546"	["LIPIDADISACCHARIDESYNTH-MONOMER"]	null	[]
"EG10547_RNA"	"lrp"	["lrp", "rblA", "oppI", "mbf", "lstR", "alsB", "ihb", "livR", "lrs", "lss", "b0889", "ECK0880"]	"mRNA"	[]	"EG10547"	["PD00353"]	null	[]
"EG10548_RNA"	"lspA"	["lspA", "lsp", "b0027", "ECK0028"]	"mRNA"	[]	"EG10548"	["EG10548-MONOMER"]	null	[]
"EG10549_RNA"	"lysA"	["lysA", "b2838", "ECK2836"]	"mRNA"	[]	"EG10549"	["DIAMINOPIMDECARB-MONOMER"]	null	[]
"EG10550_RNA"	"lysC"	["lysC", "apk", "b4024", "ECK4016"]	"mRNA"	[]	"EG10550"	["ASPKINIII-MONOMER"]	null	[]
"EG10551_RNA"	"lysR"	["lysR", "b2839", "ECK2837"]	"mRNA"	[]	"EG10551"	["PD00360"]	null	[]
"EG10552_RNA"	"lysS"	["lysS", "asuD", "herC", "b2890", "ECK2885"]	"mRNA"	[]	"EG10552"	["LYSS-MONOMER"]	null	[]
"EG10553_RNA"	"lysU"	["lysU", "b4129", "ECK4123"]	"mRNA"	[]	"EG10553"	["LYSU-MONOMER"]	null	[]
"EG10554_RNA"	"malE"	["malE", "b4034", "ECK4026"]	"mRNA"	[]	"EG10554"	["MALE-MONOMER"]	null	[]
"EG10555_RNA"	"malF"	["malF", "b4033", "ECK4025"]	"mRNA"	[]	"EG10555"	["MALF-MONOMER"]	null	[]
"EG10556_RNA"	"malG"	["malG", "b4032", "ECK4024"]	"mRNA"	[]	"EG10556"	["MALG-MONOMER"]	null	[]
"EG10557_RNA"	"malI"	["malI", "b1620", "ECK1615"]	"mRNA"	[]	"EG10557"	["PD00361"]	null	[]
"EG10558_RNA"	"malK"	["malK", "malB", "b4035", "ECK4027"]	"mRNA"	[]	"EG10558"	["MALK-MONOMER"]	null	[]
"EG10559_RNA"	"malM"	["malM", "molA", "b4037", "ECK4029"]	"mRNA"	[]	"EG10559"	["EG10559-MONOMER"]	null	[]
"EG10560_RNA"	"malP"	["malP", "malA", "blu", "b3417", "ECK3404"]	"mRNA"	[]	"EG10560"	["MALDEXPHOSPHORYL-MONOMER"]	null	[]
"EG10561_RNA"	"malQ"	["malQ", "malA", "b3416", "ECK3403"]	"mRNA"	[]	"EG10561"	["AMYLOMALT-MONOMER"]	null	[]
"EG10562_RNA"	"malT"	["malT", "malA", "b3418", "ECK3405"]	"mRNA"	[]	"EG10562"	["PD00237"]	null	[]
"EG10563_RNA"	"malX"	["malX", "b1621", "ECK1616"]	"mRNA"	[]	"EG10563"	["MALX-MONOMER"]	null	[]
"EG10564_RNA"	"malY"	["malY", "b1622", "ECK1617"]	"mRNA"	[]	"EG10564"	["EG10564-MONOMER"]	null	[]
"EG10565_RNA"	"malZ"	["malZ", "b0403", "ECK0397"]	"mRNA"	[]	"EG10565"	["MALTODEXGLUCOSID-MONOMER"]	null	[]
"EG10566_RNA"	"manA"	["manA", "pmi", "b1613", "ECK1608"]	"mRNA"	[]	"EG10566"	["MANNPISOM-MONOMER"]	null	[]
"EG10567_RNA"	"manX"	["manX", "gptB", "mpt", "ptsL", "ptsX", "b1817", "ECK1815"]	"mRNA"	[]	"EG10567"	["MANX-MONOMER"]	null	[]
"EG10568_RNA"	"manY"	["manY", "pel", "ptsP", "ptsX", "b1818", "ECK1816"]	"mRNA"	[]	"EG10568"	["MANY-MONOMER"]	null	[]
"EG10569_RNA"	"manZ"	["manZ", "gptB", "mpt", "ptsM", "ptsX", "b1819", "ECK1817"]	"mRNA"	[]	"EG10569"	["MANZ-MONOMER"]	null	[]
"EG10570_RNA"	"map"	["map", "b0168", "ECK0166"]	"mRNA"	[]	"EG10570"	["EG10570-MONOMER"]	null	[]
"EG10571_RNA"	"mazE"	["mazE", "chpAI", "chpR", "b2783", "ECK2777"]	"mRNA"	[]	"EG10571"	["EG10571-MONOMER"]	null	[]
"EG10572_RNA"	"mazG"	["mazG", "b2781", "ECK2775"]	"mRNA"	[]	"EG10572"	["EG10572-MONOMER"]	null	[]
"EG10573_RNA"	"mcrA"	["mcrA", "rglA", "b1159", "ECK1145"]	"mRNA"	[]	"EG10573"	["EG10573-MONOMER"]	null	[]
"EG10574_RNA"	"mcrB"	["mcrB", "rglB", "b4346", "ECK4336"]	"mRNA"	[]	"EG10574"	["MONOMER0-4524", "EG10574-MONOMER"]	null	[[[484, 1380]], []]
"EG10575_RNA"	"mcrC"	["mcrC", "b4345", "ECK4335"]	"mRNA"	[]	"EG10575"	["EG10575-MONOMER"]	null	[]
"EG10576_RNA"	"mdh"	["mdh", "b3236", "ECK3225"]	"mRNA"	[]	"EG10576"	["MALATE-DEHASE-MONOMER"]	null	[]
"EG10577_RNA"	"melA"	["melA", "mel-7", "b4119", "ECK4112"]	"mRNA"	[]	"EG10577"	["ALPHAGALACTOSID-MONOMER"]	null	[]
"EG10578_RNA"	"melB"	["melB", "mel-4", "b4120", "ECK4113"]	"mRNA"	[]	"EG10578"	["MELB-MONOMER"]	null	[]
"EG10579_RNA"	"menD"	["menD", "b2264", "ECK2258"]	"mRNA"	[]	"EG10579"	["MEND-MONOMER"]	null	[]
"EG10580_RNA"	"mepA"	["mepA", "b2328", "ECK2322"]	"mRNA"	[]	"EG10580"	["EG10580-MONOMER"]	null	[]
"EG10581_RNA"	"metA"	["metA", "b4013", "ECK4005"]	"mRNA"	[]	"EG10581"	["HOMSUCTRAN-MONOMER"]	null	[]
"EG10582_RNA"	"metB"	["metB", "met-1", "b3939", "ECK3931"]	"mRNA"	[]	"EG10582"	["O-SUCCHOMOSERLYASE-MONOMER"]	null	[]
"EG10583_RNA"	"metC"	["metC", "b3008", "ECK3000"]	"mRNA"	[]	"EG10583"	["CYSTATHIONINE-BETA-LYASE-MONOMER"]	null	[]
"EG10584_RNA"	"metE"	["metE", "metB12", "b3829", "ECK3823"]	"mRNA"	[]	"EG10584"	["HOMOCYSMET-MONOMER"]	null	[]
"EG10585_RNA"	"metF"	["metF", "b3941", "ECK3933"]	"mRNA"	[]	"EG10585"	["METHYLENETHFREDUCT-MONOMER"]	null	[]
"EG10586_RNA"	"metG"	["metG", "b2114", "ECK2107"]	"mRNA"	[]	"EG10586"	["METG-MONOMER"]	null	[]
"EG10587_RNA"	"metH"	["metH", "b4019", "ECK4011"]	"mRNA"	[]	"EG10587"	["HOMOCYSMETB12-MONOMER"]	null	[]
"EG10588_RNA"	"metJ"	["metJ", "b3938", "ECK3930"]	"mRNA"	[]	"EG10588"	["PD04032"]	null	[]
"EG10589_RNA"	"metK"	["metK", "metX", "b2942", "ECK2937"]	"mRNA"	[]	"EG10589"	["S-ADENMETSYN-MONOMER"]	null	[]
"EG10590_RNA"	"metL"	["metL", "metM", "b3940", "ECK3932"]	"mRNA"	[]	"EG10590"	["ASPKINIIHOMOSERDEHYDROGII-MONOMER"]	null	[]
"EG10591_RNA"	"metR"	["metR", "b3828", "ECK3822"]	"mRNA"	[]	"EG10591"	["PD03938"]	null	[]
"EG10592_RNA"	"mglA"	["mglA", "mglP", "mgl", "b2149", "ECK2142"]	"mRNA"	[]	"EG10592"	["MGLA-MONOMER"]	null	[]
"EG10593_RNA"	"mglB"	["mglB", "b2150", "ECK2143"]	"mRNA"	[]	"EG10593"	["MGLB-MONOMER"]	null	[]
"EG10594_RNA"	"mglC"	["mglC", "mglP", "b2148", "ECK2141"]	"mRNA"	[]	"EG10594"	["MGLC-MONOMER"]	null	[]
"EG10595_RNA"	"miaA"	["miaA", "trpX", "b4171", "ECK4167"]	"mRNA"	[]	"EG10595"	["EG10595-MONOMER"]	null	[]
"EG10596_RNA"	"minC"	["minC", "minB", "b1176", "ECK1164"]	"mRNA"	[]	"EG10596"	["EG10596-MONOMER"]	null	[]
"EG10597_RNA"	"minD"	["minD", "minB", "b1175", "ECK1163"]	"mRNA"	[]	"EG10597"	["EG10597-MONOMER"]	null	[]
"EG10598_RNA"	"minE"	["minE", "minB", "b1174", "ECK1162"]	"mRNA"	[]	"EG10598"	["EG10598-MONOMER"]	null	[]
"EG10599_RNA"	"groL"	["groL", "groEL", "mopA", "b4143", "ECK4137"]	"mRNA"	[]	"EG10599"	["EG10599-MONOMER"]	null	[]
"EG10600_RNA"	"groS"	["groS", "groES", "mopB", "b4142", "ECK4136"]	"mRNA"	[]	"EG10600"	["EG10600-MONOMER"]	null	[]
"EG10601_RNA"	"motA"	["motA", "flaJ", "b1890", "ECK1891"]	"mRNA"	[]	"EG10601"	["MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN"]	null	[]
"EG10602_RNA"	"motB"	["motB", "flaJ", "b1889", "ECK1890"]	"mRNA"	[]	"EG10602"	["MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN"]	null	[]
"EG10603_RNA"	"mprA"	["mprA", "emrR", "b2684", "ECK2678"]	"mRNA"	[]	"EG10603"	["EG10603-MONOMER"]	null	[]
"EG10604_RNA"	"mraY"	["mraY", "murX", "b0087", "ECK0088"]	"mRNA"	[]	"EG10604"	["PHOSNACMURPENTATRANS-MONOMER"]	null	[]
"EG10605_RNA"	"mrcB"	["mrcB", "pbpF", "ponB", "b0149", "ECK0148"]	"mRNA"	[]	"EG10605"	["MONOMER0-4521", "EG10605-MONOMER"]	null	[[[136, 2535]], []]
"EG10606_RNA"	"mrdA"	["mrdA", "pbpA", "b0635", "ECK0628"]	"mRNA"	[]	"EG10606"	["EG10606-MONOMER"]	null	[]
"EG10607_RNA"	"mrdB"	["mrdB", "rodA", "b0634", "ECK0627"]	"mRNA"	[]	"EG10607"	["EG10607-MONOMER"]	null	[]
"EG10608_RNA"	"mreB"	["mreB", "rodY", "envB", "mon", "mreB_1", "b3251", "ECK3239"]	"mRNA"	[]	"EG10608"	["EG10608-MONOMER"]	null	[]
"EG10609_RNA"	"mreC"	["mreC", "b3250", "ECK3238"]	"mRNA"	[]	"EG10609"	["EG10609-MONOMER"]	null	[]
"EG10610_RNA"	"mreD"	["mreD", "b3249", "ECK3237"]	"mRNA"	[]	"EG10610"	["EG10610-MONOMER"]	null	[]
"EG10611_RNA"	"mrp"	["mrp", "b2113", "ECK2106"]	"mRNA"	[]	"EG10611"	["EG10611-MONOMER"]	null	[]
"EG10612_RNA"	"mrr"	["mrr", "b4351", "ECK4341"]	"mRNA"	[]	"EG10612"	["EG10612-MONOMER"]	null	[]
"EG10613_RNA"	"msbA"	["msbA", "b0914", "ECK0905"]	"mRNA"	[]	"EG10613"	["EG10613-MONOMER"]	null	[]
"EG10614_RNA"	"lpxM"	["lpxM", "mlt", "waaN", "msbB", "b1855", "ECK1856"]	"mRNA"	[]	"EG10614"	["MYRISTOYLACYLTRAN-MONOMER"]	null	[]
"EG10615_RNA"	"mtlA"	["mtlA", "mtlC", "b3599", "ECK3588"]	"mRNA"	[]	"EG10615"	["MTLA-MONOMER"]	null	[]
"EG10616_RNA"	"mtlD"	["mtlD", "b3600", "ECK3589"]	"mRNA"	[]	"EG10616"	["MANNPDEHYDROG-MONOMER"]	null	[]
"EG10617_RNA"	"mtr"	["mtr", "b3161", "ECK3149"]	"mRNA"	[]	"EG10617"	["MTR-MONOMER"]	null	[]
"EG10618_RNA"	"mukB"	["mukB", "b0924", "ECK0915"]	"mRNA"	[]	"EG10618"	["EG10618-MONOMER"]	null	[]
"EG10619_RNA"	"murC"	["murC", "b0091", "ECK0092"]	"mRNA"	[]	"EG10619"	["UDP-NACMUR-ALA-LIG-MONOMER"]	null	[]
"EG10620_RNA"	"murD"	["murD", "b0088", "ECK0089"]	"mRNA"	[]	"EG10620"	["UDP-NACMURALA-GLU-LIG-MONOMER"]	null	[]
"EG10621_RNA"	"murE"	["murE", "b0085", "ECK0086"]	"mRNA"	[]	"EG10621"	["UDP-NACMURALGLDAPLIG-MONOMER"]	null	[]
"EG10622_RNA"	"murF"	["murF", "mra", "b0086", "ECK0087"]	"mRNA"	[]	"EG10622"	["UDP-NACMURALGLDAPAALIG-MONOMER"]	null	[]
"EG10623_RNA"	"murG"	["murG", "b0090", "ECK0091"]	"mRNA"	[]	"EG10623"	["NACGLCTRANS-MONOMER"]	null	[]
"EG10624_RNA"	"mutH"	["mutH", "mutR", "prv", "b2831", "ECK2827"]	"mRNA"	[]	"EG10624"	["EG10624-MONOMER"]	null	[]
"EG10625_RNA"	"mutS"	["mutS", "ant", "plm", "fdv", "b2733", "ECK2728"]	"mRNA"	[]	"EG10625"	["EG10625-MONOMER"]	null	[]
"EG10626_RNA"	"mutT"	["mutT", "nudA", "b0099", "ECK0100"]	"mRNA"	[]	"EG10626"	["EG10626-MONOMER"]	null	[]
"EG10627_RNA"	"mutY"	["mutY", "micA", "b2961", "ECK2956"]	"mRNA"	[]	"EG10627"	["EG10627-MONOMER"]	null	[]
"EG10628_RNA"	"fpr"	["fpr", "flxR", "mvrA", "b3924", "ECK3916"]	"mRNA"	[]	"EG10628"	["FLAVONADPREDUCT-MONOMER"]	null	[]
"EG10629_RNA"	"emrE"	["emrE", "eb", "mvrC", "b0543", "ECK0534"]	"mRNA"	[]	"EG10629"	["EMRE-MONOMER"]	null	[]
"EG10630_RNA"	"nadA"	["nadA", "nicA", "b0750", "ECK0739"]	"mRNA"	[]	"EG10630"	["QUINOLINATE-SYNTHA-MONOMER"]	null	[]
"EG10631_RNA"	"nadB"	["nadB", "nic", "nicB", "b2574", "ECK2572"]	"mRNA"	[]	"EG10631"	["L-ASPARTATE-OXID-MONOMER"]	null	[]
"EG10632_RNA"	"nagA"	["nagA", "b0677", "ECK0665"]	"mRNA"	[]	"EG10632"	["NAG6PDEACET-MONOMER"]	null	[]
"EG10633_RNA"	"nagB"	["nagB", "glmD", "b0678", "ECK0666"]	"mRNA"	[]	"EG10633"	["GLUCOSAMINE-6-P-DEAMIN-MONOMER"]	null	[]
"EG10634_RNA"	"umpH"	["umpH", "nagD", "b0675", "ECK0663"]	"mRNA"	[]	"EG10634"	["EG10634-MONOMER"]	null	[]
"EG10635_RNA"	"nagE"	["nagE", "pstN", "ptsN", "b0679", "ECK0667"]	"mRNA"	[]	"EG10635"	["NAGE-MONOMER"]	null	[]
"EG10636_RNA"	"nagC"	["nagC", "nagR", "b0676", "ECK0664"]	"mRNA"	[]	"EG10636"	["PD00266"]	null	[]
"EG10637_RNA"	"nanA"	["nanA", "b3225", "ECK3214"]	"mRNA"	[]	"EG10637"	["ACNEULY-MONOMER"]	null	[]
"EG10638_RNA"	"narG"	["narG", "chlC", "narC", "b1224", "ECK1218"]	"mRNA"	[]	"EG10638"	["NARG-MONOMER"]	null	[]
"EG10639_RNA"	"narH"	["narH", "chlC", "b1225", "ECK1219"]	"mRNA"	[]	"EG10639"	["NARH-MONOMER"]	null	[]
"EG10640_RNA"	"narI"	["narI", "chlI", "b1227", "ECK1221"]	"mRNA"	[]	"EG10640"	["NARI-MONOMER"]	null	[]
"EG10641_RNA"	"narJ"	["narJ", "b1226", "ECK1220"]	"mRNA"	[]	"EG10641"	["NARJ-MONOMER"]	null	[]
"EG10642_RNA"	"narK"	["narK", "b1223", "ECK1217"]	"mRNA"	[]	"EG10642"	["NARK-MONOMER"]	null	[]
"EG10643_RNA"	"narL"	["narL", "frdR", "narR", "b1221", "ECK1215"]	"mRNA"	[]	"EG10643"	["NARL-MONOMER"]	null	[]
"EG10644_RNA"	"narV"	["narV", "chlZ", "b1465", "ECK1459"]	"mRNA"	[]	"EG10644"	["NARV-MONOMER"]	null	[]
"EG10645_RNA"	"narW"	["narW", "chlZ", "b1466", "ECK1460"]	"mRNA"	[]	"EG10645"	["NARW-MONOMER"]	null	[]
"EG10646_RNA"	"narX"	["narX", "frdR", "narR", "frd1", "b1222", "ECK1216"]	"mRNA"	[]	"EG10646"	["NARX-MONOMER"]	null	[]
"EG10647_RNA"	"narY"	["narY", "chlZ", "b1467", "ECK1461"]	"mRNA"	[]	"EG10647"	["NARY-MONOMER"]	null	[]
"EG10648_RNA"	"narZ"	["narZ", "chlZ", "b1468", "ECK1462"]	"mRNA"	[]	"EG10648"	["NARZ-MONOMER"]	null	[]
"EG10649_RNA"	"ndh"	["ndh", "b1109", "ECK1095"]	"mRNA"	[]	"EG10649"	["NADH-DHII-MONOMER"]	null	[]
"EG10650_RNA"	"ndk"	["ndk", "b2518", "ECK2514"]	"mRNA"	[]	"EG10650"	["NUCLEOSIDE-DIP-KIN-MONOMER"]	null	[]
"EG10651_RNA"	"nfo"	["nfo", "b2159", "ECK2152"]	"mRNA"	[]	"EG10651"	["EG10651-MONOMER"]	null	[]
"EG10652_RNA"	"nhaA"	["nhaA", "ant", "antA", "b0019", "ECK0020"]	"mRNA"	[]	"EG10652"	["NHAA-MONOMER"]	null	[]
"EG10653_RNA"	"nirB"	["nirB", "b3365", "ECK3353"]	"mRNA"	[]	"EG10653"	["NIRB-MONOMER"]	null	[]
"EG10654_RNA"	"nirC"	["nirC", "b3367", "ECK3355"]	"mRNA"	[]	"EG10654"	["NIRC-MONOMER"]	null	[]
"EG10655_RNA"	"nirD"	["nirD", "b3366", "ECK3354"]	"mRNA"	[]	"EG10655"	["NIRD-MONOMER"]	null	[]
"EG10656_RNA"	"sfsB"	["sfsB", "nlp", "sfs7", "b3188", "ECK3177"]	"mRNA"	[]	"EG10656"	["EG10656-MONOMER"]	null	[]
