# Generated by reconstruction/ecoli/scripts/nca/fold_changes.py on Wed Jan 13 11:59:38 2021
# Command: reconstruction/ecoli/scripts/nca/fold_changes.py --split -v -m robust_nca --robust-iterations 10
"TF"	"Target"	"log2 FC mean"	"log2 FC std"	"Regulation_direct"
"cra"	"crr"	-1.61
"cra"	"csgD"	0.83
"cra"	"csgE"	1.07
"cra"	"csgF"	1.08
"cra"	"csgG"	0.81
"cra"	"cydA"	0.6
"cra"	"cydB"	0.65
"cra"	"cysG"	-0.05
"cra"	"eda"	-0.51
"cra"	"edd"	-0.0
"cra"	"eno"	-1.75
"cra"	"envC"	-1.34
"cra"	"epd"	-0.62
"cra"	"fbaA"	-1.31
"cra"	"fbaB"	-1.52
"cra"	"fruA"	-1.6
"cra"	"fruB"	-1.49
"cra"	"fruK"	-1.49
"cra"	"gapA"	-1.55
"cra"	"glk"	-1.47
"cra"	"gpmM"	-1.55
"cra"	"hypF"	-0.72
"cra"	"lpd"	-0.11
"cra"	"manX"	-1.26
"cra"	"manY"	-1.65
"cra"	"manZ"	-1.41
"cra"	"marB"	-0.12
"cra"	"marR"	-0.0
"cra"	"mpl"	-0.89
"cra"	"mtlD"	-0.0
"cra"	"mtlR"	-0.07
"cra"	"nirB"	-0.54
"cra"	"nirC"	-0.18
"cra"	"nirD"	-0.08
"cra"	"pdhR"	-0.46
"cra"	"pfkA"	-1.65
"cra"	"pgk"	-1.63
"cra"	"poxB"	0.91
"cra"	"ppc"	-0.65
"cra"	"ppsA"	0.11
"cra"	"prpB"	-0.87
"cra"	"prpC"	-0.99
"cra"	"prpD"	-0.65
"cra"	"prpE"	-0.79
"cra"	"ptsH"	-1.95
"cra"	"ptsI"	-1.98
"cra"	"pykF"	-1.64
"cra"	"setA"	-0.92
"cra"	"tpiA"	-1.64
"cra"	"yeaD"	-1.4
"cra"	"yibQ"	-1.26
"cra"	"zwf"	-0.89
"creB"	"ackA"	0.89
"creB"	"alaT"	1.59
"creB"	"cbrA"	0.86
"creB"	"cpdA"	1.06
"creB"	"creD"	0.45
"creB"	"nudF"	1.02
"creB"	"parE"	0.99
"creB"	"pta"	1.05
"creB"	"recG"	0.91
"creB"	"yqiA"	0.98
"creB"	"yqiB"	1.06
"crp"	"aaeA"	0.63
"crp"	"aaeB"	0.66
"crp"	"aaeR"	-0.71
"crp"	"aaeX"	0.66
"crp"	"abgR"	0.31
"crp"	"aceB"	-0.38
"crp"	"acnA"	0.55
"crp"	"actP"	0.1
"crp"	"aegA"	-0.7
"crp"	"aer"	0.68
"crp"	"agaA"	0.35
"crp"	"agaV"	0.35
"crp"	"agaW"	0.14
"crp"	"agp"	0.75
"crp"	"aldA"	0.55
"crp"	"ampE"	-0.71
"crp"	"araA"	0.68
"crp"	"araB"	0.69
"crp"	"araC"	0.67
"crp"	"araD"	0.7
"crp"	"araE"	1.35
"crp"	"araF"	1.15
"crp"	"araG"	0.67
"crp"	"araJ"	0.7
"crp"	"arfB"	-0.74
"crp"	"ascB"	0.57
"crp"	"ascF"	0.64
"crp"	"aspA"	0.9
"crp"	"bglB"	0.08
"crp"	"bglF"	0.02
"crp"	"bglG"	0.06
"crp"	"bhsA"	-0.73
"crp"	"caiA"	0.12
"crp"	"caiB"	0.37
"crp"	"caiC"	0.38
"crp"	"caiD"	0.7
"crp"	"caiE"	0.51
"crp"	"caiT"	0.52
"crp"	"cas1"	-0.63
"crp"	"cas2"	-0.6
"crp"	"cas3"	0.62
"crp"	"casA"	-0.08
"crp"	"casB"	-0.43
"crp"	"casD"	-0.44
"crp"	"casE"	-0.88
"crp"	"cdd"	0.04
"crp"	"chbA"	0.49
"crp"	"chbB"	0.76
"crp"	"chbC"	0.39
"crp"	"chbF"	0.65
"crp"	"chbG"	0.08
"crp"	"chbR"	0.07
"crp"	"chiP"	0.84
"crp"	"citC"	-0.12
"crp"	"citD"	-0.13
"crp"	"citE"	-0.06
"crp"	"citF"	-0.22
"crp"	"citG"	-0.19
"crp"	"citX"	-0.14
"crp"	"cpdB"	0.25
"crp"	"crp"	0.8
"crp"	"crr"	0.2
"crp"	"csgE"	0.04
"crp"	"csgF"	0.2
"crp"	"csgG"	0.55
"crp"	"csiE"	1.6
"crp"	"cspD"	1.3
"crp"	"cspE"	0.88
"crp"	"cstA"	0.84
"crp"	"cyaA"	-0.71
"crp"	"cyoA"	0.21
"crp"	"cyoB"	0.1
"crp"	"cyoC"	0.27
"crp"	"cyoD"	0.15
"crp"	"cyoE"	0.16
"crp"	"cytR"	0.64
"crp"	"dadA"	1.11
"crp"	"dadX"	0.63
"crp"	"dctA"	0.57
"crp"	"dcuB"	0.37
"crp"	"dcuR"	0.48
"crp"	"deoA"	0.84
"crp"	"deoB"	0.09
"crp"	"deoC"	0.48
"crp"	"deoD"	0.59
"crp"	"dgoA"	0.69
"crp"	"dgoK"	0.66
"crp"	"dgoR"	0.72
"crp"	"dgoT"	0.65
"crp"	"dksA"	0.86
"crp"	"dpiA"	-0.37
"crp"	"dpiB"	-0.03
"crp"	"dsdA"	0.65
"crp"	"dsdX"	0.73
"crp"	"dusB"	1.25
"crp"	"ebgA"	0.63
"crp"	"ebgC"	0.59
"crp"	"envZ"	0.73
"crp"	"epd"	0.54
"crp"	"exuR"	-0.84
"crp"	"exuT"	0.53
"crp"	"fadH"	0.22
"crp"	"fbaA"	0.23
"crp"	"feaB"	0.73
"crp"	"fecA"	0.28
"crp"	"fecB"	0.26
"crp"	"fecC"	0.44
"crp"	"fecD"	0.4
"crp"	"fecE"	0.32
"crp"	"fis"	0.78
"crp"	"fixA"	0.59
"crp"	"fixB"	0.7
"crp"	"fixC"	0.71
"crp"	"fixX"	0.55
"crp"	"focB"	0.23
"crp"	"fucI"	0.68
"crp"	"fucK"	0.68
"crp"	"fucO"	0.69
"crp"	"fucP"	0.61
"crp"	"fucR"	0.76
"crp"	"fucU"	0.72
"crp"	"fumA"	0.68
"crp"	"fumB"	0.23
"crp"	"fumC"	0.04
"crp"	"fur"	0.13
"crp"	"gabD"	0.7
"crp"	"gabP"	0.21
"crp"	"gabT"	0.79
"crp"	"gadA"	-0.02
"crp"	"gadB"	-0.63
"crp"	"gadX"	-0.08
"crp"	"galE"	-0.06
"crp"	"galK"	-0.78
"crp"	"galM"	-1.01
"crp"	"galP"	0.49
"crp"	"galS"	0.4
"crp"	"gapA"	0.2
"crp"	"gatY"	0.08
"crp"	"gcd"	-0.68
"crp"	"gcvH"	0.84
"crp"	"gcvP"	1.11
"crp"	"gcvT"	1.11
"crp"	"glcC"	0.35
"crp"	"glgA"	0.44
"crp"	"glgC"	0.26
"crp"	"glgP"	0.27
"crp"	"glgS"	0.84
"crp"	"glnG"	0.09
"crp"	"glpA"	0.4
"crp"	"glpC"	0.53
"crp"	"glpD"	0.55
"crp"	"glpE"	0.59
"crp"	"glpF"	0.81
"crp"	"glpG"	0.77
"crp"	"glpK"	2.58
"crp"	"glpR"	0.74
"crp"	"glpX"	0.78
"crp"	"gltA"	0.03
"crp"	"gltB"	-0.85
"crp"	"gltD"	-0.78
"crp"	"gltF"	-0.01
"crp"	"gntK"	0.94
"crp"	"gntP"	0.19
"crp"	"gntT"	0.55
"crp"	"gntX"	0.25
"crp"	"gpsA"	0.85
"crp"	"grpE"	0.86
"crp"	"gutM"	0.26
"crp"	"gutQ"	0.51
"crp"	"gyrA"	0.59
"crp"	"hflC"	-0.79
"crp"	"hflK"	-0.84
"crp"	"hflX"	-0.83
"crp"	"hfq"	-1.54
"crp"	"hicB"	0.69
"crp"	"hofB"	0.6
"crp"	"hofC"	0.04
"crp"	"hofM"	0.69
"crp"	"hofN"	0.71
"crp"	"hofO"	0.66
"crp"	"hofP"	0.67
