"geneId"	"name"	"translationEfficiency"
"EG10653"	"nirB"	"NA"
"EG10654"	"nirC"	0.77
"EG10655"	"nirD"	"NA"
"EG10657"	"nlpA"	1.26
"EG11133"	"nlpC"	0.71
"EG12111"	"nlpD"	0.48
"EG12137"	"nlpE"	1.11
"EG12371"	"nlpI"	0.05
"EG12108"	"norR"	0.53
"G7413"	"norV"	"NA"
"EG12450"	"norW"	"NA"
"EG12147"	"npr"	0.6
"EG10660"	"nrdA"	1.6
"EG10661"	"nrdB"	1.17
"EG11417"	"nrdD"	1.25
"EG20257"	"nrdE"	0.47
"EG12381"	"nrdF"	"NA"
"G812"	"nrdG"	"NA"
"G7401"	"nrdH"	"NA"
"G7402"	"nrdI"	0.21
"EG11320"	"nrdR"	0.46
"EG11781"	"nrfA"	"NA"
"EG11945"	"nrfB"	"NA"
"EG11946"	"nrfC"	"NA"
"EG11947"	"nrfD"	"NA"
"EG11948"	"nrfE"	"NA"
"EG11949"	"nrfF"	"NA"
"EG11950"	"nrfG"	"NA"
"EG11212"	"nsrR"	0.36
"EG10662"	"nth"	1.01
"EG11138"	"nudB"	0.06
"EG11702"	"nudC"	1.17
"G7740"	"nudE"	0.68
"EG12633"	"nudF"	1.16
"G6954"	"nudG"	"NA"
"G7164"	"nudI"	"NA"
"G6580"	"nudJ"	0.84
"EG12410"	"nudK"	1.77
"EG12693"	"nudL"	0.4
"EG12082"	"nuoA"	0.78
"EG12083"	"nuoB"	0.81
"EG12084"	"nuoC"	0.7
"EG12086"	"nuoE"	0.86
"EG11774"	"nuoF"	0.57
"EG12087"	"nuoG"	0.58
"EG12088"	"nuoH"	0.36
"EG12089"	"nuoI"	0.61
"EG12090"	"nuoJ"	0.3
"EG12091"	"nuoK"	0.35
"EG12092"	"nuoL"	0.39
"EG11773"	"nuoM"	0.64
"EG12093"	"nuoN"	0.68
"EG11971"	"nupC"	1.1
"EG10664"	"nupG"	0.86
"EG12029"	"nupX"	"NA"
"EG10665"	"nusA"	1.2
"EG10666"	"nusB"	1.12
"EG10667"	"nusG"	1.12
"G7656"	"obgE"	1.2
"G7119"	"ogrK"	"NA"
"EG10668"	"ogt"	"NA"
"EG10669"	"ompA"	2.11
"EG10670"	"ompC"	2.56
"EG10671"	"ompF"	2.47
"G6657"	"ompG"	"NA"
"G7814"	"ompL"	"NA"
"G6700"	"ompN"	"NA"
"EG10672"	"ompR"	1.58
"EG10673"	"ompT"	2.55
"EG11124"	"ompW"	"NA"
"EG12117"	"ompX"	3.38
"EG12591"	"opgB"	0.53
"G6552"	"opgC"	0.89
"EG12859"	"opgD"	1.1
"EG11885"	"opgG"	1.78
"EG11886"	"opgH"	0.55
"EG10674"	"oppA"	2.04
"EG10675"	"oppB"	0.53
"EG10676"	"oppC"	0.53
"EG10677"	"oppD"	0.75
"EG10678"	"oppF"	0.85
"G7842"	"orn"	3.06
"EG10679"	"osmB"	"NA"
"EG10680"	"osmC"	"NA"
"EG10044"	"osmE"	2.3
"EG12012"	"osmF"	"NA"
"EG11391"	"osmY"	3.13
"EG11751"	"otsA"	"NA"
"EG11752"	"otsB"	"NA"
"G7236"	"oxc"	"NA"
"EG10681"	"oxyR"	1.4
"G6709"	"paaA"	"NA"
"G6710"	"paaB"	"NA"
"G6711"	"paaC"	"NA"
"G6712"	"paaD"	"NA"
"G6713"	"paaE"	"NA"
"G6714"	"paaF"	"NA"
"G6715"	"paaG"	"NA"
"G6716"	"paaH"	"NA"
"G6717"	"paaI"	"NA"
"G6718"	"paaJ"	"NA"
"G6719"	"paaK"	"NA"
"G6720"	"paaX"	1.05
"G6721"	"paaY"	1.06
"G6708"	"paaZ"	"NA"
"EG10682"	"pabA"	0.82
"EG10683"	"pabB"	1.23
"EG11493"	"pabC"	0.19
"EG12180"	"pagP"	"NA"
"EG10684"	"pal"	2.85
"EG11675"	"panB"	3.08
"EG11746"	"panC"	1.18
"EG11747"	"panD"	2.26
"G6239"	"panE"	0.99
"EG10685"	"panF"	0.41
"G6157"	"paoA"	"NA"
"G6156"	"paoB"	"NA"
"G6155"	"paoC"	"NA"
"G6154"	"paoD"	"NA"
"EG10686"	"parC"	0.83
"EG10687"	"parE"	1.23
"G7596"	"patA"	"NA"
"G7322"	"pbpC"	0.19
"EG12015"	"pbpG"	1.55
"EG10688"	"pck"	2.31
"EG10689"	"pcm"	0.42
"EG10690"	"pcnB"	0.54
"EG11088"	"pdhR"	0.32
"EG10691"	"pdxA"	0.17
"G0-9461"	"pdxB"	1.01
"EG11487"	"pdxH"	1.45
"EG10693"	"pdxJ"	2.09
"G7259"	"pdxK"	2.2
"G6879"	"pdxY"	1.47
"EG10694"	"pepA"	0.91
"EG12310"	"pepB"	1.56
"EG10695"	"pepD"	2.25
"EG11920"	"pepE"	"NA"
"EG10696"	"pepN"	2.13
"EG10697"	"pepP"	0.7
"EG10698"	"pepQ"	1.64
"EG11549"	"pepT"	1.17
"G6129"	"perR"	"NA"
"EG10699"	"pfkA"	1.9
"EG10700"	"pfkB"	2.33
"EG10028"	"pflA"	2.33
"EG10701"	"pflB"	1.95
"EG11911"	"pflC"	"NA"
"EG11910"	"pflD"	"NA"
"G6531"	"pgaA"	"NA"
"G6530"	"pgaB"	"NA"
"G6529"	"pgaC"	"NA"
"G6528"	"pgaD"	"NA"
"EG10702"	"pgi"	2.37
"EG10703"	"pgk"	2.62
"G6397"	"pgl"	2.34
"EG12144"	"pgm"	1.09
"EG10704"	"pgpA"	0.41
"EG10705"	"pgpB"	0.37
"EG10706"	"pgsA"	1.23
"EG10707"	"pheA"	2.03
"EG11271"	"pheL"	0.13
"EG11272"	"pheM"	"NA"
"EG10708"	"pheP"	0.66
"EG10709"	"pheS"	1.67
"EG10710"	"pheT"	1.47
"EG10713"	"phnC"	"NA"
"EG10714"	"phnD"	"NA"
"EG10715"	"phnF"	"NA"
"EG10716"	"phnG"	"NA"
"EG10717"	"phnH"	"NA"
"EG10718"	"phnI"	"NA"
"EG10719"	"phnJ"	"NA"
"EG10720"	"phnK"	"NA"
"EG10721"	"phnL"	"NA"
"EG10722"	"phnM"	"NA"
"EG10723"	"phnN"	"NA"
"EG10724"	"phnO"	"NA"
"EG10725"	"phnP"	"NA"
"EG10727"	"phoA"	0.94
"EG10728"	"phoB"	0.66
"EG10729"	"phoE"	"NA"
"EG11734"	"phoH"	"NA"
"EG10731"	"phoP"	1.67
"EG10732"	"phoQ"	0.29
"EG10733"	"phoR"	0.4
"EG10735"	"phoU"	0.84
"G7731"	"php"	"NA"
"EG10736"	"phr"	0.26
"EG10737"	"pinE"	"NA"
"EG12230"	"pitA"	0.56
"EG12883"	"pitB"	"NA"
"EG10738"	"pldA"	1.13
"EG10739"	"pldB"	0.14
"G6615"	"pliG"	"NA"
"EG10740"	"plsB"	1.02
"EG11377"	"plsC"	0.68
"EG11437"	"plsX"	0.02
"EG11674"	"plsY"	0.54
"EG10741"	"pmbA"	1.82
"G7172"	"pmrD"	"NA"
"EG11135"	"pncA"	1.08
"EG10742"	"pncB"	0.68
"EG10743"	"pnp"	1.32
"EG10744"	"pntA"	1.12
"EG10745"	"pntB"	0.65
"EG11700"	"pnuC"	0.61
"EG10746"	"polA"	1.76
"EG10747"	"polB"	0.2
"EG10749"	"potA"	0.97
"EG10750"	"potB"	0.42
"EG10751"	"potC"	0.34
"EG10752"	"potD"	1.83
"EG10753"	"potE"	"NA"
"EG11629"	"potF"	1.41
"EG11630"	"potG"	0.56
"EG11631"	"potH"	"NA"
"EG11632"	"potI"	"NA"
"EG10754"	"poxB"	"NA"
"EG10755"	"ppa"	2.85
"EG10756"	"ppc"	1.79
"EG12081"	"ppdA"	"NA"
"EG11156"	"ppdB"	"NA"
"EG11154"	"ppdC"	"NA"
"EG12107"	"ppdD"	"NA"
"G7011"	"pphA"	"NA"
"G7415"	"pphB"	"NA"
"EG10757"	"ppiA"	2.29
"EG10758"	"ppiB"	2.73
"EG12352"	"ppiC"	2.85
"G6242"	"ppiD"	1.18
"EG11510"	"ppk"	0.49
"G7539"	"pppA"	0.17
"EG10759"	"ppsA"	1.59
"EG11132"	"ppsR"	2.02
"EG11761"	"pptA"	"NA"
"EG11403"	"ppx"	0.93
"G6490"	"pqiA"	0.23
"G6491"	"pqiB"	0.65
"EG11744"	"pqqL"	0.96
"EG10760"	"prc"	0.56
"EG10761"	"prfA"	1.13
"EG10762"	"prfB"	1.48
"EG12114"	"prfC"	1.71
"EG10763"	"priA"	0.31
"EG10764"	"priB"	0.02
"EG10765"	"priC"	0.47
"EG12365"	"prkB"	0.92
"EG11441"	"prlC"	2.13
"EG11497"	"prmA"	2.31
"EG12449"	"prmB"	1.09
"EG12424"	"prmC"	0.32
"EG10767"	"proA"	1.18
"EG10768"	"proB"	0.94
"EG10769"	"proC"	3.23
"EG11612"	"proP"	0.51
"EG12866"	"proQ"	1.54
"EG10770"	"proS"	1.5
"EG10771"	"proV"	0.55
"EG10772"	"proW"	0.66
"EG10773"	"proX"	1.44
"G6233"	"proY"	0.93
"G6196"	"prpB"	"NA"
"G6198"	"prpC"	"NA"
"G6199"	"prpD"	"NA"
"G6200"	"prpE"	"NA"
"G6195"	"prpR"	"NA"
"EG10774"	"prs"	1.42
"EG10775"	"psd"	1.19
"EG11209"	"psiE"	"NA"
"EG11401"	"psiF"	"NA"
"EG10776"	"pspA"	3.18
"EG10777"	"pspB"	"NA"
"EG10778"	"pspC"	"NA"
"EG10779"	"pspD"	"NA"
"EG10780"	"pspE"	2.68
"EG12344"	"pspF"	"NA"
"EG11933"	"pspG"	"NA"
"EG10781"	"pssA"	0.9
"EG10782"	"pstA"	0.49
"EG10783"	"pstB"	1.34
"EG10784"	"pstC"	0.46
"EG10734"	"pstS"	0.83
"EG12033"	"psuG"	"NA"
"EG11646"	"psuK"	"NA"
"EG12032"	"psuT"	"NA"
"EG20173"	"pta"	1.64
"EG10785"	"pth"	1.2
"EG10786"	"ptrA"	0.67
"EG11004"	"ptrB"	1.36
"EG11906"	"ptsA"	"NA"
"EG10787"	"ptsG"	0.97
"EG10788"	"ptsH"	3.16
"EG10789"	"ptsI"	1.19
"EG11682"	"ptsN"	0.91
"EG12188"	"ptsP"	0.36
"EG10790"	"purA"	1.48
"EG11314"	"purB"	2.15
"EG10791"	"purC"	2.77
"EG10792"	"purD"	1.48
"EG10793"	"purE"	1.28
"EG10794"	"purF"	1.3
"EG10795"	"purH"	2.09
"EG10796"	"purK"	0.88
"EG10797"	"purL"	1.25
"EG10798"	"purM"	1.61
"EG10799"	"purN"	0.74
"EG11724"	"purP"	0.89
"EG10800"	"purR"	1.5
"EG11809"	"purT"	2.23
"EG11819"	"purU"	2.15
"EG10801"	"putA"	0.98
"EG10802"	"putP"	1.2
"G6644"	"puuA"	1.13
"EG11822"	"puuB"	"NA"
"EG10036"	"puuC"	"NA"
"G6645"	"puuD"	"NA"
"G6646"	"puuE"	"NA"
"G6643"	"puuP"	"NA"
"EG12431"	"puuR"	1.09
"EG10803"	"pykA"	2.09
"EG10804"	"pykF"	3.19
"EG10805"	"pyrB"	2.43
"EG10806"	"pyrC"	2.49
"EG10807"	"pyrD"	1.68
"EG10808"	"pyrE"	2.72
"EG10809"	"pyrF"	1.57
"EG10810"	"pyrG"	1.53
"EG11539"	"pyrH"	1.53
"EG10811"	"pyrI"	1.77
"EG11279"	"pyrL"	0.15
"G6265"	"qmcA"	0.85
"EG11492"	"qorA"	1.17
"G7575"	"qseB"	"NA"
"EG12658"	"qseC"	0.8
"G7924"	"qseD"	0.24
"EG10812"	"queA"	1.05
"G6245"	"queC"	2.15
"G7431"	"queD"	2.47
"G7452"	"queF"	1.63
"EG10813"	"racC"	"NA"
"G6680"	"racR"	0.37
"EG11296"	"radA"	0.46
"EG11151"	"raiA"	1.91
"EG11083"	"rapA"	1.74
"EG12690"	"rarA"	0.54
"EG11466"	"rarD"	0.58
"EG11731"	"ravA"	0.72
"EG12223"	"rbbA"	0.4
"EG11178"	"rbfA"	1.53
"G7175"	"rbn"	1.55
"EG10814"	"rbsA"	0.39
"EG10815"	"rbsB"	1.18
"EG10816"	"rbsC"	0.44
"EG10817"	"rbsD"	0.14
"EG10818"	"rbsK"	0.91
"EG10819"	"rbsR"	0.4
"G7138"	"rcnA"	"NA"
"G7137"	"rcnR"	"NA"
"EG10820"	"rcsA"	"NA"
"EG10821"	"rcsB"	2.37
"EG10822"	"rcsC"	0.41
"EG12385"	"rcsD"	0.47
"EG11502"	"rcsF"	2.54
"G7530"	"rdgB"	1.31
"EG12158"	"rdgC"	2.25
"EG11831"	"rdoA"	0.29
"EG10823"	"recA"	2.54
"EG10824"	"recB"	0.25
"EG10825"	"recC"	0.33
"EG10826"	"recD"	0.41
"EG10827"	"recE"	"NA"
"EG10828"	"recF"	0.13
"EG10829"	"recG"	0.18
"EG10830"	"recJ"	0.46
"EG10831"	"recN"	0.79
"EG10832"	"recO"	0.07
"EG10833"	"recQ"	0.23
"EG10834"	"recR"	0.23
"EG11899"	"recT"	"NA"
"EG12080"	"recX"	"NA"
"EG10835"	"relA"	0.43
"EG10836"	"relB"	3.52
"EG11131"	"relE"	0.57
"EG11129"	"rem"	"NA"
"EG10837"	"rep"	0.58
"EG11351"	"rfaB"	0.34
"EG11189"	"rfaC"	0.37
"EG10838"	"rfaD"	1.75
"G7590"	"rfaE"	1.38
"EG12210"	"rfaF"	0.33
"EG11339"	"rfaG"	0.48
"EG10839"	"rfaH"	0.57
"EG11352"	"rfaI"	0.29
"EG11353"	"rfaJ"	0.54
"EG11424"	"rfaL"	0.73
"EG11340"	"rfaP"	0.35
"EG11341"	"rfaQ"	0.5
"EG11350"	"rfaS"	0.34
"EG11425"	"rfaY"	0.53
"EG11426"	"rfaZ"	0.48
"EG11978"	"rfbA"	1.16
"EG12412"	"rfbB"	1.25
"EG11979"	"rfbC"	0.72
"EG12411"	"rfbD"	0.94
"EG11980"	"rfbX"	0.31
"EG11982"	"rfc"	0.2
"EG10840"	"rfe"	0.46
"EG11456"	"rffA"	0.86
"EG11455"	"rffC"	0.15
"EG11452"	"rffD"	0.51
"EG11451"	"rffE"	0.61
"EG11453"	"rffG"	0.52
"EG11454"	"rffH"	0.35
"EG11458"	"rffM"	0.75
"G7800"	"rffT"	0.47
"EG11867"	"rhaA"	"NA"
"EG11868"	"rhaB"	"NA"
"EG11866"	"rhaD"	"NA"
"EG11865"	"rhaM"	"NA"
"EG10842"	"rhaR"	"NA"
"EG10843"	"rhaS"	"NA"
"EG11313"	"rhaT"	"NA"
"EG10844"	"rhlB"	1.11
"EG11235"	"rhlE"	1.16
"EG10845"	"rho"	2.17
"EG10846"	"rhsA"	"NA"
"EG10847"	"rhsB"	"NA"
"EG10848"	"rhsC"	"NA"
"EG10849"	"rhsD"	0.07
"EG12134"	"rhtA"	0.85
"EG11469"	"rhtB"	"NA"
"EG11468"	"rhtC"	0.64
"EG11331"	"ribA"	2
"EG10465"	"ribB"	1.79
"EG11406"	"ribC"	2.33
"EG11321"	"ribD"	0.43
"EG11322"	"ribE"	2.09
"EG11079"	"ribF"	0.26
"G6358"	"rihA"	2.43
"EG12030"	"rihB"	"NA"
"EG11082"	"rihC"	2.04
"EG10850"	"rimI"	0.51
"EG10851"	"rimJ"	0.55
"EG10852"	"rimK"	0.14
"EG10853"	"rimL"	"NA"
"EG11153"	"rimM"	0.08
"G7698"	"rimN"	1.17
"G6435"	"rimO"	3.07
"EG11179"	"rimP"	0.74
"EG12207"	"rlmA"	1.81
"G7845"	"rlmB"	1.72
"EG11507"	"rlmE"	0.44
"G6416"	"rlmF"	1.38
"G7603"	"rlmG"	1.5
"EG11254"	"rlmH"	0.36
"G6501"	"rlmI"	1.9
"G6488"	"rlmL"	1.17
"EG11794"	"rlmM"	1.19
"EG12401"	"rlmN"	1.36
"EG10854"	"rlpA"	0.81
"EG12609"	"rluA"	0.25
"EG12433"	"rluB"	2.19
"EG11118"	"rluC"	1.19
"EG12098"	"rluD"	1.77
"G6581"	"rluE"	1.05
"EG11921"	"rluF"	0.97
"EG50004"	"rmf"	"NA"
"EG11472"	"rmuC"	0.36
"EG10856"	"rna"	2.1
"EG11620"	"rnb"	1.71
"EG10857"	"rnc"	1.01
"EG10858"	"rnd"	1.14
"EG10859"	"rne"	1.21
"EG11299"	"rng"	0.39
"EG10860"	"rnhA"	1.43
"EG10861"	"rnhB"	0.42
"G6337"	"rnk"	3.07
"G7365"	"rnlA"	0.75
"EG10862"	"rnpA"	0.11
"EG11259"	"rnr"	1.05
"EG11547"	"rnt"	1.77
"EG11366"	"rob"	0.93
"EG10015"	"rodZ"	0.79
"G6097"	"rof"	1.03
"M004"	"rpe"	1.1
"EG10863"	"rph"	1.81
"EG11443"	"rpiA"	1.76
"EG11827"	"rpiB"	"NA"
"G7821"	"rpiR"	0.94
"EG10864"	"rplA"	1.35
"EG10865"	"rplB"	0.95
"EG10866"	"rplC"	0.9
"EG10867"	"rplD"	0.91
"EG10868"	"rplE"	0.69
"EG10869"	"rplF"	0.81
"EG10870"	"rplI"	1.7
"EG10871"	"rplJ"	0.75
"EG10872"	"rplK"	1.38
"EG10873"	"rplL"	2.96
"EG10874"	"rplM"	1.19
"EG10875"	"rplN"	0.68
"EG10876"	"rplO"	0.8
"EG10877"	"rplP"	1.13
"EG10878"	"rplQ"	1.12
"EG10879"	"rplR"	0.79
"EG10880"	"rplS"	2.23
"EG10881"	"rplT"	1.19
"EG50001"	"rplU"	1.62
"EG10882"	"rplV"	0.94
"EG10883"	"rplW"	0.87
"EG10884"	"rplX"	0.51
"EG10885"	"rplY"	3.16
"EG50002"	"rpmA"	1.73
"EG10886"	"rpmB"	2.09
"EG10887"	"rpmC"	1.01
"EG10888"	"rpmD"	0.76
"EG10889"	"rpmE"	2.75
"EG10890"	"rpmF"	2.74
"EG10891"	"rpmG"	1.56
"EG10892"	"rpmH"	2.16
"EG11231"	"rpmI"	1.71
"EG11232"	"rpmJ"	0.69
"EG10893"	"rpoA"	0.31
"EG10894"	"rpoB"	0.83
"EG10895"	"rpoC"	0.81
"EG10896"	"rpoD"	1.69
"EG11897"	"rpoE"	0.33
"EG10897"	"rpoH"	0.91
"EG10898"	"rpoN"	0.25
"EG10510"	"rpoS"	0.71
"EG10899"	"rpoZ"	2.53
"G7459"	"rppH"	0.31
"EG10900"	"rpsA"	1.56
"EG10901"	"rpsB"	1.93
"EG10902"	"rpsC"	0.92
"EG10903"	"rpsD"	0.98
"EG10904"	"rpsE"	0.74
"EG10905"	"rpsF"	1.84
"EG10906"	"rpsG"	1.47
"EG10907"	"rpsH"	0.8
"EG10908"	"rpsI"	1.46
"EG10909"	"rpsJ"	1.11
"EG10910"	"rpsK"	0.88
"EG10911"	"rpsL"	1.24
"EG10912"	"rpsM"	0.75
"EG10913"	"rpsN"	0.99
"EG10914"	"rpsO"	2.15
"EG10915"	"rpsP"	2.28
"EG10916"	"rpsQ"	0.8
"EG10917"	"rpsR"	2.34
"EG10918"	"rpsS"	0.91
"EG10919"	"rpsT"	1.64
"EG10920"	"rpsU"	3.03
"EG11879"	"rraA"	0.84
"G7885"	"rraB"	2.58
"EG11738"	"rsd"	0.42
"EG12341"	"rseA"	0.6
"G7348"	"rseB"	0.41
"G7347"	"rseC"	0.32
"EG12436"	"rseP"	0.14
"G7841"	"rsgA"	0.68
"EG10523"	"rsmA"	1.37
"EG12163"	"rsmB"	1.18
"G7950"	"rsmC"	1.69
"EG10343"	"rsmD"	1.41
"EG12366"	"rsmE"	0.95
"G7008"	"rsmF"	1.19
"EG10376"	"rsmG"	1.62
"EG11085"	"rsmH"	0.41
"G7641"	"rsmI"	1.6
"G6839"	"rspA"	"NA"
"G6838"	"rspB"	"NA"
"EG12120"	"rssA"	0.61
"EG12121"	"rssB"	0.51
"G6864"	"rstA"	0.98
"EG11233"	"rstB"	0.48
"EG12044"	"rsuA"	1.65
"G6871"	"rsxA"	0.39
"G6872"	"rsxB"	0.51
"G6873"	"rsxC"	0.66
"G6874"	"rsxD"	0.51
"G6876"	"rsxE"	0.66
"G6875"	"rsxG"	0.54
"G7750"	"rtcA"	0.26
"G7751"	"rtcB"	0.7
"EG12356"	"rtcR"	"NA"
"G7148"	"rtn"	0.42
"EG11247"	"rumA"	0.83
"G6449"	"rumB"	0.46
"G6306"	"rusA"	"NA"
"G6523"	"rutA"	"NA"
"G6522"	"rutB"	"NA"
"G6521"	"rutC"	"NA"
"G6520"	"rutD"	"NA"
"G6519"	"rutE"	"NA"
"G6518"	"rutF"	"NA"
"G6517"	"rutG"	"NA"
"EG12301"	"rutR"	0.77
"RUVA"	"ruvA"	0.94
"RUVB"	"ruvB"	0.81
"EG10925"	"ruvC"	0.13
"G6311"	"rzpD"	"NA"
"EG11302"	"rzpQ"	"NA"
"G6811"	"sad"	1.41
"G6790"	"safA"	"NA"
"EG12025"	"sanA"	0.35
"G2002"	"sapA"	0.81
"G2001"	"sapB"	0.41
"G2000"	"sapC"	0.49
"EG12304"	"sapD"	0.51
"EG12305"	"sapF"	0.68
"EG10926"	"sbcB"	1.31
"EG10927"	"sbcC"	0.55
"EG11094"	"sbcD"	0.77
"EG10928"	"sbmA"	0.46
"EG11892"	"sbmC"	"NA"
"EG10929"	"sbp"	"NA"
"EG11444"	"scpA"	"NA"
"G7516"	"scpB"	"NA"
"G7517"	"scpC"	"NA"
"EG10930"	"sdaA"	1.83
"EG11623"	"sdaB"	1.17
"EG12142"	"sdaC"	1.11
"EG10931"	"sdhA"	1.11
"EG10932"	"sdhB"	1.49
"EG10933"	"sdhC"	1.37
"EG10934"	"sdhD"	0.79
"EG10935"	"sdiA"	0.88
"EG10936"	"secA"	1.4
"EG10937"	"secB"	2.42
"EG10938"	"secD"	0.43
"EG10939"	"secE"	0.64
"EG10940"	"secF"	0.48
"EG12095"	"secG"	0.27
"EG11087"	"secM"	0.22
"EG10766"	"secY"	0.07
"EG10941"	"selA"	0.8
"EG10942"	"selB"	1.13
"EG10943"	"selD"	1.41
"EG11768"	"selU"	1.19
"EG12197"	"seqA"	1.25
"EG10944"	"serA"	1.94
"EG10945"	"serB"	0.61
"EG10946"	"serC"	1.59
"EG10947"	"serS"	2.04
"EG11754"	"setA"	0.23
"EG12034"	"setB"	"NA"
"EG11687"	"setC"	"NA"
"G6290"	"sfmA"	"NA"
"G6291"	"sfmC"	"NA"
"G6292"	"sfmD"	"NA"
"EG12388"	"sfmF"	"NA"
"G6293"	"sfmH"	"NA"
"EG10949"	"sfsA"	0.53
"EG10656"	"sfsB"	"NA"
"EG12554"	"sgcA"	"NA"
"G0-10241"	"sgcB"	"NA"
"EG12556"	"sgcC"	"NA"
"G7914"	"sgcE"	"NA"
"G7915"	"sgcQ"	"NA"
"G7913"	"sgcR"	"NA"
"EG12557"	"sgcX"	"NA"
"EG12094"	"sgrR"	0.89
"G0-10617"	"sgrT"	"NA"
"G7067"	"shiA"	0.7
"G0-10634"	"shoB"	0.01
"EG12154"	"sieB"	"NA"
"EG12216"	"sirA"	1.51
"G7211"	"sixA"	0.83
"EG10455"	"skp"	1.88
"EG11191"	"slmA"	0.82
"EG11890"	"slp"	"NA"
"EG10950"	"slt"	0.93
"G6882"	"slyA"	1.39
"G6881"	"slyB"	2.04
"EG11663"	"slyD"	2.37
"EG11664"	"slyX"	1.54
"EG11604"	"smf"	0.05
"EG11605"	"smg"	0.12
"EG11782"	"smpB"	3.25
"EG12167"	"smtA"	0.24
"EG10953"	"sodA"	3.35
"EG10954"	"sodB"	3.41
"G6886"	"sodC"	"NA"
"EG10955"	"sohA"	1.17
"EG10956"	"sohB"	1.44
"G6556"	"solA"	1.82
"EG10957"	"soxR"	"NA"
"EG10958"	"soxS"	3.11
"EG10959"	"speA"	1.48
"EG10960"	"speB"	2.78
"EG10961"	"speC"	1.34
"EG10962"	"speD"	1.67
"EG10963"	"speE"	1.24
"EG10964"	"speF"	"NA"
"G6842"	"speG"	1.8
"EG10966"	"spoT"	0.12
"EG10968"	"sppA"	0.79
"G7147"	"spr"	0.7
"G6939"	"spy"	"NA"
"EG11508"	"sra"	"NA"
"G8210"	"srlA"	"NA"
"EG10970"	"srlB"	"NA"
"EG10971"	"srlD"	"NA"
"EG10969"	"srlE"	"NA"
"EG10974"	"srlR"	0.73
"EG10975"	"srmB"	1.55
"EG10976"	"ssb"	2.79
"EG11600"	"sseA"	1.52
"EG11601"	"sseB"	1.22
"G7498"	"ssnA"	"NA"
"EG10977"	"sspA"	1.42
"EG10978"	"sspB"	0.36
"EG12732"	"sstT"	0.95
"G6478"	"ssuA"	"NA"
"EG12358"	"ssuB"	"NA"
"G6476"	"ssuC"	"NA"
"G6477"	"ssuD"	"NA"
"G6479"	"ssuE"	"NA"
"G6695"	"stfR"	"NA"
"EG11428"	"sthA"	0.87
"EG11554"	"stpA"	3.28
"EG10979"	"sucA"	0.84
"EG10980"	"sucB"	1.99
"EG10981"	"sucC"	1.46
"EG10982"	"sucD"	1.8
"EG11378"	"sufA"	"NA"
"G6909"	"sufB"	0.6
"G6908"	"sufC"	"NA"
"G6907"	"sufD"	0.62
"G6905"	"sufE"	"NA"
"G6906"	"sufS"	0.67
"EG11616"	"sugE"	0.16
"EG10983"	"suhB"	2.22
"EG10984"	"sulA"	1.35
"EG10985"	"surA"	1.09
"EG11817"	"surE"	0.26
"G6494"	"sxy"	"NA"
"G7451"	"syd"	1.67
"G7940"	"symE"	"NA"
"G7883"	"tabA"	2.29
"EG11372"	"tadA"	0.72
"EG10986"	"tag"	1.11
"EG11797"	"talA"	"NA"
"EG11556"	"talB"	2.53
"G6806"	"tam"	"NA"
"EG10987"	"tap"	"NA"
"EG10988"	"tar"	"NA"
"G7462"	"tas"	1.43
"G7806"	"tatA"	1.4
"G7808"	"tatB"	0.29
"EG11479"	"tatC"	0.39
"EG11481"	"tatD"	0.63
"EG11305"	"tatE"	1.87
"G6217"	"tauA"	"NA"
"G6218"	"tauB"	"NA"
"G6219"	"tauC"	"NA"
"EG12423"	"tauD"	"NA"
"EG10989"	"tdcA"	"NA"
"EG10990"	"tdcB"	"NA"
"EG10991"	"tdcC"	0.78
"EG11172"	"tdcD"	"NA"
"G7627"	"tdcE"	1.37
"G7626"	"tdcF"	"NA"
"G7624"	"tdcG"	0.22
"EG10992"	"tdcR"	"NA"
"EG10993"	"tdh"	1.33
"EG10994"	"tdk"	1.58
"EG11883"	"tehA"	0.62
"EG11884"	"tehB"	2.56
"EG11542"	"tesA"	1.25
"EG10995"	"tesB"	1.8
"EG11120"	"tfaE"	"NA"
"EG10996"	"tgt"	1.2
"EG11589"	"thiB"	0.52
"EG11585"	"thiC"	"NA"
"G7135"	"thiD"	"NA"
"EG11586"	"thiE"	"NA"
"EG11587"	"thiF"	"NA"
"EG11589"	"thiG"	"NA"
"EG11590"	"thiH"	"NA"
"G6238"	"thiI"	1.96
"G6566"	"thiK"	0.08
"G6234"	"thiL"	0.45
"M007"	"thiM"	"NA"
"EG11573"	"thiP"	0.19
"EG11572"	"thiQ"	0.5
"G1"	"thiS"	"NA"
"EG10998"	"thrA"	0.98
"EG10999"	"thrB"	0.63
"EG11000"	"thrC"	1.4
"EG11277"	"thrL"	0.82
"EG11001"	"thrS"	1.26
"EG11002"	"thyA"	1.46
"EG11003"	"tig"	2.72
"G6096"	"tilS"	0.98
"G0-9962"	"tisB"	0.02
"EG11427"	"tktA"	2.02
"EG12100"	"tktB"	1.1
"G7689"	"tldD"	1.33
"G7297"	"tmcA"	0.17
"EG12302"	"tmk"	0.88
"EG11005"	"tnaA"	"NA"
"EG11006"	"tnaB"	"NA"
"EG11276"	"tnaC"	"NA"
"EG11007"	"tolA"	0.32
"EG11008"	"tolB"	0.72
"EG11009"	"tolC"	2.02
"EG11010"	"tolQ"	0.75
"EG11011"	"tolR"	0.41
