Object ID	Display Name	Synonyms
EG11186_TRANSLATION	yiaA translation	['yiaA translation', 'b3562 translation', 'ECK3551 translation']
EG11538_TRANSLATION	yfiC translation	['yfiC translation', 'trmM translation', 'b2575 translation', 'ECK2573 translation']
EG11196_TRANSLATION	yidB translation	['yidB translation', 'b3698 translation', 'ECK3690 translation']
G6262_TRANSLATION	ybaT translation	['ybaT translation', 'b0486 translation', 'ECK0480 translation']
EG12146_TRANSLATION	rapZ translation	['rapZ translation', 'yhbJ translation', 'b3205 translation', 'ECK3194 translation']
EG10997_TRANSLATION	mnmE translation	['mnmE translation', 'trmE translation', 'thdF translation', 'b3706 translation', 'ECK3699 translation']
EG10344_TRANSLATION	ftsW translation	['ftsW translation', 'b0089 translation', 'ECK0090 translation']
EG11108_TRANSLATION	ybgA translation	['ybgA translation', 'tkp translation', 'b0707 translation', 'ECK0696 translation']
G6873_TRANSLATION	rsxC translation	['rsxC translation', 'ydgN translation', 'b1629 translation', 'ECK1625 translation']
G6093_TRANSLATION	bamA translation	['bamA translation', 'yzzY translation', 'yzzN translation', 'ecfK translation', 'yaeT translation', 'b0177 translation', 'ECK0176 translation']
G7422_TRANSLATION	truD translation	['truD translation', 'ygbO translation', 'b2745 translation', 'ECK2740 translation']
G7835_TRANSLATION	yjeJ translation	['yjeJ translation', 'b4145 translation', 'ECK4139 translation']
EG12853_TRANSLATION	abgT translation	['abgT translation', 'ydaH translation', 'b1336 translation', 'ECK1332 translation']
EG11730_TRANSLATION	viaA translation	['viaA translation', 'yieD translation', 'yieD_1 translation', 'yieD_2 translation', 'yieM translation', 'b3745 translation', 'ECK3739 translation']
G6416_TRANSLATION	rlmF translation	['rlmF translation', 'ybiN translation', 'b0807 translation', 'ECK0796 translation']
EG11376_TRANSLATION	ftsP translation	['ftsP translation', 'sui translation', 'sufI translation', 'b3017 translation', 'ECK3008 translation']
G7681_TRANSLATION	yhcB translation	['yhcB translation', 'b3233 translation', 'ECK3222 translation']
G6603_TRANSLATION	bluF translation	['bluF translation', 'ycgF translation', 'b1163 translation', 'ECK1150 translation']
EG11914_TRANSLATION	eptC translation	['eptC translation', 'yijP translation', 'b3955 translation', 'ECK3946 translation']
EG12207_TRANSLATION	rlmA translation	['rlmA translation', 'rrmA translation', 'yebH translation', 'b1822 translation', 'ECK1820 translation']
G7550_TRANSLATION	yghR translation	['yghR translation', 'b2984 translation', 'ECK2978 translation']
EG12504_TRANSLATION	cycA translation	['cycA translation', 'ytfD translation', 'dagA translation', 'b4208 translation', 'ECK4204 translation']
EG10984_TRANSLATION	sulA translation	['sulA translation', 'sfiA translation', 'suf translation', 'b0958 translation', 'ECK0949 translation']
EG11372_TRANSLATION	tadA translation	['tadA translation', 'yfhC translation', 'b2559 translation', 'ECK2557 translation']
EG10340_TRANSLATION	ftsE translation	['ftsE translation', 'b3463 translation', 'ECK3447 translation']
G7417_TRANSLATION	ygbJ translation	['ygbJ translation', 'b2736 translation', 'ECK2731 translation']
G0-10699_TRANSLATION	sdsN translation	['sdsN translation', 'b4719 translation', 'ECK4576 translation']
G7028_TRANSLATION	flhB translation	['flhB translation', 'yecQ translation', 'flaG translation', 'b1880 translation', 'ECK1881 translation']
EG10943_TRANSLATION	selD translation	['selD translation', 'fdhB translation', 'b1764 translation', 'ECK1762 translation']
G7188_TRANSLATION	yfbU translation	['yfbU translation', 'b2294 translation', 'ECK2288 translation']
EG12232_TRANSLATION	dtpB translation	['dtpB translation', 'yhiP translation', 'b3496 translation', 'ECK3481 translation']
G6925_TRANSLATION	ydiV translation	['ydiV translation', 'rflP translation', 'b1707 translation', 'ECK1705 translation']
G7845_TRANSLATION	rlmB translation	['rlmB translation', 'yjfH translation', 'b4180 translation', 'ECK4176 translation']
EG12371_TRANSLATION	nlpI translation	['nlpI translation', 'yhbM translation', 'b3163 translation', 'ECK3151 translation']
G6996_TRANSLATION	pdeD translation	['pdeD translation', 'yoaD translation', 'b1815 translation', 'ECK1813 translation']
EG12866_TRANSLATION	proQ translation	['proQ translation', 'yoeC translation', 'yobE translation', 'yebJ translation', 'b1831 translation', 'ECK1830 translation']
EG10145_TRANSLATION	creD translation	['creD translation', 'refII translation', 'cet translation', 'ref translation', 'b4400 translation', 'ECK4392 translation']
G7297_TRANSLATION	tmcA translation	['tmcA translation', 'ypfI translation', 'b2474 translation', 'ECK2470 translation']
G6888_TRANSLATION	ydhL translation	['ydhL translation', 'b1648 translation', 'ECK1644 translation']
EG11961_TRANSLATION	lldP translation	['lldP translation', 'lct translation', 'lctP translation', 'b3603 translation', 'ECK3593 translation']
G6874_TRANSLATION	rsxD translation	['rsxD translation', 'ydgO translation', 'b1630 translation', 'ECK1626 translation']
G6238_TRANSLATION	thiI translation	['thiI translation', 'nuvA translation', 'nuvC translation', 'yajK translation', 'b0423 translation', 'ECK0417 translation']
EG11203_TRANSLATION	yihA translation	['yihA translation', 'engB translation', 'b3865 translation', 'ECK3857 translation']
G6568_TRANSLATION	ycfP translation	['ycfP translation', 'b1108 translation', 'ECK1094 translation']
G6871_TRANSLATION	rsxA translation	['rsxA translation', 'ydgL translation', 'b1627 translation', 'ECK1623 translation']
EG12017_TRANSLATION	yohD translation	['yohD translation', 'b2136 translation', 'ECK2129 translation']
EG12098_TRANSLATION	rluD translation	['rluD translation', 'yfiI translation', 'sfhB translation', 'yfil translation', 'b2594 translation', 'ECK2592 translation']
G6433_TRANSLATION	pdeI translation	['pdeI translation', 'yliE translation', 'b0833 translation', 'ECK0823 translation']
EG11753_TRANSLATION	chaA translation	['chaA translation', 'b1216 translation', 'ECK1210 translation']
EG11256_TRANSLATION	iraP translation	['iraP translation', 'yaiB translation', 'b0382 translation', 'ECK0377 translation']
EG11311_TRANSLATION	dusB translation	['dusB translation', 'yhdG translation', 'b3260 translation', 'ECK3247 translation']
G7680_TRANSLATION	zapE translation	['zapE translation', 'yhcM translation', 'b3232 translation', 'ECK3221 translation']
G6240_TRANSLATION	yajQ translation	['yajQ translation', 'b0426 translation', 'ECK0420 translation']
EG11798_TRANSLATION	hofC translation	['hofC translation', 'yacD translation', 'hopC translation', 'b0106 translation', 'ECK0105 translation']
EG10812_TRANSLATION	queA translation	['queA translation', 'tsaA translation', 'b0405 translation', 'ECK0399 translation']
G0-10647_TRANSLATION	ypdK translation	['ypdK translation', 'b4680 translation', 'ECK4495 translation']
EG11612_TRANSLATION	proP translation	['proP translation', 'b4111 translation', 'ECK4104 translation']
G7714_TRANSLATION	tusD translation	['tusD translation', 'yheN translation', 'b3345 translation', 'ECK3332 translation']
EG11086_TRANSLATION	ftsL translation	['ftsL translation', 'mraR translation', 'yabD translation', 'b0083 translation', 'ECK0084 translation']
EG12704_TRANSLATION	yggM translation	['yggM translation', 'b2956 translation', 'ECK2951 translation']
G7618_TRANSLATION	yhaI translation	['yhaI translation', 'b3104 translation', 'ECK3095 translation']
G7021_TRANSLATION	cmoB translation	['cmoB translation', 'yecP translation', 'b1871 translation', 'ECK1872 translation']
EG12262_TRANSLATION	yhjR translation	['yhjR translation', 'b3535 translation', 'ECK3520 translation']
EG11330_TRANSLATION	gabP translation	['gabP translation', 'b2663 translation', 'ECK2657 translation']
G6096_TRANSLATION	tilS translation	['tilS translation', 'yaeN translation', 'mesJ translation', 'b0188 translation', 'ECK0187 translation']
EG10597_TRANSLATION	minD translation	['minD translation', 'minB translation', 'b1175 translation', 'ECK1163 translation']
EG11938_TRANSLATION	pdeC translation	['pdeC translation', 'yjcC translation', 'b4061 translation', 'ECK4053 translation']
EG11011_TRANSLATION	tolR translation	['tolR translation', 'b0738 translation', 'ECK0727 translation']
EG11932_TRANSLATION	dusA translation	['dusA translation', 'yjbN translation', 'b4049 translation', 'ECK4041 translation']
EG11780_TRANSLATION	ydeK translation	['ydeK translation', 'orfT translation', 'yneO translation', 'b4696 translation', 'b1510 translation', 'ECK1503 translation']
EG11006_TRANSLATION	tnaB translation	['tnaB translation', 'tnaP translation', 'trpP translation', 'b3709 translation', 'ECK3702 translation']
EG11247_TRANSLATION	rlmD translation	['rlmD translation', 'ygcA translation', 'rumA translation', 'b2785 translation', 'ECK2779 translation']
EG12450_TRANSLATION	norW translation	['norW translation', 'ygaL translation', 'ygbD translation', 'b2711 translation', 'ECK2706 translation']
EG11524_TRANSLATION	ybfD translation	['ybfD translation', 'b0706 translation', 'ECK0695 translation']
G7409_TRANSLATION	pncC translation	['pncC translation', 'ygaD translation', 'b2700 translation', 'ECK2695 translation']
EG10658_TRANSLATION	bamC translation	['bamC translation', 'dapX translation', 'nlpB translation', 'b2477 translation', 'ECK2473 translation']
EG10523_TRANSLATION	rsmA translation	['rsmA translation', 'ksgA translation', 'b0051 translation', 'ECK0052 translation']
EG11184_TRANSLATION	yhhA translation	['yhhA translation', 'b3448 translation', 'ECK3432 translation']
EG10406_TRANSLATION	gltS translation	['gltS translation', 'gltC translation', 'b3653 translation', 'ECK3643 translation']
EG12192_TRANSLATION	nadK translation	['nadK translation', 'yfjE translation', 'yfjB translation', 'b2615 translation', 'ECK2611 translation']
G7698_TRANSLATION	tsaC translation	['tsaC translation', 'yrdC translation', 'rimN translation', 'b3282 translation', 'ECK3269 translation']
EG11492_TRANSLATION	qorA translation	['qorA translation', 'hzc translation', 'hcz translation', 'qor translation', 'b4051 translation', 'ECK4043 translation']
EG11084_TRANSLATION	mraZ translation	['mraZ translation', 'yabB translation', 'b0081 translation', 'ECK0082 translation']
EG10742_TRANSLATION	pncB translation	['pncB translation', 'b0931 translation', 'ECK0922 translation']
EG11739_TRANSLATION	nfrB translation	['nfrB translation', 'b0569 translation', 'ECK0561 translation']
G6991_TRANSLATION	tsaB translation	['tsaB translation', 'yeaZ translation', 'b1807 translation', 'ECK1805 translation']
G7941_TRANSLATION	yjiX translation	['yjiX translation', 'b4353 translation', 'ECK4343 translation']
EG10352_TRANSLATION	fucP translation	['fucP translation', 'b2801 translation', 'ECK2796 translation']
EG10630_TRANSLATION	nadA translation	['nadA translation', 'nicA translation', 'b0750 translation', 'ECK0739 translation']
EG12609_TRANSLATION	rluA translation	['rluA translation', 'yabO translation', 'b0058 translation', 'ECK0059 translation']
G7023_TRANSLATION	torY translation	['torY translation', 'yecK translation', 'b1873 translation', 'ECK1874 translation']
G7825_TRANSLATION	yjdF translation	['yjdF translation', 'b4121 translation', 'ECK4114 translation']
G7961_TRANSLATION	feaB translation	['feaB translation', 'ydbG translation', 'padA translation', 'b1385 translation', 'ECK1382 translation']
G6361_TRANSLATION	ybeX translation	['ybeX translation', 'b0658 translation', 'ECK0650 translation']
EG11794_TRANSLATION	rlmM translation	['rlmM translation', 'ygdE translation', 'b2806 translation', 'ECK2801 translation']
G7650_TRANSLATION	yhbS translation	['yhbS translation', 'b3156 translation', 'ECK3144 translation']
G7465_TRANSLATION	yqeG translation	['yqeG translation', 'b2845 translation', 'ECK2843 translation']
EG11546_TRANSLATION	nadC translation	['nadC translation', 'b0109 translation', 'ECK0108 translation']
EG11118_TRANSLATION	rluC translation	['rluC translation', 'yceC translation', 'b1086 translation', 'ECK1071 translation']
G6922_TRANSLATION	ydiS translation	['ydiS translation', 'b1699 translation', 'ECK1697 translation']
G7524_TRANSLATION	yqgE translation	['yqgE translation', 'b2948 translation', 'ECK2943 translation']
EG11135_TRANSLATION	pncA translation	['pncA translation', 'nam translation', 'ydjB translation', 'b1768 translation', 'ECK1766 translation']
EG12217_TRANSLATION	yhhQ translation	['yhhQ translation', 'b3471 translation', 'ECK3455 translation']
EG10375_TRANSLATION	mnmG translation	['mnmG translation', 'gidA translation', 'trmF translation', 'b3741 translation', 'ECK3734 translation']
G7384_TRANSLATION	ypjB translation	['ypjB translation', 'b2649 translation', 'ECK2646 translation']
G7004_TRANSLATION	yebQ translation	['yebQ translation', 'b1828 translation', 'ECK1827 translation']
EG10631_TRANSLATION	nadB translation	['nadB translation', 'nic translation', 'nicB translation', 'b2574 translation', 'ECK2572 translation']
G7456_TRANSLATION	tcdA translation	['tcdA translation', 'ygdL translation', 'csdL translation', 'b2812 translation', 'ECK2808 translation']
EG12697_TRANSLATION	fldB translation	['fldB translation', 'b2895 translation', 'ECK2890 translation']
G7165_TRANSLATION	ais translation	['ais translation', 'b2252 translation', 'ECK2245 translation']
G6350_TRANSLATION	nadD translation	['nadD translation', 'ybeN translation', 'fusB translation', 'b0639 translation', 'ECK0632 translation']
G7113_TRANSLATION	mdtA translation	['mdtA translation', 'yegM translation', 'b2074 translation', 'ECK2070 translation']
G6581_TRANSLATION	rluE translation	['rluE translation', 'ymfC translation', 'b1135 translation', 'ECK1121 translation']
G6981_TRANSLATION	yeaQ translation	['yeaQ translation', 'b1795 translation', 'ECK1793 translation']
G6744_TRANSLATION	ydcO translation	['ydcO translation', 'b1433 translation', 'ECK1427 translation']
EG10663_TRANSLATION	nadE translation	['nadE translation', 'efg translation', 'ntrL translation', 'b1740 translation', 'ECK1738 translation']
EG12366_TRANSLATION	rsmE translation	['rsmE translation', 'yggJ translation', 'b2946 translation', 'ECK2941 translation']
EG12062_TRANSLATION	napH translation	['napH translation', 'yejZ translation', 'b2204 translation', 'ECK2196 translation']
G6865_TRANSLATION	ydgA translation	['ydgA translation', 'b1614 translation', 'ECK1609 translation']
G6209_TRANSLATION	frmR translation	['frmR translation', 'yaiN translation', 'b0357 translation', 'ECK0354 translation']
EG10169_TRANSLATION	cvpA translation	['cvpA translation', 'dedE translation', 'b2313 translation', 'ECK2307 translation']
EG11757_TRANSLATION	tsaE translation	['tsaE translation', 'yjeE translation', 'b4168 translation', 'ECK4164 translation']
G6540_TRANSLATION	ycdX translation	['ycdX translation', 'b1034 translation', 'ECK1020 translation']
G6233_TRANSLATION	proY translation	['proY translation', 'yajM translation', 'b0402 translation', 'ECK0396 translation']
G7135_TRANSLATION	thiD translation	['thiD translation', 'thiN translation', 'thiA translation', 'thiJ translation', 'b2103 translation', 'ECK2096 translation']
EG11022_TRANSLATION	trmA translation	['trmA translation', 'rT translation', 'b3965 translation', 'ECK3957 translation']
EG10334_TRANSLATION	fre translation	['fre translation', 'fadI translation', 'flrD translation', 'fsrC translation', 'b3844 translation', 'ECK3836 translation']
G6405_TRANSLATION	ybhN translation	['ybhN translation', 'b0788 translation', 'ECK0777 translation']
G1_TRANSLATION	thiS translation	['thiS translation', 'thiG1 translation', 'b4407 translation', 'ECK3983 translation']
EG12442_TRANSLATION	yfjD translation	['yfjD translation', 'b2612 (obsolete) translation', 'ypjE translation', 'b2613 (obsolete) translation', 'b4461 translation', 'ECK2609 translation']
G7431_TRANSLATION	queD translation	['queD translation', 'ygcM translation', 'sscR translation', 'b2765 translation', 'ECK2760 translation']
G6180_TRANSLATION	ykgH translation	['ykgH translation', 'b0310 translation', 'ECK0308 translation']
EG12754_TRANSLATION	yhaO translation	['yhaO translation', 'dlsT translation', 'cutP translation', 'b3110 translation', 'ECK3100 translation']
EG11587_TRANSLATION	thiF translation	['thiF translation', 'thiA translation', 'b3992 translation', 'ECK3984 translation']
G6449_TRANSLATION	rlmC translation	['rlmC translation', 'ybjF translation', 'rumB translation', 'b0859 translation', 'ECK0850 translation']
G7413_TRANSLATION	norV translation	['norV translation', 'ygaJ translation', 'ygaI translation', 'ygaK translation', 'b2710 translation', 'ECK2705 translation']
G0-10593_TRANSLATION	ydgU translation	['ydgU translation', 'b4601 translation', 'ECK4410 translation']
EG11574_TRANSLATION	tbpA translation	['tbpA translation', 'yabL translation', 'sfuA translation', 'thiB translation', 'b0068 translation', 'ECK0069 translation']
EG11499_TRANSLATION	yhbE translation	['yhbE translation', 'b3184 translation', 'ECK3173 translation']
EG12216_TRANSLATION	tusA translation	['tusA translation', 'yhhP translation', 'sirA translation', 'b3470 translation', 'ECK3454 translation']
EG12375_TRANSLATION	ycaI translation	['ycaI translation', 'b0913 translation', 'ECK0904 translation']
G0-8895_TRANSLATION	tff translation	['tff translation', 't44 translation', 'b4414 translation', 'ECK0167 translation']
EG12462_TRANSLATION	adiC translation	['adiC translation', 'yjdD translation', 'yjdE translation', 'b4115 translation', 'ECK4108 translation']
M007_TRANSLATION	thiM translation	['thiM translation', 'b2104 translation', 'ECK2097 translation']
EG11503_TRANSLATION	trmO translation	['trmO translation', 'tsaA translation', 'yaeB translation', 'b0195 translation', 'ECK0195 translation']
G6923_TRANSLATION	ydiT translation	['ydiT translation', 'b1700 translation', 'ECK1698 translation']
EG12212_TRANSLATION	yhhL translation	['yhhL translation', 'b3466 translation', 'ECK3450 translation']
G6246_TRANSLATION	cof translation	['cof translation', 'b0446 translation', 'ECK0440 translation']
EG11123_TRANSLATION	yciC translation	['yciC translation', 'b1255 translation', 'ECK1249 translation']
EG10967_TRANSLATION	trmH translation	['trmH translation', 'spoU translation', 'b3651 translation', 'ECK3641 translation']
EG11935_TRANSLATION	yjbQ translation	['yjbQ translation', 'b4056 translation', 'ECK4048 translation']
EG11952_TRANSLATION	mdtP translation	['mdtP translation', 'yjcP translation', 'sdsP translation', 'b4080 translation', 'ECK4073 translation']
G6234_TRANSLATION	thiL translation	['thiL translation', 'thiJ translation', 'b0417 translation', 'ECK0411 translation']
G7950_TRANSLATION	rsmC translation	['rsmC translation', 'yjjT translation', 'b4371 translation', 'ECK4362 translation']
EG12064_TRANSLATION	napG translation	['napG translation', 'yojA translation', 'yojB translation', 'b2205 translation', 'ECK2197 translation']
EG11722_TRANSLATION	yieE translation	['yieE translation', 'b3712 translation', 'ECK3705 translation']
EG11589_TRANSLATION	thiG translation	['thiG translation', 'thiB translation', 'b3991 translation', 'ECK3982 translation']
G7352_TRANSLATION	bamD translation	['bamD translation', 'ecfD translation', 'yfiO translation', 'b2595 translation', 'ECK2593 translation']
G7325_TRANSLATION	iscS translation	['iscS translation', 'nuvC translation', 'yzzO translation', 'yfhO translation', 'b2530 translation', 'ECK2527 translation']
EG11515_TRANSLATION	yhcA translation	['yhcA translation', 'b3215 translation', 'ECK3205 translation']
EG11727_TRANSLATION	cbrC translation	['cbrC translation', 'yieJ translation', 'b3717 translation', 'ECK3710 translation']
EG11720_TRANSLATION	mdtL translation	['mdtL translation', 'yidY translation', 'b3710 translation', 'ECK3703 translation']
EG11585_TRANSLATION	thiC translation	['thiC translation', 'b3994 translation', 'ECK3986 translation']
G6245_TRANSLATION	queC translation	['queC translation', 'ybaX translation', 'b0444 translation', 'ECK0438 translation']
EG11328_TRANSLATION	fdx translation	['fdx translation', 'b2525 translation', 'ECK2522 translation']
EG11173_TRANSLATION	yhaB translation	['yhaB translation', 'b3120 translation', 'ECK3109 translation']
EG11572_TRANSLATION	thiQ translation	['thiQ translation', 'sfuC translation', 'yabJ translation', 'b0066 translation', 'ECK0067 translation']
G0-9981_TRANSLATION	dinQ translation	['dinQ translation', 'b4613 translation', 'ECK4422 translation']
EG12163_TRANSLATION	rsmB translation	['rsmB translation', 'yhdB translation', 'rrmB translation', 'fmu translation', 'fmv translation', 'sun translation', 'b3289 translation', 'ECK3275 translation']
EG10021_TRANSLATION	yjiA translation	['yjiA translation', 'b4352 translation', 'ECK4342 translation']
G7777_TRANSLATION	insK translation	['insK translation', 'dinS translation', 'yi5B translation', 't150 translation', 'b3558 translation', 'ECK3546 translation']
EG11555_TRANSLATION	yaaJ translation	['yaaJ translation', 'b0007 translation', 'ECK0007 translation']
G6566_TRANSLATION	thiK translation	['thiK translation', 'ycfN translation', 'b1106 translation', 'ECK1092 translation']
EG11344_TRANSLATION	mnmA translation	['mnmA translation', 'asuE translation', 'ycfB translation', 'trmU translation', 'b1133 translation', 'ECK1119 translation']
G7022_TRANSLATION	torZ translation	['torZ translation', 'bisZ translation', 'b1872 translation', 'ECK1873 translation']
G7887_TRANSLATION	yjgN translation	['yjgN translation', 'b4257 translation', 'ECK4250 translation']
G6237_TRANSLATION	dxs translation	['dxs translation', 'yajP translation', 'b0420 translation', 'ECK0414 translation']
G7933_TRANSLATION	yjiN translation	['yjiN translation', 'b4336 translation', 'ECK4327 translation']
EG10858_TRANSLATION	rnd translation	['rnd translation', 'b1804 translation', 'ECK1802 translation']
G8208_TRANSLATION	molR_2 translation	['molR_2 translation', 'molR translation', 'b2116 translation', 'ECK2108 translation']
G7759_TRANSLATION	yhhZ translation	['yhhZ translation', 'b3442 translation', 'ECK3428 translation']
G7077_TRANSLATION	insC-3 translation	['insC-3 translation', 'yi21-3 translation', 'b1997 translation', 'ECK0357 translation']
EG11262_TRANSLATION	tsgA translation	['tsgA translation', 'yhfH translation', 'gutS translation', 'yhfC translation', 'b3364 translation', 'ECK3352 translation']
EG11590_TRANSLATION	thiH translation	['thiH translation', 'thiB translation', 'b3990 translation', 'ECK3981 translation']
G6609_TRANSLATION	ycgH_1 translation	['ycgH_1 translation', 'ycgH translation', 'b1169 translation', 'ECK1157 translation']
G7750_TRANSLATION	rtcA translation	['rtcA translation', 'yhgJ translation', 'yhgK translation', 'b3420 (obsolete) translation', 'b3419 (obsolete) translation', 'b4475 translation', 'ECK3406 translation']
G6921_TRANSLATION	ydiR translation	['ydiR translation', 'b1698 translation', 'ECK1696 translation']
G7616_TRANSLATION	yqjG translation	['yqjG translation', 'b3102 translation', 'ECK3093 translation']
EG11586_TRANSLATION	thiE translation	['thiE translation', 'thiA translation', 'b3993 translation', 'ECK3985 translation']
G7337_TRANSLATION	yphA translation	['yphA translation', 'b2543 translation', 'ECK2540 translation']
G7175_TRANSLATION	rbn translation	['rbn translation', 'zipD translation', 'ecoZ translation', 'rnz translation', 'elaC translation', 'b2268 translation', 'ECK2262 translation']
G0-10557_TRANSLATION	yncK_1 translation	['yncK_1 translation', 'insP translation', 'b4531 translation', 'ECK1425 translation']
G7513_TRANSLATION	yqfB translation	['yqfB translation', 'b2900 translation', 'ECK2895 translation']
G6360_TRANSLATION	insH-3 translation	['insH-3 translation', 'trs5-3 translation', 'yi52_3 translation', 'b0656 translation', 'ECK0261 translation']
G7421_TRANSLATION	ygbN translation	['ygbN translation', 'b2740 translation', 'ECK2735 translation']
EG11573_TRANSLATION	thiP translation	['thiP translation', 'sfuB translation', 'yabK translation', 'b0067 translation', 'ECK0068 translation']
G8204_TRANSLATION	ydbA_2 translation	['ydbA_2 translation', 'ydbA translation', 'b1405 translation', 'ECK1398 translation']
EG12022_TRANSLATION	dusC translation	['dusC translation', 'yohI translation', 'b2140 translation', 'ECK2133 translation']
G7609_TRANSLATION	yqjA translation	['yqjA translation', 'ecfL translation', 'b3095 translation', 'ECK3086 translation']
G7321_TRANSLATION	yfgM translation	['yfgM translation', 'b2513 translation', 'ECK2509 translation']
EG12712_TRANSLATION	luxS translation	['luxS translation', 'ygaG translation', 'b2687 translation', 'ECK2681 translation']
EG11007_TRANSLATION	tolA translation	['tolA translation', 'cim translation', 'excC translation', 'lky translation', 'tol-2 translation', 'b0739 translation', 'ECK0728 translation']
EG11254_TRANSLATION	rlmH translation	['rlmH translation', 'ybeA translation', 'b0636 translation', 'ECK0629 translation']
G7065_TRANSLATION	yeeL_2 translation	['yeeL_2 translation', 'yeeL translation', 'b1979 translation', 'ECK1975 translation']
G7112_TRANSLATION	yegL translation	['yegL translation', 'b2073 translation', 'ECK2067 translation']
G0-10540_TRANSLATION	insAB-6 translation	['insAB-6 translation']
G6962_TRANSLATION	ydjK translation	['ydjK translation', 'b1775 translation', 'ECK1773 translation']
EG11331_TRANSLATION	ribA translation	['ribA translation', 'b1277 translation', 'ECK1272 translation']
G7671_TRANSLATION	yhcE_1 translation	['yhcE_1 translation', 'ychE_1 translation', 'b3217 translation', 'ECK3207 translation']
EG10595_TRANSLATION	miaA translation	['miaA translation', 'trpX translation', 'b4171 translation', 'ECK4167 translation']
G6918_TRANSLATION	ydiO translation	['ydiO translation', 'b1695 translation', 'ECK1693 translation']
G6964_TRANSLATION	yeaC translation	['yeaC translation', 'b1777 translation', 'ECK1775 translation']
EG11202_TRANSLATION	yigB translation	['yigB translation', 'b3812 translation', 'ECK3807 translation']
G6863_TRANSLATION	ydgC translation	['ydgC translation', 'b1607 translation', 'ECK1602 translation']
G7712_TRANSLATION	tusB translation	['tusB translation', 'yheL translation', 'b3343 translation', 'ECK3330 translation']
G7052_TRANSLATION	yedS_1 translation	['yedS_1 translation', 'yedS translation', 'yedT translation', 'b1964 translation', 'ECK1962 translation']
G6807_TRANSLATION	yneE translation	['yneE translation', 'b1520 translation', 'ECK1513 translation']
G7762_TRANSLATION	insB-6 translation	['insB-6 translation', 'b3445 translation', 'ECK0022 translation']
G6559_TRANSLATION	mdtH translation	['mdtH translation', 'yceL translation', 'b1065 translation', 'ECK1050 translation']
EG11406_TRANSLATION	ribC translation	['ribC translation', 'ribE translation', 'b1662 translation', 'ECK1658 translation']
G7403_TRANSLATION	ygaY_1 translation	['ygaY_1 translation', 'ygaX translation', 'b2680 translation', 'ECK2674 translation']
G7008_TRANSLATION	rsmF translation	['rsmF translation', 'yebU translation', 'b1835 translation', 'ECK1834 translation']
EG12244_TRANSLATION	ccp translation	['ccp translation', 'yhjA translation', 'b3518 translation', 'ECK3503 translation']
G6505_TRANSLATION	gfcD translation	['gfcD translation', 'ymcA translation', 'b0984 translation', 'ECK0975 translation']
EG11321_TRANSLATION	ribD translation	['ribD translation', 'nusII translation', 'ribG translation', 'ybaE translation', 'b0414 translation', 'ECK0408 translation']
EG11672_TRANSLATION	atoB translation	['atoB translation', 'b2224 translation', 'ECK2217 translation']
EG12876_TRANSLATION	tusE translation	['tusE translation', 'yccK translation', 'b0969 translation', 'ECK0960 translation']
G7041_TRANSLATION	yedN_3 translation	['yedN_3 translation', 'yedN translation', 'yedN_2 translation', 'b1933 translation', 'ECK1932 translation']
G6379_TRANSLATION	ybgI translation	['ybgI translation', 'b0710 translation', 'ECK0699 translation']
G7030_TRANSLATION	insA-5 translation	['insA-5 translation', 'b1894 translation', 'ECK0023 translation']
EG12720_TRANSLATION	ygjI translation	['ygjI translation', 'b3078 translation', 'ECK3068 translation']
EG10465_TRANSLATION	ribB translation	['ribB translation', 'luxH translation', 'htrP translation', 'luxH-l translation', 'b3041 translation', 'ECK3032 translation']
G0-10683_TRANSLATION	yhiS_2 translation	['yhiS_2 translation', 'b3504 translation', 'ECK3489 translation']
EG11888_TRANSLATION	trmL translation	['trmL translation', 'yibK translation', 'b3606 translation', 'ECK3596 translation']
EG11824_TRANSLATION	yghB translation	['yghB translation', 'b3009 translation', 'ECK3001 translation']
G6082_TRANSLATION	yaaW translation	['yaaW translation', 'b0011 translation', 'ECK0011 translation']
G6442_TRANSLATION	ybjI translation	['ybjI translation', 'b0844 translation', 'ECK0834 translation']
G7849_TRANSLATION	yjfL translation	['yjfL translation', 'b4184 translation', 'ECK4180 translation']
EG11171_TRANSLATION	tsaD translation	['tsaD translation', 'gcp translation', 'ygjD translation', 'b3064 translation', 'ECK3054 translation']
EG11986_TRANSLATION	wbbL_1 translation	['wbbL_1 translation', 'yefJ translation', 'wbbL translation', 'b2031 translation', 'ECK2025 translation']
G0-10443_TRANSLATION	ymdF translation	['ymdF translation', 'b4518 translation', 'ECK0996 translation']
G6112_TRANSLATION	rayT translation	['rayT translation', 'yafM translation', 'b0228 translation', 'ECK0229 translation']
EG12380_TRANSLATION	gntT translation	['gntT translation', 'gntTalpha translation', 'yhgC translation', 'gntM translation', 'usgA translation', 'b3415 translation', 'ECK3402 translation']
EG11322_TRANSLATION	ribE translation	['ribE translation', 'nusIII translation', 'ribH translation', 'ybaF translation', 'b0415 translation', 'ECK0409 translation']
G6722_TRANSLATION	ydbA_1 translation	['ydbA_1 translation', 'ydbA translation', 'b1401 translation', 'ECK1398 translation']
EG10376_TRANSLATION	rsmG translation	['rsmG translation', 'gidB translation', 'b3740 translation', 'ECK3733 translation']
EG11563_TRANSLATION	fixB translation	['fixB translation', 'yaaR translation', 'b0042 translation', 'ECK0043 translation']
