Object ID	Display Name	Synonyms
EG10187_RNA[c]	cysE mRNA	['ariR mRNA', 'ymgB mRNA', 'b1166 mRNA', 'ECK1153 mRNA']
EG10188_RNA[c]	cysG mRNA	['ariR mRNA', 'ymgB mRNA', 'b1166 mRNA', 'ECK1153 mRNA']
EG10189_RNA[c]	cysH mRNA	['ariR mRNA', 'ymgB mRNA', 'b1166 mRNA', 'ECK1153 mRNA']
EG10190_RNA[c]	cysI mRNA	['ariR mRNA', 'ymgB mRNA', 'b1166 mRNA', 'ECK1153 mRNA']
EG10191_RNA[c]	cysJ mRNA	['ariR mRNA', 'ymgB mRNA', 'b1166 mRNA', 'ECK1153 mRNA']
EG10192_RNA[c]	cysK mRNA	['ariR mRNA', 'ymgB mRNA', 'b1166 mRNA', 'ECK1153 mRNA']
EG10193_RNA[c]	cysM mRNA	['ariR mRNA', 'ymgB mRNA', 'b1166 mRNA', 'ECK1153 mRNA']
EG10194_RNA[c]	cysN mRNA	['ariR mRNA', 'ymgB mRNA', 'b1166 mRNA', 'ECK1153 mRNA']
EG10195_RNA[c]	cysP mRNA	['ariR mRNA', 'ymgB mRNA', 'b1166 mRNA', 'ECK1153 mRNA']
EG10196_RNA[c]	cysS mRNA	['ariR mRNA', 'ymgB mRNA', 'b1166 mRNA', 'ECK1153 mRNA']
EG10197_RNA[c]	cysU mRNA	['ariR mRNA', 'ymgB mRNA', 'b1166 mRNA', 'ECK1153 mRNA']
EG10198_RNA[c]	cysW mRNA	['ariR mRNA', 'ymgB mRNA', 'b1166 mRNA', 'ECK1153 mRNA']
EG10200_RNA[c]	cytR mRNA	['ariR mRNA', 'ymgB mRNA', 'b1166 mRNA', 'ECK1153 mRNA']
EG10201_RNA[c]	dacA mRNA	['ariR mRNA', 'ymgB mRNA', 'b1166 mRNA', 'ECK1153 mRNA']
EG10202_RNA[c]	dacB mRNA	['ariR mRNA', 'ymgB mRNA', 'b1166 mRNA', 'ECK1153 mRNA']
EG10203_RNA[c]	dacC mRNA	['ariR mRNA', 'ymgB mRNA', 'b1166 mRNA', 'ECK1153 mRNA']
EG10204_RNA[c]	dam mRNA	['ariR mRNA', 'ymgB mRNA', 'b1166 mRNA', 'ECK1153 mRNA']
