Frame ID	Name	Left	Right	Direction	Genes	Promoter	Terminators
TU0-12939	ybaA	475896	476251	+	"[""EG11099""]"	PM_WC-328	"[""TERM_WC-2488""]"
TU0-12940	ylaB	476289	477841	-	"[""G6252""]"	PM_WC-600	"[""TERM_WC-3772""]"
TU0-12941	ylaC	478003	478512	-	"[""G6253""]"	PM0-9983	"[""TERM_WC-3773""]"
TU0-12942	maa	478589	479142	-	"[""G58""]"	PM_WC-160	"[""TERM_WC-1201""]"
TU0-12943	tomB-hha	479312	480018	-	"[""EG12429"", ""EG10439""]"	PM0-9394	"[""TERM_WC-2197""]"
TU0-12944	mscK	485716	489124	+	"[""G6255""]"	PM0-9985	"[""TERM_WC-1380""]"
TU0-12945	priC-ybaM	489332	490036	-	"[""EG10765"", ""EG12830""]"	PM_WC-219	"[""TERM_WC-1683""]"
TU0-12946	ybaN	489942	490485	+	"[""EG12843""]"	PM0-44490	"[""TERM_WC-2495""]"
TU0-12947	apt	490534	491189	+	"[""EG10051""]"	PM0-9608	"[""TERM_WC-117""]"
TU0-12948	dnaX	491280	493249	+	"[""EG10245""]"	PM0-9522	"[""TERM_WC-499""]"
TU0-12951	hemH	497255	498243	+	"[""EG10431""]"	PM0-9365	"[""TERM_WC-900""]"
TU0-12952	ybaL	500784	502519	-	"[""EG12623""]"	PM0-9986	"[""TERM_WC-2492""]"
TU0-12953	fsr	502698	504076	-	"[""G6256""]"	PM0-44494	"[""TERM_WC-702""]"
TU0-12955	cueR	513198	513626	+	"[""G6263""]"	PM0-44503	"[""TERM_WC-376""]"
TU0-12956	qmcA-ybbJ	513623	515047	-	"[""G6265"", ""G6264""]"	PM0-36228	"[""TERM_WC-1754""]"
TU0-12957	ybbLM	515127	516588	+	"[""G6267"", ""G6266""]"	PM0-36229	"[""TERM_WC-2512""]"
TU0-12959	ybbAP	518957	522056	+	"[""G6270"", ""EG11657""]"	PM_WC-332	"[""TERM_WC-2508""]"
TU0-12960	rhsD-ybbC-ylbH-ybbD	522290	528126	+	"[""EG11770"", ""G6271"", ""EG11769"", ""EG10849""]"	PM0-44507	"[""TERM_WC-1848""]"
TU0-12961	ylbG	528867	529240	-	"[""G6273""]"	PM_WC-601	"[""TERM_WC-3774""]"
TU0-12962	fdrA-ylbE_1E_2F-ybcF	545730	550557	+	"[""EG12384"", ""G6289"", ""G6288"", ""G0-10554"", ""G6287""]"	PM0-44511	"[""TERM_WC-620""]"
TU0-12963	ppiB-lpxH	552439	553660	-	"[""EG10758"", ""EG12666""]"	PM_WC-215	"[""TERM_WC-1661""]"
TU0-12964	ybcI	555253	555855	-	"[""EG12708""]"	PM0-44512	"[""TERM_WC-2521""]"
TU0-12965	folD-ybcJ	555882	557004	-	"[""EG10328"", ""EG12879""]"	PM0-9988	"[""TERM_WC-679""]"
TU0-12966	sfmA	557285	557979	+	"[""G6290""]"	PM0-44517	"[""TERM_WC-2044""]"
TU0-12967	sfmCD	558030	561525	+	"[""G6292"", ""G6291""]"	PM0-44519	"[""TERM_WC-2045""]"
TU0-12968	sfmHF	561565	563070	+	"[""EG12388"", ""G6293""]"	PM_WC-263	"[""TERM_WC-2047""]"
TU0-12969	ybcC	565319	565584	-	"[""G6295""]"	PM_WC-333	"[""TERM_WC-2518""]"
TU0-12970	ybcD	565674	565912	+	"[""G0-10555""]"	PM_WC-334	"[""TERM_WC-2519""]"
TU0-12971	insE-3F-3-insEF-3	566056	567229	+	"[""G6296"", ""G0-10530""]"	PM_WC-126	"[""TERM_WC-1023""]"
TU0-12972	renD-emrE	567285	567872	+	"[""EG10629"", ""G6298""]"	PM_WC-235	"[""TERM_WC-1812""]"
TU0-12973	ybcK	568010	569653	+	"[""G6300""]"	PM0-44523	"[""TERM_WC-2527""]"
TU0-12974	ybcLM	570070	571476	+	"[""G6302"", ""G6301""]"	PM0-44526	"[""TERM_WC-2530""]"
TU0-12975	ybcN-ninE-ybcO-rusA-ylcG	571542	573095	+	"[""G0-10435"", ""G6306"", ""G6305"", ""G6304"", ""G6303""]"	PM0-44528	"[""TERM_WC-2532""]"
TU0-12976	ybcQ	572997	573564	+	"[""G6307""]"	PM0-44530	"[""TERM_WC-2533""]"
TU0-12978	rzoD	577550	577734	+	"[""G0-10436""]"	PM_WC-254	"[""TERM_WC-1996""]"
TU0-12979	ybcV	578405	578817	-	"[""G6313""]"	PM_WC-335	"[""TERM_WC-2534""]"
TU0-12980	ybcW	579028	579311	+	"[""G6314""]"	PM0-44532	"[""TERM_WC-2535""]"
TU0-12981	nohB	580057	580604	+	"[""EG11635""]"	PM_WC-196	"[""TERM_WC-1473""]"
TU0-12982	tfaD	580757	581322	+	"[""G6315""]"	PM_WC-276	"[""TERM_WC-2163""]"
TU0-12983	tfaX	582098	582285	+	"[""G6317""]"	PM_WC-278	"[""TERM_WC-2168""]"
TU0-12985	ybdG	602637	603886	-	"[""G6323""]"	PM_WC-337	"[""TERM_WC-2540""]"
TU0-12987	ybdF	604739	605276	-	"[""G6324""]"	PM0-44535	"[""TERM_WC-2539""]"
TU0-12988	ybdJ	605172	605628	-	"[""G6325""]"	PM0-44536	"[""TERM_WC-2546""]"
TU0-12989	ybdK	605486	606784	-	"[""G6326""]"	PM0-44540	"[""TERM_WC-2547""]"
TU0-12990	insL-2	607279	608402	+	"[""G6327""]"	PM0-44541	"[""TERM_WC-1054""]"
TU0-12991	ybdD	631214	631604	+	"[""G0-10438""]"	PM0-44544	"[""TERM_WC-2538""]"
TU0-12992	ybdM	633968	634778	-	"[""G6330""]"	PM0-44548	"[""TERM_WC-2549""]"
TU0-12993	ybdN	634570	635909	-	"[""G6331""]"	PM0-10368	"[""TERM_WC-2550""]"
TU0-12994	ybdO	635937	636841	-	"[""G6332""]"	PM_WC-338	"[""TERM_WC-2551""]"
TU0-12995	dsbG	637048	638023	-	"[""G6333""]"	PM0-10406	"[""TERM_WC-508""]"
TU0-12996	rnk	642778	643278	-	"[""G6337""]"	PM0-44550	"[""TERM_WC-1895""]"
TU0-12997	rna	643418	644257	-	"[""EG10856""]"	PM0-9991	"[""TERM_WC-1885""]"
TU0-12998	citT	644338	645855	-	"[""G6338""]"	PM0-44552	"[""TERM_WC-297""]"
TU0-12999	citCDEFXG	645852	651175	-	"[""G6344"", ""G6343"", ""G6342"", ""G6341"", ""G6340"", ""G6339""]"	PM0-9889	"[""TERM_WC-295""]"
TU0-13000	dpiBA	651207	653767	+	"[""G6346"", ""G6345""]"	PM0-10380	"[""TERM_WC-501""]"
TU0-13001	cspE	656473	656726	+	"[""EG12179""]"	PM0-9885	"[""TERM_WC-354""]"
TU0-13002	ybeM_1M_2	657254	658043	+	"[""G6348"", ""EG12208""]"	PM_WC-340	"[""TERM_WC-2560""]"
TU0-13003	tatE	658094	658375	+	"[""EG11305""]"	PM0-44556	"[""TERM_WC-2147""]"
TU0-13004	lipA	658472	659524	-	"[""EG11306""]"	PM0-9992	"[""TERM_WC-1152""]"
TU0-13005	ybeF	659646	660683	-	"[""EG11594""]"	PM0-44557	"[""TERM_WC-2556""]"
TU0-13006	lipB	660858	661624	-	"[""EG11591""]"	PM0-44561	"[""TERM_WC-1153""]"
TU0-13007	ybeD	661600	661865	-	"[""EG11592""]"	PM_WC-339	"[""TERM_WC-2553""]"
TU0-13008	dacA	661973	663190	-	"[""EG10201""]"	PM0-44563	"[""TERM_WC-413""]"
TU0-13009	rsfS-rlmH-mrdAB-rlpA	663323	668295	-	"[""EG11255"", ""EG11254"", ""EG10606"", ""EG10607"", ""EG10854""]"	PM0-9993	"[""TERM_WC-1953""]"
TU0-13010	leuS-lptE-holA-nadD-cobC	668517	674006	-	"[""EG10532"", ""EG10855"", ""EG11412"", ""G6350"", ""G6349""]"	PM_WC-152	"[""TERM_WC-1141""]"
TU0-13011	ybeR-djlB	675813	678067	+	"[""G6353"", ""G6352""]"	PM0-44575	"[""TERM_WC-2567""]"
TU0-13012	ybeU-djlC	678685	680888	+	"[""G6356"", ""G6355""]"	PM0-44579	"[""TERM_WC-2572""]"
TU0-13013	hscC	680944	682705	-	"[""G6357""]"	PM0-44581	"[""TERM_WC-942""]"
TU0-13014	rihA	682698	683825	-	"[""G6358""]"	PM0-44583	"[""TERM_WC-1856""]"
TU0-13015	insH-3	687218	688428	-	"[""G6360""]"	PM0-44584	"[""TERM_WC-1036""]"
TU0-13016	ybeX-lnt	688564	691007	-	"[""G6361"", ""EG10168""]"	PM_WC-341	"[""TERM_WC-2573""]"
TU0-13017	ybeZY	691095	692640	-	"[""G6363"", ""G6362""]"	PM_WC-342	"[""TERM_WC-2574""]"
TU0-13018	miaB	692752	694178	-	"[""G6364""]"	PM_WC-175	"[""TERM_WC-1298""]"
TU0-13021	ybfMN	707459	709341	+	"[""G6371"", ""G6370""]"	PM0-10382	"[""TERM_WC-2583""]"
TU0-13022	ybfN	709013	709341	+	"[""G6371""]"	PM_WC-345	"[""TERM_WC-2584""]"
TU0-13023	ybfF	711259	712069	-	"[""EG11776""]"	PM0-44588	"[""TERM_WC-2580""]"
TU0-13024	ybfP	714635	715131	+	"[""G6374""]"	PM_WC-347	"[""TERM_WC-2586""]"
TU0-13025	ybfA	728260	728565	+	"[""EG11521""]"	PM0-44591	"[""TERM_WC-2576""]"
TU0-13026	rhsC-ybfB	728602	733327	+	"[""EG11522"", ""EG10848""]"	PM0-44593	"[""TERM_WC-1847""]"
TU0-13027	ybfOC	733443	735444	+	"[""EG11523"", ""G6376""]"	PM_WC-346	"[""TERM_WC-2585""]"
TU0-13028	ybfQ	735668	735924	+	"[""G0-10440""]"	PM_WC-348	"[""TERM_WC-2587""]"
TU0-13029	ybfL	736123	737186	+	"[""G6377""]"	PM_WC-344	"[""TERM_WC-2582""]"
TU0-13030	ybfD	737315	738078	+	"[""EG11524""]"	PM_WC-343	"[""TERM_WC-2578""]"
TU0-13031	abrB	745944	746992	-	"[""G6384""]"	PM_WC-3	"[""TERM_WC-12""]"
TU0-13032	ybgQPO	747142	751392	-	"[""G6387"", ""G6386"", ""G6385""]"	PM_WC-349	"[""TERM_WC-2597""]"
TU0-13033	ybgD	751450	752181	-	"[""EG12359""]"	PM0-44599	"[""TERM_WC-2592""]"
TU0-13034	valZ-lysY	780291	780447	+	"[""G6390"", ""G6389""]"	PM_WC-295	"[""TERM_WC-2325""]"
TU0-13035	lysZ	780592	780669	+	"[""G6391""]"	PM_WC-159	"[""TERM_WC-1200""]"
TU0-13036	lysQ	780800	780877	+	"[""G6392""]"	PM_WC-158	"[""TERM_WC-1195""]"
TU0-13037	nadA-pnuC	781284	783110	+	"[""EG11700"", ""EG10630""]"	PM0-9995	"[""TERM_WC-1416""]"
TU0-13038	zitB	783103	784071	-	"[""G6393""]"	PM0-44606	"[""TERM_WC-4061""]"
TU0-13039	ybgS	784158	784562	-	"[""G6394""]"	PM0-44608	"[""TERM_WC-2599""]"
TU0-13040	modEF	791537	793867	-	"[""G6395"", ""EG11677""]"	PM_WC-182	"[""TERM_WC-1344""]"
TU0-13041	acrZ	793974	794147	+	"[""G6396""]"	PM0-46235	"[""TERM_WC-34""]"
TU0-13042	ybhH	799917	801036	+	"[""G6399""]"	PM0-44619	"[""TERM_WC-2611""]"
TU0-13043	ybhI	801110	802545	+	"[""G6400""]"	PM_WC-350	"[""TERM_WC-2613""]"
TU0-13044	ybhJ	802726	804989	+	"[""G6401""]"	PM_WC-351	"[""TERM_WC-2614""]"
TU0-13045	ybhC	805219	806544	-	"[""EG12875""]"	PM0-9874	"[""TERM_WC-2608""]"
TU0-13046	ybhB	806654	807258	-	"[""EG11238""]"	PM0-44621	"[""TERM_WC-2607""]"
TU0-13047	ybhL	819107	819813	+	"[""G6403""]"	PM_WC-352	"[""TERM_WC-2616""]"
TU0-13048	ybhM	820001	820731	+	"[""G6404""]"	PM0-44623	"[""TERM_WC-2617""]"
TU0-13049	ybhP-clsB-ybhN	820763	823720	-	"[""G6407"", ""G6406"", ""G6405""]"	PM_WC-353	"[""TERM_WC-2619""]"
TU0-13050	ybiH-ybhGFSR	824223	829866	-	"[""EG12406"", ""G6412"", ""G6411"", ""G6410"", ""G6409""]"	PM_WC-356	"[""TERM_WC-2624""]"
TU0-13051	ybiC	835574	836661	+	"[""EG11581""]"	PM_WC-355	"[""TERM_WC-2623""]"
TU0-13052	ybiJ	836886	837148	-	"[""EG12422""]"	PM_WC-357	"[""TERM_WC-2626""]"
TU0-13053	ybiI	837411	837707	-	"[""EG12421""]"	PM0-44627	"[""TERM_WC-2625""]"
TU0-13054	ybiX	837751	838497	-	"[""G6413""]"	PM0-44628	"[""TERM_WC-2638""]"
TU0-13056	mcbA	841017	841376	-	"[""G6415""]"	PM0-44629	"[""TERM_WC-1222""]"
TU0-13057	ybiO	842476	844732	-	"[""G6417""]"	PM0-44632	"[""TERM_WC-2629""]"
TU0-13058	rhtA	848431	849527	-	"[""EG12134""]"	PM0-44634	"[""TERM_WC-1850""]"
TU0-13059	mntR-ybiR	852321	853990	+	"[""G6421"", ""G6420""]"	PM0-36230	"[""TERM_WC-1334""]"
TU0-13060	ybiU	857017	858323	-	"[""G6424""]"	PM0-44640	"[""TERM_WC-2633""]"
TU0-13061	ybiV	858434	859311	-	"[""G6425""]"	PM0-44643	"[""TERM_WC-2636""]"
TU0-13062	ybiYW	859395	862761	-	"[""G6427"", ""G6426""]"	PM_WC-358	"[""TERM_WC-2639""]"
TU0-13063	iaaA-gsiABCD	865760	872026	+	"[""G6432"", ""G6431"", ""G6430"", ""G6429"", ""EG12407""]"	PM0-9997	"[""TERM_WC-975""]"
TU0-13064	yliEF	872192	875888	+	"[""G6434"", ""G6433""]"	PM0-44646	"[""TERM_WC-3775""]"
TU0-13065	bssR	877469	877856	+	"[""G6436""]"	PM0-44647	"[""TERM_WC-233""]"
TU0-13066	yliI	877965	879082	+	"[""G6437""]"	PM_WC-602	"[""TERM_WC-3776""]"
TU0-13067	deoR	881197	881957	-	"[""EG10223""]"	PM0-9763	"[""TERM_WC-453""]"
TU0-13068	ybjH	884167	884453	-	"[""G6441""]"	PM_WC-360	"[""TERM_WC-2645""]"
TU0-13069	ybjJI	884537	886562	-	"[""G6443"", ""G6442""]"	PM_WC-361	"[""TERM_WC-2646""]"
TU0-13070	rybB	887198	887280	-	"[""G0-8880""]"	PM0-9587	"[""TERM_WC-1986""]"
TU0-13071	ybjL	887355	889164	-	"[""G6445""]"	PM0-44648	"[""TERM_WC-2648""]"
TU0-13072	ybjO-rlmC	897075	898870	+	"[""G6449"", ""G6448""]"	PM0-44652	"[""TERM_WC-2654""]"
TU0-13073	ybjQ-amiD	903740	904968	+	"[""G6452"", ""G6451""]"	PM0-10000	"[""TERM_WC-2656""]"
TU0-13074	ybjS	904961	906121	-	"[""G6453""]"	PM0-44654	"[""TERM_WC-2657""]"
TU0-13075	poxB-ltaE-ybjT	906073	910272	-	"[""EG10754"", ""G6455"", ""G6454""]"	PM_WC-214	"[""TERM_WC-1650""]"
TU0-13076	ybjE	913179	914124	-	"[""G6458""]"	PM0-44656	"[""TERM_WC-2642""]"
TU0-13077	aat	925949	926683	-	"[""EG11112""]"	PM0-44662	"[""TERM_WC-10""]"
TU0-13078	trxB	930306	931301	-	"[""EG11032""]"	PM0-10003	"[""TERM_WC-2242""]"
TU0-13079	lolA-rarA	936551	938562	+	"[""EG12690"", ""G6465""]"	PM0-46189	"[""TERM_WC-1163""]"
TU0-13080	serS	938588	939945	+	"[""EG10947""]"	PM0-10004	"[""TERM_WC-2031""]"
TU0-13081	ycaD	944942	946244	+	"[""EG11242""]"	PM0-44664	"[""TERM_WC-2660""]"
TU0-13082	ycaM	946343	947884	+	"[""G6466""]"	PM0-44666	"[""TERM_WC-2675""]"
TU0-13083	pflA	949561	950451	-	"[""EG10028""]"	PM0-44673	"[""TERM_WC-1585""]"
TU0-13084	ycaO	954093	955855	-	"[""G6468""]"	PM_WC-365	"[""TERM_WC-2677""]"
TU0-13085	ycaP	955985	956679	+	"[""G6469""]"	PM_WC-366	"[""TERM_WC-2678""]"
TU0-13086	ycaL	959355	960253	+	"[""G6470""]"	PM0-44674	"[""TERM_WC-2671""]"
TU0-13087	ycaI-msbA-lpxK-ycaQ	963328	969846	+	"[""G6471"", ""EG11409"", ""EG10613"", ""EG12375""]"	PM0-44678	"[""TERM_WC-2663""]"
TU0-13088	ycaR-kdsB	969865	970823	+	"[""EG10519"", ""G6472""]"	PM0-9538	"[""TERM_WC-2679""]"
TU0-13089	ycbJ	970895	971870	+	"[""G6473""]"	PM0-10006	"[""TERM_WC-2682""]"
TU0-13090	ycbB	980154	982119	+	"[""EG11253""]"	PM0-10007	"[""TERM_WC-2680""]"
TU0-13091	ycbKL	982246	983522	+	"[""G6475"", ""G6474""]"	PM0-10008	"[""TERM_WC-2683""]"
TU0-13093	asnS	986806	988267	-	"[""EG10094""]"	PM0-10009	"[""TERM_WC-164""]"
TU0-13094	elfA	996988	997632	+	"[""G6480""]"	PM0-44682	"[""TERM_WC-551""]"
TU0-13095	elfDCG-ycbUVF	997544	1003882	+	"[""EG12397"", ""G6485"", ""G6484"", ""G6483"", ""G6482"", ""G6481""]"	PM0-44685	"[""TERM_WC-553""]"
TU0-13096	zapC	1005113	1005719	+	"[""G6486""]"	PM0-44686	"[""TERM_WC-4057""]"
TU0-13097	rmf	1014755	1015107	+	"[""EG50004""]"	PM0-44688	"[""TERM_WC-1882""]"
TU0-13098	ycbZ	1015760	1017683	-	"[""G6493""]"	PM0-44690	"[""TERM_WC-2685""]"
TU0-13099	yccFS	1020951	1023588	-	"[""G6496"", ""G6495""]"	PM0-36232	"[""TERM_WC-2688""]"
TU0-13100	mgsA	1025778	1026264	-	"[""G6497""]"	PM0-10012	"[""TERM_WC-1289""]"
TU0-13101	yccT	1026332	1027060	-	"[""G6498""]"	PM0-36218	"[""TERM_WC-2694""]"
TU0-13102	hspQ	1027625	1027944	-	"[""G6500""]"	PM0-9861	"[""TERM_WC-951""]"
TU0-13103	rlmI	1028000	1029224	-	"[""G6501""]"	PM0-44694	"[""TERM_WC-1868""]"
TU0-13104	tusE	1029560	1029891	-	"[""EG12876""]"	PM_WC-291	"[""TERM_WC-2259""]"
TU0-13105	yccA	1029980	1030666	-	"[""EG11113""]"	PM0-9395	"[""TERM_WC-2686""]"
TU0-13106	gfcE-etp-etk	1041251	1045026	-	"[""G6504"", ""G6503"", ""EG11826""]"	PM_WC-94	"[""TERM_WC-770""]"
TU0-13107	gfcBCD	1045070	1048555	-	"[""G6507"", ""G6506"", ""G6505""]"	PM_WC-93	"[""TERM_WC-768""]"
TU0-13108	gfcA	1048660	1049057	-	"[""G6508""]"	PM0-44700	"[""TERM_WC-767""]"
TU0-13109	insA-4B-4-insAB-4	1049056	1049755	+	"[""G6509"", ""G0-10430"", ""G0-10536""]"	PM_WC-119	"[""TERM_WC-1012""]"
TU0-13110	ymcE-gnsA	1051053	1051465	+	"[""G0-9662"", ""G6512""]"	PM0-44708	"[""TERM_WC-3778""]"
TU0-13111	yccM	1051510	1052585	-	"[""G6513""]"	PM_WC-369	"[""TERM_WC-2689""]"
TU0-13112	torS	1052655	1055405	-	"[""G6514""]"	PM0-44709	"[""TERM_WC-2206""]"
TU0-13113	yccE	1063259	1064517	+	"[""EG12196""]"	PM0-9846	"[""TERM_WC-2687""]"
TU0-13114	wrbA-yccJ	1066085	1066981	-	"[""EG11540"", ""EG12703""]"	PM0-10013	"[""TERM_WC-2343""]"
TU0-13115	efeU_1U_2	1080530	1080691	+	"[""G6525""]"	PM0-9399	"[""TERM_WC-543""]"
TU0-13116	efeOB	1081466	1083872	+	"[""EG11735"", ""G6527""]"	PM0-44714	"[""TERM_WC-542""]"
TU0-13117	insE-4F-4-insEF-4	1093496	1094669	-	"[""G6534"", ""G0-10531""]"	PM_WC-127	"[""TERM_WC-1024""]"
TU0-13118	ymdE-ycdU	1094767	1096054	+	"[""G6536"", ""G6535""]"	PM_WC-604	"[""TERM_WC-3784""]"
TU0-13119	ghrA	1097047	1098049	+	"[""G6539""]"	PM0-44721	"[""TERM_WC-772""]"
TU0-13120	ycdXY	1098102	1099419	+	"[""G6541"", ""G6540""]"	PM_WC-372	"[""TERM_WC-2703""]"
TU0-13121	ycdZ	1099475	1100012	+	"[""G6542""]"	PM0-44722	"[""TERM_WC-2704""]"
TU0-13122	ymdA	1104448	1104950	+	"[""G6549""]"	PM0-44724	"[""TERM_WC-3779""]"
TU0-13123	ymdB-clsC	1104937	1107001	+	"[""G6551"", ""G6550""]"	PM0-44727	"[""TERM_WC-3783""]"
TU0-13124	yceK	1112802	1113031	+	"[""EG12689""]"	PM_WC-374	"[""TERM_WC-2717""]"
TU0-13125	mdtG	1113485	1114713	-	"[""EG11343""]"	PM_WC-167	"[""TERM_WC-1246""]"
TU0-13126	yceJI	1117122	1118294	-	"[""G6554"", ""EG11820""]"	PM0-9723	"[""TERM_WC-2716""]"
TU0-13127	solA-yceO	1118528	1119832	-	"[""G6556"", ""G6555""]"	PM0-10016	"[""TERM_WC-2089""]"
TU0-13128	dinI	1120463	1120732	-	"[""G6558""]"	PM0-10244	"[""TERM_WC-471""]"
TU0-13129	yceB	1121934	1122496	-	"[""EG11117""]"	PM_WC-373	"[""TERM_WC-2706""]"
TU0-13130	grxB	1122628	1123326	-	"[""EG12688""]"	PM0-36215	"[""TERM_WC-856""]"
TU0-13131	mdtH	1123339	1124549	-	"[""G6559""]"	PM_WC-168	"[""TERM_WC-1247""]"
TU0-13132	murJ	1127062	1128599	+	"[""G6561""]"	PM_WC-191	"[""TERM_WC-1396""]"
TU0-13133	yceQ	1143603	1144047	+	"[""G6563""]"	PM0-44739	"[""TERM_WC-2721""]"
TU0-13134	rluC	1144163	1145124	+	"[""EG11118""]"	PM_WC-246	"[""TERM_WC-1877""]"
TU0-13135	pabC-yceG-tmk-holB-ycfH	1152516	1156799	+	"[""EG12303"", ""EG11500"", ""EG12302"", ""EG11494"", ""EG11493""]"	PM0-44744	"[""TERM_WC-1538""]"
TU0-13136	hinT-ycfL-lpoB-thiK-nagZ-ycfP	1161044	1164910	+	"[""G6568"", ""G6567"", ""G6566"", ""G6565"", ""G6564"", ""EG12172""]"	PM0-44747	"[""TERM_WC-916""]"
TU0-13137	ycfJ	1166630	1167363	+	"[""EG12444""]"	PM0-44750	"[""TERM_WC-2724""]"
TU0-13138	ycfS	1168633	1169640	-	"[""G6571""]"	PM0-9396	"[""TERM_WC-2727""]"
TU0-13140	ycfT	1173313	1174548	-	"[""G6572""]"	PM0-44754	"[""TERM_WC-2729""]"
TU0-13141	lolCDE	1174622	1177789	+	"[""G6575"", ""G6574"", ""G6573""]"	PM0-44756	"[""TERM_WC-1165""]"
TU0-13142	nagK-cobB	1177763	1179584	+	"[""G6577"", ""G6576""]"	PM0-44758	"[""TERM_WC-1426""]"
TU0-13143	ymfA-ycfZ	1179700	1180948	-	"[""G6579"", ""G6578""]"	PM_WC-606	"[""TERM_WC-3786""]"
TU0-13144	ycfD	1186340	1187490	-	"[""EG11430""]"	PM0-44763	"[""TERM_WC-2723""]"
TU0-13145	rluE-nudJ	1193048	1194174	-	"[""G6581"", ""G6580""]"	PM_WC-248	"[""TERM_WC-1879""]"
TU0-13146	C0293	1195937	1196011	+	"[""G0-8897""]"	PM_WC-30	"[""TERM_WC-240""]"
TU0-13147	ymfED	1196088	1197460	-	"[""G6583"", ""G6582""]"	PM_WC-607	"[""TERM_WC-3790""]"
TU0-13148	ymfH-xisE-intE	1198900	1200603	-	"[""G6586"", ""G6585"", ""EG12370""]"	PM_WC-608	"[""TERM_WC-3791""]"
TU0-13149	ymfJ	1200997	1201436	-	"[""G6588""]"	PM0-44774	"[""TERM_WC-3794""]"
TU0-13150	ymfK	1201480	1202178	-	"[""G6589""]"	PM0-44778	"[""TERM_WC-3799""]"
TU0-13151	ymfTLMNROPQ-ycfK-ymfS	1202106	1207770	+	"[""G6598"", ""EG12877"", ""G6597"", ""G6596"", ""G6595"", ""G6594"", ""G6593"", ""G6592"", ""G6591"", ""G6590""]"	PM0-44781	"[""TERM_WC-3800""]"
TU0-13152	stfE-tfaE	1207738	1208878	-	"[""G6599"", ""EG11120""]"	PM_WC-271	"[""TERM_WC-2119""]"
TU0-13153	pinE	1208750	1209464	+	"[""EG10737""]"	PM0-44785	"[""TERM_WC-1619""]"
TU0-13154	mcrA	1209362	1210404	+	"[""EG10573""]"	PM0-44787	"[""TERM_WC-1225""]"
TU0-13155	icdC	1210648	1210802	+	"[""G0-10556""]"	PM_WC-114	"[""TERM_WC-987""]"
TU0-13156	iraM	1210901	1211313	-	"[""G6600""]"	PM0-10021	"[""TERM_WC-1072""]"
TU0-13157	ycgX	1211924	1212507	-	"[""G6601""]"	PM0-44791	"[""TERM_WC-2746""]"
TU0-13158	bluR	1212549	1213336	-	"[""G6602""]"	PM0-10022	"[""TERM_WC-229""]"
TU0-13159	bluF	1213485	1214836	-	"[""G6603""]"	PM0-44793	"[""TERM_WC-228""]"
TU0-13160	ycgZ	1215012	1215250	+	"[""G6604""]"	PM_WC-378	"[""TERM_WC-2749""]"
TU0-13161	ymgA-ariR	1215291	1215860	+	"[""G6606"", ""G6605""]"	PM_WC-609	"[""TERM_WC-3802""]"
TU0-13162	ymgC	1215971	1216221	+	"[""G6607""]"	PM_WC-610	"[""TERM_WC-3803""]"
TU0-13163	ycgG	1216530	1218076	+	"[""G6608""]"	PM0-44794	"[""TERM_WC-2733""]"
TU0-13164	ymgF	1218037	1218426	+	"[""G0-10261""]"	PM0-44795	"[""TERM_WC-3809""]"
TU0-13165	ycgH_1	1220024	1220346	+	"[""G6609""]"	PM_WC-375	"[""TERM_WC-2734""]"
TU0-13166	ycgH_2	1220429	1221447	+	"[""G6610""]"	PM_WC-376	"[""TERM_WC-2735""]"
TU0-13167	ymgGD	1221526	1222142	-	"[""G6612"", ""G6611""]"	PM_WC-611	"[""TERM_WC-3810""]"
TU0-13168	ymgH-ycgI	1222688	1223132	+	"[""G6613"", ""G0-10444""]"	PM_WC-612	"[""TERM_WC-3811""]"
TU0-13169	ycgL	1226832	1227232	+	"[""G6616""]"	PM0-10023	"[""TERM_WC-2737""]"
TU0-13170	ycgM	1227302	1227963	+	"[""G6617""]"	PM_WC-377	"[""TERM_WC-2738""]"
TU0-13171	ycgN	1227906	1228501	+	"[""G6618""]"	PM0-44801	"[""TERM_WC-2739""]"
TU0-13172	dsbB	1231721	1232370	-	"[""EG11393""]"	PM0-44804	"[""TERM_WC-505""]"
TU0-13173	nhaB	1232397	1233990	-	"[""EG11392""]"	PM0-44805	"[""TERM_WC-1458""]"
TU0-13174	cvrA	1239556	1241387	-	"[""G6620""]"	PM0-44806	"[""TERM_WC-381""]"
TU0-13175	ldcA	1241387	1242420	-	"[""G6621""]"	PM0-44807	"[""TERM_WC-1124""]"
TU0-13176	ymgE	1243802	1244207	+	"[""G6624""]"	PM0-44809	"[""TERM_WC-3805""]"
TU0-13177	ycgY	1244306	1244825	+	"[""G6625""]"	PM0-44811	"[""TERM_WC-2748""]"
TU0-13178	ycgV	1252306	1255333	-	"[""G6629""]"	PM0-44813	"[""TERM_WC-2743""]"
TU0-13179	dauA	1258345	1260026	-	"[""EG12392""]"	PM_WC-50	"[""TERM_WC-423""]"
TU0-13180	ychS	1285932	1286209	+	"[""G6631""]"	PM_WC-381	"[""TERM_WC-2759""]"
TU0-13181	rttR	1286287	1286459	-	"[""G0-9609""]"	PM_WC-253	"[""TERM_WC-1980""]"
TU0-13182	purU	1287003	1287974	-	"[""EG11819""]"	PM0-44823	"[""TERM_WC-1734""]"
TU0-13183	ychJ	1287895	1288400	-	"[""EG12119""]"	PM0-10027	"[""TERM_WC-2756""]"
