10.89	11.0321	10.5477	10.3461	10.8907	11.1197	10.2619	10.3842
11.8069	11.0838	10.6923	10.8727	11.1628	10.9464	10.6296	11.1481
11.0124	11.1587	11.7887	11.6682	10.7322	10.788	11.4473	11.5882
10.5162	10.6675	10.5409	10.3871	10.4082	10.5346	9.70217	10.2475
10.604	10.9446	10.3842	10.2333	10.5827	10.7928	9.57018	10.1259
11.6561	11.9529	11.4241	11.3315	11.3412	11.4346	10.9519	11.226
10.9484	10.9828	11.3019	11.2156	10.8067	10.8117	10.795	11.2493
11.8552	11.9238	12.0199	11.981	11.4288	11.1795	11.7691	12.0035
11.0789	11.0424	11.0664	11.5003	10.9407	11.0312	11.4753	11.6869
11.4424	11.2946	10.8901	10.9619	11.4152	11.5574	10.5228	10.8163
11.0484	11.0285	11.3957	11.2825	10.7878	10.7021	11.2021	11.2629
11.7258	11.9008	11.714	11.5986	11.6454	11.3499	11.5998	11.5919
10.6443	10.9325	10.1185	9.79837	10.6714	10.6232	9.41808	9.82505
10.7862	10.3992	9.97707	10.0438	10.331	10.5658	10.9519	10.2515
10.2845	10.0137	10.1325	10.2536	10.0977	10.2102	10.0211	10.0356
10.6426	10.5869	10.1194	10.0554	10.3671	10.4516	8.87315	9.85489
10.5093	10.4448	10.0617	9.94867	10.4355	10.275	9.7582	10.0835
11.2055	11.8833	11.1041	11.1052	11.8401	11.7202	10.8532	11.0506
10.728	10.8911	10.3952	10.4049	10.8516	10.8782	10.05	10.282
10.0218	10.4467	10.8717	10.477	10.3561	10.6149	9.86834	10.0213
10.4138	10.5831	10.2799	10.094	10.558	10.4751	9.58565	9.91792
10.2214	10.3125	9.86515	9.54095	10.1235	10.111	8.75559	9.60594
10.1039	10.4878	10.023	9.8821	10.1738	10.249	9.24143	9.42902
10.6165	10.9451	10.5917	10.4917	10.6128	10.626	10.3253	10.4283
10.1622	10.5262	10.7316	10.7342	10.1878	10.4821	10.5832	10.5518
10.5403	11.0327	10.8069	10.5335	10.5352	10.7647	10.2956	10.1958
11.1451	11.21	11.2132	11.3125	11.2273	11.2102	11.2067	11.3487
10.6097	10.7702	10.2078	9.91961	10.7219	10.7176	9.50067	10.1032
10.7147	10.8627	11.0095	10.9944	10.6304	10.7066	10.6499	10.8068
10.2319	10.3202	10.8355	10.6905	10.1664	10.472	9.97321	10.3584
11.1702	11.0566	11.992	11.9742	11.0989	11.0148	11.8438	11.8468
11.3786	11.3375	11.3221	11.3215	10.8793	10.6126	11.3785	11.6213
12.6237	12.5435	12.3639	12.4196	12.3867	12.0737	12.0558	12.2563
10.4764	10.5335	10.8484	10.5032	10.5124	10.6042	10.0936	10.5804
10.6195	10.8232	10.0212	10.0021	10.6406	10.6535	9.5709	9.9658
10.3094	10.6443	10.5902	10.4124	10.3772	10.4708	10.3463	10.3262
11.2483	11.6306	11.3563	11.3373	11.3627	11.3497	11.1511	11.1836
10.8288	10.8072	10.486	10.4179	10.7332	10.8434	9.85568	10.3265
10.8524	11.0046	10.3235	10.2317	10.9266	10.9148	9.90272	10.3901
10.8238	10.7507	11.2353	11.1713	10.8557	10.7796	10.9664	11.064
