4.9517	4.6468	4.2885	5.4236	5.0652	4.7425	5.0134	4.7853	4.5989	5.3621	5.2357	4.9612	6.5994	6.5914	6.5994	6.5914	6.7845	7.3165	6.7845	7.3165	7.4443	7.4882	7.4443	7.4882	7.5497	7.0816	7.5497	7.0816	6.4986	6.6178	6.4986	6.6178	6.9019	6.7713	6.9019	6.7713	6.1453	6.1498	6.1453	6.1498	6.802	6.6626	6.802	6.6626	6.3659	6.2773	6.3659	6.2773	6.3829	6.3556	6.3829	6.3556	6.3075	6.2908	6.3075	6.2908	6.2962	5.906	6.2962	5.906	5.9762	6.0309	5.9762	6.0309	6.0466	6.2271	6.0466	6.2271	6.0275	6.0249	6.0275	6.0249	6.3803	6.1981	6.3803	6.1981
3.8772	4.8031	4.1669	4.5441	5.2578	4.5441	5.7301	6.4118	5.4721	6.1208	6.8424	5.7687	7.5752	7.0692	7.5752	7.0692	7.9124	8.3538	7.9124	8.3538	9.5143	10.08	9.5143	10.08	8.3287	8.1016	8.3287	8.1016	3.5949	3.9444	3.5949	3.9444	4.724	4.7798	4.724	4.7798	3.9315	3.8259	3.9315	3.8259	3.8545	3.3497	3.8545	3.3497	5.9143	5.7881	5.9143	5.7881	5.5393	5.4762	5.5393	5.4762	5.8604	5.9683	5.8604	5.9683	5.5107	5.7452	5.5107	5.7452	6.4913	6.3557	6.4913	6.3557	2.8934	2.1073	2.8934	2.1073	5.2964	5.5847	5.2964	5.5847	2.316	2.6769	2.316	2.6769
4.3967	4.0254	3.9396	5.1469	4.6153	4.6147	2.9947	4.0383	3.7439	3.3505	4.6381	4.257	6.302	5.9695	6.302	5.9695	6.1544	6.4224	6.1544	6.4224	5.5048	5.1297	5.5048	5.1297	5.6237	5.8358	5.6237	5.8358	5.7838	5.8653	5.7838	5.8653	5.7946	5.8493	5.7946	5.8493	5.3661	5.4767	5.3661	5.4767	5.803	5.7129	5.803	5.7129	5.5333	5.4961	5.5333	5.4961	5.9173	5.8067	5.9173	5.8067	5.6517	5.8639	5.6517	5.8639	5.6782	5.4718	5.6782	5.4718	5.1462	5.3163	5.1462	5.3163	5.7745	5.5551	5.7745	5.5551	5.8252	5.91	5.8252	5.91	6.0146	5.7438	6.0146	5.7438
3.6808	3.5881	3.7824	4.4731	4.2219	4.4712	3.9708	4.1889	4.3263	4.7703	4.7861	4.9658	4.8033	4.7827	4.8033	4.7827	4.7552	4.2658	4.7552	4.2658	2.7497	3.109	2.7497	3.109	3.125	3.074	3.125	3.074	5.4636	5.625	5.4636	5.625	5.7	5.7928	5.7	5.7928	5.5019	5.272	5.5019	5.272	5.8801	5.7791	5.8801	5.7791	5.2362	5.2813	5.2362	5.2813	5.2135	5.2706	5.2135	5.2706	5.3927	5.1265	5.3927	5.1265	5.2855	5.1556	5.2855	5.1556	4.8422	5.0627	4.8422	5.0627	5.2337	5.357	5.2337	5.357	5.1798	5.174	5.1798	5.174	5.0117	5.1937	5.0117	5.1937
2.4849	1.7022	1.3271	3.2913	2.4463	1.9709	2.8903	2.2108	2.0912	3.5729	2.8659	2.7093	6.0276	5.3994	6.0276	5.3994	2.9795	3.8687	2.9795	3.8687	9.0982	9.2235	9.0982	9.2235	9.0764	8.795	9.0764	8.795	2.1537	1.9411	2.1537	1.9411	2.6414	2.4894	2.6414	2.4894	2.7669	2.8121	2.7669	2.8121	2.4346	2.3705	2.4346	2.3705	2.785	2.6352	2.785	2.6352	2.7133	2.6205	2.7133	2.6205	2.5352	3.244	2.5352	3.244	2.861	2.8774	2.861	2.8774	2.1921	3.042	2.1921	3.042	3.1057	3.1088	3.1057	3.1088	2.7368	2.7449	2.7368	2.7449	3.8306	3.9746	3.8306	3.9746
5.9776	6.1212	6.3186	6.4795	6.5827	6.9183	5.6329	5.9953	5.8955	6.0693	6.5111	6.3975	9.4339	9.1756	9.4339	9.1756	9.1119	8.5833	9.1119	8.5833	7.9938	7.9995	7.9938	7.9995	7.4305	7.6624	7.4305	7.6624	6.522	6.4397	6.522	6.4397	7.2668	7.4006	7.2668	7.4006	6.7185	6.7233	6.7185	6.7233	6.4229	6.5815	6.4229	6.5815	7.2559	7.2468	7.2559	7.2468	7.3532	7.2523	7.3532	7.2523	7.1995	7.3434	7.1995	7.3434	7.3549	7.2149	7.3549	7.2149	7.2732	7.3531	7.2732	7.3531	6.2665	6.2907	6.2665	6.2907	7.0158	7.0092	7.0158	7.0092	6.3741	6.3393	6.3741	6.3393
6.9643	6.9811	6.7006	7.5064	7.4672	7.2407	7.2876	7.1514	7.2884	7.8664	7.6269	7.7816	6.7385	6.3994	6.7385	6.3994	6.0918	6.228	6.0918	6.228	5.8936	6.0146	5.8936	6.0146	4.1461	4.3257	4.1461	4.3257	7.4303	7.4382	7.4303	7.4382	7.0714	7.1797	7.0714	7.1797	7.1618	7.1216	7.1618	7.1216	7.0636	6.92	7.0636	6.92	7.5959	7.6505	7.5959	7.6505	7.7059	7.5498	7.7059	7.5498	7.6056	7.5717	7.6056	7.5717	7.6565	7.7883	7.6565	7.7883	7.7761	7.8062	7.7761	7.8062	8.3165	8.5563	8.3165	8.5563	7.9314	8.0155	7.9314	8.0155	8.5523	8.8271	8.5523	8.8271
6.4508	5.3436	5.1869	7.3144	6.0824	5.9413	5.9937	6.054	5.5618	6.8878	6.7556	6.3156	9.1396	9.485	9.1396	9.485	8.7169	9.1871	8.7169	9.1871	8.9125	9.199	8.9125	9.199	8.7664	8.8421	8.7664	8.8421	8.5678	7.5481	8.5678	7.5481	7.5511	7.2195	7.5511	7.2195	6.9813	7.2138	6.9813	7.2138	7.7758	7.6161	7.7758	7.6161	6.5885	6.8589	6.5885	6.8589	6.874	6.8676	6.874	6.8676	7.2334	6.6386	7.2334	6.6386	6.6003	6.92	6.6003	6.92	5.9486	5.8646	5.9486	5.8646	7.0345	7.1578	7.0345	7.1578	6.2419	6.1955	6.2419	6.1955	6.9493	7.4477	6.9493	7.4477
2.5218	2.1866	2.2589	3.0635	2.5993	2.6713	1.8315	2.8524	2.535	2.0072	3.0444	2.433	6.1404	5.5964	6.1404	5.5964	6.8879	7.2237	6.8879	7.2237	6.635	6.9019	6.635	6.9019	5.4224	5.5161	5.4224	5.5161	3.526	3.604	3.526	3.604	3.216	3.4592	3.216	3.4592	3.0731	3.3209	3.0731	3.3209	3.8384	3.8575	3.8384	3.8575	3.8917	3.8367	3.8917	3.8367	3.9346	3.7241	3.9346	3.7241	3.6019	3.6653	3.6019	3.6653	3.1348	3.4509	3.1348	3.4509	3.4013	2.9711	3.4013	2.9711	3.8277	3.4978	3.8277	3.4978	3.3333	3.233	3.3333	3.233	3.7009	3.6814	3.7009	3.6814
4.6596	4.0638	3.9078	5.3049	4.5723	4.5771	4.4641	4.6757	4.6603	5.0308	5.1835	5.1747	5.4527	6.1621	5.4527	6.1621	5.5622	4.6742	5.5622	4.6742	5.0206	4.0718	5.0206	4.0718	3.5658	4.4153	3.5658	4.4153	5.6276	5.8397	5.6276	5.8397	5.951	5.8686	5.951	5.8686	5.557	5.387	5.557	5.387	5.7721	5.8242	5.7721	5.8242	5.656	5.6871	5.656	5.6871	5.8253	5.7545	5.8253	5.7545	5.6174	5.7466	5.6174	5.7466	5.5705	5.5507	5.5705	5.5507	5.3401	5.511	5.3401	5.511	5.3986	5.5364	5.3986	5.5364	5.7293	5.6116	5.7293	5.6116	5.4428	5.2412	5.4428	5.2412
8.0776	7.2603	6.8053	7.749	7.1064	7.141	8.6421	7.226	7.3073	6.7204	7.2483	7.364	8.5393	8.4927	8.5393	8.4927	8.0685	8.3099	8.0685	8.3099	7.4153	7.9322	7.4153	7.9322	7.5455	7.3245	7.5455	7.3245	8.9431	8.854	8.9431	8.854	8.9138	8.7969	8.9138	8.7969	8.9119	8.9547	8.9119	8.9547	9.4375	9.3179	9.4375	9.3179	7.3355	7.3112	7.3355	7.3112	7.2983	7.1397	7.2983	7.1397	7.266	7.3147	7.266	7.3147	7.2753	7.1698	7.2753	7.1698	7.5926	7.7113	7.5926	7.7113	7.8295	7.8288	7.8295	7.8288	8.0602	8.019	8.0602	8.019	8.259	8.0081	8.259	8.0081
7.7258	6.5765	6.1499	1.856	0.7137	1.1043	7.2159	6.0414	5.9855	3.0268	1.1953	0.70487	9.1868	9.1167	9.1868	9.1167	7.9993	8.0013	7.9993	8.0013	6.8511	6.8433	6.8511	6.8433	5.9223	5.9644	5.9223	5.9644	9.6096	9.481	9.6096	9.481	10.082	10.154	10.082	10.154	9.7476	9.7953	9.7476	9.7953	9.9322	9.9193	9.9322	9.9193	9.0878	9.0706	9.0878	9.0706	9.1835	9.1154	9.1835	9.1154	9.1153	8.9861	9.1153	8.9861	9.0756	9.1855	9.0756	9.1855	9.6927	9.5564	9.6927	9.5564	9.1141	9.2045	9.1141	9.2045	9.3991	9.5172	9.3991	9.5172	9.0505	9.1201	9.0505	9.1201
