10.2638	9.87164	9.5093	10.6397	10.136	10.1125	10.0394	10.1936	10.3888	10.0969
8.75795	8.23609	7.9322	9.50502	9.88102	9.51561	8.88784	8.58844	9.55501	9.37342
9.57057	9.81908	8.7785	8.18476	8.62306	8.38942	9.6457	9.41101	8.84587	8.34593
8.61872	8.9898	8.04956	8.11125	8.25365	8.35815	8.34842	8.0467	8.31475	8.09954
7.41888	7.28144	6.40883	8.31803	7.51508	7.71965	6.96148	7.12451	8.04804	8.0891
10.5035	11.0739	10.9328	11.4522	11.5513	11.468	10.9644	10.0411	12.0063	11.8527
11.9716	11.5446	11.793	11.3986	11.9879	12.2547	12.1297	10.8979	11.5657	12.1592
11.4887	11.6495	11.5012	11.5072	11.5846	11.1011	11.7375	11.2052	11.5793	11.1744
8.7677	8.45303	8.93011	8.60823	8.32849	9.10734	8.44303	9.16672	8.32746	8.54692
9.40339	9.39569	9.42501	9.59656	9.07901	9.34595	9.00692	9.43576	9.3763	8.93142
12.9168	13.0032	13.0163	12.6541	12.4668	12.3276	12.832	12.8093	12.4481	12.2785
12.502	12.6858	12.0846	12.9956	12.8754	12.7597	12.3117	11.3064	13.0997	12.8782
7.96867	8.11617	7.48884	8.03154	8.03713	8.71943	7.52635	8.00506	8.09038	8.21088
8.12943	7.41925	7.78863	7.61922	7.27581	8.21133	7.39941	8.04043	7.14067	7.7799
10.2897	9.85647	9.15749	8.85305	9.8139	8.7795	9.84536	9.51361	9.60211	8.81325
8.09183	8.3007	7.6267	7.96389	8.12139	7.7415	7.98577	7.61106	8.07012	7.64036
6.96093	6.60116	4.34442	7.96387	6.46633	7.02372	6.6443	6.28829	7.86372	7.21453
8.68032	9.26481	7.58072	8.74568	8.55813	8.9661	8.4362	8.06287	8.84033	8.63583
6.89056	6.94743	6.79311	6.19063	6.37368	6.98262	6.51407	6.80109	6.35798	6.79311
13.1731	13.1886	13.019	11.0997	10.2666	10.2614	13.2221	11.1392	11.1546	11.2722
7.95452	8.25703	7.55838	9.69601	9.59579	8.90374	7.81003	7.19876	10.1779	9.35097
6.58265	6.10898	5.26016	5.93243	6.46932	7.16425	5.55218	6.51834	6.82416	6.76086
