5.05445	4.92094	4.96775	5.12954	4.81908	5.44902	5.25504	5.12954	5.2097
4.73493	4.70536	4.5907	5.16564	4.27959	4.35409	5.45626	5.5118	5.1018
4.33252	4.76418	4.45254	4.76418	4.94815	4.98895	4.82511	4.76418	4.903
1.78265	1.80542	2.04252	1.46845	2.18939	1.92003	1.78265	1.22273	1.25604
4.03165	3.41722	4.13597	4.33012	4.55838	5.06715	3.64052	3.7857	3.72659
6.23644	6.17896	6.29312	5.62563	5.17905	5.73111	4.94916	5.36534	5.51501
7.40942	7.05414	7.04249	6.40432	6.03535	5.78929	4.70151	5.40438	5.12012
6.6629	6.962	6.43072	6.51612	5.9908	6.4686	6.07084	6.4823	6.46317
4.68841	4.49844	4.67235	4.83179	4.18631	4.28027	4.83276	4.99542	4.90426
5.12369	5.06875	4.8906	5.62978	5.50551	5.33623	6.0739	6.05292	5.83835
6.37124	6.34982	5.99686	6.88299	6.81708	6.57294	6.22251	6.77324	6.53408
6.88098	7.12795	7.33445	7.97715	7.34455	8.58372	8.53299	9.24094	9.52592
3.32504	3.168	3.28302	2.7267	3.72156	2.44989	2.3381	2.26461	2.02585
5.83586	5.63014	5.12514	5.68517	6.3231	5.05722	4.75802	4.8472	4.61834
3.3074	3.44231	3.42363	2.77148	3.93047	2.46922	1.9081	2.65495	2.17878
3.71662	3.35333	3.69428	3.75197	3.71662	3.52889	3.72909	3.71662	4.19247
6.42148	6.77426	6.33371	8.5763	7.35917	7.3047	6.03723	7.08988	7.07379
2.15253	2.20484	2.70861	2.0227	2.56488	1.88991	1.48525	2.0227	1.59105
5.01012	4.78131	4.61834	4.7627	4.86362	4.23715	5.05244	4.61618	4.99529
4.83157	5.23119	4.92313	4.13418	3.68062	3.45697	4.63808	4.69696	4.56543
3.88529	4.19529	4.2896	4.2896	4.59589	4.5309	4.50852	4.2896	4.46675
2.04679	2.46545	2.09443	2.46545	2.37297	2.46545	3.2785	2.5176	3.71378
3.79233	3.60692	3.70437	3.63279	4.41301	3.5545	3.44189	3.2161	2.93397
4.50911	4.41064	5.05822	5.06423	4.96991	4.98498	6.05655	5.94177	6.09608
4.88174	4.97283	4.6638	4.81339	4.96346	4.5971	5.32615	4.7805	4.81339
4.57903	4.57903	4.44755	4.57903	4.10981	3.97076	5.71145	5.31466	5.29803
6.18114	6.21708	6.22261	5.99554	5.4681	5.68004	6.49729	6.25724	6.18114
2.54386	2.68362	2.32733	3.59781	3.37122	3.06107	4.31341	4.13955	4.43008
4.05526	3.34264	4.41195	2.89799	4.32355	3.97076	3.34264	2.90163	2.76883
4.22293	4.22293	3.95562	5.91694	5.29627	7.20843	1.7013	2.80357	2.37107
6.99664	6.72081	6.76827	6.94789	6.61903	6.11098	5.8509	6.16559	6.56898
5.10072	5.17905	4.75558	4.75558	3.36198	5.14029	4.21914	4.71916	4.75558
6.9333	6.98298	7.31456	6.55125	6.21821	7.38814	5.43799	6.21821	6.57224
4.40626	4.30107	4.42185	4.45765	4.10254	4.62848	4.45254	4.42295	4.51643
3.15359	3.59619	3.88638	3.69568	3.64603	4.00263	4.28062	4.01436	4.4638
6.14309	5.90863	6.14309	7.00891	6.12883	6.91582	5.89195	6.12062	6.48711
3.08134	3.05041	2.95676	2.56155	3.06895	2.58493	2.61475	2.10864	1.71964
3.54105	3.85574	3.01795	3.89882	3.97076	3.97076	4.43634	4.8714	5.12658
3.7941	3.354	3.09906	3.94289	3.60544	4.01351	4.9023	4.88566	4.70694
5.63507	5.51251	5.59181	5.68439	5.95388	5.96208	5.67643	5.63507	5.53379
2.31073	1.98992	2.22176	3.25945	2.18939	2.27593	4.21804	4.00695	4.49361
1.4689	1.04588	1.54365	1.36371	1.36371	1.39152	1.5476	1.00034	0.931213
2.17058	2.22418	2.56597	3.29444	2.73013	2.88421	3.9038	4.17051	3.89524
6.01361	6.65012	6.5652	5.25458	5.15236	5.06875	5.32768	5.17052	5.10974
1.68319	1.68864	1.94527	2.21944	1.70586	2.27593	2.88156	2.84715	2.53692
3.98095	4.00092	3.98095	3.98095	3.98095	3.85444	4.05736	4.05736	3.90641
