EG10568	398.9089	352.9629	382.4235
EG10569	326.2447	314.9918	358.8453
EG10570	259.1374	253.6771	260.9788
EG10571	118.9756	59.6901	54.783
EG10572	43.703	24.0355	25.8935
EG10573	9.6959	6.2769	5.7966
EG10574	30.4486	25.3338	19.1001
EG10575	10.0332	11.7131	6.7055
EG10576	1042.2586	1019.487	1241.7244
EG10577	5.2946	3.2126	3.5425
EG10578	9.6726	5.9984	6.0632
EG10579	13.2514	16.168	15.3132
EG10580	83.8182	95.2695	103.7232
EG10581	97.8396	116.1614	67.5112
EG10582	81.953	102.0987	43.019
EG10583	106.9993	75.5579	70.2934
EG10584	1608.4659	2209.0527	2283.2818
EG10585	71.5873	239.2871	100.429
EG10586	136.3227	164.6098	182.1496
EG10587	91.8825	77.8466	101.1614
EG10588	155.663	235.5343	130.5281
EG10589	404.7615	646.1068	430.1317
EG10590	34.6652	79.7611	56.2057
EG10591	18.3785	37.6824	22.0452
EG10592	12.372	16.3183	14.394
EG10593	36.3874	50.8994	49.1011
EG10594	10.6895	10.5008	11.8174
EG10595	429.7615	272.9237	303.778
EG10596	302.2952	217.7543	169.9325
EG10597	343.1962	266.5672	243.4595
EG10598	213.9843	187.5644	187.06
EG10599	750.8283	606.4208	968.4881
EG10600	1308.6607	822.3095	1197.5461
EG10601	295.8272	318.2996	372.2464
EG10602	491.2705	337.3303	372.4965
EG10603	220.3169	221.9229	200.8165
EG10604	58.9657	56.3147	56.3245
EG10605	35.7746	37.8499	40.9713
EG10606	35.8399	51.7554	42.222
EG10607	42.6418	44.6663	36.7681
EG10608	186.8352	206.6737	239.3478
EG10609	49.8349	69.7674	79.2119
EG10610	45.2825	63.1843	65.8664
EG10611	82.178	69.2913	78.2012
EG10612	37.7456	22.1248	23.6579
EG10613	75.8331	90.735	90.176
EG10614	36.4651	38.7547	36.2728
EG10615	34.9835	24.9791	27.1403
EG10616	48.3436	43.4262	49.3641
EG10617	21.4885	19.436	20.1572
EG10618	65.5109	66.6263	75.8175
EG10619	85.7118	100.0022	86.2642
EG10620	72.6473	67.1841	67.5232
EG10621	97.9209	83.1306	84.4924
EG10622	115.7797	94.9814	92.3088
EG10623	70.9035	65.1608	55.7605
EG10624	13.3623	10.9824	11.1566
EG10625	30.7664	32.65	34.6022
EG10626	16.665	16.7083	16.8173
EG10627	50.3825	47.8372	48.5716
EG10628	129.3961	69.4424	84.5859
EG10629	24.2835	26.1643	13.5005
EG10630	225.1289	120.0629	139.391
EG10631	43.4445	33.3599	50.22
EG10632	82.8089	58.0821	58.985
EG10633	77.1777	60.6934	49.8212
EG10634	105.1811	94.9473	113.6819
EG10635	44.4438	38.4694	47.2875
EG10636	110.9778	72.8561	76.0853
EG10637	8.9607	6.8793	7.4742
EG10638	1.7763	1.7013	1.8916
EG10639	2.799	2.0457	2.7011
EG10640	3.0096	2.7537	1.7258
