Frame ID	Name	pH 7.2 formula	pH 7.2 charge	pH 7.2 Weight	Feist formula	Media Concentration (mM)	Biomass information	Maximum exchange rate (mmol/gDSW/hr)	Fake metabolite	Equivalent enzyme frameId	Comments
lipidAds	Lipid A Disaccharide	C68H128N2O20P	-1	1324.7272000000	C68H127N2O20P		"{""core"": [], ""wildtype"": []}"			[]	
lipidX	2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate	C34H65NO12P	-1	710.8565000000	C34H64NO12P		"{""core"": [], ""wildtype"": []}"			[]	
lipoic-acid		C8H13O2S2	-1	205.3087000000	C8H13O2S2		"{""core"": [], ""wildtype"": []}"			[]	
lipoyl-amp		C18H25N5O8PS2	0	534.5165000000	C18H25N5O8PS2		"{""core"": [], ""wildtype"": []}"			[]	
lpp	lipoprotein	C19H35NO2R2S	0	341.5505000000	XC16H30O1		"{""core"": [], ""wildtype"": []}"		True	"[""G7644-MONOMER[p]""]"	"Non-element in formula. Weight calculated for known elements.
"
lys-L	L-Lysine	C6H15N2O2	1	147.1965000000	C6H15N2O2		"{""core"": [{""mmol/gDCW"": 0.3432, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.3432, ""location"": ""c""}]}"			[]	
lyx-L	L-Lyxose	C5H10O5	0	150.1290000000	C5H10O5		"{""core"": [], ""wildtype"": []}"			[]	
mal-D	D-Malate	C4H4O5	-2	132.0706000000	C4H4O5		"{""core"": [], ""wildtype"": []}"			[]	
mal-L	L-Malate	C4H4O5	-2	132.0706000000	C4H4O5		"{""core"": [], ""wildtype"": []}"			[]	
malACP	Malonyl-[acyl-carrier protein]	C14H22N2O10PRS	-2	441.3658000000	C14H22N2O10PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
malcoa	Malonyl-CoA	C24H34N7O19P3S	-4	849.5446000000	C24H33N7O19P3S		"{""core"": [], ""wildtype"": []}"			[]	
malt	Maltose	C12H22O11	0	342.2948000000	C12H22O11		"{""core"": [], ""wildtype"": []}"			[]	
malt6p	Maltose 6'-phosphate	C12H22O14P	-1	421.2658000000	C12H21O14P		"{""core"": [], ""wildtype"": []}"			[]	
malthp	Maltoheptaose	C42H72O36	0	1152.9948000000	C42H72O36		"{""core"": [], ""wildtype"": []}"			[]	
malthx	Maltohexaose	C36H62O31	0	990.8548000000	C36H62O31		"{""core"": [], ""wildtype"": []}"			[]	
maltpt	Maltopentaose	C30H52O26	0	828.7148000000	C30H52O26		"{""core"": [], ""wildtype"": []}"			[]	
malttr	Maltotriose	C18H32O16	0	504.4348000000	C18H32O16		"{""core"": [], ""wildtype"": []}"			[]	
maltttr	Maltotetraose	C24H42O21	0	666.5748000000	C24H42O21		"{""core"": [], ""wildtype"": []}"			[]	
man	D-Mannose	C6H12O6	0	180.1548000000	C6H12O6		"{""core"": [], ""wildtype"": []}"			[]	
man1p	D-Mannose 1-phosphate	C6H12O9P	-1	259.1258000000	C6H11O9P		"{""core"": [], ""wildtype"": []}"			[]	
man6p	D-Mannose 6-phosphate	C6H12O9P	-1	259.1258000000	C6H11O9P		"{""core"": [], ""wildtype"": []}"			[]	
man6pglyc	2(alpha-D-Mannosyl-6-phosphate)-D-glycerate	C9H15O12P	-2	346.1795000000	C9H14O12P		"{""core"": [], ""wildtype"": []}"			[]	
mana	D-Mannonate	C6H11O7	-1	195.1459000000	C6H11O7		"{""core"": [], ""wildtype"": []}"			[]	
manglyc	2(alpha-D-Mannosyl)-D-glycerate	C9H15O9	-1	267.2085000000	C9H15O9		"{""core"": [], ""wildtype"": []}"			[]	
melib	Melibiose	C12H22O11	0	342.2948000000	C12H22O11		"{""core"": [], ""wildtype"": []}"			[]	
mercppyr	Mercaptopyruvate	C3H3O3S	-1	119.1137000000	C3H3O3S		"{""core"": [], ""wildtype"": []}"			[]	
met-D	D-Methionine	C5H11NO2S	0	149.2069000000	C5H10NO2S		"{""core"": [], ""wildtype"": []}"			[]	
met-L	L-Methionine	C5H11NO2S	0	149.2069000000	C5H11NO2S		"{""core"": [{""mmol/gDCW"": 0.1537, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.1537, ""location"": ""c""}]}"			[]	
methf	5,10-Methenyltetrahydrofolate	C20H20N7O6	-1	454.4210000000	C20H20N7O6		"{""core"": [], ""wildtype"": []}"			[]	
metoh		CH4O	0	32.0416000000	CH4O		"{""core"": [], ""wildtype"": []}"			[]	
metsox-R-L	L-methionine-R-sulfoxide	C5H11NO3S	0	165.2059000000	C5H11NO3S		"{""core"": [], ""wildtype"": []}"			[]	
metsox-S-L	L-Methionine Sulfoxide	C5H11NO3S	0	165.2059000000	C5H11NO3S		"{""core"": [], ""wildtype"": []}"			[]	
mg2	magnesium	Mg	2	24.3050000000	Mg		"{""core"": [{""mmol/gDCW"": 0.007895, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.007895, ""location"": ""c""}]}"			[]	
mi1p-D	1D-myo-Inositol 1-phosphate	C6H12O9P	-1	259.1258000000	C6H11O9P		"{""core"": [], ""wildtype"": []}"			[]	
micit	methylisocitrate	C7H7O7	-3	203.1253000000	C7H7O7		"{""core"": [], ""wildtype"": []}"			[]	
minohp	myo-Inositol hexakisphosphate	C6H12O24P6	-6	653.9808000000	C6H6O24P6		"{""core"": [], ""wildtype"": []}"			[]	
mlthf	5,10-Methylenetetrahydrofolate	C20H21N7O6	-2	455.4289000000	C20H21N7O6		"{""core"": [{""mmol/gDCW"": 0.000223, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.000223, ""location"": ""c""}]}"			[]	
mmcoa-R	(R)-Methylmalonyl-CoA	C25H36N7O19P3S	-4	863.5714000000	C25H35N7O19P3S		"{""core"": [], ""wildtype"": []}"			[]	
mmcoa-S	(S)-Methylmalonyl-CoA	C25H36N7O19P3S	-4	863.5714000000	C25H35N7O19P3S		"{""core"": [], ""wildtype"": []}"			[]	
mmet	S-Methyl-L-methionine	C6H14NO2S	1	164.2416000000	C6H14NO2S		"{""core"": [], ""wildtype"": []}"			[]	
mn2	Mn2+	Mn	2	54.9380000000	Mn		"{""core"": [{""mmol/gDCW"": 0.003158, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.003158, ""location"": ""c""}]}"			[]	
mnl	D-Mannitol	C6H14O6	0	182.1706000000	C6H14O6		"{""core"": [], ""wildtype"": []}"			[]	
mnl1p	D-Mannitol 1-phosphate	C6H14O9P	-1	261.1416000000	C6H13O9P		"{""core"": [], ""wildtype"": []}"			[]	
mobd	Molybdate	MoO4	-2	159.9360000000	MoO4		"{""core"": [{""mmol/gDCW"": 0.003158, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.003158, ""location"": ""c""}]}"			[]	
mql8	Menaquinol 8	C51H74O2	0	719.1436000000	C51H74O2		"{""core"": [], ""wildtype"": []}"			[]	
mqn8	Menaquinone 8	C51H72O2	0	717.1278000000	C51H72O2		"{""core"": [], ""wildtype"": []}"			[]	
mso3	methanesulfonate	CH3O3S	-1	95.0917000000	CH3O3S		"{""core"": [], ""wildtype"": []}"			[]	
mthgxl	Methylglyoxal	C3H4O2	0	72.0626000000	C3H4O2		"{""core"": [], ""wildtype"": []}"			[]	
murein3p3p	two linked disacharide tripeptide murein units (uncrosslinked, middle of chain)	C68H104N12O38	-4	1697.6156000000	C68H104N12O38		"{""core"": [], ""wildtype"": []}"			[]	
murein3px3p	two disacharide linked murein units, tripeptide crosslinked tripeptide (A2pm->A2pm) (middle of chain)	C68H102N12O37	-4	1679.6008000000	C68H102N12O37		"{""core"": [], ""wildtype"": []}"			[]	
murein3px4p	two disacharide linked murein units, tripeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)	C71H107N13O38	-4	1750.6793000000	C71H107N13O38		"{""core"": [], ""wildtype"": []}"			[]	
murein4p3p	two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)	C71H109N13O39	-4	1768.6941000000	C71H109N13O39		"{""core"": [], ""wildtype"": []}"			[]	
murein4p4p	two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)	C74H114N14O40	-4	1839.7726000000	C74H114N14O40		"{""core"": [], ""wildtype"": []}"			[]	
murein4px4p	two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)	C74H112N14O39	-4	1821.7578000000	C74H112N14O39		"{""core"": [], ""wildtype"": []}"			[]	
murein4px4p4p	three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala), one uncrosslinked tetrapaptide) (middle of chain)	C111H169N21O59	-6	2741.6441000000	C111H169N21O59		"{""core"": [], ""wildtype"": []}"			[]	
murein4px4px4p	three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)	C111H167N21O58	-6	2723.6293000000	C111H167N21O58		"{""core"": [], ""wildtype"": []}"			[]	
murein5p3p	two linked disacharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain)	C74H114N14O40	-4	1839.7726000000	C74H114N14O40		"{""core"": [], ""wildtype"": []}"			[]	
murein5p4p	two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)	C77H119N15O41	-4	1910.8511000000	C77H119N15O41		"{""core"": [], ""wildtype"": []}"			[]	
murein5p5p	two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)	C80H124N16O42	-4	1981.9296000000	C80H124N16O42		"{""core"": [], ""wildtype"": []}"			[]	
murein5p5p5p	three linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)	C120H186N24O63	-6	2972.8944000000	C120H186N24O63		"{""core"": [], ""wildtype"": []}"			[]	
murein5px3p	two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain)	C74H112N14O39	-4	1821.7578000000	C74H112N14O39		"{""core"": [], ""wildtype"": []}"			[]	
murein5px4p	two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)	C77H117N15O40	-4	1892.8363000000	C77H117N15O40		"{""core"": [{""mmol/gDCW"": 0.01389, ""location"": ""p""}], ""wildtype"": [{""mmol/gDCW"": 0.01389, ""location"": ""p""}]}"			[]	
murein5px4px4p	three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)	C114H172N22O59	-6	2794.7078000000	C114H172N22O59		"{""core"": [], ""wildtype"": []}"			[]	
myrsACP	Myristoyl-ACP (n-C14:0ACP)	C25H47N2O8PRS	-1	566.6863000000	C25H47N2O8PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
n-ethylmaleimide		C6H7NO2	0	125.1263000000	C6H7NO2		"{""core"": [], ""wildtype"": []}"			[]	
n2o	Nitrous oxide	HN2O	1	45.0209000000	N2O		"{""core"": [], ""wildtype"": []}"			[]	
n8aspmd	N8-Acetylspermidine	C9H23N3O	2	189.3007000000	C9H23N3O		"{""core"": [], ""wildtype"": []}"			[]	
na1	Sodium	Na	1	22.9900000000	Na		"{""core"": [], ""wildtype"": []}"			[]	
nac	Nicotinate	C6H4NO2	-1	122.1026000000	C6H4NO2		"{""core"": [], ""wildtype"": []}"			[]	
nad	Nicotinamide adenine dinucleotide	C21H26N7O14P2	-1	662.4194000000	C21H26N7O14P2		"{""core"": [{""mmol/gDCW"": 0.001831, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.001831, ""location"": ""c""}]}"			[]	
nadh	Nicotinamide adenine dinucleotide - reduced	C21H27N7O14P2	-2	663.4273000000	C21H27N7O14P2		"{""core"": [], ""wildtype"": []}"			[]	
nadp	Nicotinamide adenine dinucleotide phosphate	C21H26N7O17P3	-2	741.3904000000	C21H25N7O17P3		"{""core"": [{""mmol/gDCW"": 0.000447, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.000447, ""location"": ""c""}]}"			[]	
nadph	Nicotinamide adenine dinucleotide phosphate - reduced	C21H27N7O17P3	-3	742.3983000000	C21H26N7O17P3		"{""core"": [], ""wildtype"": []}"			[]	
ncam	Nicotinamide	C6H6N2O	0	122.1264000000	C6H6N2O		"{""core"": [], ""wildtype"": []}"			[]	
nh4	Ammonium	H4N	1	18.0386000000	H4N		"{""core"": [{""mmol/gDCW"": 0.011843, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.011843, ""location"": ""c""}]}"			[]	
ni2	nickel	Ni	2	58.7100000000	Ni		"{""core"": [], ""wildtype"": []}"			[]	
nicrnt	Nicotinate D-ribonucleotide	C11H13NO9P	-1	334.1957000000	C11H12NO9P		"{""core"": [], ""wildtype"": []}"			[]	
nmn	NMN	C11H15N2O8P	0	334.2195000000	C11H14N2O8P		"{""core"": [], ""wildtype"": []}"			[]	
no	Nitric oxide	NO	0	30.0060000000	NO		"{""core"": [], ""wildtype"": []}"			[]	
no2	Nitrite	NO2	-1	46.0050000000	NO2		"{""core"": [], ""wildtype"": []}"			[]	
no3	Nitrate	NO3	-1	62.0040000000	NO3		"{""core"": [], ""wildtype"": []}"			[]	
o16a2und	(O16 antigen)x2 undecaprenyl diphosphate	C123H200N2O57P2	-2	2680.8380000000	C123H200N2O57P2		"{""core"": [], ""wildtype"": []}"			[]	
o16a3und	(O16 antigen)x3 undecaprenyl diphosphate	C157H255N3O82P2	-2	3558.6285000000	C157H255N3O82P2		"{""core"": [], ""wildtype"": []}"			[]	
o16a4colipa	(O16 antigen)x4 core oligosaccharide lipid A	C312H527N6O200P4	-7	7686.3333000000	C312H523N6O200P4		"{""core"": [], ""wildtype"": []}"			[]	
o16a4und	(O16 antigen)x4 undecaprenyl diphosphate	C191H310N4O107P2	-2	4436.4190000000	C191H310N4O107P2		"{""core"": [], ""wildtype"": []}"			[]	
o16aund	O16 antigen undecaprenyl diphosphate	C89H145NO32P2	-2	1803.0475000000	C89H145N1O32P2		"{""core"": [], ""wildtype"": []}"			[]	
o2	O2	O2	0	31.9980000000	O2		"{""core"": [], ""wildtype"": []}"			[]	
o2s	Superoxide anion	O2	-1	31.9980000000	O2		"{""core"": [], ""wildtype"": []}"			[]	
oaa	Oxaloacetate	C4H2O5	-2	130.0548000000	C4H2O5		"{""core"": [], ""wildtype"": []}"			[]	
oc2coa	trans-Oct-2-enoyl-CoA	C29H45N7O17P3S	-3	888.6885000000	C29H44N7O17P3S		"{""core"": [], ""wildtype"": []}"			[]	
ocACP	Octanoyl-ACP (n-C8:0ACP)	C19H35N2O8PRS	-1	482.5255000000	C19H35N2O8PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
occoa	Octanoyl-CoA (n-C8:0CoA)	C29H47N7O17P3S	-3	890.7043000000	C29H46N7O17P3S		"{""core"": [], ""wildtype"": []}"			[]	
ocdca	octadecanoate (n-C18:0)	C18H35O2	-1	283.4725000000	C18H35O2		"{""core"": [], ""wildtype"": []}"			[]	
ocdcaACP	Octadecanoyl-ACP (n-C18:0ACP)	C29H55N2O8PRS	-1	622.7935000000	C29H55N2O8PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
ocdcea	octadecenoate (n-C18:1)	C18H33O2	-1	281.4567000000	C18H33O2		"{""core"": [], ""wildtype"": []}"			[]	
octa	octanoate (n-C8:0)	C8H15O2	-1	143.2045000000	C8H15O2		"{""core"": [], ""wildtype"": []}"			[]	
octdp	all-trans-Octaprenyl diphosphate	C40H66O7P2	-2	720.9024000000	C40H65O7P2		"{""core"": [], ""wildtype"": []}"			[]	
octeACP	cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)	C29H53N2O8PRS	-1	620.7777000000	C29H53N2O8PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
od2coa	trans-Octadec-2-enoyl-CoA	C39H65N7O17P3S	-3	1028.9565000000	C39H64N7O17P3S		"{""core"": [], ""wildtype"": []}"			[]	
odecoa	Octadecenoyl-CoA (n-C18:1CoA)	C39H65N7O17P3S	-3	1028.9565000000	C39H64N7O17P3S		"{""core"": [], ""wildtype"": []}"			[]	
ohpb	2-Oxo-3-hydroxy-4-phosphobutanoate	C4H5O8P	-2	212.0495000000	C4H4O8P		"{""core"": [], ""wildtype"": []}"			[]	
op4en	2-Oxopent-4-enoate	C5H5O3	-1	113.0915000000	C5H5O3		"{""core"": [], ""wildtype"": []}"			[]	
orn	Ornithine	C5H13N2O2	1	133.1697000000	C5H13N2O2		"{""core"": [], ""wildtype"": []}"			[]	
orot	Orotate	C5H3N2O4	-1	155.0887000000	C5H3N2O4		"{""core"": [], ""wildtype"": []}"			[]	
orot5p	Orotidine 5'-phosphate	C10H11N2O11P	-2	366.1739000000	C10H10N2O11P		"{""core"": [], ""wildtype"": []}"			[]	
oxam	Oxamate	C2H2NO3	-1	88.0418000000	C2H2NO3		"{""core"": [], ""wildtype"": []}"			[]	
oxur	Oxalureate	C3H3N2O4	-1	131.0667000000	C3H3N2O4		"{""core"": [], ""wildtype"": []}"			[]	
pa120	1,2-didodecanoyl-sn-glycerol 3-phosphate	C27H52O8P	-1	535.6738000000	C27H51O8P1		"{""core"": [], ""wildtype"": []}"			[]	
pa140	1,2-ditetradecanoyl-sn-glycerol 3-phosphate	C31H60O8P	-1	591.7810000000	C31H59O8P1		"{""core"": [], ""wildtype"": []}"			[]	
pa141	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate	C31H56O8P	-1	587.7494000000	C31H55O8P1		"{""core"": [], ""wildtype"": []}"			[]	
pa160	1,2-dihexadecanoyl-sn-glycerol 3-phosphate	C35H68O8P	-1	647.8882000000	C35H67O8P1		"{""core"": [], ""wildtype"": []}"			[]	
pa161	1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate	C35H64O8P	-1	643.8566000000	C35H63O8P1		"{""core"": [], ""wildtype"": []}"			[]	
pa180	1,2-dioctadecanoyl-sn-glycerol 3-phosphate	C39H76O8P	-1	703.9954000000	C39H75O8P1		"{""core"": [], ""wildtype"": []}"			[]	
pa181	1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate	C39H72O8P	-1	699.9638000000	C39H71O8P1		"{""core"": [], ""wildtype"": []}"			[]	
pac	Phenylacetic acid	C8H7O2	-1	135.1413000000	C8H7O2		"{""core"": [], ""wildtype"": []}"			[]	
pacald	Phenylacetaldehyde	C8H8O	0	120.1502000000	C8H8O		"{""core"": [], ""wildtype"": []}"			[]	
palmACP	Palmitoyl-ACP (n-C16:0ACP)	C27H51N2O8PRS	-1	594.7399000000	C27H51N2O8PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
pan4p	Pantetheine 4'-phosphate	C11H22N2O7PS	-1	357.3358000000	C11H21N2O7PS		"{""core"": [], ""wildtype"": []}"			[]	
pant-R	(R)-Pantoate	C6H11O4	-1	147.1489000000	C6H11O4		"{""core"": [], ""wildtype"": []}"			[]	
pap	Adenosine 3',5'-bisphosphate	C10H13N5O10P2	-2	425.1857000000	C10H11N5O10P2		"{""core"": [], ""wildtype"": []}"			[]	
paps	3'-Phosphoadenylyl sulfate	C10H12N5O13P2S	-3	504.2348000000	C10H11N5O13P2S		"{""core"": [], ""wildtype"": []}"			[]	
pdx5p	Pyridoxine 5'-phosphate	C8H11NO6P	-1	248.1499000000	C8H10NO6P		"{""core"": [], ""wildtype"": []}"			[]	
pe120	phosphatidylethanolamine (didodecanoyl, n-C12:0)	C29H58NO8P	0	579.7502000000	C29H58N1O8P1		"{""core"": [], ""wildtype"": []}"			[]	
pe140	phosphatidylethanolamine (ditetradecanoyl, n-C14:0)	C33H66NO8P	0	635.8574000000	C33H66N1O8P1		"{""core"": [], ""wildtype"": []}"			[]	
pe141	phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)	C33H62NO8P	0	631.8258000000	C33H62N1O8P1		"{""core"": [], ""wildtype"": []}"			[]	
pe160	phosphatidylethanolamine (dihexadecanoyl, n-C16:0)	C37H74NO8P	0	691.9646000000	C37H74N1O8P1		"{""core"": [{""mmol/gDCW"": 0.02233, ""location"": ""c""}, {""mmol/gDCW"": 0.04148, ""location"": ""p""}], ""wildtype"": [{""mmol/gDCW"": 0.02233, ""location"": ""c""}, {""mmol/gDCW"": 0.04148, ""location"": ""p""}]}"			[]	
pe161	phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)	C37H70NO8P	0	687.9330000000	C37H70N1O8P1		"{""core"": [{""mmol/gDCW"": 0.02632, ""location"": ""c""}, {""mmol/gDCW"": 0.04889, ""location"": ""p""}], ""wildtype"": [{""mmol/gDCW"": 0.02632, ""location"": ""c""}, {""mmol/gDCW"": 0.04889, ""location"": ""p""}]}"			[]	
pe180	phosphatidylethanolamine (dioctadecanoyl, n-C18:0)	C41H82NO8P	0	748.0718000000	C41H82N1O8P1		"{""core"": [], ""wildtype"": []}"			[]	
pe181	phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)	C41H78NO8P	0	744.0402000000	C41H78N1O8P1		"{""core"": [], ""wildtype"": []}"			[]	
peamn	Phenethylamine	C8H12N	1	122.1898000000	C8H12N		"{""core"": [], ""wildtype"": []}"			[]	
pep	Phosphoenolpyruvate	C3H3O6P	-2	166.0247000000	C3H2O6P		"{""core"": [], ""wildtype"": []}"			[]	
pg120	Phosphatidylglycerol (didodecanoyl, n-C12:0)	C30H58O10P	-1	609.7522000000	C30H58O10P1		"{""core"": [], ""wildtype"": []}"			[]	
pg140	Phosphatidylglycerol (ditetradecanoyl, n-C14:0)	C34H66O10P	-1	665.8594000000	C34H66O10P1		"{""core"": [], ""wildtype"": []}"			[]	
pg141	Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)	C34H62O10P	-1	661.8278000000	C34H62O10P1		"{""core"": [], ""wildtype"": []}"			[]	
pg160	Phosphatidylglycerol (dihexadecanoyl, n-C16:0)	C38H74O10P	-1	721.9666000000	C38H74O10P1		"{""core"": [], ""wildtype"": []}"			[]	
pg161	Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)	C38H70O10P	-1	717.9350000000	C38H70O10P1		"{""core"": [], ""wildtype"": []}"			[]	
pg180	Phosphatidylglycerol (dioctadecanoyl, n-C18:0)	C42H82O10P	-1	778.0738000000	C42H82O10P1		"{""core"": [], ""wildtype"": []}"			[]	
pg181	Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)	C42H78O10P	-1	774.0422000000	C42H78O10P1		"{""core"": [], ""wildtype"": []}"			[]	
pgp120	Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)	C30H58O13P2	-2	688.7232000000	C30H57O13P2		"{""core"": [], ""wildtype"": []}"			[]	
pgp140	Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)	C34H66O13P2	-2	744.8304000000	C34H65O13P2		"{""core"": [], ""wildtype"": []}"			[]	
pgp141	Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)	C34H62O13P2	-2	740.7988000000	C34H61O13P2		"{""core"": [], ""wildtype"": []}"			[]	
pgp160	Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)	C38H74O13P2	-2	800.9376000000	C38H73O13P2		"{""core"": [], ""wildtype"": []}"			[]	
pgp161	Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)	C38H70O13P2	-2	796.9060000000	C38H69O13P2		"{""core"": [], ""wildtype"": []}"			[]	
pgp180	Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)	C42H82O13P2	-2	857.0448000000	C42H81O13P2		"{""core"": [], ""wildtype"": []}"			[]	
pgp181	Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)	C42H78O13P2	-2	853.0132000000	C42H77O13P2		"{""core"": [], ""wildtype"": []}"			[]	
phaccoa	Phenylacetyl-CoA	C29H39N7O17P3S	-3	882.6411000000	C29H38N7O17P3S		"{""core"": [], ""wildtype"": []}"			[]	
phe-L	L-Phenylalanine	C9H11NO2	0	165.1909000000	C9H11NO2		"{""core"": [{""mmol/gDCW"": 0.1759, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.1759, ""location"": ""c""}]}"			[]	
pheme	Protoheme	C34H30FeN4O4	-2	614.4820000000	C34H30FeN4O4		"{""core"": [{""mmol/gDCW"": 0.000223, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.000223, ""location"": ""c""}]}"			[]	
phhlipa	phospho-heptosyl-heptosyl-kdo2-lipidA	C124H222N2O54P3	-5	2697.9998000000	C124H219N2O54P3		"{""core"": [], ""wildtype"": []}"			[]	
phom	O-Phospho-L-homoserine	C4H9NO6P	-1	198.0901000000	C4H8NO6P		"{""core"": [], ""wildtype"": []}"			[]	
phphhlipa	phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA	C131H233N2O63P4	-7	2968.1287000000	C131H230N2O63P4		"{""core"": [], ""wildtype"": []}"			[]	
phpyr	Phenylpyruvate	C9H7O3	-1	163.1513000000	C9H7O3		"{""core"": [], ""wildtype"": []}"			[]	
phthr	O-Phospho-4-hydroxy-L-threonine	C4H9NO7P	-1	214.0891000000	C4H8NO7P		"{""core"": [], ""wildtype"": []}"			[]	
pi	Phosphate	HO4P	-2	95.9779000000	HO4P		"{""core"": [{""mmol/gDCW"": -59.806, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": -59.806, ""location"": ""c""}]}"			[]	
pmcoa	Pimeloyl-CoA	C28H42N7O19P3S	-4	905.6518000000	C28H41N7O19P3S		"{""core"": [], ""wildtype"": []}"			[]	
pmtcoa	Palmitoyl-CoA (n-C16:0CoA)	C37H63N7O17P3S	-3	1002.9187000000	C37H62N7O17P3S		"{""core"": [], ""wildtype"": []}"			[]	
pnto-R	(R)-Pantothenate	C9H16NO5	-1	218.2274000000	C9H16NO5		"{""core"": [], ""wildtype"": []}"			[]	
ppa	Propionate (n-C3:0)	C3H5O2	-1	73.0705000000	C3H5O2		"{""core"": [], ""wildtype"": []}"			[]	
ppal	Propanal	C3H6O	0	58.0794000000	C3H6O		"{""core"": [], ""wildtype"": []}"			[]	
ppap	Propanoyl phosphate	C3H5O5P	-2	152.0415000000	C3H5O5P		"{""core"": [], ""wildtype"": []}"			[]	
ppbng	Porphobilinogen	C10H13N2O4	-1	225.2227000000	C10H13N2O4		"{""core"": [], ""wildtype"": []}"			[]	
ppcoa	Propanoyl-CoA	C24H37N7O17P3S	-3	820.5703000000	C24H36N7O17P3S		"{""core"": [], ""wildtype"": []}"			[]	
ppgpp	Guanosine 3',5'-bis(diphosphate)	C10H12N5O17P4	-5	598.1188000000	C10H11N5O17P4		"{""core"": [], ""wildtype"": []}"			[]	
pphn	Prephenate	C10H8O6	-2	224.1672000000	C10H8O6		"{""core"": [], ""wildtype"": []}"			[]	
ppi	Diphosphate	H2O7P2	-2	175.9568000000	HO7P2		"{""core"": [{""mmol/gDCW"": -0.7739, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": -0.7739, ""location"": ""c""}]}"			[]	
ppp9	Protoporphyrin	C34H32N4O4	-2	560.6508000000	C34H32N4O4		"{""core"": [], ""wildtype"": []}"			[]	
pppg9	Protoporphyrinogen IX	C34H38N4O4	-2	566.6982000000	C34H38N4O4		"{""core"": [], ""wildtype"": []}"			[]	
