"Gene"	"M9 Glucose minus AAs"	"N-limited Glucose minus AAs"	"M9 Glucose plus AAs"	"M9 Glycerol plus AAs"	"P-limited Glucose plus AAs"
"EG10030"	4.99009425863	2.83421875655	14.1293290748	23.8154071711	15.3157290373
"EG10031"	147.423502772	161.39471094	64.2867751072	112.90337859	203.135872331
"EG10032"	25.9072919902	27.641262278	131.975013267	120.562779388	13.8818789709
"EG10033"	6.57621362285	9.1008315979	1.24955077661	28.2544377739	20.5448357102
"EG10034"	15.1022040479	10.1883605153	12.8125462251	54.9676571174	40.0970174871
"EG10035"	55.2104435915	70.5070998427	5.83363706133	236.729239044	3.64619581345
"EG10036"	4.51900027255	1.43539829432	0.146518576752	1.29782755531	4.09314742751
"EG10037"	0.731425888248	0.954324820663	2.34253491401	0.396804574066	3.79275008448
"EG10039"	64.3266761983	85.5351861866	39.4768993998	36.8660168171	0.634851197788
"EG10040"	1.31780493751	0.573045419957	1.96713017448	2.78031724809	0.987131284751
"EG10041"	14.0151854183	19.709227849	26.9334991401	7.67014011954	7.42310214735
"EG10042"	6.6688191211	3.35185122333	8.24063581123	9.03635456531	2.24331374162
"EG10043"	9.48721776409	9.33015777001	7.34522634573	36.9892552298	46.8696892569
"EG10044"	120.233826524	81.5728639307	12.1549991758	108.007216881	121.148769568
"EG10045"	8.73547305779	9.96060452851	19.6933405142	22.232835758	4.1486062049
"EG10046"	0.624427980902	0.702401516228	20.6857372555	2.20144052157	0.973377116024
"EG10047"	15.8816756758	29.70336918	32.5426531185	12.4240742582	25.2968368851
"EG10048"	2.84885813149	3.49550259095	6.30192423101	5.45175730598	10.5748033514
"EG10049"	0.916532034356	0.68116368811	1.13203552212	3.10388078755	7.03745527896
"EG10050"	2.21915386578	2.11882354228	0.289718645125	1.52049491614	8.77499701728
"EG10051"	22.3613694027	9.05032676556	26.79485832	117.646983269	11.9109119887
"EG10052"	0.145355736041	0.245512097462	0.162090139531	0.913565374417	0.296385542832
"EG10053"	0.24595715074	0.0884591619525	0.28151568932	1.48716263737	0.573555196414
"EG10054"	3.06766363269	1.68545707747	4.28576033433	7.58367617782	3.52122850579
"EG10055"	0.345232448263	0.353225060455	0.394818477278	0.742159446031	0.247300714381
"EG10056"	0.661853929	0.904950039137	1.72776769658	1.69033654144	0.642675317196
"EG10057"	0.603448597645	0.779638892907	0.896385380291	4.2915563125	0.386190061153
"EG10058"	2.21442821137	2.06211943721	0.166868041678	1.61256119987	0.347036458219
"EG10059"	6.63373485627	3.68317606964	0.968966079558	2.77111140219	1.56764416987
"EG10060"	1.35916336153	0.151930389762	0.596896442721	1.74894546227	2.00696823841
"EG10061"	10.6165890247	16.7750930343	85.5140984642	185.871414151	147.464652061
"EG10062"	7.64413778613	7.87626942425	2.57642056802	7.66429281169	7.96720011317
"EG10063"	78.5306519334	28.7486295776	3.64679626156	6.40067056669	3.59337197676
"EG10064"	65.8276164246	24.8566792475	3.27894937442	16.1626262539	8.34090459263
"EG10065"	84.0482004977	28.1531670746	0.111905957542	15.4886506333	6.38030654776
"EG10066"	43.8583427677	37.5656571754	1.81006733668	4.21259196101	1.06884576218
"EG10067"	103.895012787	57.1389353984	1.5339895708	15.6621148867	11.277841619
"EG10068"	137.201984573	85.0184129517	1.36291822572	22.6264209124	6.95498026765
"EG10069"	57.1967628211	28.5823307647	0.968648245409	23.6511658794	7.17070405562
"EG10070"	22.1749529745	20.6674348545	5.88326656799	16.0414447436	20.1758534885
"EG10071"	10.8406092699	9.02765451931	4.30281436543	13.6460848364	7.88681553121
"EG10072"	10.530057855	13.0421760939	3.76499037051	41.8763444556	17.1008200465
"EG10073"	88.1927822374	127.227542542	27.4908978884	35.4207697513	27.2283385992
"EG10074"	18.2122107912	12.9210384375	6.78484912212	12.1300740683	7.71531592635
"EG10075"	17.5843596222	23.0309535098	17.7609168801	19.1259803232	6.42641597238
"EG10076"	8.92095067486	6.83872353318	6.81500037735	9.34134502646	9.3053921336
"EG10077"	10.0480899414	11.6822637585	4.70780242399	9.19021712275	29.557730185
"EG10078"	544.891258207	327.353261203	1.23032103263	13.2322532446	5.04269330847
"EG10079"	96.5479151563	138.655517515	18.0892360492	12.6903598106	189.288140175
"EG10080"	13.8311112637	12.5269157007	2.81894201667	68.595993663	2.29243967641
"EG10081"	26.4521293886	52.7686789378	29.1594845586	39.2462921108	17.8122797174
"EG10082"	66.3437299951	72.7440554487	18.3997502881	28.8554166188	8.34852940124
"EG10083"	2.72831056578	4.47411991458	0.528838463049	1.5129699281	6.71556953082
"EG10084"	21.9880998661	42.218365197	2.04029646212	9.12778243989	1.5190983115
"EG10085"	1.11536353267	1.52798505992	0.3939547859	0.493202808183	0.807721034764
"EG10086"	0.0837845053296	0.49191683579	1.66994782054	1.09689234811	0.762038214265
"EG10087"	3.45097673324	3.68753150088	3.37888656661	3.23779604721	0.974881690258
"EG10088"	143.503442194	146.205697341	41.4286041537	44.8050502767	170.84522096
"EG10089"	0.26117157196	0.505691312298	0.520782260963	0.864623688857	0.866167549227
"EG10090"	0.283845456778	0.309277582979	0.654209072086	0.318969988139	0.22464799873
"EG10091"	12.252891496	36.7451262214	94.7522739225	10.9823530267	7.49559499328
"EG10092"	18.6972093193	8.93089188603	47.7073885337	24.8536969011	13.2459463404
"EG10093"	2.68327680707	4.06809688798	1.49414925738	2.91498951342	2.10650725689
"EG10094"	37.9306092365	34.1519351775	40.1033573064	106.769680565	22.443843645
"EG10095"	3.20800946123	3.6552963578	122.642035563	288.513156415	2.34301399128
"EG10096"	104.565743149	132.273449398	37.550086544	26.0492902708	60.5783947074
"EG10097"	11.4801819377	13.1258860916	13.6160460429	20.1445976304	13.0475328461
"EG10098"	211.813382323	206.320868288	120.836573721	498.032017152	77.9104977081
"EG10099"	100.047932134	106.586047495	8.65049013582	324.251294077	60.7553886917
"EG10100"	286.050611571	296.148699512	342.633801813	103.572050302	42.2786754924
"EG10101"	273.574845223	274.736509614	375.08107587	174.462758903	50.7874801545
"EG10102"	127.784590974	261.636893337	115.659508685	1118.1065766	169.272578513
"EG10103"	99.9765355613	57.3332714874	123.929213458	702.45919012	111.417642017
"EG10104"	101.538058689	51.4575066061	163.612323757	515.164369614	57.3425865707
"EG10105"	261.080363653	250.575966579	186.47920173	440.366282747	74.1027542954
"EG10106"	101.939886508	120.649789248	33.4583031463	119.898693415	16.7833207043
"EG10107"	15.613051632	21.7789143881	15.2674432405	19.8020884219	18.8573109982
"EG10108"	99.8311943327	112.317085671	14.3222931813	152.688640032	73.7514199078
"EG10109"	1.81030712956	0.534422532584	0.946710283033	3.93430569097	3.77720632611
"EG10110"	4.53476092571	1.12045268084	2.12932890915	10.9203367495	1.74741046409
"EG10111"	17.078605788	17.1952803188	27.3208220836	22.5171777011	4.7619741771
"EG10112"	1.86711669783	1.43204794729	0.700663901834	2.86557546053	1.33819598465
"EG10113"	28.3888073221	34.3414340116	20.0896811142	11.550228423	62.8754201754
"EG10114"	0.302908308459	0.0702623891804	0.5334935551	0.472449281229	0.177459441376
"EG10115"	0.422094495739	1.65223558954	3.31783179652	3.38419137904	0.378561527364
"EG10116"	0.133964634637	0.231552931314	0.194121465411	0.750966779114	0.185076524713
"EG10117"	24.8734116499	12.6843184492	1.92241786387	9.58376263757	23.7925175192
"EG10118"	75.7002127927	38.8944442934	29.9395414456	27.6974661723	40.2961751879
"EG10119"	18.0003754412	5.7727985218	8.98713037404	12.3133855378	22.1287156677
"EG10120"	26.0041722897	9.7972518031	12.1316233749	15.5876230709	25.1972564725
"EG10121"	22.457332112	5.85081588014	5.37968876919	10.0679354514	28.1107202343
"EG10122"	0.855854580716	5.4586961166	8.71390542887	7.27693818328	1.8577857851
"EG10123"	6.62086441209	3.38389437828	3.482988964	6.90840559415	3.85667088432
"EG10124"	4.20008042423	2.48161642953	1.67102502774	4.84365777486	0.600683688253
"EG10125"	53.9016671619	53.831435828	2.02473510448	147.732430081	221.359253994
"EG10126"	18.725107078	19.6477609092	21.0725740393	17.4420042083	5.7044504915
"EG10127"	1.42245571812	1.78609715954	1.96335536009	3.12576644254	0.880230937501
"EG10128"	7.66159509785	11.8068038699	2.59679202928	4.71979530312	12.5908117892
"EG10129"	8.10511863475	12.4357770197	4.28203680974	12.2248922895	20.0200224858
"EG10130"	7.07256048189	7.87413021504	2.19033499036	5.01157642896	1.29345980352
"EG10131"	0.488223149117	0.0337287711012	0.29171453512	0.103967639196	2.13521143293
"EG10132"	0.115814550036	0.108032880797	0.136639391587	0.131879199775	1.33818384885
"EG10133"	0.975683242656	1.59658847964	2.81953151487	1.04986608194	1.38491253274
"EG10134"	206.643385846	146.546964198	67.7740681011	1.4839126468	15.8072539413
"EG10135"	121.466026281	132.077359875	199.000021339	0.923578675588	8.13141367312
"EG10136"	7.96715540474	9.18642511481	16.2692830479	10.7490291675	13.3799256935
"EG10137"	3.79438719734	3.45542484556	8.1230715613	11.5609599446	4.51678284439
"EG10138"	1.30464696502	0.749617544708	1.30646766639	4.30723371435	9.03466273656
"EG10139"	5.71973763035	8.82432782388	9.66240226307	10.3515010855	6.46769603259
"EG10140"	6.94768617335	4.40532678167	6.33672186729	1.18949909766	4.31515909788
"EG10141"	0.592254931033	0.504299368762	1.01053203974	0.592536052349	0.42422395029
"EG10142"	3.97636945131	3.38156384976	2.60060209439	2.50115808577	1.69691894032
"EG10143"	3.00839995069	2.12767259073	4.70451949654	2.56002696926	1.67455418545
"EG10144"	1.46919729104	0.873007871289	0.456749661558	1.33824792546	0.617037716297
"EG10145"	1.54371015846	0.899053570892	0.651120042696	0.616901688548	1.4426572462
"EG10146"	72.3923555292	33.4289891557	29.0031360417	55.1306848473	210.324778873
"EG10147"	89.7470743999	82.6659689793	48.4741225648	30.995094502	58.2496675368
"EG10148"	25.6451007441	23.71822618	40.1767894271	21.1468038713	71.856671161
"EG10149"	125.563667122	53.0219691922	66.5952281529	100.750418167	453.257233593
"EG10150"	330.402905939	324.403868606	191.025627112	138.934861898	279.767252599
"EG10151"	54.0749928275	23.1542522596	50.2203384464	29.541139814	157.267777626
"EG10152"	0.592301916256	4.71082771177	38.9523181463	21.4998596094	18.8217600466
"EG10153"	3.02309713208	2.601601665	11.0010891765	9.48089339198	8.02428091628
"EG10154"	1.52099659873	1.78895338769	8.68217330223	8.16813485585	4.15932920593
"EG10155"	198.290176268	851.059816228	217.35113649	802.103241268	69.6818409552
"EG10156"	75.765191199	48.0537971816	71.3330516185	408.159298907	34.479097214
"EG10157"	17.4788176529	4.54712372422	11.6367063134	14.1701762337	68.9480410483
"EG10158"	44.149007224	52.5803364725	8.50955109881	74.868166698	29.633981764
"EG10159"	37.4394925388	18.4644759499	84.1982336919	92.6478009203	87.2304465118
"EG10160"	5.40921390068	6.68571056832	1.95251126074	30.5097212102	3.35462275723
"EG10161"	0.323919285214	0.0656467313225	0.293528215566	0.485459105727	0.221852683854
"EG10162"	0.385557276333	0.486771825397	0.567211903378	0.16512741545	0.323142729043
"EG10163"	6.90390057311	3.57286599665	0.94782153911	1.20142518008	3.91508957028
"EG10164"	52.7175730178	49.7324001022	105.164276375	169.986022809	44.6072347703
"EG10165"	102.527404993	159.273064886	288.131040321	195.51527896	261.479776078
"EG10166"	649.858662416	2443.87143974	133.702998785	484.333592844	1059.19958681
"EG10167"	1.8510441837	21.9188148935	9.22796248277	50.1127052492	1.58763942065
"EG10168"	11.3886382682	14.6925543514	9.13973770138	16.9875898417	8.13180094096
"EG10169"	117.179445217	138.170479897	37.3312637732	56.0445623711	19.949461061
"EG10170"	26.4402190627	24.4172640177	6.77770726893	70.2427355386	38.3958980317
"EG10172"	14.9338848794	12.5194531352	9.71283649318	5.10078913405	8.10418221188
"EG10173"	3.52106650084	14.583997352	94.9310687409	52.9185679825	29.9325328956
"EG10174"	3.88143369946	3.56661178758	68.5545825793	75.5205350019	25.0222986656
"EG10175"	0.69837316911	0.581790566556	0.141092310209	2.90654467768	1.16625829186
"EG10176"	0.676865011161	0.322786864665	1.14260505133	1.42274356907	0.371852959291
"EG10177"	0.225024894919	0.186859385635	0.0780627311846	0.779202119693	0.282128959875
"EG10178"	132.895349337	158.307318734	95.5938951166	317.500886082	25.6950523421
"EG10179"	66.0835029651	89.6210224189	38.6104496597	150.779332926	18.1775640975
"EG10180"	50.2794769764	47.0722598663	82.401171507	38.1246417649	13.9024408394
"EG10181"	89.002269103	59.1547759464	199.020963998	15.0259379575	8.65345702268
"EG10182"	21.088612302	52.7308357628	223.90216021	49.7196108737	24.3121415126
"EG10183"	59.5944160799	40.5833623696	1.54685102816	551.105105124	272.325958152
"EG10184"	24.8007432655	27.6199743669	32.2733359906	158.16072202	75.0793583726
"EG10185"	17.379817059	29.5182313539	1.25038958862	213.229166417	180.718761857
"EG10186"	80.9638579813	49.8580365021	4.57446395548	973.749398934	808.913714433
"EG10187"	7.83751098904	3.2578407348	3.20142550957	13.8702894246	13.3442390967
"EG10188"	1.88884717222	0.877331797744	5.32514949681	9.35290684351	1.22659591689
"EG10189"	84.991062997	88.7813951394	3.33120650366	492.930552423	160.679333683
"EG10190"	82.3582821781	87.0479451855	2.11744733661	385.645037589	118.963764316
"EG10191"	96.1397888999	83.6389860618	3.20686892519	394.882303501	104.235354593
"EG10192"	383.705741663	263.551728649	42.4555592432	3321.92402902	2403.78677484
"EG10193"	16.432091231	27.7020341474	6.9933732421	158.722126437	125.00833562
"EG10194"	51.7040565658	57.0797864427	2.59207306288	878.141657023	595.236657882
"EG10195"	50.7938717627	43.2074136371	6.44635216563	745.515272456	359.485206655
"EG10196"	0.921501266051	3.75937229335	17.2115502547	11.6934787548	4.28103376417
"EG10197"	29.2812176296	23.9834346034	2.60213514702	301.6244378	118.771114978
"EG10198"	44.3057547574	35.5494581994	1.6609731515	295.659202592	102.63645846
"EG10200"	8.53797418673	8.96688013135	14.0329032225	25.6250432489	1.66202015732
"EG10201"	9.3638633245	7.97023304364	12.8868844866	36.1163588891	6.06471933921
"EG10202"	2.1180426719	3.24199326392	2.82772242332	7.50620642691	1.39755388805
"EG10203"	7.3916288356	5.57721515573	5.21780840999	38.4112497221	22.520349861
"EG10204"	8.59026681367	8.88109346102	9.70387388692	5.77063774841	9.91568586181
"EG10205"	22.1254881228	36.2978797343	39.1660277468	45.244024825	7.73012099021
"EG10206"	9.550703179	23.7793494377	9.98303596658	3.74276115054	4.25038132093
"EG10207"	109.806933415	86.3426664535	113.445336106	75.0879944155	5.8673090743
"EG10208"	5.89107781084	2.18306727565	6.23266377589	7.14012376854	8.33593025183
"EG10209"	13.8712194144	11.3066784399	43.4843764021	11.7796292218	16.0121655704
"EG10210"	2.46138936037	2.12662733219	3.64836815211	2.44028075502	5.11734029778
"EG10211"	1.23169629779	0.431302399715	2.40958689475	2.2211729724	2.39905754065
"EG10212"	24.4171361595	23.5388771528	2.82412003345	10.6545186575	12.5853276383
"EG10213"	0.619598259627	4.4248928714	15.1658983206	14.1267953784	4.17680426642
"EG10214"	11.4007207263	3.8988660236	8.84911640862	7.73800868204	18.0565306129
"EG10215"	35.7626009269	61.2720757802	19.4867314438	10.1730829675	284.399302092
"EG10216"	16.0414169332	18.8176459512	5.56602862401	3.80373302297	24.0311334178
"EG10217"	26.9143735058	43.5741106995	38.568678191	47.4008774373	20.5834301943
"EG10218"	2.45663887524	10.5292418393	7.7514266173	6.27254440904	6.8342155763
"EG10219"	2.87343707605	3.56007227314	7.54270859992	7.500291469	20.6108509054
"EG10220"	7.88656808525	5.16491025769	12.2599806045	13.0010078209	109.802349701
"EG10221"	9.12841065812	9.63909307058	2.56172436652	5.17437036782	13.6437879671
"EG10222"	25.5955068772	9.55492615635	19.1700265731	43.6806746377	62.9733737372
"EG10223"	5.39726522077	2.61541451208	2.28255969765	10.9563716669	4.44457894406
"EG10224"	2.36851414252	3.97135087218	6.29876918956	1.72125256814	4.06329085389
"EG10225"	5.94819547118	4.47021919932	1.37669423984	14.0569620624	3.82475772697
"EG10226"	61.0144985877	88.510720919	61.5377827943	4.11157634166	59.6081710896
"EG10227"	1.15735424136	0.346787773718	2.16252808151	0.842122000267	0.863814449597
"EG10228"	0.191969407285	0.309271277899	0.876323176688	0.43177211968	0.599449105429
"EG10229"	2.21904489439	1.32902894752	0.511090582317	5.18739310283	1.46011090446
"EG10230"	17.9939172997	18.9197505864	51.6109794309	168.574266913	55.4901817364
"EG10231"	36.0326958317	43.0274939361	13.9689096698	19.2784966264	17.5801413889
"EG10232"	0.147004399027	0.0650482128886	8.640589477	0.989087114465	0.466494012109
"EG10233"	0.279940731823	0.676641236796	2.79975632511	2.38825655517	0.0822682401254
"EG10234"	0.334115583793	0.298103511105	1.49546584047	2.35171248455	1.33718819294
"EG10235"	6.74376084491	14.4366601792	3.33796325973	16.020764258	12.9920777195
"EG10236"	5.79478137293	6.9905430955	25.4220805451	9.82141018592	4.41317222755
"EG10237"	1.59429282547	3.45563382946	4.40669774472	6.5920863761	3.62806353904
"EG10238"	7.5478678952	9.18917839418	0.657889780536	13.4902006043	4.43032360142
"EG10239"	19.2644748081	16.9985998533	9.56893006053	30.1401445259	4.8351075493
"EG10240"	20.3063385745	7.22484626157	9.32060470088	12.3655485511	8.304998058
"EG10241"	93.0946319404	43.6311711487	120.259770804	76.0258105082	349.731064985
"EG10242"	3.21733951115	3.56803252087	15.6937368406	16.3828962807	8.22231235379
"EG10243"	6.37635455439	2.83695411724	4.23560128711	10.4256888123	13.7805156929
"EG10244"	3.91270073649	4.50449448477	0.567293965536	9.59377783097	7.90559954104
"EG10245"	3.02700421925	5.0579994082	1.43407526418	10.3586873977	9.7312174944
"EG10246"	73.2052186392	42.1323667602	12.6691033583	18.2002718239	1.43035562361
"EG10247"	21.8675954652	15.5625718324	25.7642492514	8.07001050454	9.69499689651
"EG10248"	318.434740157	328.434261334	89.7597959037	72.8481254745	97.7577090786
"EG10249"	2.68584985495	1.49983620439	5.42001023708	1.4571626688	1.69156086796
"EG10250"	1.34967791096	1.47414745644	2.15150295608	0.662771124396	0.40041165068
"EG10251"	16.8434535159	24.4965557727	12.5160263115	20.0313669035	11.7848897035
"EG10252"	0.0995922185715	0.0069212233986	0.593354921892	0.695457736554	0.218421801415
"EG10253"	0.211051936736	0.0638062954052	1.37740174362	0.292141906157	0.292053214329
"EG10254"	3.40380458654	3.60723326434	11.3009883227	1.57351627044	0.545340080439
"EG10255"	2.31050422491	2.18170629783	10.4105633483	42.9031230072	10.5915610922
"EG10256"	16.0532441112	21.5974138809	31.67574149	17.1818919797	20.7052363162
"EG10257"	11.9520701543	13.3047060172	7.68412077144	4.41520655274	3.89151535652
"EG10258"	40.1919768482	120.973905396	288.937279357	42.0277824951	218.177348657
"EG10259"	38.9211577034	184.210872655	87.0260770486	63.2358332676	39.7142886831
"EG10260"	78.239843937	261.408067124	36.0694863253	108.435059736	63.1261189525
"EG10261"	47.0707214652	162.770101878	33.6738010751	165.057227746	89.0119013296
"EG10262"	21.0919968313	83.6630557741	24.5367056893	32.2786707605	8.81622665336
"EG10263"	43.6053014766	163.128517853	67.8144460565	143.813395642	61.543139556
"EG10264"	56.4114012931	158.806942408	64.254515377	184.483322825	67.5442864613
"EG10265"	62.4282989408	121.706212724	101.862615611	183.948247737	85.8164610413
"EG10266"	0.0677510393524	0.321791707993	0.100417246195	0.268529743852	0.728191433164
"EG10267"	0.627724735321	0.301952165086	0.658375432409	0.687779429275	0.310757821033
"EG10268"	3.05922250907	2.17831987321	1.52498494528	1.31332144961	0.185043517404
"EG10269"	2.00082440342	1.75398992395	8.1280044642	7.33961004436	2.34831208815
"EG10270"	12.1646114615	16.4698163599	9.72772813011	27.3763998877	24.0361119499
"EG10271"	67.6754297693	136.848888609	110.927894779	133.991081564	13.5730679768
"EG10272"	92.380690876	157.302404628	86.1962089935	87.0469747299	24.5652091303
"EG10273"	110.277989967	107.717156927	42.2857281248	138.939243985	52.3055246654
"EG10274"	52.3543640666	29.4886457903	41.9990932066	7.01626943682	199.852220726
"EG10275"	61.0030077775	124.19339128	145.688658438	260.250860637	30.9795888669
"EG10276"	55.819192063	55.4493866147	16.6505782371	133.995970306	18.3377593349
"EG10277"	12.0582607408	13.5559712191	19.0508168125	25.4411576663	9.53541281347
"EG10278"	1.69308480099	0.856525662196	0.379574551307	2.56578363338	0.75854968855
"EG10279"	1.44460723728	1.30237841275	0.198855030948	5.33994985026	0.189598004561
"EG10280"	11.8861335547	8.28748919336	30.2437366578	45.629235947	1.14979564416
"EG10281"	3.15813760994	4.89047122372	4.88593897117	7.03480683483	13.5809215516
"EG10282"	63.6635433827	40.008084385	140.403836953	104.254259524	31.6833140459
"EG10283"	6.53124933455	2.4152826729	11.0043064602	8.23407277496	1.23392437775
"EG10284"	2.05028403479	3.58117926713	11.5772831901	3.03866889114	6.97671477727
"EG10285"	0.679124114822	0.876312914051	1.93767321892	2.2274811881	0.565407767309
"EG10286"	10.9033044882	27.154211595	2.52894332347	10.1955632225	23.0006642481
"EG10287"	2.12707388761	14.2357979672	6.41680353369	4.94359377612	8.35165093639
"EG10288"	2.65163403772	5.29634928732	3.82771944244	4.18318247311	2.10387273142
"EG10289"	1.23257669268	3.72452670863	2.17328778659	3.30581937549	1.39736475672
"EG10290"	3.20699038404	13.7279026614	4.24490012289	7.98231012991	4.32914936487
"EG10291"	123.207902623	255.166573847	54.2901472369	73.4334122477	143.831452691
"EG10292"	25.4240069402	43.419171432	25.4257385476	26.2652743584	51.8265964741
"EG10293"	129.944595307	481.358529161	72.7796537239	185.248653728	72.7086068916
"EG10294"	6.69953889757	31.0915676866	35.1408436214	9.98378775215	5.33705654489
"EG10295"	0.621767845207	4.89361064484	15.7671201049	9.34103033557	3.06995865933
"EG10296"	7.90906448155	10.213101157	11.5842145294	13.2018308614	0.161483621461
"EG10297"	0.7486409442	4.28559925487	1.09161521151	2.99161154285	0.920559353509
"EG10298"	7.57605011225	6.3509678517	11.7736141946	9.53292190062	2.22776980483
"EG10299"	106.691865216	130.470217711	49.5362125376	40.7559674129	49.3265778552
"EG10300"	8.19224461976	11.6894018651	28.8951771063	13.7404207757	19.2025699533
"EG10301"	1.64238765623	1.15238009933	0.764164295162	0.848728262363	2.97105672783
"EG10302"	32.8776167035	21.3085092286	27.9573158843	46.3796349452	11.3019953819
"EG10303"	6.25042462744	8.84865328793	8.43984500233	4.53318316455	4.61243382211
"EG10304"	11.9833020109	14.1591489555	21.0741956345	9.12280382942	3.56719168161
"EG10305"	9.70248126271	14.132078141	10.1846215575	10.4026419015	5.55264029569
"EG10306"	77.974230642	124.543356519	46.9528570835	58.4027825827	47.2183785717
"EG10307"	12.0911872177	13.3497685524	1.85180924774	11.9334086557	42.8279763719
"EG10308"	166.946126157	223.624156948	58.0701047103	276.094363063	64.8249372352
"EG10309"	16.6696669614	32.9831113826	44.4718105658	9.29253976263	2.09025363294
"EG10310"	27.4632232097	50.4625667612	13.7599821854	3.40024500147	9.14792982647
"EG10311"	7.80268513804	9.35768773487	1.23566358421	2.15248778626	2.84965298999
"EG10312"	2.69299450488	5.06736223723	0.611892329853	2.06217030335	3.43043624242
"EG10313"	3.70160849677	0.817294012784	2.43118835415	0.477406350328	2.42227494379
"EG10314"	5.12759169429	9.07054154998	1.15487004175	2.19621110172	1.80714575228
"EG10315"	3.74253507977	2.6664884005	1.9332105007	1.92908618349	1.98764117486
"EG10316"	44.1167262023	43.498677214	41.4079250306	89.1295886952	35.4246584503
"EG10317"	173.880305356	88.096559547	66.2996232682	131.868412795	5.9391322809
"EG10318"	38.8928071823	32.3426180468	13.5809303968	13.481668247	27.5659890717
"EG10319"	8.72647071005	4.21365893731	2.42395189171	73.5795823234	6.54175062885
"EG10320"	17.7118537179	3.68624168678	10.9110322217	102.060928054	10.8970315152
"EG10321"	1310.54559558	596.689473253	916.749342998	4392.80807481	5421.84412755
"EG10322"	39.9131551585	53.0157507227	93.6818277254	53.0459645056	8.70104282103
"EG10323"	41.7158488407	31.5542906308	24.2855984415	73.5142884623	6.6918669266
"EG10324"	64.7028584934	70.2165406165	47.8702275863	51.4103255579	6.29305093602
"EG10325"	16.6068296725	22.7295364296	25.6638387414	20.4224778458	69.0932221512
"EG10326"	18.1659342343	13.0165946126	4.5523203318	18.8146220962	8.32691922442
"EG10327"	9.00159283294	6.7568566205	13.6598043618	15.5101742053	3.511852299
"EG10328"	5.08695318667	15.6861909033	10.124272135	19.3291943571	10.3664377726
"EG10329"	2.46696438766	2.07437821286	4.21973625756	1.21613714002	1.4917124533
"EG10330"	0.363271996352	3.09406865308	206.213285811	4.07021506107	2.65436017903
"EG10331"	1.00064828486	2.2359879703	112.174277617	3.24639562027	2.43964923982
"EG10332"	2.5732322424	3.87369854446	63.424515816	1.86013148191	3.34357998907
"EG10333"	1.35009950127	3.54005940393	40.4926094032	12.0576895724	3.99939288434
"EG10334"	5.98795511785	12.4538791075	29.5062847648	24.8163546881	17.3038993734
"EG10335"	68.063176412	72.62870503	122.935129661	77.5423986814	72.4216412373
"EG10336"	2.68159425778	4.66098091929	14.1192314413	7.86284501246	5.90283644474
"EG10337"	1.02116554486	4.23121738786	37.1783373784	2.83264119566	3.7284804103
"EG10338"	8.46388269078	9.66818016451	7.27038481306	18.2971633903	4.60059226223
"EG10339"	74.7769328531	98.5331549385	62.6119851275	27.066994154	15.7731906735
"EG10340"	6.51460501719	12.6223046078	18.7975819626	26.0216943146	10.0686941225
"EG10341"	16.5210969699	6.26860809138	1.77981945526	19.3952199255	6.0119272836
