"Gene"	"M9 Glucose minus AAs"	"N limited Glucose minus AAs"	"M9 Glucose plus AAs"	"M9 Glycerol plus AAs"	"P limited Glucose plus AAs"
"EG10396"	234.12	304.473333333	93.7233333333	1710.41666667	69.5366666667
"EG10397"	73.1	74.48	50.6433333333	54.1433333333	50.9733333333
"EG10398"	671.67	654.093333333	268.623333333	4779.86666667	250.97
"EG10399"	116.13	135.526666667	104.166666667	1064.90333333	60.24
"EG10400"	44.1866666667	44.5733333333	32.1633333333	38.0133333333	38.61
"EG10401"	79.5033333333	103.066666667	81.4066666667	1006.39666667	11.4433333333
"EG10402"	1547.08	1517.85	406.483333333	3671.33666667	1501.71
"EG10403"	888.576666667	1028.23	345.256666667	274.886666667	276.13
"EG10404"	890.9	1105.59333333	387.68	254.463333333	274.343333333
"EG10405"	23.84	22.0633333333	73.8966666667	42.43	38.4766666667
"EG10406"	13.7333333333	13.2966666667	19.2233333333	14.9633333333	41.94
"EG10407"	424.94	438.883333333	414.416666667	361.486666667	245.146666667
"EG10408"	1603.73	1565.89333333	1212.31666667	1147.64666667	908.923333333
"EG10409"	435.906666667	415.52	477.88	530.84	458.89
"EG10410"	343.906666667	310.37	389.693333333	425.366666667	373.883333333
"EG10411"	872.806666667	826.823333333	1054.04333333	823.223333333	977.633333333
"EG10412"	100.646666667	105.49	123.653333333	99.25	154.263333333
"EG10413"	146.31	172.29	145.686666667	106.94	115.143333333
"EG10414"	154.646666667	173.66	87.1966666667	68.9066666667	45.27
"EG10415"	164.066666667	148.203333333	109.16	194.793333333	107.55
"EG10416"	642.02	576.613333333	771.89	637.08	852.633333333
"EG10417"	38.46	36.0033333333	42.74	57.5133333333	73.6066666667
"EG10418"	208.12	207.283333333	186.973333333	223.81	253.276666667
"EG10419"	142.62	144.34	151.97	148.216666667	181.776666667
"EG10420"	542.09	553.37	661.426666667	218.306666667	215.153333333
"EG10421"	319.64	321.366666667	257.41	72.57	125.383333333
"EG10422"	303.396666667	255.433333333	227.216666667	302.866666667	173.61
"EG10423"	319.91	295.48	270.816666667	259.626666667	204.093333333
"EG10424"	178.023333333	181.416666667	199.756666667	155.103333333	158.006666667
"EG10425"	122.643333333	86.7733333333	81.3433333333	341.406666667	910.503333333
"EG10426"	50.4433333333	47.9233333333	57.6033333333	53.73	76.2766666667
"EG10427"	53.1966666667	61.3333333333	60.2333333333	37.0533333333	34.7333333333
"EG10428"	114.85	109.723333333	136.006666667	105.753333333	150.703333333
"EG10429"	136.376666667	125.63	205.343333333	141.53	187.32
"EG10430"	101.8	103.253333333	155.77	94.1766666667	112.766666667
"EG10431"	32.67	29.47	36.2	38.9266666667	46.88
"EG10432"	175.186666667	141.326666667	168.296666667	205.273333333	159.783333333
"EG10433"	140.133333333	133.66	153.173333333	140.223333333	168.666666667
"EG10434"	128.113333333	133.096666667	122.246666667	124.973333333	125.373333333
"EG10435"	432.796666667	445.843333333	343.183333333	349.023333333	415.22
"EG10436"	439.536666667	472.846666667	348.903333333	355.456666667	500.713333333
"EG10437"	308.61	310.433333333	262.836666667	275.79	375.13
"EG10438"	1402.84333333	1284.17666667	1493.37	1425.45666667	1408.75666667
"EG10439"	566.826666667	771.923333333	695.446666667	622.436666667	756.126666667
"EG10440"	1352.09333333	1360.30333333	999.99	1455.69666667	3640.39
"EG10441"	1085.19666667	974.54	808.79	1800.03666667	2071.20333333
"EG10442"	34.13	26.0266666667	39.97	53.9266666667	62.32
"EG10443"	21.5266666667	17.9	22.69	27.0366666667	40.13
"EG10444"	112.65	103.256666667	51.2033333333	151.56	62.0633333333
"EG10445"	241.55	236.353333333	120.076666667	346.48	118.246666667
"EG10446"	156.87	144.343333333	70.3866666667	224.506666667	74.41
"EG10447"	146.643333333	145.03	75.06	201.533333333	69.2933333333
"EG10448"	118.31	117.39	48.7466666667	144.76	61.3666666667
"EG10449"	179.22	179.953333333	103.42	207.243333333	71.7833333333
"EG10450"	146.953333333	126.706666667	66.07	193.38	80.06
"EG10451"	325.333333333	348.466666667	142.29	402.22	131.276666667
"EG10452"	71.56	95.46	21.75	40.1033333333	28.3433333333
"EG10453"	307.746666667	328.8	230.356666667	260.413333333	294.243333333
"EG10454"	40.26	40.3733333333	38.4	42.0433333333	90.4633333333
"EG10455"	1229.80333333	1214.44333333	1260.17	1058.12333333	1343.18
"EG10456"	30.2833333333	27.3	27.6866666667	72.5566666667	120.61
"EG10457"	4395.84	4104.53666667	4976.78	7613.95666667	4999.82
"EG10458"	66.0866666667	67.3533333333	55.9666666667	52.3233333333	24.4433333333
"EG10459"	80.18	74.5866666667	118.746666667	113.916666667	51.6266666667
"EG10460"	38.7266666667	50.5433333333	54.6	24.81	8.57666666667
"EG10461"	242.373333333	170.136666667	294.173333333	281.933333333	491.113333333
"EG10462"	233.943333333	229.05	184.536666667	325.343333333	170.993333333
"EG10463"	160.773333333	138.22	132.613333333	191.643333333	143.566666667
"EG10464"	44.32	44.7166666667	62.6933333333	47.19	47.0
"EG10465"	151.366666667	188.83	240.57	210.79	56.5066666667
"EG10466"	4351.59666667	3940.04	3203.06333333	4078.03	2594.35333333
"EG10467"	2147.78	2145.75666667	1862.54333333	3085.52333333	1691.70333333
"EG10468"	0.916666666667	0.98	1.04333333333	1.42666666667	2.67333333333
"EG10469"	1.32333333333	1.18666666667	0.966666666667	1.39666666667	2.45333333333
"EG10470"	1.79333333333	1.82333333333	1.59333333333	1.73	3.69
"EG10471"	4.63666666667	4.58333333333	3.83333333333	5.32	9.44
"EG10472"	2.74666666667	2.94666666667	2.26666666667	3.48333333333	5.69333333333
"EG10473"	3.83	4.03	2.21333333333	3.32666666667	6.74333333333
"EG10474"	0.64	0.303333333333	0.733333333333	0.54	0.906666666667
"EG10475"	0.933333333333	0.99	0.266666666667	1.26333333333	1.65666666667
"EG10476"	0.993333333333	0.936666666667	1.32666666667	1.03	1.45666666667
"EG10477"	1.69333333333	1.47333333333	1.52	1.85333333333	1.48666666667
"EG10478"	2.25666666667	1.87666666667	1.71333333333	3.10333333333	3.30666666667
"EG10479"	3.36	2.47666666667	3.59666666667	3.33666666667	3.40333333333
"EG10480"	5.22	4.74666666667	4.84	6.82666666667	6.19333333333
"EG10481"	14.9233333333	11.6	9.89666666667	16.84	19.8166666667
"EG10482"	6.50333333333	5.43	7.16	7.47666666667	9.19666666667
"EG10483"	6.83	6.71666666667	149.473333333	7.50666666667	2.68
"EG10484"	7.07666666667	7.06333333333	86.63	9.12	7.30333333333
"EG10485"	8.28	10.16	58.8333333333	8.40333333333	5.75
"EG10486"	29.15	21.9266666667	51.8366666667	39.2766666667	24.9833333333
"EG10487"	9.23666666667	7.84	15.9466666667	11.2633333333	19.58
"EG10488"	28.1833333333	34.7933333333	22.93	20.89	38.8366666667
"EG10489"	4124.85666667	4138.48	1671.91333333	3338.45333333	5080.27
"EG10490"	107.94	106.456666667	126.646666667	118.88	113.153333333
"EG10491"	120.516666667	149.073333333	145.58	118.796666667	90.7866666667
"EG10492"	444.663333333	416.373333333	391.543333333	419.576666667	380.996666667
"EG10493"	52.9366666667	61.2533333333	29.58	27.87	39.6233333333
"EG10494"	208.083333333	190.083333333	67.8066666667	178.84	16.76
"EG10495"	3416.86	2395.75666667	107.883333333	62.8366666667	68.9366666667
"EG10496"	107.826666667	126.776666667	51.92	46.6433333333	66.37
"EG10497"	203.26	204.003333333	90.6266666667	88.5466666667	116.536666667
"EG10498"	174.966666667	168.23	70.61	52.3033333333	24.79
"EG10499"	300.8	326.163333333	61.9466666667	66.9333333333	61.19
"EG10500"	230.443333333	244.46	48.22	52.2633333333	57.25
"EG10501"	73.37	61.3033333333	13.0933333333	21.9133333333	8.69333333333
"EG10502"	240.936666667	211.286666667	51.8166666667	215.633333333	17.0966666667
"EG10503"	14.23	15.19	26.55	15.5633333333	21.4866666667
"EG10504"	2443.18	2861.98	1528.72666667	874.08	615.426666667
"EG10505"	429.276666667	468.266666667	611.76	310.666666667	265.033333333
"EG10506"	4815.18	5095.01666667	4158.82333333	3619.76	3195.03
"EG10507"	61.18	76.4566666667	80.6266666667	67.8466666667	84.1566666667
"EG10508"	148.256666667	152.586666667	105.88	104.05	78.8466666667
"EG10509"	64.2933333333	59.9633333333	3.99333333333	39.2533333333	165.006666667
"EG10510"	951.756666667	732.853333333	299.246666667	1235.95	2056.71
"EG10511"	145.97	131.963333333	217.756666667	221.613333333	152.65
"EG10512"	17.1733333333	18.1266666667	136.96	203.926666667	211.53
"EG10513"	0.783333333333	0.69	0.57	0.843333333333	55.53
"EG10514"	2.10333333333	1.84333333333	1.89	2.39666666667	51.1966666667
"EG10515"	7.11666666667	6.08333333333	4.80333333333	6.57	53.24
"EG10516"	15.3266666667	12.85	10.5033333333	19.02	47.1566666667
"EG10517"	16.66	14.9366666667	13.57	17.0333333333	35.5333333333
"EG10518"	351.103333333	336.49	248.933333333	320.316666667	341.486666667
"EG10519"	153.823333333	149.523333333	200.353333333	144.946666667	184.39
"EG10520"	56.3766666667	57.6366666667	29.6633333333	38.4866666667	21.9333333333
"EG10521"	14.11	13.94	9.58333333333	13.1233333333	20.64
"EG10522"	1246.29666667	1287.17666667	362.893333333	1074.95666667	1490.23666667
"EG10523"	237.883333333	263.413333333	220.01	134.213333333	211.44
"EG10524"	4.79666666667	5.59333333333	1.89666666667	8.55	5.45333333333
"EG10525"	38.2033333333	37.01	21.1533333333	40.5166666667	48.5066666667
"EG10526"	2.56666666667	2.34666666667	1.9	4.55	3.20333333333
"EG10527"	1.68	1.73666666667	1.44	7.09666666667	2.07333333333
"EG10528"	36.1533333333	56.6633333333	8.66333333333	891.806666667	7.86
"EG10529"	189.293333333	189.516666667	111.466666667	160.516666667	114.6
"EG10530"	224.783333333	254.49	191.583333333	190.076666667	114.616666667
"EG10531"	6.38666666667	5.96666666667	8.57666666667	11.0866666667	10.2733333333
"EG10532"	296.01	308.8	240.783333333	271.65	333.06
"EG10533"	139.86	157.886666667	260.68	138.883333333	122.633333333
"EG10534"	41.4	44.8266666667	42.8166666667	48.6133333333	54.5066666667
"EG10535"	15.3866666667	17.5466666667	14.1266666667	16.05	21.6566666667
"EG10536"	374.486666667	432.503333333	45.6166666667	24.9366666667	18.62
"EG10537"	404.166666667	448.503333333	44.3666666667	25.7633333333	21.91
"EG10538"	175.5	183.523333333	23.0666666667	8.91666666667	11.0133333333
"EG10539"	1752.03	1662.85333333	70.0533333333	31.9466666667	43.12
"EG10540"	653.493333333	728.363333333	93.16	32.7566666667	23.4333333333
"EG10541"	253.66	266.47	28.8166666667	14.62	14.22
"EG10542"	242.413333333	199.95	237.863333333	287.053333333	413.346666667
"EG10543"	1276.20666667	1362.23333333	1745.25333333	791.35	1280.41
"EG10544"	32306.48	25104.17	24907.6133333	37040.2733333	46304.4266667
"EG10545"	371.296666667	348.176666667	316.296666667	332.0	258.466666667
"EG10546"	155.393333333	154.86	101.006666667	127.33	84.9166666667
"EG10547"	818.606666667	788.326666667	504.516666667	609.093333333	418.853333333
"EG10548"	139.77	127.526666667	120.513333333	125.086666667	130.82
"EG10549"	87.5966666667	82.8266666667	16.95	13.59	36.1733333333
"EG10550"	511.443333333	502.126666667	76.95	84.5933333333	95.4466666667
"EG10551"	13.5366666667	14.5266666667	16.12	14.8133333333	15.5366666667
"EG10552"	439.036666667	445.96	406.623333333	449.303333333	353.913333333
"EG10553"	49.5066666667	50.01	82.7766666667	88.1866666667	125.503333333
"EG10554"	84.6466666667	105.373333333	18.19	747.98	8.28333333333
"EG10555"	13.08	15.9466666667	6.57	39.3	5.19333333333
"EG10556"	8.57	9.28333333333	2.42	32.7666666667	4.24
"EG10557"	9.88	12.2166666667	17.9	14.4533333333	13.9866666667
"EG10558"	17.3966666667	29.2966666667	4.15666666667	73.2133333333	1.42666666667
"EG10559"	36.4266666667	44.6866666667	10.7866666667	320.87	14.5033333333
"EG10560"	54.9	58.7733333333	36.4033333333	67.7966666667	73.4833333333
"EG10561"	32.4366666667	34.4433333333	17.5933333333	36.0766666667	42.4133333333
"EG10562"	172.556666667	180.113333333	192.11	164.53	50.8033333333
"EG10563"	9.98333333333	11.4566666667	11.8	17.0533333333	13.43
"EG10564"	33.6166666667	27.8333333333	31.34	52.18	51.2833333333
"EG10565"	25.17	25.7733333333	18.0866666667	21.09	34.9333333333
"EG10566"	103.756666667	99.5066666667	162.67	180.106666667	144.1
"EG10567"	506.336666667	500.27	370.066666667	477.59	249.53
"EG10568"	498.85	484.136666667	290.786666667	499.12	265.116666667
"EG10569"	542.233333333	575.893333333	259.493333333	568.26	306.526666667
"EG10570"	458.61	441.596666667	684.963333333	330.183333333	420.926666667
"EG10571"	101.843333333	114.53	82.52	100.273333333	128.406666667
"EG10572"	43.0933333333	56.1733333333	41.82	34.2833333333	61.49
"EG10573"	12.96	16.4666666667	12.0566666667	11.2933333333	20.54
"EG10574"	40.18	44.21	77.6566666667	47.8233333333	20.23
"EG10575"	14.3266666667	20.58	25.5466666667	15.05	5.59666666667
"EG10576"	1802.5	1522.83333333	571.26	3921.31	946.453333333
"EG10577"	6.31	4.94666666667	6.96666666667	17.0233333333	10.4
"EG10578"	11.74	14.96	19.2133333333	12.81	12.37
"EG10579"	22.4	25.9466666667	36.78	18.3933333333	31.2733333333
"EG10580"	131.63	138.33	98.6366666667	74.03	86.1433333333
"EG10581"	136.66	68.2633333333	11.6433333333	31.96	79.1933333333
"EG10582"	99.8033333333	76.6133333333	41.1933333333	41.15	56.6366666667
"EG10583"	135.946666667	111.663333333	45.57	88.0433333333	145.833333333
"EG10584"	3300.51	2498.5	47.1633333333	190.676666667	1182.91
"EG10585"	177.623333333	112.986666667	10.6166666667	15.46	40.19
"EG10586"	249.253333333	231.853333333	124.663333333	228.373333333	136.733333333
"EG10587"	146.156666667	149.823333333	64.92	68.69	80.31
"EG10588"	209.936666667	156.273333333	141.476666667	92.4566666667	151.956666667
"EG10589"	751.526666667	427.25	257.046666667	310.593333333	1282.11
"EG10590"	88.49	62.93	35.8166666667	42.15	44.8833333333
"EG10591"	43.28	23.0033333333	18.3666666667	25.6166666667	47.7633333333
"EG10592"	20.5633333333	26.3666666667	2.78	84.5766666667	2.84666666667
"EG10593"	70.2	86.75	5.66	719.333333333	13.19
"EG10594"	15.67	17.7133333333	2.34	55.12	3.24666666667
"EG10595"	376.826666667	330.413333333	352.476666667	411.38	632.156666667
"EG10596"	287.413333333	307.956666667	291.01	286.806666667	300.533333333
"EG10597"	380.263333333	350.426666667	351.55	476.846666667	376.783333333
"EG10598"	339.383333333	327.576666667	370.993333333	462.85	346.82
"EG10599"	1256.73666667	932.23	1124.04	1466.87666667	2288.35666667
"EG10600"	776.99	569.62	727.65	901.94	1413.76
"EG10601"	428.03	373.296666667	345.59	382.883333333	220.463333333
"EG10602"	472.686666667	408.063333333	361.523333333	420.856666667	238.213333333
"EG10603"	328.093333333	301.286666667	286.093333333	365.536666667	141.62
"EG10604"	84.1033333333	93.8466666667	79.91	76.2266666667	96.72
"EG10605"	57.62	59.08	51.39	54.0433333333	62.9466666667
"EG10606"	67.4666666667	78.44	40.6633333333	35.38	22.3766666667
"EG10607"	41.4966666667	48.8233333333	43.45	30.4666666667	26.6733333333
"EG10608"	346.14	336.106666667	214.126666667	235.613333333	206.55
"EG10609"	101.01	112.386666667	60.9933333333	54.8966666667	38.1533333333
"EG10610"	102.036666667	128.296666667	67.18	57.86	49.3166666667
"EG10611"	116.07	135.19	196.08	115.943333333	176.173333333
"EG10612"	41.2166666667	38.0966666667	68.4433333333	75.5666666667	43.5633333333
"EG10613"	138.57	147.813333333	70.1866666667	106.056666667	67.2833333333
"EG10614"	65.6633333333	67.7333333333	44.7633333333	54.2333333333	57.38
"EG10615"	46.2266666667	41.4233333333	32.9566666667	83.8166666667	73.9733333333
"EG10616"	71.92	62.9333333333	60.93	111.77	126.073333333
"EG10617"	30.54	29.56	13.99	1448.99	15.9133333333
"EG10618"	110.436666667	105.61	115.27	124.98	101.673333333
"EG10619"	148.163333333	163.973333333	130.703333333	127.853333333	149.923333333
"EG10620"	108.35	114.863333333	103.956666667	113.083333333	151.296666667
"EG10621"	133.633333333	132.426666667	111.13	138.673333333	151.686666667
"EG10622"	146.646666667	159.836666667	145.96	162.816666667	173.063333333
"EG10623"	88.74	96.44	81.36	80.2466666667	116.593333333
"EG10624"	18.5733333333	18.7533333333	16.7133333333	19.72	22.38
"EG10625"	50.6433333333	47.3266666667	40.3633333333	57.5033333333	32.4533333333
"EG10626"	21.5633333333	35.01	27.26	17.0366666667	15.2066666667
"EG10627"	48.72	46.31	34.0466666667	35.2566666667	24.0533333333
"EG10628"	141.043333333	139.676666667	207.876666667	115.36	290.483333333
"EG10629"	32.6366666667	37.1333333333	30.1	29.3566666667	15.8166666667
"EG10630"	216.493333333	273.98	510.656666667	137.62	200.81
"EG10631"	68.0166666667	88.6966666667	250.793333333	30.62	47.81
"EG10632"	77.73	68.2266666667	96.1133333333	104.893333333	144.17
"EG10633"	92.5733333333	78.4933333333	99.82	135.406666667	199.76
"EG10634"	158.833333333	139.093333333	142.983333333	144.943333333	137.273333333
"EG10635"	68.99	65.3666666667	66.0066666667	216.04	53.1433333333
"EG10636"	137.113333333	137.196666667	165.453333333	138.866666667	142.466666667
"EG10637"	12.8	14.49	8.10333333333	77.0133333333	5.25
"EG10638"	2.90666666667	2.78333333333	9.69	3.01	3.90666666667
"EG10639"	4.02333333333	3.14333333333	2.71666666667	4.06666666667	6.49666666667
"EG10640"	3.96	3.1	1.86333333333	5.33	9.56666666667
"EG10641"	3.55666666667	2.67	1.67	4.34	6.56
"EG10642"	0.803333333333	0.836666666667	4.72	1.39333333333	1.38
"EG10643"	97.3233333333	80.5333333333	65.7066666667	94.16	142.376666667
"EG10644"	2.3	3.15666666667	2.4	3.13333333333	7.47
"EG10645"	1.97666666667	2.39333333333	1.12666666667	2.09333333333	6.05666666667
"EG10646"	32.53	28.1033333333	26.5966666667	27.3533333333	35.64
"EG10647"	2.95666666667	2.87666666667	1.29666666667	2.43333333333	8.89333333333
"EG10648"	3.68333333333	3.84333333333	2.14333333333	3.31	9.34333333333
"EG10649"	98.3733333333	79.3933333333	217.75	17.7233333333	339.75
"EG10650"	574.34	613.72	229.6	343.93	57.4366666667
"EG10651"	81.9066666667	71.5633333333	67.5766666667	100.306666667	134.76
"EG10652"	26.82	33.8466666667	29.9666666667	23.7733333333	96.7533333333
"EG10653"	2.76666666667	3.33333333333	116.543333333	2.35	4.62666666667
"EG10654"	7.06	5.37	7.33666666667	4.71666666667	4.09666666667
"EG10655"	1.86666666667	1.18333333333	23.4833333333	2.65	3.85
"EG10656"	43.4066666667	56.8533333333	34.5566666667	36.54	32.07
"EG10657"	270.826666667	237.11	99.8533333333	651.936666667	1134.39333333
"EG10658"	395.113333333	360.373333333	314.583333333	361.456666667	349.693333333
"EG10659"	699.393333333	658.033333333	423.883333333	2195.15666667	32.6566666667
"EG10660"	170.1	148.786666667	129.863333333	306.863333333	149.026666667
"EG10661"	156.393333333	128.45	156.933333333	247.376666667	153.076666667
"EG10662"	35.2633333333	35.4933333333	43.4433333333	25.4933333333	19.1033333333
"EG10663"	308.503333333	314.593333333	202.83	278.183333333	411.23
"EG10664"	18.4633333333	16.01	17.9533333333	36.8766666667	26.0333333333
"EG10665"	343.206666667	374.54	382.736666667	233.753333333	195.17
"EG10666"	658.883333333	646.59	566.363333333	534.786666667	424.796666667
"EG10667"	444.05	443.33	316.563333333	314.55	274.313333333
"EG10668"	29.22	28.8333333333	23.7533333333	31.0933333333	33.6766666667
"EG10669"	13621.44	11998.1933333	12241.71	15060.3933333	18759.8166667
"EG10670"	2913.24666667	2292.65666667	8225.82333333	8749.68	12662.1166667
"EG10671"	9985.00666667	11775.0966667	4230.52333333	18501.3533333	1552.41333333
"EG10672"	137.936666667	122.23	162.313333333	201.133333333	206.003333333
"EG10673"	5251.02666667	5299.58333333	4580.99333333	3625.32	671.406666667
