"Gene"	"M9 Glucose minus AAs"	"N-limited Glucose minus AAs"	"M9 Glucose plus AAs"	"M9 Glycerol plus AAs"	"P-limited Glucose plus AAs"
"EG10088"	236.851762712	238.937200745	95.523681357	78.9648048183	246.641064167
"EG10089"	0.622655603042	0.791643859321	0.922893998969	1.38601346795	1.21897497923
"EG10090"	0.583980593285	0.39715656023	1.29849913362	0.285832118559	0.144222051019
"EG10091"	18.2061537216	53.1765985499	133.55802946	19.0958642992	12.8044692718
"EG10092"	38.2226638702	23.0933128849	86.8255868586	37.276535515	29.437255873
"EG10093"	4.10690069679	10.1404454209	5.45499159792	3.75747699039	1.07475578621
"EG10094"	35.7339479114	36.0786404955	74.2797861691	183.493817153	40.2909224681
"EG10095"	5.36181872129	1.9572003815	168.002590853	432.347101798	2.09179348885
"EG10096"	239.970630703	276.530030256	41.8627618933	60.3903670574	138.852794834
"EG10097"	24.6257243548	18.0527264792	15.6026162336	29.8240529327	20.3578641643
"EG10098"	327.385329899	280.021095693	224.253708331	821.334854023	140.639785386
"EG10099"	94.3569536388	128.324873011	15.6827622992	325.97152028	78.1835662613
"EG10100"	353.175500849	371.039448891	433.812884241	145.326045842	71.1087099681
"EG10101"	433.589040721	370.479595435	549.434691873	294.266699158	105.70217847
"EG10102"	224.104879688	255.100442767	217.307126206	1283.72934168	246.925161199
"EG10103"	159.756046625	42.0417268913	178.505135314	986.157002358	166.991121421
"EG10104"	110.450040441	75.328266275	310.838507964	881.577926731	112.977439046
"EG10105"	334.054350718	293.251282407	250.035442754	363.083255329	76.0465070423
"EG10106"	130.87281001	165.737668621	34.7026142147	190.674462457	23.2586464209
"EG10107"	39.7539293655	48.070388321	23.7082988283	37.2362422021	28.2071503937
"EG10108"	364.450572277	399.391240932	159.97773418	298.56681	119.561699692
"EG10109"	3.4446915682	1.58950726118	1.3399378095	5.53878145444	4.40699822252
"EG10110"	7.62147842176	0.831885408775	3.2316146635	16.0250501819	6.25428120037
"EG10111"	23.6833218391	23.2694850251	29.4720228918	32.4726736401	11.0553893343
"EG10112"	3.45563790541	1.85041436801	1.73379160609	4.1700039968	1.03967943778
"EG10113"	50.9924121806	60.7214907041	35.2884216139	14.8314609305	62.8592788165
"EG10114"	0.675746500793	0.227449628123	0.896046873774	0.611582646364	0.241315837303
"EG10115"	0.917405762644	3.80158300361	4.85907741586	5.74846066352	0.965729430707
"EG10116"	0.232594066992	0.363868107973	0.329089653438	1.32045446722	0.338575447033
"EG10117"	46.6568783782	27.1201898961	6.4999179482	10.568576063	26.2143243285
"EG10118"	143.446794666	80.5271583587	62.9191218947	38.9769487432	62.7655457503
"EG10119"	27.603680914	6.83205191237	13.1450535691	20.0323147273	27.1160880905
"EG10120"	50.2974402927	21.2654390973	23.4259478641	27.5856019208	37.6380875355
"EG10121"	41.1136915557	12.6721124258	4.97365057076	13.4485476291	33.5938704727
"EG10122"	1.57343573113	7.84169837046	12.7884987391	11.5654355733	3.51914762407
"EG10123"	13.1994103404	8.47828402449	7.23690541599	9.9712453251	5.63256010472
"EG10124"	8.73353498495	6.99517214465	1.50801193629	6.48239410506	2.95568942888
"EG10125"	94.6689127081	116.125725545	3.05175905558	227.593332577	300.799440547
