Variant	Growth mean	Growth std	R/P ratio mean	R/P ratio std
0	0.7764563319113156	0.0833435665261739	0.29552390572976517	0.020742947080420158
1	0.7546819918741893	0.08903130834576752	0.3039214446344372	0.024996694519002615
2	0.7643923192396412	0.12260268433619563	0.2960872441606832	0.027509423503142894
3	0.7177113564086745	0.12611558597592354	0.2983011549346517	0.028696279122292022
4	0.7713560689459766	0.09349361346877955	0.2903854181968001	0.023844459078682295
5	0.8004679839772163	0.0851147270406046	0.28376013448713333	0.029886508270213444
6	0.7896234194346201	0.10203942391448673	0.28206721576356436	0.02534312316978292
7	0.7742301491371226	0.13249005047114593	0.28404795537917993	0.01942507200398259
