Variant	Growth mean	Growth std	R/P ratio mean	R/P ratio std	R/(P+A) ratio mean	R/(P+A) ratio std
32	0.6979898304142933	0.06092727733868338	0.22153563527310757	0.014815567710140419	0.21160190133404325	0.015328029623168626
33	0.6947433218991427	0.0759118738572172	0.2166605854469983	0.012967153915373876	0.20532356537195662	0.0126350689007315
34	0.7045508653569099	0.07738219674641073	0.22424676078027775	0.021179105386810615	0.2125365295715886	0.022353398751524856
35	0.745113509708466	0.07338064129529687	0.24596282989104273	0.02104566252109025	0.23205130135649846	0.0203101941687005
36	0.7030914822979905	0.06895279639727847	0.22039930104507563	0.013308366401825469	0.2088696802533762	0.013903363236004482
37	0.6777863463260543	0.07539466680550426	0.21405336064491295	0.01666572712087743	0.20168635150250244	0.018687871029912304
38	0.626292216080633	0.040278314373527156	0.20170413847399032	0.009671861242779394	0.19070594843119273	0.010637496368855635
39	0.695314229159061	0.0547780237495006	0.21999964389511523	0.010749739007280972	0.2083352733484354	0.011552113400468826
40	0.7149033723871577	0.07678124409389622	0.22357570116665665	0.016756043551760875	0.21281591479401993	0.01765011097148677
41	0.7239826954840474	0.07131075523645553	0.22455970938764672	0.011444696061186501	0.2151970889553499	0.011467217292071253
42	0.6564349393527188	0.05918238743248542	0.20929698052600126	0.014910580265714046	0.19910035907977178	0.016410385855797405
43	0.7398857980804401	0.08673742694225936	0.2306394525873495	0.017492789747935434	0.21998978144148307	0.018380934481727215
44	0.7448841797079013	0.08702382920300582	0.23364391727242004	0.019380455275923903	0.22576439732524303	0.0186974767219123
45	0.7740565643313799	0.06225393802679345	0.23749986460275194	0.01455923427548068	0.2264100974780609	0.015856309666308813
46	0.8041311834440085	0.10062674156944941	0.25151486949993834	0.021309422923345513	0.24182513324287405	0.02195767973426295
47	0.7210877681999066	0.08469111463282765	0.294496298625661	0.042047263826050764	0.2842588138491507	0.042384341201966
