Variant	Growth mean	Growth std	R/P ratio mean	R/P ratio std	R/(P+A) ratio mean	R/(P+A) ratio std
0	1.5046521327127318	0.17453391290049486	0.429507148928677	0.03309559634963447	0.3400050279459536	0.030692865979300543
1	1.3299604260525175	0.16824966907679054	0.38528405971911417	0.027996141753278306	0.3326753639260499	0.028153526108002754
2	1.0073822864522664	0.18229762175504832	0.32285242424842353	0.028061075443529256	0.2918473340299766	0.027814233338035444
3	0.7938700253268625	0.13340686168527982	0.27353106257797793	0.02010851149616844	0.26564883764595126	0.01941381457924296
