variant	growth_rate	rp_ratio	cell_mass	protein_mass	rna_mass	aa_mass	ribosome_mass	rrna_mass	rprotein_mass	enzyme_mass	excess_rrna_mass	excess_rprotein_mass	aa_fraction	ribosomes to enzymes	excess rrna fraction	excess rprotein fraction	rrna synth fraction	rprotein synth fraction	enzyme synth fraction	rprotein protein fraction	enzyme protein fraction	glt	glt fraction	ppGpp
917.0	0.8403124421692588	0.30199828991296174	1784.3849079456147	253.15521707147894	76.23574116826414	8.1996002250583	92.4321620558654	61.00198467595724	49.67499069847671	8.64843940237805	1.7381056840120699	7.567434238824855	0.004599301635910674	10.70046426833855	0.01896158693967887	0.08091234940236504	0.47215070928133374	0.4495306389716641	0.0783186517470021	0.19637568293871432	0.03421474809056334	5.922315812065964	0.0032995053131800105	52.34591665984596
918.0	0.8628183937210764	0.30413824569704295	1788.6300839377031	253.55616183163556	76.97280237179218	7.45569255767116	93.15102647000175	61.4546049656006	49.56544292030335	8.902338909779777	1.7298182906214417	7.1304071154557676	0.004214763519741692	10.494741392062533	0.018934515607577914	0.07640146915656124	0.4731823224116718	0.44676733747414876	0.0800503401141795	0.1957103694108566	0.03506294775339473	5.406086503317473	0.0030358228136179266	49.432462691691136
919.0	0.8890857563971564	0.30397413573824433	1806.3225521612474	256.25148263236656	77.73553933510587	7.4569732880284425	94.66902527151608	62.23573306050079	50.127221782833416	8.872792611650222	1.5376650591745111	7.000660227437908	0.0041817377500497355	10.676932586113358	0.016626088421990842	0.07378763456562785	0.47385493861926586	0.44704097948519683	0.07910408189553728	0.1958570129384275	0.034656071024768864	5.4143445988952354	0.0030214999682225056	47.66689114354168
920.0	0.9099702945207065	0.3062802715444821	1822.5469453624953	257.06021403331283	78.6182190145554	8.371750059466267	95.39295703362023	62.78901144510405	50.46392119738794	8.995051878729193	1.6267867758656354	7.007571861768154	0.004587037990811736	10.62199110637304	0.017456647347366874	0.07338833512723442	0.47418725334397493	0.44635435784610855	0.07945838880991653	0.19650911502710056	0.034979404542846086	6.180308689726855	0.0033683077864663786	45.66004923454522
921.0	0.8484258780289383	0.30511356207691465	1794.5235549863119	253.50715539750942	77.20432061837597	8.292091508987532	93.848111841665	61.6556392619448	49.5636009077379	8.861655005031938	1.483908772232231	6.811007220529333	0.004616404088083797	10.607283276097927	0.016263569282547324	0.0725012670594463	0.4739559779023253	0.44634627584339825	0.07969774625427649	0.19575025664639553	0.03494952985161478	6.074349892386386	0.003361294692135273	53.241110662628316
922.0	0.7693326963598265	0.3027986301205382	1752.8894724428628	248.8387040308683	75.15849123117823	7.678652959103535	90.5362611528111	59.93104789656225	48.43122726007443	8.612680717704444	1.8827462448011363	7.187350200986796	0.004418894651542545	10.526395132233509	0.020812358432672973	0.0786750100289541	0.47323679322830703	0.4472250360715609	0.07953817070013212	0.19492169161525916	0.034666809682754644	5.302688484010312	0.003053296757951339	61.569323705579926
923.0	0.7000990427956556	0.30360629866926403	1685.5361339498825	237.54551373412392	71.92410280173372	9.198410262252015	85.8768247544535	57.2940538977752	45.99976161362036	8.172226121188881	2.233200215867191	6.878495092360655	0.00543970243238078	10.525062419015917	0.025726400012615246	0.07931454415883155	0.47513827779327494	0.44567996943086563	0.07918175277585948	0.19400355344523068	0.034467604185852534	5.595424625185205	0.0033173312497611677	70.62373862929805
924.0	0.7705240194836002	0.30413895499256394	1742.8778134325541	246.60248028862858	74.85418374569569	7.933245566719601	90.52868536817951	59.5949846003399	47.968066913274264	8.433032096614628	1.5515402447156426	6.7276410098450725	0.004575598239421086	10.743266312779104	0.01743169861177626	0.07400826007380581	0.47435335892525327	0.4470610643525536	0.07858557672219316	0.1948027627539925	0.03424263062871593	5.289572388364105	0.0030541626148181543	64.94024660715647
925.0	0.8431979094301547	0.30480703811505794	1787.5381655535518	252.47345489154756	76.78722597311187	8.510695555957957	92.71966254729722	61.26660472460643	49.18309702199035	8.770097820136908	1.8183916875045296	6.944569448974005	0.004759641211951009	10.598174604863742	0.019892180794488436	0.07462830164534218	0.47468166472728945	0.44593575687536285	0.07938257839734758	0.19510121647992262	0.034726553473253124	6.166633344827845	0.0034305103615087404	53.07209312729727
926.0	0.8243815632678918	0.30476451228647483	1792.2086865392682	253.98870978902454	77.20169111772996	7.511567619183876	93.67594131445512	61.65698960227263	49.94671256863802	8.709993638772488	1.5956481055642178	7.272551323492165	0.004205038933370705	10.780033649138748	0.017130330434304033	0.07677843466259056	0.4732438346102685	0.44856783849214454	0.07818832689758701	0.1968493395424956	0.03430944435648639	5.494499843981011	0.0030647073639973282	54.03890915446088
927.0	0.8870518222370036	0.3061325837246375	1809.433152230367	255.32966930002578	78.07302434688324	8.166887776269968	94.41919721607782	62.404922729481584	50.23796855163785	8.951395446792143	1.867034684103293	7.225216396732335	0.004520408353526196	10.554675465232592	0.01992128633586051	0.07610875935150616	0.4739573747505232	0.446472194680807	0.07957043056866983	0.19683422066817519	0.03507993587406105	5.839382173485802	0.003217254151862737	48.448052333608395
928.0	0.8570479278546179	0.30386909204237006	1798.820071222015	254.71642798753587	77.2260240611022	8.145107423774787	93.93259109399128	61.61421132552675	49.87035941875169	8.870349404203457	1.3883160507887005	7.079281130427241	0.0045321551874320035	10.612405943827117	0.015202990860473988	0.07494094756831332	0.4725308545234421	0.4478965448488065	0.07957260062775143	0.19601670510186642	0.034821163430377215	6.0289220367361676	0.0033353501441586077	52.27580434970075
929.0	0.8783542985562295	0.3052897207373906	1815.622339911434	256.57187343606984	78.17860689296823	8.21429587452048	95.09955712742482	62.60264249106066	50.52281736328697	8.718626479011649	1.628534340469762	7.20012662485452	0.004527217479969103	10.89613163094107	0.017192226787274775	0.07523021196905608	0.4742822770230751	0.4482115840506645	0.07750613892626032	0.1971066665117507	0.034087630348023215	5.980175906257663	0.003286959443429288	50.181922946585004
938.0	0.18025552540373468	0.3232708761858144	1400.6610040525302	194.63710525551866	62.94462044233853	3.0181800939537733	75.38346214384792	49.73783327668821	38.604906248369076	6.8042795834037415	1.4049123634378506	4.263900717982039	0.0021398482662851764	11.074665254664179	0.018683190275401194	0.05666902436467037	0.4831047694010624	0.43942246249837763	0.07747276810056	0.19831116290745954	0.03496189038360149	0.3877460744921186	0.0002770264466073677	244.59310795344723
