Parameter	Factor	ppGpp	Ribosomes	Elongation Rate	Average AA	Average tRNA	AA_0	AA_1	AA_2	AA_3	AA_4	AA_5	AA_6	AA_7	AA_8	AA_9	AA_10	AA_11	AA_12	AA_13	AA_14	AA_15	AA_16	AA_17	AA_18	AA_19	tRNA_0	tRNA_1	tRNA_2	tRNA_3	tRNA_4	tRNA_5	tRNA_6	tRNA_7	tRNA_8	tRNA_9	tRNA_10	tRNA_11	tRNA_12	tRNA_13	tRNA_14	tRNA_15	tRNA_16	tRNA_17	tRNA_18	tRNA_19
krib	2	1.5006974327916422	0.6396021120268979	1.6789123764192668	1.0657996265543928	0.6013607332713898	1.051200782644585	1.0577348492743621	1.1556570706684477	1.0696753706428241	1.0589655415515011	1.0910534100472344	1.064405889867562	1.0672880934098672	1.0694056585754619	1.0734880237227469	1.0616764615788863	1.052377621374223	1.1030168070216875	1.0541209102664133	1.0650527806461672	1.0614914146774117	1.113944943874328	1.0667752868415523	1.0499037068926875	1.1100355763580345	0.6190220900827821	0.6152193445270009	0.22151828188705158	0.607169550008723	0.614459455737682	0.5876990682521852	0.6109165159072198	0.6089082210085499	0.6073695464646467	0.6042399005458068	0.6127326791259395	0.6183645538551688	0.572395392994307	0.6173690320699231	0.6104740836912906	0.6128529337049021	0.553886868127225	0.609272629334204	0.619733679398633	0.5611352961094419
krib	5	2.1929984804353473	0.44466267995933834	2.4815160746834173	1.1210839863272544	0.3915869845252233	1.0942168554143479	1.1062423714933232	1.286439228884352	1.128217348097221	1.1085073353171482	1.1675598019910591	1.11851963415003	1.1238239234117893	1.127720984521739	1.1352339273447356	1.1134964733144497	1.0963827852698287	1.1895759045680667	1.099591213321179	1.1197101482796226	1.1131559170165408	1.2096865323226145	1.12288017753045	1.091829608759749	1.2024923144463175	0.41410252500533007	0.40869643877482176	0.0397986198099356	0.3974856850540414	0.4076247442485231	0.3716051051564766	0.40266520428919	0.39988078831284846	0.3977604629237565	0.3934820711376342	0.4051999250138577	0.4131625959345389	0.3523973282461462	0.411743646948327	0.4020501333040296	0.4053683213852396	0.3303762337338738	0.4003845950921917	0.41512217174066773	0.3388502116076332
krib	10
kIa	0.1	2.444816349146543	0.732910971087633	0.8097411294359579	0.29487707626660375	0.6305095070781931	0.25164003433851634	0.2709918405501029	0.5610046838016529	0.3063558106556905	0.2746367547591369	0.3696706177588077	0.2907493118172796	0.2992854675338115	0.3055570107707623	0.31764765466865863	0.2826656260590964	0.2551254533216877	0.40510228024740036	0.26028851540345765	0.2926651933978112	0.28211757681801086	0.43746780973032257	0.29776670022986734	0.24779851136726977	0.4258895595112759	0.6869116520471114	0.6711776195353961	0.17075625267387998	0.6396847430299609	0.6681016568529612	0.5723921940050921	0.6540486370517284	0.6462877657875498	0.6404388890082593	0.6287949053952909	0.6611937487264452	0.6841496936955193	0.5268761078864984	0.680001290687902	0.6523263884063731	0.6616711764836928	0.47886650193622254	0.6476852294028017	0.6899205642741513	0.49683798727391154
kIa	0.2	1.7619253047862569	0.808047983927363	0.9041648009715928	0.4126056872082563	0.7297814453691427	0.3654352501578654	0.38654752286126287	0.7029447808379676	0.425128633340812	0.3905240221265396	0.4942033816069221	0.4081023734074317	0.4174150834722448	0.42425716460045126	0.43744772611683175	0.3992832966618672	0.3692377427619857	0.5328584062128964	0.37487049683256957	0.4101925471828741	0.39868539019548305	0.568168394009577	0.4157581502182109	0.361244258809347	0.5555368062603657	0.7742674000172005	0.7625064749643294	0.34555635713127275	0.7384507724602212	0.7601874241500705	0.684642200340347	0.7495089294965568	0.7435523236283139	0.7390350035699292	0.7299690159065096	0.7549554976256688	0.7722150773309063	0.6462896164275282	0.7691228093584259	0.7481907410278353	0.7553181594499997	0.6040451752100868	0.7446280435330208	0.7764973604917534	0.6200770970420487
kIa	0.5	1.2235210383550224	0.923866011326837	0.9734543984798167	0.6630234084655419	0.8890680021051101	0.6268537014393185	0.6430423306926739	0.8856518316891071	0.6726258484416712	0.6460914610853833	0.7255915100806568	0.6595703231654854	0.6667111939209168	0.6719576170030991	0.6820719762340812	0.6528079643276463	0.6297694056768252	0.7552317043315154	0.6340885317411893	0.6611730425331012	0.6523494970534152	0.782306965813123	0.665440678019961	0.6236401011766036	0.7726212207089561	0.9096897996477676	0.9046134071360726	0.7109524813576285	0.8939366836097242	0.9036014797202111	0.8685326628382054	0.898894495527232	0.8962345909916456	0.8942007750237908	0.8900751647410302	0.9013050736449751	0.9088105764781832	0.8490328433484334	0.9074805720855147	0.8983079962107949	0.9014648573382289	0.8260881503835861	0.8967167874957689	0.9106419800354493	0.8349839507999421
kIa	0.9	1.0265497116536593	0.9896521015755446	0.9969177382138276	0.9357383631918461	0.9845858644206495	0.9278091575739842	0.9313580657785309	0.984543473579524	0.9378434319707862	0.9320265030932693	0.9494546850427886	0.9349813699615729	0.9365468079251535	0.9376969407516859	0.9399142336365099	0.9334989102433295	0.9284483449028545	0.9559524759869589	0.9293951935635048	0.9353327217545064	0.933398404002463	0.9618879765230602	0.9362682825333899	0.9271046647994571	0.9597646454040848	0.9876548165774534	0.9869279465494065	0.9596602796364896	0.9853760603424886	0.9867822128175306	0.9815525967958231	0.9861006269329688	0.9857127466844499	0.9854148301562243	0.984806920049232	0.98645045031414	0.9875294243050167	0.9784860617795369	0.987339345477316	0.9860152702319849	0.9864735813330037	0.9747218817847575	0.9857832095018085	0.9877903786088241	0.9762019022376199
kIa	1.1	0.9778905756105718	1.0089350991649413	1.0025525077202704	1.063364734931958	1.0134017533813817	1.0714929345371829	1.0678549617493387	1.013334795223511	1.0612068366452634	1.0671697491089307	1.0493041836955899	1.0641407259167133	1.0625360012001692	1.0613570042568299	1.059084065450643	1.0656603899382155	1.0708377059500416	1.0426433220238502	1.069867094859781	1.063780556482063	1.0657634185172054	1.0365588621876822	1.062821516558009	1.0722151074972148	1.0387354811322391	1.0106786493120719	1.011316243894841	1.0349021950252397	1.0126835584612148	1.011444294637244	1.0160878449917063	1.012044140904964	1.012386214329186	1.012649299085187	1.0131870818117825	1.0117360720164954	1.0107885126303378	1.0188554789316224	1.0109551532463061	1.0121193731115352	1.0117157166379465	1.0222993322703136	1.0123240344714923	1.0105599356357367	1.0209390533682006
kIa	2	0.8734459457808468	1.0555445557444167	1.0144402030273456	1.6122770321368176	1.0847969876601506	1.698300421581142	1.659798568142757	1.0827938505802535	1.5894392902362076	1.6525467391177482	1.463469629076294	1.6204895980094975	1.6035062725564901	1.591028563083719	1.5669733098167806	1.6365726983632913	1.6913659235785443	1.3929755559172945	1.6810936296054375	1.6166778073242558	1.6376630834429946	1.3285817315202875	1.606527974779951	1.7059434137325027	1.3516176002529126	1.0666818480055473	1.0708032231147033	1.2155048134255888	1.0797378714285837	1.0716343567064606	1.102574543648292	1.0755431201081194	1.0777835813449865	1.0795123790310908	1.0830617789507253	1.0735324865853637	1.067389983556252	1.121794445596729	1.0684656806442647	1.0760351503696926	1.0733998720631746	1.1465861902838654	1.0773757049160888	1.065917605016805	1.1366735994011679
kIa	5	0.7905028893737406	1.098710774892161	1.0236919647470495	3.371283419378714	1.1534222824171774	3.7326438037819005	3.570908203166949	1.1470715246896859	3.2753484039674263	3.5404452820820214	2.746184818645685	3.4057821293212878	3.334439892590277	3.2820244981181914	3.180975055360755	3.4733427702560444	3.703513902251113	2.4500587820009834	3.6603628462093023	3.389769854564618	3.4779231753539355	2.1795581973620983	3.3471332249976076	3.7647498925984566	2.2763254886076547	1.1190281973032525	1.1266320673178079	1.374845427374232	1.143287565171595	1.1281714859997918	1.186964969514883	1.1354384784397251	1.1396242252041147	1.142864292829049	1.1495446588303788	1.1316947796912513	1.1203311934995606	1.2250289808661656	1.122313290627697	1.1363564363335414	1.1314482775488117	1.2760300119244814	1.1388610965128798	1.1176235836493746	1.2553701895146538
kIa	10	0.7613412711462803	1.1154447648687764	1.0269085626214478	6.268209753979631	1.1807701327039102	7.096175266123659	6.72559922853072	1.1719932897756322	6.048399039811919	6.655801184400483	4.835955125540898	6.347254782927621	6.18379217296274	6.0636956134022535	5.832166488363755	6.502052826893321	7.029431497629196	4.157457547578091	6.9305618158453	6.310566723467571	6.512547661458452	3.5376741823780633	6.2128757192535184	7.169738211641021	3.7593918451680652	1.139455298856929	1.1484814801189092	1.4330227998295522	1.1683335102625494	1.1503116593846026	1.220935065849819	1.1589640699115835	1.1639574791269904	1.167827612856199	1.1758205484734767	1.154503999194731	1.1410003865632385	1.267438548173441	1.143352044434466	1.1600585459901551	1.1542105259460584	1.330763116032287	1.1630465718675684	1.1377904687497031	1.304967327864211
RelAtot	0.1	0.8161395847519473	1.276383937652936	0.7359505340469609	0.9525620799822699	1.2949440210431957	0.9630872163664711	0.9583763932897228	0.8877813203056516	0.9497677667246436	0.9574891122480765	0.9343551371163203	0.9535668411144239	0.9514888925984167	0.949962217656723	0.9470190072886588	0.9555346472036306	0.9622387560965352	0.9257300658164107	0.960981907107954	0.9531004596651318	0.9556680585357653	0.917851378508004	0.9518586045933354	0.96402236518218	0.9206698526207044	1.292458917468318	1.2954869758190357	0.08651298246139322	1.3019455249329324	1.2960939326442442	1.3177583290693875	1.298931569146749	1.3005454227851125	1.3017843408452368	1.3043103738855224	1.2974753962846444	1.2929813551453808	1.3302279746443477	1.293773260897942	1.299286784306196	1.2973790920843307	1.3450452614299109	1.3002523124244072	1.2918940888545276	1.339302690151775
RelAtot	0.2	0.9062514690997179	1.121116586270936	0.869867705385532	0.9755611301032548	1.1251362925589754	0.9809833381712454	0.9785564973752651	0.9421868655247286	0.9741216261944439	0.9780994016093647	0.9661815332326266	0.9760787826367477	0.975008293251118	0.9742218009045246	0.9727055552708226	0.9770925292301115	0.9805462443320545	0.9617381658152075	0.9798987632366024	0.9758385186502216	0.9771612581530059	0.9576793080161373	0.9751987565475118	0.9814650896716893	0.9591312999730868	1.1279584880531668	1.1291985448322788	0.18284664994840438	1.1317860879259138	1.129445094477916	1.1377480788277485	1.1305885872181443	1.131232030062214	1.1317225027032187	1.1327129120175858	1.1300036925412205	1.128173616043502	1.1419946958383869	1.128498774892406	1.1307306469146505	1.129964868076394	1.146335496473717	1.131115545892788	1.1277253600446235	1.1447611699907223
RelAtot	0.5	0.972591367535661	1.0310189438197113	0.964816022345873	0.9912427645619455	1.0290294079252054	0.9931857164550375	0.9923161012318023	0.9792836874169715	0.9907269439911884	0.9921523090931538	0.9878817527797707	0.9914282562117112	0.9910446653702736	0.990762839817985	0.9902195201444183	0.9917915142799963	0.9930290916567361	0.9862895510101417	0.9927970783270252	0.9913421618834579	0.9918161420674797	0.9848351314176137	0.9911129145068692	0.9933583435296297	0.9853554269448648	1.0326378349459053	1.0328982032141696	0.475908407969049	1.0334011025324605	1.0329485529742521	1.0342912188130575	1.0331755637022844	1.0332983677587866	1.0333894578402665	1.033566392535665	1.0330608107233887	1.032683833834342	1.0345770017428861	1.0327527084001826	1.0332029913933252	1.033053091396964	1.0342699707718988	1.0332764101358038	1.0325876060439434	1.0344880962386407
RelAtot	0.9	0.9965533145097117	1.003583714133267	0.9959971832328042	0.9985768009627216	1.0028878706582796	0.9988925635437103	0.9987512363454549	0.9966332484350409	0.9984929713859843	0.9987246173495677	0.9980305796389133	0.9986069464965484	0.9985446064897963	0.9984988050656322	0.9984105064191015	0.9986659820833909	0.9988671093619903	0.9977718198919553	0.9988294032674195	0.9985929547104456	0.9986699845158606	0.9975354520817278	0.9985556981300956	0.9989206183662862	0.9976200089146224	1.003749108575252	1.0037699326613772	0.8913544838012848	1.0038022369502035	1.0037736815527059	1.0038027777363283	1.0037892721657502	1.0037966840817747	1.0038016397518392	1.0038097180927477	1.0037816735338403	1.0037529504216451	1.0037077330724815	1.0037585772500432	1.0037909953912922	1.003781140959152	1.003446972118886	1.0037954177851072	1.0037448398800806	1.0035706647582523
RelAtot	1.1	1.0029867036897435	0.9970048759076239	1.0032883909668284	1.0013772788638022	0.9977813469828896	1.0010717045081177	1.001208471719162	1.0032581217714103	1.0014584036406213	1.0012342318408731	1.001905876104726	1.0013481059895584	1.0014084345672458	1.0014527581873376	1.0015382078373183	1.0012909752131487	1.0010963373989308	1.002156286849103	1.0011328268889754	1.0013616463242307	1.0012871019210088	1.0023850281429052	1.0013977008038353	1.001044554887326	1.002303199575228	0.9968764562848699	0.9968632338525255	1.1105468294263394	0.9968478584935007	0.9968610340298351	0.9968932153395635	0.9968527998583835	0.9968496569318561	0.9968480210430116	0.9968468278579782	0.996856599789213	0.9968739110377854	0.9970295788695718	0.9968702614036913	0.9968520109065363	0.9968568828993826	0.997346913984231	0.9968501432461389	0.9968793301179967	0.9972001792393526
RelAtot	2	1.021668144282783	0.9814616623171718	1.0180449364212345	1.014720547522671	0.9914406855270037	1.0114545264268608	1.0129163133474806	1.0348232574023863	1.015587620388657	1.0131916411011512	1.0203702681480404	1.0144087437962093	1.0150535440018837	1.0155272810009568	1.0164405787115252	1.0137981221341155	1.0117178061803271	1.0230466929152393	1.0121078109108443	1.0145534647711814	1.0137567238505107	1.0254915115893175	1.0149388200498184	1.0111643475143282	1.0246169165085226	0.980985550269697	0.9810382285062054	2.180608622020078	0.981314371587763	0.9810545619507196	0.9830340596411078	0.9811570966917916	0.9812350090338411	0.9813046719348865	0.9814737862391603	0.9810990542314533	0.9809912492622218	0.9856311328804593	0.981002567327963	0.981173011254889	0.9810956206977611	0.9905949511468954	0.9812197858388062	0.980980960042588	0.9883863435416329
RelAtot	5	1.1067951926103798	0.9428123259236265	1.025277449643157	1.1232178382820406	0.9884845141367168	1.095879720689959	1.1081155579848256	1.2914868820198864	1.1304756419750746	1.1104201795060462	1.170508631050559	1.1206078958811094	1.1260051738928087	1.1299705731993372	1.137615300369131	1.1154967081964962	1.0980834948385596	1.1929115527913536	1.1013480160622129	1.1218192778396994	1.115150185283111	1.2133758236713998	1.1250448809858784	1.0934507880527686	1.2060550555369278	0.9448248379413979	0.9463226146071007	5.090350884221795	0.9506297156417554	0.9466632797386892	0.9674565396734035	0.9484330997055501	0.9495689166894195	0.950504033430299	0.9525799075432021	0.947488546540688	0.9450591059761457	0.987246859285366	0.9454334758330363	0.9486750851354261	0.9474287745212869	1.0195025298787113	0.9493556977989459	0.9445829784462766	1.0057307717742212
RelAtot	10	1.3247798481470416	0.8701369341550615	1.019315503419665	1.405650304588397	0.9363326094876886	1.3156493316384616	1.3559314605549666	1.95961576826611	1.4295440372227386	1.3635186033900764	1.5613383034441526	1.3970580159411061	1.4148266218697896	1.4278812791614641	1.4530488049248043	1.380231259068108	1.3229044728727402	1.635091886058438	1.3336517449331573	1.4010460575135564	1.3790904563090942	1.702463153889652	1.411665201270251	1.307652935547867	1.6783621522347307	0.8770435501267629	0.8806779559729725	5.717737962865806	0.8901721471486157	0.8814728677796004	0.9217958123121939	0.8854643358386249	0.8879273919567517	0.889908726542957	0.8941826521721459	0.8833605223593615	0.8776297991362868	0.9543713609253871	0.8785515152654186	0.8859947863075935	0.8832254640037517	1.002784217850173	0.887470016376975	0.8764297025338594	0.9826119453705012
rnapF	0.1	0.09080375120943038	0.7787944729693626	1.0072730913548986	1.8512071186178105	0.8500313730184342	1.6623297607560898	1.7468694614944646	3.013724256798921	1.9013534583578011	1.762792174521821	2.1779308651323204	1.8331786209758096	1.8704677294069163	1.8978640279217533	1.9506799318467067	1.7978658227897972	1.6775563436525311	2.332705130064161	1.7001116996859553	1.841547926711282	1.7954717125638482	2.474085398212015	1.863833205010437	1.6455472839145207	2.423508894380811	0.7893607876271704	0.794132173872416	5.392470467719835	0.8058614753186906	0.7951495687856638	0.841506587035782	0.8001491858341099	0.8031591492762784	0.8055461984491574	0.810607710826154	0.7975349932583802	0.7901457242588191	0.8758776259185327	0.7913669433895514	0.8008017509781626	0.7973656467301787	0.925081733258056	0.8026039671122697	0.7885314098419939	0.9047661592797718
rnapF	0.2	0.17158377825453328	0.9096427576380782	1.0232117204708997	1.2447330321369017	0.9682930074366176	1.1904345729921073	1.21473716266815	1.5789459017514311	1.2591483444776561	1.219314558773873	1.338661125786184	1.2395492108084833	1.2502691838990696	1.2581451862622641	1.2733290013941396	1.2293974651662034	1.1948116675261027	1.3831573952892573	1.201295598013276	1.241955235084503	1.2287092078260404	1.423803152830211	1.2483618679961361	1.1856102730573488	1.409262778068252	0.9141338818929909	0.9167893715888878	5.621929774829795	0.9240216796045968	0.9173801035872354	0.9498331893930527	0.9203906511658541	0.922280628837607	0.9238165083374882	0.927171386737665	0.9187951376074225	0.9145566286657585	0.9779446202881986	0.9152259117669475	0.9207957626747426	0.918693352172283	1.0212713118137347	0.9219279925305501	0.9136938699808785	1.0030483455062462
rnapF	0.5	0.4769266423769588	0.9795864906512967	1.0193212654993913	1.017598728850308	0.9914713385861215	1.0136941308999918	1.0154417283730672	1.041631947708853	1.0186353329737912	1.0157708885808894	1.0243530904807259	1.0172259608382437	1.0179968332507547	1.0185631959475365	1.0196550628596304	1.0164959496043027	1.0140088874663418	1.0275528134321745	1.0144751464483626	1.0173989778536476	1.0164464570723903	1.0304756463544555	1.0178596783166785	1.0133472158146752	1.0294300492625679	0.9791324317699388	0.9792197132852634	2.3792041923902394	0.9796039061933322	0.9792441963194195	0.9818016861876588	0.9793903014855986	0.9794970713956868	0.9795909275240063	0.9798149514713277	0.9793087684147719	0.9791433865923331	0.9850229869164983	0.979163236956209	0.9794123115922029	0.9793038657482235	0.9910921575530678	0.979476384646806	0.9791224914281285	0.9884006408959557
rnapF	0.9	0.8980709918847757	0.9965175046386473	1.0038168364674593	1.0016216415250088	0.9974405934770717	1.0012618508703195	1.0014228839003476	1.0038361915649396	1.001717159803972	1.001453214492172	1.0022440247316682	1.0015872926755747	1.001658325005538	1.0017105127104085	1.0018111231999223	1.0015200255143628	1.0012908542331542	1.0025388644130317	1.001333817843373	1.0016032353938873	1.0015154650062938	1.002808189957949	1.0016456868122712	1.0012298842485936	1.0027118430185156	0.9963692434273724	0.9963543184397602	1.130571556580275	0.996337687974227	0.9963518608447449	0.9963953264151238	0.9963428013845108	0.9963394743168257	0.9963378408953305	0.9963370492346455	0.9963469459984747	0.9963663555093071	0.9965599512742228	0.9963622250952109	0.9963419539077086	0.9963472577944781	0.9969394922729772	0.9963399784278578	0.9963725103661789	0.9967642752044579
rnapF	1.1	1.1005270439718022	1.0033742392719254	0.9962326651660506	0.9986545082808318	1.0027132003551265	0.9989530300806007	0.9988194194119258	0.9968170746112592	0.9985752558372422	0.9987942538253747	0.9981381108908619	0.9986830078546919	0.9986240716407918	0.998580770995315	0.998497293495232	0.9987388200715204	0.9989289657088278	0.9978934795443517	0.9988933183842436	0.9986697800265024	0.9987426039693479	0.9976700175246103	0.9986345576724628	0.9989795530970514	0.9977499575157741	1.003529679162219	1.0035491635813376	0.8971063622380892	1.003579238907642	1.0035526659994987	1.0035784022664755	1.0035672047661433	1.0035740939731204	1.0035786864880545	1.003586129570974	1.0035601250482833	1.0035332769570258	1.0034872361690992	1.0035385440509192	1.0035688081748235	1.0035596283508492	1.0032387810823136	1.0035729184660473	1.003525680291057	1.0033565253991532
rnapF	2	1.9456825003445428	1.0311754710608887	0.9646393314038806	0.9912094997587613	1.0291889008510227	0.9931598320532182	0.9922869135523038	0.9792049954573602	0.9906917198169022	0.9921224992405951	0.987835721003224	0.9913956960075858	0.9910106480767567	0.9907277519959353	0.9901823684951034	0.9917603339301361	0.9930026123077976	0.9862374711751357	0.9927697176634869	0.9913092746457364	0.9917850552676892	0.9847775268951371	0.9910791564613963	0.9933331148608474	0.9852997987920168	1.032803109345888	1.0330650391990999	0.47461886062355924	1.0335711675715145	1.0331156984066225	1.034468526544925	1.0333441396067473	1.0334677449895144	1.033559444050955	1.033737603327309	1.0332286559363981	1.032849379743317	1.034759209686988	1.0329186642142254	1.0333717444450947	1.0332208880332578	1.0344567385778456	1.0334456425004679	1.0327525859414335	1.0346732905183025
rnapF	5	4.157643377107104	1.1078559166743878	0.8829640457599631	0.9776640900567325	1.1107507017703375	0.9826197178047564	0.9804017064527736	0.9471616708890365	0.9763484554375637	0.9799839437314989	0.9690916064351303	0.9781371988007963	0.9771588249012993	0.9764400101260978	0.9750542372405571	0.9790637126136111	0.9822202358592222	0.9650305901626122	0.981628470460299	0.9779176095025737	0.9791265274202005	0.9613209964802568	0.9773328988537122	0.9830600146188526	0.9626480447473389	1.1139176614957025	1.1150086178113017	0.20139120786560402	1.117275622314556	1.1152251926929784	1.1224363780225848	1.116228144602611	1.1167913541331997	1.1172200802796388	1.1180841712987846	1.1157154541495884	1.1141071166155985	1.126031014938201	1.1143933199303606	1.116352563805455	1.11568139866197	1.1295655665993671	1.116689458712784	1.1137122655564067	1.1283085604237724
rnapF	10	6.57541855102884	1.2043736442639947	0.7939328232503435	0.9629463443063696	1.2159875666819084	0.9711673872204223	0.9674878561669407	0.9123451796283533	0.9607637913273629	0.966794816308912	0.948725183332866	0.9637311931276705	0.9621081382725067	0.9609156742240923	0.9586167729647997	0.965268215874676	0.9705046734096954	0.9419882410533534	0.9695229744394257	0.9633669096021071	0.9653724213305953	0.93583428521381	0.9623969149460158	0.9718978103319603	0.9380357651090903	1.2161489009529944	1.2183401621747247	0.11509497599565695	1.222982301166067	1.2187782792329938	1.2341423474039084	1.2208215054863023	1.2219797534204726	1.2228669947296276	1.2246706963772056	1.2197740444944047	1.2165276131582625	1.2426925890696272	1.2171011490253443	1.22107668005467	1.2197046920881434	1.2524650402180457	1.2217695994719622	1.2157391599232057	1.2487369148232772
nppGpp	0.1	19.39377578591849	3.1806443679799963	0.13324827450630458	0.7222635441113578	3.4026315129965803	0.7839548049918903	0.7563253180345142	0.34381612209613205	0.7058551682515628	0.7511225261676847	0.6155145981816473	0.7281261720612722	0.7159445037773912	0.7069950306405506	0.6897425097439658	0.7396629506010259	0.7789774755223551	0.5649585180349048	0.7716053499408361	0.7253920113413105	0.7404451434211226	0.5187713130281378	0.7181118320552204	0.789441382256041	0.5352950857622522	3.313453953081758	3.339937747670798	0.0056547749321973284	3.3981907115957357	3.345307871617406	3.552568386167808	3.370696612223248	3.3853493206431295	3.3967061490059685	3.4201619667030276	3.357609282367454	3.3179873012082535	3.6890669294299534	3.3248872435688273	3.373908219059207	3.3567481460277113	3.874934968952015	3.382676315834078	3.308569326609606	3.799223121253803
nppGpp	0.2	19.24207189748417	3.0688963101429554	0.14902578999610924	0.7348585336636237	3.278577285602126	0.7937621148894775	0.7673785979426576	0.37368669259509346	0.7191873664579169	0.7624106028798219	0.6329289453181787	0.740452462526121	0.7288209591324963	0.7202757375092148	0.7038026351607369	0.7514683181221524	0.7890090952456646	0.5846573792366283	0.7819693386451252	0.7378417757848421	0.7522151973077772	0.5405566578860096	0.7308903957529977	0.7990015336632942	0.5563340816368754	3.1947906895378146	3.2198690283183007	0.006416103805791562	3.27499905761635	3.224953079619031	3.4208866068107384	3.2489843421035753	3.2628498398561256	3.273594624383592	3.295781075549852	3.2365977923501763	3.1990840911501373	3.5496115956768817	3.2056183249644303	3.2520236429666682	3.2357826898586013	3.724474339406841	3.260320647171604	3.1901643112348235	3.653305246576378
nppGpp	0.5	7.1187121983640695	1.2286760466400715	0.7736334094022113	0.9593967411087189	1.2426070171199401	0.968405976274876	0.9643735074647883	0.9039538679980557	0.9570046746754352	0.9636140033956643	0.9438119223587542	0.9602565993643699	0.9584779184531292	0.9571711199848283	0.9546518069244309	0.9619410072050858	0.9676796857223485	0.936429164147331	0.9666038174674215	0.959857385936581	0.9620552052606264	0.9296853153690571	0.9587943838157235	0.9692064784740148	0.9320978144081298	1.241899449320208	1.2443718469450977	0.10365062380948814	1.2496234399250383	1.2448666606080836	1.2623394639738519	1.24717652368626	1.2484875965504638	1.2494927539360339	1.2515385197959141	1.245991908387592	1.2423264649607983	1.2721944129838447	1.242973377863911	1.247465261075109	1.2459135096214806	1.2836374849598187	1.248249621517228	1.2414375786650556	1.2792434951171348
nppGpp	0.9	1.281689433348188	1.0093717230289463	0.9894438124575631	0.9966343226237296	1.0079409436590658	0.9973810593395809	0.9970468392190253	0.9920380781063673	0.9964360767688021	0.9969838888165241	0.9953425814801481	0.9967056128217581	0.9965581869558992	0.9964498726491363	0.9962410580355813	0.9968452241718398	0.9973208635684312	0.9947306489229942	0.9972316936448178	0.9966725240993051	0.9968546893949453	0.9941716703328459	0.9965844172173337	0.9974474052821811	0.9943716360523471	1.009822913087566	1.0098853441148825	0.7557236554276613	1.0099920218423732	1.0098969286866863	1.0100812443758111	1.0099468552343775	1.0099720679177604	1.0099898167230597	1.0100215718924734	1.009922113606804	1.0098342286842938	1.0099422902721145	1.0098509511136642	1.0099526055222607	1.00992041162556	1.00945258880846	1.0099676634635726	1.0098104277909514	1.0096921032786026
nppGpp	1.1	0.8145212148754066	0.9935897239118779	1.0069398819591424	1.0032377303504667	0.9955358030189355	1.0025193810084478	1.002840895671638	1.007659247539682	1.0034284398420705	1.0029014529996174	1.0044803656472863	1.0031691502662643	1.0033109717027748	1.0034151684154071	1.0036160448917704	1.0030348462748586	1.0025772884230417	1.0050690354427612	1.002663068530803	1.003200981113065	1.0030257408744592	1.00560676432888	1.0032857385909655	1.0024555572226337	1.0054144003537566	0.9933299649531936	0.9933080819378132	1.2650118574351796	0.9932929792811186	0.9933048050413796	0.9934599323660175	0.993294531592032	0.9932924780265582	0.9932928121735509	0.9932987601132683	0.993298756305854	0.9933255393099215	0.9938381977870852	0.9933193443875442	0.9932938405423527	0.9932991139614705	0.9946674954746791	0.9932926431349725	0.9933350504208764	0.9942880667942686
nppGpp	2	0.32079165155889555	0.9666609660033065	1.0242555025845028	1.0470327106898207	0.9933933784606682	1.0365976487418949	1.0412681136972317	1.1112616353538445	1.0498030415617163	1.0421477963695898	1.0650837835349634	1.0460364858934343	1.048096647139447	1.0496102549170248	1.052528275930088	1.0440855263975282	1.037438837594162	1.073635062729236	1.0386849175806512	1.0464988749272766	1.0439532573027237	1.0814463516238901	1.0477300997377033	1.0356705160506352	1.0786519869888513	0.9668083370453181	0.9673115949348102	3.7672876304063267	0.9689077944275325	0.9674310876673223	0.9760137138029072	0.9680731973654225	0.9685003526811459	0.9688591325785827	0.9696747584461605	0.9677264472903867	0.9668841769840535	0.985239290917438	0.9670078469180658	0.9681633335360493	0.9677047996842315	1.0014241237237242	0.9684194033932372	0.9667314690083639	0.9943739795881441
nppGpp	5	0.16249376674807312	0.9012040114160198	1.0224711293196271	1.277656325745755	0.9619602172745914	1.216053221931023	1.2436251845069335	1.6568300320219187	1.2940108985458376	1.248818367188507	1.3842203423272759	1.2717751398110044	1.2839372455796607	1.2928727878430661	1.3100992453666152	1.2602577035979527	1.2210191573947853	1.4347025859963292	1.2283753566346052	1.2745048408704422	1.25947685660161	1.4808163170991706	1.281773342983267	1.210579919356059	1.4643198616330675	0.9062604606698218	0.9091585249377155	5.670105879541661	0.9169711018681873	0.9098005532458985	0.9443769740681826	0.9130606362385185	0.915098645042845	0.9167506740599369	0.9203480609164881	0.9113351911933739	0.9067233176147779	0.9738012257051732	0.9074548556900908	0.9134979867563959	0.9112249468024298	1.018712637615946	0.9147188348533295	0.9057779932540401	0.9998710881003283
