Parameter	Factor	ppGpp	Ribosomes	Elongation Rate	Average AA	Average tRNA	AA_0	AA_1	AA_2	AA_3	AA_4	AA_5	AA_6	AA_7	AA_8	AA_9	AA_10	AA_11	AA_12	AA_13	AA_14	AA_15	AA_16	AA_17	AA_18	AA_19	tRNA_0	tRNA_1	tRNA_2	tRNA_3	tRNA_4	tRNA_5	tRNA_6	tRNA_7	tRNA_8	tRNA_9	tRNA_10	tRNA_11	tRNA_12	tRNA_13	tRNA_14	tRNA_15	tRNA_16	tRNA_17	tRNA_18	tRNA_19
sTot	0.2	2.414370835646623	0.7351864848645546	0.8139919568495931	2.9100740621334484	0.501892097920683	2.4862826092247268	2.6759619573966456	5.518533140663562	3.022584697259108	2.7116879615801235	3.6431672681036438	2.8696165753424663	2.9532842964826918	3.0147552135905658	3.1332623105928326	2.7903836853652266	2.5204455119823357	3.9904514922452186	2.5710520183935603	2.8883952285583567	2.7850119336038976	4.307682771060045	2.9383979994867175	2.4486292283905833	4.194198369187206	0.5722403634934089	0.549348648538422	0.22823677913403556	0.5061553619471517	0.5449789630107255	0.4241970276163361	0.5254378788638584	0.5149348772618476	0.5071509215780805	0.4919816037095376	0.5352877140318891	0.5681552930252681	0.3756386466486138	0.5620734975803545	0.5230896991546921	0.5359521341121679	0.32962248361448765	0.5168112929732555	0.5767237303412002	0.34625761691685336
sTot	0.5	1.3146603303462345	0.8987604207100417	0.9622407292401773	1.454534411280278	0.8170532380595945	1.3536876884441198	1.3988240841087578	2.0752567985540264	1.4813074952347698	1.4073255300115906	1.6289839305254679	1.4449066767804366	1.4648165260186308	1.4794443629006522	1.5076447567078988	1.426052177158868	1.3618171216435282	1.7116253644818011	1.3738595113922565	1.449375305617625	1.4247738996737822	1.7871153702032867	1.4612741316931879	1.3447276751721022	1.7601100187008765	0.8493857405691966	0.8407046565977314	0.6904222623754613	0.8227694831318932	0.8389860848109948	0.7818065509023193	0.831043785978531	0.8265929815216821	0.8232078919975894	0.816389062717767	0.835100664332743	0.8478750261995976	0.7519476461012685	0.8455954793447935	0.8300600894327169	0.8353703568632339	0.7185281480352694	0.8273978456802557	0.8510252137977755	0.7312668113611304
sTot	0.9	1.0328956837471954	0.9872379329249517	0.9961782208299149	1.0491564316344288	0.9771360262238459	1.0382501835844986	1.0431315393028957	1.1162855572559784	1.0520518543755617	1.0440509432774796	1.0680225848972271	1.0481152231780528	1.0502684092045451	1.051850362618425	1.0549001443199795	1.0460761698112502	1.0391293555841878	1.0769599896296913	1.0404317012233892	1.0485984909845893	1.0459379282210737	1.08512399044731	1.0498853106752388	1.0372811870268825	1.0822034487194538	0.9814885256752127	0.9804112494719689	0.9612165382784319	0.978116811537864	0.9801954595352772	0.9724978392243065	0.9791871156455589	0.9786139426355565	0.9781740380740274	0.97727729007377	0.9797044635565395	0.9813025677862881	0.968028802626905	0.9810207719681716	0.9790609421936861	0.9797386853193066	0.9625939599577744	0.9787180301074178	0.9816896200027071	0.9647237508633948
sTot	1.1	0.9735104613457722	1.0107408988746833	1.0030566609598381	0.9600707420564103	1.0192070857714046	0.9689297738677853	0.9649646994082689	0.9055424517929576	0.9577188202906818	0.9642178771261188	0.944745962063497	0.9609165048517425	0.9591674942463384	0.9578824899484804	0.9554051840053073	0.9625728066852327	0.968215631600228	0.9374862011930798	0.9671577497884192	0.9605239514408977	0.9626850988905282	0.9308546682754192	0.9594786811955507	0.9697168796891221	0.9332269939326971	1.0154889211928675	1.016390852626021	1.0324836983944297	1.0183250961440558	1.0165719946282996	1.0231403124108043	1.0174205531371854	1.017904462706863	1.018276631707942	1.0190373920643223	1.0169847491399795	1.0156443297670081	1.0270527521785604	1.0158800554463656	1.0175269792942263	1.0169559538738042	1.0319149972353503	1.0178165007817421	1.0153209945359667	1.029995545308446
sTot	2	0.8592590459076705	1.0625025767310738	1.0160340010666271	0.7838782916792133	1.111350319928141	0.8318288218855676	0.8103673996116819	0.48873763917587054	0.7711482441895757	0.8063251379784124	0.7009311546102116	0.7884560802376173	0.7789893588563876	0.7720341250665446	0.7586254212727457	0.7974210047111534	0.827963444595893	0.661636862601775	0.8222375374254476	0.7863313396807348	0.7980287992079593	0.6257429267571328	0.7806736940665746	0.8360891228152029	0.6385834126602036	1.0890629605972888	1.0942445740266908	1.186370440125011	1.1055102364629947	1.0952906657493917	1.134509118904705	1.1002155320872127	1.1030422636071904	1.1052253643731675	1.109712751888903	1.0976811584910249	1.089952594250484	1.1591456309489234	1.0913045304022755	1.1008360731110494	1.0975140792601634	1.1912401398935453	1.1025274473244382	1.0881031515345774	1.1783646192838906
sTot	5	0.7808801726933432	1.1041353379582481	1.0247553468045436	0.6586694016229102	1.1850040211332884	0.7343998004569787	0.7005048245025288	0.19254068041673342	0.6385642730786041	0.6941207014414957	0.5276673095637394	0.6658993061060188	0.6509480932045917	0.6399633840340732	0.6187864234919846	0.6800580088977585	0.7282950386841383	0.4656080915969129	0.7192518595610186	0.662543609117911	0.6810179257006421	0.40891920691636646	0.6536082384978511	0.7411282826482273	0.4291987557446679	1.1470857821226976	1.1556206006822913	1.3061910836805375	1.174358473374318	1.1573499920173314	1.2237834618938197	1.1655206196197005	1.170232001846985	1.173881541478415	1.1814133222837653	1.161309986503711	1.1485474318852764	1.2672036648302143	1.1507715622753372	1.1665535296362919	1.1610328447578984	1.3259067872120858	1.1693727602323727	1.1455105456090233	1.3020530506700394
sTot	10	0.7558107954856809	1.1187200336793037	1.0275166087651795	0.6177567805967882	1.2107144687205824	0.7025643882201869	0.6646066874103937	0.0957568664456971	0.5952418080222961	0.6574573496026533	0.47105249549797495	0.625853277010347	0.6091099795134399	0.5968086194317151	0.5730933427665951	0.6417090724281073	0.6957278965466146	0.4015547259394422	0.6856007824874089	0.622095358950335	0.6427840469274287	0.3380709893869631	0.6120889755536736	0.7100993607855212	0.3607812886365224	1.1671926799403176	1.1768818176750988	1.3472281944291922	1.1982215475250944	1.1788474426389224	1.2549650734934423	1.188144875326998	1.193514064966822	1.1976772302121732	1.2062803064709902	1.1833513471101265	1.168850657815542	1.3053782016178463	1.1713746072352256	1.1893214949876014	1.183036004514036	1.3744136488730307	1.192534413958355	1.1654064847177013	1.3462366283776164
kDRelA	0.1	1.3009702377982464	0.8771788685020665	1.020081614996105	1.3756878602504743	0.9423980593500026	1.29233461114477	1.3296413885412834	1.8887358924388886	1.3978167343410197	1.336668123715895	1.5198763089509784	1.3677302213387537	1.3841863883771652	1.3962767922310617	1.4195853743322313	1.3521463358108654	1.2990538671394918	1.5881822468288693	1.3090073153704498	1.3714236950106504	1.3510897959380914	1.6505772854994614	1.3812584791340674	1.284928851520906	1.6282564508349335	0.8836969262807579	0.8871842832920374	5.7199025782546125	0.8963531282392951	0.8879490426066535	0.9272124241357648	0.8917979059077126	0.8941792632812379	0.8960978628639807	0.9002443719181963	0.889767535433296	0.8842583119086033	0.9592593040422841	0.8851418875181717	0.8923103900729923	0.8896373179840771	1.0071270454277754	0.8937367348688179	0.8831096565128129	0.9871565122527979
kDRelA	0.2	1.0986526736002975	0.9459794299759912	1.025353079221645	1.1123642137525283	0.9898005983689989	1.0874341700770143	1.0985922155127323	1.2658113044044335	1.1189827149168246	1.1006938347990889	1.1554894042541932	1.109984167732081	1.1149060273336036	1.1185221350471521	1.1254934775902636	1.1053231982346934	1.08944382511651	1.1759189680481685	1.0924207914869077	1.111088845295687	1.1050071987392494	1.1945806467459998	1.114030321680876	1.085219189599879	1.1879047273572683	0.9477379194594759	0.9491079638596339	4.987028382726101	0.9530773036122637	0.9494205495559599	0.9687679346509296	0.9510487521187199	0.9520967544385706	0.9529610480010043	0.9548837298186152	0.9501789626526937	0.9479516622497893	0.987405244315721	0.9482936978137629	0.9512718495106809	0.950123981510285	1.0180103092397312	0.9518998627582852	0.9475175162312071	1.0049164868971374
kDRelA	0.5	1.0208013637659674	0.9820496965259787	1.0176138464028166	1.0138941196771944	0.9914661283331054	1.0108114566238506	1.012191177207349	1.0328682411546704	1.0147125141119127	1.0124510477559152	1.019226658727796	1.0135998209573445	1.0142084213651519	1.0146555622442828	1.015517586409614	1.0130234802718179	1.0110599555602904	1.0217528260435869	1.0114280649931806	1.0137364171364573	1.0129844061337163	1.0240603898889082	1.0141001381428483	1.0105375686769347	1.0232348955448334	0.9815704388656882	0.9816138151746393	2.1209705456018297	0.9818602713958806	0.9816279355646191	0.9834455671636799	0.9817185509411527	0.9817885105365314	0.9818514804167523	0.9820053379849902	0.9816669506883504	0.9815747380080124	0.9858647872706033	0.9815837719247695	0.9817327888477575	0.981663918917377	0.9905108809550475	0.9817747958044044	0.9815672668033227	0.9884414032078854
kDRelA	0.9	1.0031508821608222	0.9968435305343095	1.0034635690249898	1.0014574802634104	0.9976678561917357	1.001134111769157	1.0012788431782842	1.003447848002577	1.0015433290803188	1.0013061033577255	1.002016858662377	1.0014266086007426	1.001490450218872	1.0015373548822435	1.0016277804174145	1.0013661509975504	1.001160179077037	1.002281851270068	1.0011987934150213	1.0014409374131996	1.0013620521567155	1.0025239125765224	1.001479091409316	1.0011053811776347	1.0024373189857088	0.9967085061196023	0.996694704662673	1.1171076801980144	0.9966788710881027	0.9966924160707432	0.996728126116347	0.9966838910554049	0.9966806759584227	0.9966790316855922	0.9966779510302652	0.9966878144690283	0.9967058449796988	0.9968736382207369	0.9967020323058017	0.9966830803358917	0.9966881076712458	0.9972112063220566	0.99668117026514	0.9967115126462043	0.9970551994168729
kDRelA	1.1	0.997045509329219	1.0030643735365654	0.9965807070934927	0.9987705896697935	1.0024560486154204	0.9990433567029273	0.9989212732044698	0.9970916793471307	0.9986981746772912	0.9988982787619037	0.9982987441158889	0.9987966304622105	0.9987427789303601	0.9987032140188266	0.998626938483681	0.9988476275177257	0.9990213684685804	0.9980752181735457	0.998988796592854	0.9987845438559648	0.9988510849623238	0.9978710351885873	0.9987523602867305	0.9990675914640416	0.9979440784110234	1.0032051475128425	1.003222675576942	0.905740596463027	1.0032495242619526	1.0032258190601808	1.0032469290067145	1.003238830982395	1.0032449654994402	1.0032490360368143	1.003255573191312	1.0032325033886356	1.0032083883277236	1.0031618482591809	1.0032131296665656	1.0032402611052131	1.0032320587797405	1.002932206594863	1.003243920819458	1.003201543575466	1.0030408854811006
kDRelA	2	0.9747867145091208	1.0283667503702696	0.9678145786070154	0.9918146327295934	1.02633727745175	0.9936307052731597	0.992817877978659	0.9806365115869614	0.9913324964607184	0.9926647818536628	0.9886731029581766	0.991988011336156	0.9916294698830367	0.9913660482052062	0.9908582085900877	0.9923275477942826	0.9934843084442595	0.9871848757263132	0.9932674461331543	0.9919075391709693	0.992350567329062	0.9858254331698397	0.9916932621897372	0.9937920593919224	0.9863117521697387	1.0298378691704437	1.0300719666896228	0.4988423474821616	1.0305206804445846	1.0301171153852648	1.0312901833377932	1.0303201055277267	1.030429470546134	1.0305103560936433	1.03066679495112	1.030217617706813	1.0298792976117785	1.0314955967183268	1.029941274245869	1.0303445611993096	1.0302107141243577	1.031116022440322	1.0304099415294856	1.0297925990669414	1.0313587413684682
kDRelA	5	0.9213248006729732	1.0989584707909672	0.8919175906449082	0.9790967265575253	1.1011209706714435	0.9837344978095097	0.9816587508492657	0.9505507475350472	0.9778654774317781	0.9812677836436218	0.9710740864289585	0.979539489880074	0.9786238693834852	0.9779511597557577	0.9766542710515919	0.9804065766219859	0.9833606388425369	0.967273545808925	0.9828068295817588	0.9793339851519294	0.9804653624546569	0.9638018873516758	0.9787867781434898	0.9841465537578473	0.9650438180686371	1.1044980077401514	1.1054894593321276	0.21603175534316643	1.107542891738989	1.1056860421439965	1.112172012388675	1.106595313423239	1.1071050828410667	1.1074927029038317	1.1082727579162044	1.106130740931759	1.104670322551276	1.115336689710361	1.1049305230841575	1.1067079804273472	1.1060998644104005	1.1183434902925058	1.1070129021334916	1.1043111301988686	1.1172936163765528
kDRelA	10	0.8622575299401997	1.192312116742935	0.8043035954579227	0.9647259937255918	1.2027881935552605	0.9725521755414406	0.9690493775711025	0.9165550391654407	0.9626482751054665	0.9683896251657091	0.9511878867210913	0.965473150553495	0.9639280521998975	0.9627928629730104	0.960604379258253	0.9669363488200939	0.9719212930077651	0.9447745215934031	0.9709867465377267	0.9651263638437912	0.9670355491945588	0.9389161411646317	0.964202958731604	0.9732475150477632	0.941011883768924	1.2033697405236852	1.2054219409539995	0.12171757614648582	1.2097629132556549	1.2058320239812335	1.2201559200868954	1.2077434562766813	1.2088262002039325	1.209655201788879	1.2113393935659933	1.2067637786902483	1.203724553989327	1.2280651362481587	1.2042617904046837	1.2079820467738935	1.206698897825182	1.2370198455746402	1.2086297895275584	1.2029857940836004	1.2336172203062499
kMaa	0.1	0.7613412700633557	1.115444764852005	1.0269085626444436	0.6268209753973238	1.1807701326954851	0.7096175266119926	0.6725599228525626	0.11719932898159933	0.6048399039803729	0.6655801184395105	0.4835955125526109	0.6347254782920883	0.6183792172955218	0.6063695613394141	0.5832166488354458	0.6502052826887285	0.7029431497625245	0.4157457547559361	0.6930561815840995	0.631056672346066	0.6512547661452464	0.3537674182355738	0.6212875719246144	0.7169738211637525	0.3759391845147025	1.1394552988390783	1.148481480100877	1.4330228011467636	1.168333510244111	1.1503116593665337	1.2209350658302514	1.1589640698933386	1.1639574791086427	1.1678276128377714	1.1758205484548825	1.1545039991765769	1.1410003865453566	1.267438548152803	1.1433520444165373	1.1600585459718875	1.15421052592791	1.3307631160100695	1.1630465718492395	1.1377904687318858	1.3049673278426557
kMaa	0.2	0.7905028893781182	1.0987107748923703	1.0236919647467966	0.6742566838756932	1.1534222824173004	0.7465287607563402	0.7141816406333448	0.22941430493785428	0.6550696807934316	0.7080890564163579	0.5492369637290717	0.6811564258642077	0.6668879785180035	0.6564048996235853	0.6361950110720953	0.6946685540511608	0.740702780450182	0.49001175640012334	0.7320725692418182	0.6779539709128732	0.6955846350707398	0.43591163947234046	0.6694266449994702	0.7529499785196533	0.45526509772145374	1.1190281973034737	1.1266320673180312	1.3748454273606918	1.1432875651718224	1.1281714860000154	1.186964969515121	1.1354384784399507	1.1396242252043411	1.1428642928292765	1.1495446588306077	1.131694779691476	1.120331193499782	1.2250289808664112	1.122313290627919	1.136356436333767	1.1314482775490362	1.2760300119247352	1.1388610965131063	1.1176235836495958	1.2553701895149045
kMaa	0.5	0.8734459459798948	1.055544555748401	1.0144402030225328	0.8061385160676172	1.0847969876629013	0.8491502107898842	0.8298992840706694	0.5413969252870217	0.7947196451173287	0.8262733695581594	0.7317348145372173	0.8102447990040056	0.8017531362774847	0.7955142815410863	0.7834866549075903	0.8182863491809176	0.8456829617885826	0.6964877779576198	0.8405468148020246	0.8083389036613813	0.8188315417207704	0.6642908657590184	0.803263987389219	0.8529717068655667	0.6758088001253666	1.0666818480097597	1.0708032231189573	1.2155048132187076	1.0797378714329264	1.0716343567107225	1.1025745436528531	1.0755431201124206	1.0777835813493097	1.0795123790354308	1.0830617789551005	1.073532486589645	1.0673899835604712	1.1217944456014617	1.0684656806484951	1.0760351503739984	1.0733998720674542	1.146586190288796	1.077375704920408	1.0659176050210102	1.136673599406023
kMaa	0.9	0.9756596155793705	1.009853361559548	1.0028093551203279	0.9633222254729568	1.0147839918360775	0.9714598565743664	0.9678176624918012	0.9132342338916425	0.9611618232850636	0.967131654769989	0.9492453591802318	0.9640991168731772	0.9624925301262065	0.961312165142505	0.9590365889486221	0.9656205442255561	0.9708038676975993	0.9425767686269609	0.9698321303659659	0.9637385295185935	0.9657236923529935	0.9364852487328129	0.962778376779675	0.9721828675024282	0.938664393301076	1.0117771065260888	1.0124807584421425	1.0384901396771167	1.0139900511903976	1.0126220871487026	1.0177497263249156	1.0132841840741713	1.0136617946043711	1.0139522290945886	1.0145459688021305	1.0129441340471912	1.0118983453830805	1.0208082916917296	1.012082245762911	1.0133672296177374	1.0129216663215124	1.0246166925452684	1.013593153017589	1.0116461040734925	1.023112084872095
kMaa	1.1	1.0239172481841756	0.9906601442100581	0.9972241913897234	1.0357854573590155	0.9860824929391319	1.0278458030439834	1.0313993878162526	1.0846548805981218	1.037893300088733	1.032068705963121	1.0495198538696524	1.035027466602193	1.0365949674189772	1.037746615831079	1.0399668305498166	1.0335430533751884	1.0284858326608644	1.0560262072667537	1.0294339290297183	1.0353792813883531	1.0334424146923942	1.0619695292985634	1.0363160750008544	1.027140381925307	1.0598434001636265	0.9888564027380179	0.9881998041198787	0.9635836993569126	0.9867976259376253	0.9880681478282459	0.9833411237309424	0.9874523495457774	0.9871018700967492	0.9868326610541106	0.9862832792775774	0.9877684181059067	0.9887431398685512	0.9805669626031436	0.9885714422049868	0.9873752256047182	0.9877893164000009	0.9771593019505581	0.9871655406833366	0.9889788483981278	0.9784994565157379
kMaa	2	1.2235210383674036	0.9238660113271153	0.9734543984794926	1.3260468169309443	0.8890680021053543	1.2537074028785262	1.2860846613852248	1.771303663377858	1.3452516968831973	1.2921829221706411	1.4511830201611258	1.319140646330835	1.3334223878416922	1.3439152340060534	1.3641439524680092	1.3056159286551614	1.2595388113535373	1.5104634086628188	1.268177063482263	1.3223460850660653	1.3046989941067006	1.5646139316260115	1.3308813560397816	1.2472802023530984	1.5452424414176866	0.909689799648058	0.9046134071363641	0.7109524813523154	0.8939366836100167	0.9036014797205025	0.8685326628384926	0.898894495527524	0.8962345909919379	0.8942007750240831	0.8900751647413224	0.9013050736452668	0.9088105764784737	0.849032843348709	0.9074805720858055	0.8983079962110871	0.9014648573385209	0.8260881503838364	0.8967167874960611	0.9106419800357393	0.834983950800204
kMaa	5	1.761925554410375	0.8080479925829165	0.9041647877721672	2.0630284243183374	0.7297814532951431	1.8271762395853266	1.9327376031828916	3.514723884724455	2.1256431551066157	1.9526200994879956	2.4710168948688827	2.0405118557112045	2.0870754058960044	2.1212858114204396	2.1872386187505475	1.996416472089927	1.8461887026511656	2.664292016870655	1.8743524730427314	2.050962724559358	1.9934269397641682	2.8408419548735946	2.0787907396522836	1.8062212827715134	2.777684016481996	0.7742674087937914	0.7625064837162273	0.34555629817329925	0.7384507811061337	0.7601874328949887	0.6846422084681892	0.7495089382004477	0.743552332302782	0.7390350122191353	0.7299690244968303	0.754955506352529	0.7722150861043879	0.6462896239343677	0.7691228181264481	0.7481907497257194	0.7553181681781835	0.6040451817635282	0.7446280522133235	0.7764973692708906	0.6200771039928948
kMaa	10	2.444696106504919	0.7329042849119907	0.8097469547043005	2.9487614961359467	0.6305024377646948	2.5163884563488783	2.7099083735435627	5.6100440555244635	3.0635501156834697	2.7463577862444493	3.6967002441830004	2.9074843630733636	2.9928463584403313	3.055562081473998	3.176469020975547	2.826647034830859	2.5512430464738807	4.051017662475239	2.602874199357145	2.9266432820063146	2.8211665082087087	4.374673568901322	2.9776586112700008	2.4779727395765128	4.258890857760285	0.6869044089819173	0.67117034595045	0.1707649862287429	0.6396774474110287	0.668094378783321	0.5723850357436648	0.654041344862646	0.6462804703496382	0.6404315932891423	0.6287876147149859	0.6611864624009666	0.6841424443772611	0.5268691921588227	0.6799940326826828	0.6523190952147363	0.6616638906474235	0.4788599829167665	0.6476779343085751	0.6899133284371713	0.4968313019893956
