"Object ID"	"Primary Name"	"Synonyms"
"G6164"	"ecpA"	"[ecpA, yagZ, matB, b0293, ECK0292]"
"G7406"	"ygaH"	"[ygaH, b2683, ECK2677]"
"EG10760"	"prc"	"[prc, tsp, b1830, ECK1829]"
"EG11705"	"yidJ"	"[yidJ, b3678, ECK3669]"
"EG11767"	"yhhJ"	"[yhhJ, b3485, ECK3470]"
"G7346"	"yfhL"	"[yfhL, b2562, ECK2560]"
"EG10213"	"ddlA"	"[ddlA, b0381, ECK0376]"
"EG10701"	"pflB"	"[pflB, pfl, b0903, ECK0894]"
"EG10043"	"cysQ"	"[cysQ, amt, amtA, b4214, ECK4210]"
"G7191"	"yfcD"	"[yfcD, b2299, ECK2293]"
"EG10313"	"fimF"	"[fimF, b4318, ECK4309]"
"G7007"	"yebT"	"[yebT, b1834, ECK1833]"
"G6422"	"ldtB"	"[ldtB, ybiS, b0819, ECK0809]"
"G6907"	"sufD"	"[sufD, ynhC, b1681, ECK1677]"
"EG10675"	"oppB"	"[oppB, b1244, ECK1238]"
"G7075"	"yoeA_1"	"[yoeA_1, yoeA, b1995, ECK1989]"
"EG10623"	"murG"	"[murG, b0090, ECK0091]"
"EG10479"	"hycF"	"[hycF, hevF, b2720, ECK2715]"
"EG11378"	"sufA"	"[sufA, ydiC, b1684, ECK1680]"
"G7890"	"yjgR"	"[yjgR, b4263, ECK4256]"
"G7637"	"yraH"	"[yraH, b3142, ECK3130]"
"G6492"	"pqiC"	"[pqiC, ymbA, b0952, ECK0943]"
"EG10013"	"mepM"	"[mepM, yebA, b1856, ECK1857]"
"G6788"	"ydeN"	"[ydeN, b1498, ECK1492]"
"EG10007"	"hisM"	"[hisM, b2307, ECK2301]"
"G6963"	"ydjL"	"[ydjL, b1776, ECK1774]"
"G7668"	"mtgA"	"[mtgA, mgt, yrbM, b3208, ECK3197]"
"EG50010"	"frmA"	"[frmA, adhC, b0356, ECK0353]"
"EG10197"	"cysU"	"[cysU, cysT, b2424, ECK2419]"
"G7718"	"yheT"	"[yheT, b3353, ECK3341]"
"EG12359"	"ybgD"	"[ybgD, b0719, ECK0708]"
"EG10167"	"cstA"	"[cstA, ybdC, b0598, ECK0591]"
"EG12015"	"pbpG"	"[pbpG, yohB, b2134, ECK2127]"
"G6219"	"tauC"	"[tauC, yaiJ, ssiC, b0367, ECK0364]"
"EG12368"	"znuB"	"[znuB, yebI, b1859, ECK1860]"
"G6896"	"ydhS"	"[ydhS, b1668, ECK1664]"
"EG10620"	"murD"	"[murD, b0088, ECK0089]"
"EG10476"	"hycC"	"[hycC, hevC, b2723, ECK2718]"
"EG10191"	"cysJ"	"[cysJ, b2764, ECK2759]"
"G7205"	"yfcQ"	"[yfcQ, b2334, ECK2328]"
"G6412"	"ybhG"	"[ybhG, b0795, ECK0784]"
"G7322"	"pbpC"	"[pbpC, yfgN, b2519, ECK2515]"
"G7454"	"csdA"	"[csdA, ygdJ, b2810, ECK2806]"
"EG11631"	"potH"	"[potH, b0856, ECK0847]"
"EG11494"	"mltG"	"[mltG, yceG, b1097, ECK1083]"
"EG10358"	"fumC"	"[fumC, b1611, ECK1606]"
"EG12423"	"tauD"	"[tauD, ssiD, yaiG, b0368, ECK0365]"
"EG12325"	"yadK"	"[yadK, b0136, ECK0135]"
"G7686"	"aaeA"	"[aaeA, yhcQ, b3241, ECK3230]"
"G6968"	"mipA"	"[mipA, yeaF, b1782, ECK1780]"
"EG10186"	"cysD"	"[cysD, b2752, ECK2747]"
"EG10555"	"malF"	"[malF, b4033, ECK4025]"
"EG11253"	"ldtD"	"[ldtD, ycbB, b0925, ECK0916]"
"EG10756"	"ppc"	"[ppc, asp, glu, b3956, ECK3947]"
"G7038"	"dcyD"	"[dcyD, yedO, b1919, ECK1918]"
"G6793"	"ydeR"	"[ydeR, b1503, ECK1496]"
"G6193"	"yahN"	"[yahN, b0328, ECK0326]"
"EG10544"	"lpp"	"[lpp, mlpA, b1677, ECK1673]"
"EG11955"	"yjcS"	"[yjcS, b4083, ECK4076]"
"G7340"	"yphD"	"[yphD, b2546, ECK2543]"
"G6782"	"ddpX"	"[ddpX, vanX, yddT, b1488, ECK1482]"
"EG11391"	"osmY"	"[osmY, csi-5, b4376, ECK4367]"
"EG10089"	"aslA"	"[aslA, gppB, atsA, b3801, ECK3794]"
"EG11990"	"yehD"	"[yehD, b2111, ECK2104]"
"EG10214"	"ddlB"	"[ddlB, ddl, b0092, ECK0093]"
"G6908"	"sufC"	"[sufC, ynhD, b1682, ECK1678]"
"G6409"	"ybhR"	"[ybhR, b0792, ECK0781]"
"EG11735"	"efeB"	"[efeB, ycdB, b1019, ECK1009]"
"G6439"	"ybjG"	"[ybjG, b0841, ECK0831]"
"G7395"	"kbp"	"[kbp, yzzM, ygaU, b2665, ECK2659]"
"EG11600"	"mstA"	"[mstA, sseA, b2521, ECK2517]"
"G6163"	"ecpB"	"[ecpB, yagY, matC, b0292, ECK0291]"
"G6484"	"ycbU"	"[ycbU, b0942, ECK0933]"
"EG10705"	"pgpB"	"[pgpB, b1278, ECK1273]"
"G6905"	"sufE"	"[sufE, ynhA, b1679, ECK1675]"
"EG12125"	"hisQ"	"[hisQ, b2308, ECK2302]"
"G6160"	"ecpE"	"[ecpE, yagV, matF, b0289, ECK0288]"
"EG10040"	"ampC"	"[ampC, ampA, b4150, ECK4146]"
"G0-41"	"ecnA"	"[ecnA, b4410, ECK4142]"
"EG10198"	"cysW"	"[cysW, b2423, ECK2418]"
"EG11972"	"htrE"	"[htrE, b0139, ECK0138]"
"EG11678"	"yadC"	"[yadC, b0135, ECK0134]"
"EG12166"	"elyC"	"[elyC, ycbC, b0920, ECK0911]"
"G6477"	"ssuD"	"[ssuD, ssi6, ycbN, b0935, ECK0926]"
"G6802"	"lsrD"	"[lsrD, ydeZ, b1515, ECK1508]"
"G6161"	"ecpD"	"[ecpD, yagW, matE, b0290, ECK0289]"
"EG10621"	"murE"	"[murE, b0085, ECK0086]"
"EG10679"	"osmB"	"[osmB, b1283, ECK1278]"
"EG10194"	"cysN"	"[cysN, b2751, ECK2746]"
"EG12326"	"yadL"	"[yadL, b0137, ECK0136]"
"G6290"	"sfmA"	"[sfmA, b0530, ECK0523]"
"G7458"	"amiC"	"[amiC, ygdN, b2817, ECK2813]"
"G7455"	"csdE"	"[csdE, ygdK, b2811, ECK2807]"
"G2000"	"sapC"	"[sapC, b1292, ECK1287]"
"G6162"	"ecpC"	"[ecpC, yagX, matD, b0291, ECK0290]"
"EG10606"	"mrdA"	"[mrdA, pbpA, b0635, ECK0628]"
"G7528"	"yggT"	"[yggT, b2952, ECK2947]"
"G6217"	"tauA"	"[tauA, yaiR, ssiA, b0365, ECK0362]"
"G7760"	"yrhA"	"[yrhA, b3443, ECK3429]"
"EG10314"	"fimG"	"[fimG, b4319, ECK4310]"
"G7073"	"ldtA"	"[ldtA, yzzT, yeeG, erfK, b1990, ECK1985]"
"EG10189"	"cysH"	"[cysH, b2762, ECK2757]"
"EG10816"	"rbsC"	"[rbsC, rbsP, rbsT, b3750, ECK3744]"
"G0-16672"	"yjhZ"	"[yjhZ, b4657, ECK4455]"
"EG11358"	"murA"	"[murA, mrbA, murZ, b3189, ECK3178]"
"G0-9562"	"ecnB"	"[ecnB, yjeU, b4411, ECK4143]"
"G7071"	"cbl"	"[cbl, b1987, ECK1982]"
"G0-16655"	"yoeD"	"[yoeD, b4642, ECK4443]"
"G7640"	"yraK"	"[yraK, b3145, ECK3133]"
"EG10580"	"mepA"	"[mepA, b2328, ECK2322]"
"G8203"	"rhsC"	"[rhsC, b0701]"
"EG12178"	"dsbD"	"[dsbD, htrI, cutA2, cycZ, dipZ, b4136, ECK4130]"
"EG10296"	"fepD"	"[fepD, b0590, ECK0583]"
"G0-10431"	"yafF"	"[yafF, b4503, ECK0219]"
"G6892"	"mepH"	"[mepH, ydhO, b1655, ECK1651]"
"EG10680"	"osmC"	"[osmC, b1482, ECK1476]"
"EG10183"	"cysA"	"[cysA, b2422, ECK2417]"
"EG10714"	"phnD"	"[phnD, phn, psiD, b4105, ECK4098]"
"EG12363"	"ygiL"	"[ygiL, b3043, ECK3034]"
"EG11204"	"murI"	"[murI, yijA, dga, glr, b3967, ECK3959]"
"G6690"	"b1367"	"[b1367]"
"G6909"	"sufB"	"[sufB, ynhE, b1683, ECK1679]"
"G6779"	"ddpC"	"[ddpC, yddQ, b1485, ECK1479]"
"G7536"	"yghE"	"[yghE, ecfB, b2969, ECK2964]"
"EG10341"	"ftsI"	"[ftsI, pbpB, sep, b0084, ECK0085]"
"EG11886"	"opgH"	"[opgH, mdoA, mdoH, b1049, ECK1035]"
"EG11601"	"sseB"	"[sseB, b2522, ECK2519]"
"G6535"	"ymdE"	"[ymdE, b1028, ECK1016]"
"EG10311"	"fimD"	"[fimD, fimD_1, fimD_2, b4317, ECK4308]"
"G6565"	"lpoB"	"[lpoB, ycfM, b1105, ECK1091]"
"G14"	"ackB"	"[ackB]"
"EG10003"	"cysZ"	"[cysZ, b2413, ECK2408]"
"EG12800"	"mlaE"	"[mlaE, vpsB(S.f.), yrbE, b3194, ECK3183]"
"G0-16669"	"yicT"	"[yicT, erhM, rhuM, b4653, ECK4456]"
"EG10748"	"mrcA"	"[mrcA, ponA, b3396, ECK3383]"
"EG11091"	"frsA"	"[frsA, yafA, b0239, ECK0240]"
"G6906"	"sufS"	"[sufS, csdB, ynhB, b1680, ECK1676]"
"G0-10682"	"ykgQ"	"[ykgQ, b4631, ECK4454]"
"G7206"	"yfcR"	"[yfcR, b2335, ECK2329]"
"G7185"	"yfbR"	"[yfbR, b2291, ECK2285]"
"EG10202"	"dacB"	"[dacB, b3182, ECK3171]"
"G0-8869"	"sraF"	"[sraF, psrA14, tpk1, IS160, psrN, b4448, ECK3078]"
"EG10929"	"sbp"	"[sbp, b3917, ECK3909]"
"EG12038"	"yejB"	"[yejB, b2178, ECK2172]"
"EG10010"	"rhsE"	"[rhsE, b1456, ECK1450]"
"G6092"	"ispU"	"[ispU, uppS, rth, yaeS, b0174, ECK0173]"
"EG10182"	"cyoE"	"[cyoE, b0428, ECK0422]"
"G6479"	"ssuE"	"[ssuE, ssi4, ycbP, b0937, ECK0928]"
"G7404"	"ygaY_2"	"[ygaY_2, ygaY, b2681, ECK2675]"
"EG12327"	"yadM"	"[yadM, b0138, ECK0137]"
"EG11279"	"pyrL"	"[pyrL, pyrE-, pyrE-LP, b4246, ECK4241]"
"G7642"	"lpoA"	"[lpoA, yraM, b3147, ECK3135]"
"G7878"	"b4247"	"[b4247]"
"EG10195"	"cysP"	"[cysP, b2425, ECK2420]"
"EG10772"	"proW"	"[proW, osrA, proU, b2678, ECK2672]"
"G6348"	"ybeM_2"	"[ybeM_2, ybeM, b0626, ECK0619]"
"EG11823"	"amiA"	"[amiA, yfeE, b2435, ECK2430]"
"G7741"	"yrfF"	"[yrfF, igaA, b3398, ECK3385]"
"G6218"	"tauB"	"[tauB, yaiQ, ssiB, b0366, ECK0363]"
"G0-16666"	"yibS"	"[yibS, b4650, ECK4440]"
"EG10308"	"fimA"	"[fimA, fimD, pilA, pilC, b4314, ECK4305]"
"EG10808"	"pyrE"	"[pyrE, b3642, ECK3632]"
"EG10619"	"murC"	"[murC, b0091, ECK0092]"
"G6553"	"b1052"	"[b1052, b1052]"
"EG10190"	"cysI"	"[cysI, b2763, ECK2758]"
"G6650"	"ycjP"	"[ycjP, b1312, ECK1307]"
"G0-10604"	"sokA"	"[sokA, b4614, ECK4423]"
"G7147"	"mepS"	"[mepS, yeiV, spr, b2175, ECK2169]"
"G0-10655"	"yqcG"	"[yqcG, b4682, ECK4497]"
"G7324"	"iscU"	"[iscU, yfhN, nifU, b2529, ECK2526]"
"EG12161"	"eaeH"	"[eaeH, b0297, ECK0297]"
"G6794"	"ydeS"	"[ydeS, b1504, ECK1497]"
"EG11646"	"psuK"	"[psuK, yeiC, pscK, b2166, ECK2159]"
"EG11363"	"amiB"	"[amiB, yjeD, b4169, ECK4165]"
"G0-8912"	"C0719"	"[C0719]"
"EG12358"	"ssuB"	"[ssuB, ycbE, b0933, ECK0924]"
"EG12626"	"dppC"	"[dppC, b3542, ECK3529]"
"G6137"	"afuB"	"[afuB, fbpB, b0263, ECK0265]"
"EG10604"	"mraY"	"[mraY, murX, b0087, ECK0088]"
"G7061"	"zinT"	"[zinT, yodA, b1973, ECK1969]"
"EG10185"	"cysC"	"[cysC, b2750, ECK2745]"
"G0-16663"	"mokA"	"[mokA, b4647, ECK4448]"
"EG12081"	"ppdA"	"[ppdA, b2826, ECK2822]"
"EG10806"	"pyrC"	"[pyrC, b1062, ECK1047]"
"G6904"	"ldtE"	"[ldtE, ynhG, b1678, ECK1674]"
"EG11273"	"fruL"	"[fruL, b0079]"
"EG10351"	"fucO"	"[fucO, b2799, ECK2794]"
"EG11958"	"alsC"	"[alsC, yjcV, b4086, ECK4079]"
"G0-10563"	"yrhC"	"[yrhC, b4552, ECK3468]"
"EG11205"	"murB"	"[murB, yijB, b3972, ECK3964]"
"EG12231"	"uspB"	"[uspB, yhiO, b3494, ECK3479]"
"G7544"	"glcE"	"[glcE, yghL, gox, b2978 (obsolete), b4468, ECK2973]"
"EG11777"	"ybfG"	"[ybfG, ybfH, b0690, ECK0678]"
"G6485"	"ycbV"	"[ycbV, b0943, ECK0934]"
"EG10134"	"carA"	"[carA, arg, cap, pyrA, b0032, ECK0033]"
"EG10709"	"pheS"	"[pheS, phe-act, b1714, ECK1712]"
"G7562"	"b3007"	"[b3007]"
"EG11583"	"gcl"	"[gcl, b0507, ECK0500]"
"EG10676"	"oppC"	"[oppC, b1245, ECK1239]"
"G7903"	"yjhE"	"[yjhE, b4282, ECK4272]"
"EG10552"	"lysS"	"[lysS, asuD, herC, b2890, ECK2885]"
"G6783"	"dosP"	"[dosP, yddU, dos, pdeO, b1489, ECK1483]"
"G7545"	"glcD"	"[glcD, yghM, gox, b2979, ECK2974]"
"G6113"	"lfhA"	"[lfhA, fhiA, b0229, ECK0230]"
"EG11974"	"fimI"	"[fimI, b4315, ECK4306]"
"G6188"	"yahI"	"[yahI, b0323, ECK0321]"
"EG12454"	"ybaK"	"[ybaK, b0481, ECK0475]"
"G6388"	"b0725"	"[b0725, b0725]"
"G0-8601"	"glcF"	"[glcF, gox, yghL, b2978 (obsolete), b4467, ECK2972]"
"EG10059"	"araH"	"[araH, b1898 (obsolete), b1899 (obsolete), b4460, ECK1897]"
"G0-16659"	"ttcC"	"[ttcC, b4638, ECK4447]"
"EG10453"	"hisS"	"[hisS, b2514, ECK2510]"
"G6570"	"bhsA"	"[bhsA, ycfR, comC, b1112, ECK1098]"
"G6283"	"glxK"	"[glxK, glxB5, ybbZ, b0514, ECK0507]"
"G0-10556"	"icdC"	"[icdC, b4519, ECK1146]"
"G6480"	"elfA"	"[elfA, ycbQ, b0938, ECK0929]"
"EG10807"	"pyrD"	"[pyrD, b0945, ECK0936]"
"EG11043"	"tyrS"	"[tyrS, b1637, ECK1633]"
"G0-8907"	"C0614"	"[C0614]"
"EG10782"	"pstA"	"[pstA, R2pho, phoR2, phoR2b, phoT, b3726, ECK3719]"
"G6573"	"lolC"	"[lolC, ycfU, b1116, ECK1102]"
"EG11386"	"yjiV"	"[yjiV, mcrD, yjiU, b4343 (obsolete), b4344 (obsolete), b4486, ECK4334]"
"EG10407"	"gltX"	"[gltX, gltM, gluRS, b2400, ECK2394]"
"EG11246"	"uspE"	"[uspE, ydaA, b1333, ECK1329]"
"EG10716"	"phnG"	"[phnG, b4101, ECK4094]"
"G7798"	"yifN"	"[yifN, b3777, ECK3769]"
"EG12388"	"sfmF"	"[sfmF, ybcG, b0534, ECK0527]"
"EG10135"	"carB"	"[carB, cap, pyrA, b0033, ECK0034]"
"EG10947"	"serS"	"[serS, b0893, ECK0884]"
"G7386"	"b2651"	"[b2651, b2651]"
"G6476"	"ssuC"	"[ssuC, ycbM, b0934, ECK0925]"
"EG12439"	"yjfF"	"[yjfF, b4231, ECK4226]"
"G0-16674"	"ykgS"	"[ykgS, b4688, ECK4504]"
"EG10097"	"aspS"	"[aspS, tls, b1866, ECK1867]"
"EG10608"	"mreB"	"[mreB, rodY, envB, mon, mreB_1, b3251, ECK3239]"
"EG10735"	"phoU"	"[phoU, phoT, pst, b3724, ECK3717]"
"G0-16656"	"yoeH"	"[yoeH, b4641, ECK4452]"
"G7210"	"yfcV"	"[yfcV, b2339, ECK2333]"
"EG10774"	"prs"	"[prs, dnaR, prsA, b1207, ECK1195]"
"EG10710"	"pheT"	"[pheT, b1713, ECK1711]"
"G6272"	"b0501"	"[b0501]"
"EG12230"	"pitA"	"[pitA, pit, b3493, ECK3478]"
"EG11632"	"potI"	"[potI, b0857, ECK0848]"
"G0-10445"	"ymjB"	"[ymjB, b4524, ECK1314]"
"EG10034"	"alaS"	"[alaS, act, ala-act, lovB, b2697, ECK2692]"
"G7883"	"tabA"	"[tabA, yjgK, b4252, ECK4245]"
"EG10728"	"phoB"	"[phoB, phoRc, phoT, b0399, ECK0393]"
"EG11283"	"phnE_1"	"[phnE_1, phnE, b4104, ECK4097]"
"EG12328"	"yadN"	"[yadN, b0141, ECK0140]"
"EG10805"	"pyrB"	"[pyrB, b4245, ECK4240]"
"EG10553"	"lysU"	"[lysU, b4129, ECK4123]"
"G0-8902"	"C0362"	"[C0362]"
"EG11401"	"psiF"	"[psiF, b0384, ECK0379]"
"EG10556"	"malG"	"[malG, b4032, ECK4024]"
"G0-16670"	"yjdQ"	"[yjdQ, b4654, ECK4457]"
"EG10492"	"ileS"	"[ileS, ilvS, b0026, ECK0027]"
"G0-9561"	"blr"	"[blr, b4409, ECK1620]"
"EG10723"	"phnN"	"[phnN, b4094, ECK4087]"
"G0-16653"	"ypjI"	"[ypjI, b4644, ECK4438]"
"G7204"	"yfcP"	"[yfcP, b2333, ECK2327]"
"EG10634"	"umpH"	"[umpH, nagD, b0675, ECK0663]"
"EG11067"	"valS"	"[valS, val-act, b4258, ECK4251]"
"G7121"	"b2084"	"[b2084]"
"EG11047"	"ugpB"	"[ugpB, psiB, psiC, b3453, ECK3437]"
"G7664"	"lptC"	"[lptC, yrbK, b3199, ECK3188]"
"G7474"	"pbl"	"[pbl, ygeJ, b2854, ECK2852]"
"EG10409"	"glyQ"	"[glyQ, cfcA, glyS(A), b3560, ECK3548]"
"G7314"	"pdeF"	"[pdeF, yfgF, b2503, ECK2499]"
"EG10720"	"phnK"	"[phnK, b4097, ECK4090]"
"G6376"	"ybfO"	"[ybfO, b0703, ECK0691]"
"EG12107"	"ppdD"	"[ppdD, b0108, ECK0107]"
"G7500"	"xdhD"	"[xdhD, ygfN, b2881, ECK2877]"
"EG11001"	"thrS"	"[thrS, b1719, ECK1717]"
"G6091"	"b0165"	"[b0165, b0165]"
"EG10783"	"pstB"	"[pstB, phoT, b3725, ECK3718]"
"G6410"	"ybhS"	"[ybhS, b0793, ECK0782]"
"G0-16667"	"yibW"	"[yibW, b4651, ECK4450]"
"EG10196"	"cysS"	"[cysS, syc, b0526, ECK0519]"
"EG12830"	"ybaM"	"[ybaM, b0466, ECK0460]"
"EG10717"	"phnH"	"[phnH, b4100, ECK4093]"
"G0-10614"	"ykfL"	"[ykfL, b4627, ECK4445]"
"EG11987"	"yehA"	"[yehA, b2108, ECK2101]"
"G7487"	"xdhC"	"[xdhC, ygeU, b2868, ECK2864]"
"EG10770"	"proS"	"[proS, drp, drpA, b0194, ECK0194]"
"G0-8897"	"C0293"	"[C0293]"
"G6478"	"ssuA"	"[ssuA, ycbO, b0936, ECK0927]"
"EG12276"	"xylH"	"[xylH, b3568, ECK3557]"
"EG12208"	"ybeM_1"	"[ybeM_1, ybeH, b0625, ECK0618]"
"EG10071"	"argS"	"[argS, lov, lov-1, b1876, ECK1877]"
"EG11877"	"uspD"	"[uspD, yiiT, b3923, ECK3915]"
"EG10738"	"pldA"	"[pldA, b3821, ECK3815]"
"G0-16664"	"ysaC"	"[ysaC, b4648, ECK4459]"
"EG10229"	"flk"	"[flk, div, b2321, ECK2315]"
"G7486"	"xdhB"	"[xdhB, ygeT, b2867, ECK2863]"
"EG10586"	"metG"	"[metG, b2114, ECK2107]"
"G6740"	"b1425"	"[b1425]"
"EG12883"	"pitB"	"[pitB, b2987, ECK2981]"
"EG10538"	"livH"	"[livH, hrbD, hrbC, hrbB, b3457, ECK3441]"
"G0-10564"	"ysdC"	"[ysdC, b4556, ECK3672]"
"EG10532"	"leuS"	"[leuS, syl, b0642, ECK0635]"
"G6396"	"acrZ"	"[acrZ, ybhT, b0762, ECK0751]"
"EG10733"	"phoR"	"[phoR, R1pho, phoR1, nmpB, b0400, ECK0394]"
"EG11778"	"ybfH"	"[ybfH, b0691, ECK0679]"
"EG11352"	"waaO"	"[waaO, waaI, rfaI, b3627, ECK3617]"
"G7485"	"xdhA"	"[xdhA, ygeS, b2866, ECK2862]"
"EG11272"	"pheM"	"[pheM, phtL, b1715, ECK1713]"
"G6084"	"yi82_1"	"[yi82_1, b0017]"
"EG11403"	"ppx"	"[ppx, b2502, ECK2498]"
"G6950"	"ynjC"	"[ynjC, b1755, ECK1753]"
"G7120"	"yegZ"	"[yegZ, b2083, ECK2080]"
"EG10410"	"glyS"	"[glyS, glyS(B), gly, gly-act, b3559, ECK3547]"
"G6167"	"ykgM"	"[ykgM, b0296, ECK0296]"
"EG10725"	"phnP"	"[phnP, b4092, ECK4085]"
"G6114"	"lafU"	"[lafU, mbhA, b0230, ECK0231]"
"EG11353"	"waaJ"	"[waaJ, rfaJ, waaR, b3626, ECK3616]"
"EG12115"	"yjjG"	"[yjjG, b4374, ECK4365]"
"EG11030"	"trpS"	"[trpS, b3384, ECK3371]"
"G0-8893"	"tpke11"	"[tpke11]"
"EG11048"	"ugpC"	"[ugpC, b3450, ECK3434]"
"G2001"	"sapB"	"[sapB, b1293, ECK1288]"
"G0-16660"	"psaA"	"[psaA, b4645, ECK4465]"
"EG10390"	"glnS"	"[glnS, b0680, ECK0668]"
"G7031"	"uspC"	"[uspC, yecG, b1895, ECK1894]"
"EG10721"	"phnL"	"[phnL, b4096, ECK4089]"
"G0-10559"	"ynfP"	"[ynfP, b4534, ECK1574]"
"EG12274"	"wecH"	"[wecH, yiaH, b3561, ECK3550]"
"EG11702"	"nudC"	"[nudC, yjaD, b3996, ECK3988]"
"EG10094"	"asnS"	"[asnS, lcs, tss, b0930, ECK0921]"
"G7881"	"b4250"	"[b4250]"
"EG10784"	"pstC"	"[pstC, phoW, b3727, ECK3720]"
"EG12076"	"nikB"	"[nikB, hydC, hydD, b3477, ECK3461]"
"EG11496"	"prfH"	"[prfH, b0236, ECK0237]"
"EG10379"	"glgC"	"[glgC, b3430, ECK3416]"
"G6447"	"ybjN"	"[ybjN, b0853, ECK0844]"
"EG10718"	"phnI"	"[phnI, b4099, ECK4092]"
"G7822"	"phnE_2"	"[phnE_2, phnE, b4103, ECK4096]"
"EG11351"	"waaB"	"[waaB, lps, syn, rfaB, b3628, ECK3618]"
"G6215"	"yaiP"	"[yaiP, b0363, ECK0360]"
"G6678"	"b1354"	"[b1354]"
"EG10755"	"ppa"	"[ppa, b4226, ECK4222]"
"EG10298"	"fepG"	"[fepG, b0589, ECK0582]"
"G0-16676"	"yrdF"	"[yrdF, b4697, ECK4509]"
"EG10380"	"glgP"	"[glgP, glgY, b3428, ECK3414]"
"EG11100"	"ybaB"	"[ybaB, b0471, ECK0465]"
"EG10715"	"phnF"	"[phnF, b4102, ECK4095]"
"G0-16657"	"yoeG"	"[yoeG, b4640, ECK4451]"
"EG11455"	"rffC"	"[rffC, rff, wecD, yifH, b3790, ECK3782]"
"EG10377"	"glgA"	"[glgA, b3429, ECK3415]"
"G0-9387"	"sroG"	"[sroG, HB_456/7]"
"EG10734"	"pstS"	"[pstS, R2pho, T, nmpA, phoR2a, phoS, b3728, ECK3721]"
"G6780"	"ddpB"	"[ddpB, yddR, b1486, ECK1480]"
"G0-10515"	"yjhW"	"[yjhW, b4562, ECK4275]"
"EG11381"	"glgS"	"[glgS, scoR, b3049, ECK3038]"
"EG11510"	"ppk"	"[ppk, b2501, ECK2497]"
"G6632"	"ychG_1"	"[ychG_1, ychG, b1240, ECK1234]"
"EG10085"	"ascB"	"[ascB, sac, b2716, ECK2711]"
"EG10378"	"glgB"	"[glgB, b3432, ECK3418]"
"G0-10587"	"ybhU"	"[ybhU, b4591, ECK4401]"
"EG10727"	"phoA"	"[phoA, psiA, b0383, ECK0378]"
"EG12835"	"yhdX"	"[yhdX, b3269, ECK3256]"
"G0-16671"	"yjhY"	"[yjhY, b4656, ECK4453]"
"G6751"	"ydcS"	"[ydcS, b1440, ECK1434]"
"EG11049"	"ugpE"	"[ugpE, b3451, ECK3435]"
"G0-16654"	"pawZ"	"[pawZ, b4643, ECK4464]"
"G7920"	"nanM"	"[nanM, yjhT, b4310, ECK4301]"
"G6530"	"pgaB"	"[pgaB, hmsF, ycdR, b1023, ECK1013]"
"G7692"	"b3254"	"[b3254, b3254]"
"EG10722"	"phnM"	"[phnM, b4095, ECK4088]"
"EG12040"	"yejE"	"[yejE, b2179, ECK2173]"
"EG12834"	"yhdW"	"[yhdW, b3268, ECK3255]"
"G6529"	"pgaC"	"[pgaC, hmsR, ycdQ, b1022, ECK1012]"
"EG11046"	"ugpA"	"[ugpA, psiB, psiC, ugp, b3452, ECK3436]"
"G7478"	"ygeN"	"[ygeN, b2858, ECK2856]"
"G7463"	"kduI"	"[kduI, yqeE, b2843, ECK2841]"
"EG10121"	"bioF"	"[bioF, b0776, ECK0765]"
"G6528"	"pgaD"	"[pgaD, hmsS, ycdP, b1021, ECK1011]"
"G6419"	"yliL"	"[yliL, b0816, ECK0805]"
"EG10719"	"phnJ"	"[phnJ, b4098, ECK4091]"
"EG10288"	"fecC"	"[fecC, b4289, ECK4279]"
"G0-16668"	"yibU"	"[yibU, b4652, ECK4449]"
"EG12261"	"bcsQ"	"[bcsQ, yhjQ, b3534, ECK3519]"
"G6286"	"allD"	"[allD, glxB8, ylbC, b0517, ECK0510]"
"G0-10615"	"ykfK"	"[ykfK, b4628, ECK4444]"
"G6719"	"paaK"	"[paaK, b1398, ECK1395]"
"EG10118"	"bioB"	"[bioB, b0775, ECK0764]"
"EG12260"	"bcsA"	"[bcsA, yhjP, yhjO, b3533, ECK3518]"
"G0-8908"	"IS128"	"[IS128]"
"G6281"	"allB"	"[allB, glxB3, ybbX, b0512, ECK0505]"
"G6753"	"ydcU"	"[ydcU, b1442, ECK1436]"
"EG12226"	"yhiK"	"[yhiK, b4660, b3489, ECK3474]"
"EG12259"	"bcsB"	"[bcsB, yhjN, b3532, ECK3517]"
"G6284"	"allE"	"[allE, glxB6, ylbA, ughY, b0515, ECK0508]"
"G7383"	"pinH"	"[pinH, ypjG, b2648, ECK2645]"
"EG20051"	"dgoK"	"[dgoK, yidV, b3693, ECK3686]"
"EG10122"	"bioH"	"[bioH, bioB, b3412, ECK3399]"
"EG11926"	"yjbH"	"[yjbH, b4029, ECK4021]"
"G7388"	"b2653"	"[b2653]"
"G6285"	"allC"	"[allC, glxB7, ylbB, b0516, ECK0509]"
"EG12009"	"yehW"	"[yehW, b2128, ECK2121]"
"G0-16665"	"ysaD"	"[ysaD, b4649, ECK4460]"
"EG11925"	"yjbG"	"[yjbG, b4028, ECK4020]"
"G6275"	"allA"	"[allA, glxA2, ybbT, b0505, ECK0498]"
"G0-10567"	"insM"	"[insM, b4561, ECK4273]"
"EG12152"	"idnK"	"[idnK, gntV, b4268, ECK4261]"
"EG10119"	"bioC"	"[bioC, b0777, ECK0766]"
"EG11924"	"yjbF"	"[yjbF, b4027, ECK4019]"
"G6294"	"b0538"	"[b0538]"
